연월,시도,전월세전환율,연도,월
2015-12,광주,6.0,2015,12
2015-12,대구,4.656092029,2015,12
2015-12,대전,5.56789743,2015,12
2015-12,부산,5.256964302,2015,12
2015-12,서울,4.695652174,2015,12
2015-12,세종,4.909090909,2015,12
2015-12,울산,5.666666667,2015,12
2015-12,인천,5.333333333,2015,12
2015-12,전남,7.223838929,2015,12
2015-12,전북,7.439455958,2015,12
2015-12,제주,7.238095238,2015,12
2015-12,충남,6.75,2015,12
2015-12,충북,6.857142857,2015,12
2016-01,강원,7.860410281,2016,1
2016-01,경기,4.941176471,2016,1
2016-01,경남,6.0,2016,1
2016-01,경북,6.313349282,2016,1
2016-01,광주,5.99409082,2016,1
2016-01,대구,4.615384615,2016,1
2016-01,대전,5.533518805,2016,1
2016-01,부산,5.25,2016,1
2016-01,서울,4.615384615,2016,1
2016-01,세종,4.800198328,2016,1
2016-01,울산,5.647058824,2016,1
2016-01,인천,5.187117174,2016,1
2016-01,전남,7.384615385,2016,1
2016-01,전북,7.354997943,2016,1
2016-01,제주,6.656026902,2016,1
2016-01,충남,6.666666667,2016,1
2016-01,충북,6.896551724,2016,1
2016-02,강원,7.618921396,2016,2
2016-02,경기,4.811444035,2016,2
2016-02,경남,6.0,2016,2
2016-02,경북,6.147306007,2016,2
2016-02,광주,5.838943265,2016,2
2016-02,대구,4.588235294,2016,2
2016-02,대전,5.4,2016,2
2016-02,부산,5.236363636,2016,2
2016-02,서울,4.551724138,2016,2
2016-02,세종,4.8,2016,2
2016-02,울산,5.455203974,2016,2
2016-02,인천,5.076923077,2016,2
2016-02,전남,7.2,2016,2
2016-02,전북,6.666666667,2016,2
2016-02,제주,6.137741406,2016,2
2016-02,충남,6.620689655,2016,2
2016-02,충북,6.941195404,2016,2
2016-03,강원,7.384615385,2016,3
2016-03,경기,4.8,2016,3
2016-03,경남,5.979522184,2016,3
2016-03,경북,6.148351648,2016,3
2016-03,광주,5.647058824,2016,3
2016-03,대구,4.578387396,2016,3
2016-03,대전,5.333333333,2016,3
2016-03,부산,5.145525075,2016,3
2016-03,서울,4.5,2016,3
2016-03,세종,4.909090909,2016,3
2016-03,울산,5.454545455,2016,3
2016-03,인천,5.007458322,2016,3
2016-03,전남,7.250544628,2016,3
2016-03,전북,6.545454545,2016,3
2016-03,제주,5.789469474,2016,3
2016-03,충남,6.545454545,2016,3
2016-03,충북,6.857142857,2016,3
2016-04,강원,7.379009275,2016,4
2016-04,경기,4.8,2016,4
2016-04,경남,5.990692208,2016,4
2016-04,경북,6.0,2016,4
2016-04,광주,5.55,2016,4
2016-04,대구,4.588235294,2016,4
2016-04,대전,5.333333333,2016,4
2016-04,부산,5.142857143,2016,4
2016-04,서울,4.5,2016,4
2016-04,세종,5.0,2016,4
2016-04,울산,5.333333333,2016,4
2016-04,인천,4.952700253,2016,4
2016-04,전남,7.5,2016,4
2016-04,전북,6.461538462,2016,4
2016-04,제주,5.585996736,2016,4
2016-04,충남,6.4,2016,4
2016-04,충북,6.857142857,2016,4
2016-05,강원,7.325203252,2016,5
2016-05,경기,4.8,2016,5
2016-05,경남,5.806451613,2016,5
2016-05,경북,6.306493506,2016,5
2016-05,광주,5.575261028,2016,5
2016-05,대구,4.626506024,2016,5
2016-05,대전,5.333333333,2016,5
2016-05,부산,5.103203273,2016,5
2016-05,서울,4.495501323,2016,5
2016-05,세종,5.997797912,2016,5
2016-05,울산,5.150384193,2016,5
2016-05,인천,4.941176471,2016,5
2016-05,전남,6.951699893,2016,5
2016-05,전북,6.398778928,2016,5
2016-05,제주,5.544632041,2016,5
2016-05,충남,6.343898289,2016,5
2016-05,충북,6.781180795,2016,5
2016-06,강원,7.372382539,2016,6
2016-06,경기,4.8,2016,6
2016-06,경남,5.76,2016,6
2016-06,경북,6.241249187,2016,6
2016-06,광주,5.647058824,2016,6
2016-06,대구,4.662397387,2016,6
2016-06,대전,5.314764355,2016,6
2016-06,부산,5.13409168,2016,6
2016-06,서울,4.457142857,2016,6
2016-06,세종,5.818181818,2016,6
2016-06,울산,5.142857143,2016,6
2016-06,인천,4.938757753,2016,6
2016-06,전남,7.0,2016,6
2016-06,전북,6.428571429,2016,6
2016-06,제주,5.289152485,2016,6
2016-06,충남,6.260869565,2016,6
2016-06,충북,6.772850679,2016,6
2016-07,강원,7.30931677,2016,7
2016-07,경기,4.8,2016,7
2016-07,경남,5.684210526,2016,7
2016-07,경북,6.352941176,2016,7
2016-07,광주,5.66059939,2016,7
2016-07,대구,4.670892653,2016,7
2016-07,대전,5.212013347,2016,7
2016-07,부산,5.058434317,2016,7
2016-07,서울,4.434782609,2016,7
2016-07,세종,5.333333333,2016,7
2016-07,울산,5.023255814,2016,7
2016-07,인천,4.941176471,2016,7
2016-07,전남,7.451886201,2016,7
2016-07,전북,6.406515413,2016,7
2016-07,제주,5.172413793,2016,7
2016-07,충남,6.315789474,2016,7
2016-07,충북,6.666666667,2016,7
2016-08,강원,7.314845274,2016,8
2016-08,경기,4.8,2016,8
2016-08,경남,5.538461538,2016,8
2016-08,경북,6.0,2016,8
2016-08,광주,5.708993026,2016,8
2016-08,대구,4.662631125,2016,8
2016-08,대전,5.143809107,2016,8
2016-08,부산,5.003487885,2016,8
2016-08,서울,4.390243902,2016,8
2016-08,세종,5.6,2016,8
2016-08,울산,4.981251647,2016,8
2016-08,인천,4.941176471,2016,8
2016-08,전남,7.622093023,2016,8
2016-08,전북,6.545454545,2016,8
2016-08,제주,5.185182222,2016,8
2016-08,충남,6.315789474,2016,8
2016-08,충북,6.516853305,2016,8
2016-09,강원,7.384615385,2016,9
2016-09,경기,4.772727273,2016,9
2016-09,경남,5.541731551,2016,9
2016-09,경북,5.957198076,2016,9
2016-09,광주,5.6,2016,9
2016-09,대구,4.608296404,2016,9
2016-09,대전,5.142857143,2016,9
2016-09,부산,5.0,2016,9
2016-09,서울,4.362593731,2016,9
2016-09,세종,5.0,2016,9
2016-09,울산,4.90952461,2016,9
2016-09,인천,4.909090909,2016,9
2016-09,전남,7.636363636,2016,9
2016-09,전북,6.248070141,2016,9
2016-09,제주,5.172413793,2016,9
2016-09,충남,6.24,2016,9
2016-09,충북,6.0,2016,9
2016-10,강원,7.568488598,2016,10
2016-10,경기,4.727497032,2016,10
2016-10,경남,5.6,2016,10
2016-10,경북,5.882352941,2016,10
2016-10,광주,5.58152522,2016,10
2016-10,대구,4.594592432,2016,10
2016-10,대전,5.169230769,2016,10
2016-10,부산,4.881845756,2016,10
2016-10,서울,4.285714286,2016,10
2016-10,세종,4.714285714,2016,10
2016-10,울산,4.909090909,2016,10
2016-10,인천,4.857142857,2016,10
2016-10,전남,7.873754153,2016,10
2016-10,전북,6.248070141,2016,10
2016-10,제주,5.245714286,2016,10
2016-10,충남,6.268656716,2016,10
2016-10,충북,6.0,2016,10
2016-11,강원,7.422680412,2016,11
2016-11,경기,4.682267387,2016,11
2016-11,경남,5.469690205,2016,11
2016-11,경북,5.714285714,2016,11
2016-11,광주,5.454545455,2016,11
2016-11,대구,4.562844357,2016,11
2016-11,대전,5.142857143,2016,11
2016-11,부산,4.8,2016,11
2016-11,서울,4.246153846,2016,11
2016-11,세종,4.118623277,2016,11
2016-11,울산,4.809600084,2016,11
2016-11,인천,4.8,2016,11
2016-11,전남,7.636363636,2016,11
2016-11,전북,6.248070141,2016,11
2016-11,제주,5.333333333,2016,11
2016-11,충남,6.109090909,2016,11
2016-11,충북,6.0,2016,11
2016-12,강원,7.2,2016,12
2016-12,경기,4.645571063,2016,12
2016-12,경남,5.333333333,2016,12
2016-12,경북,5.656348798,2016,12
2016-12,광주,5.4,2016,12
2016-12,대구,4.5,2016,12
2016-12,대전,5.142857143,2016,12
2016-12,부산,4.787163252,2016,12
2016-12,서울,4.2,2016,12
2016-12,세종,4.125,2016,12
2016-12,울산,4.8,2016,12
2016-12,인천,4.8,2016,12
2016-12,전남,7.5,2016,12
2016-12,전북,6.068612067,2016,12
2016-12,제주,5.027015247,2016,12
2016-12,충남,6.166577387,2016,12
2016-12,충북,6.0,2016,12
2017-01,강원,7.105917978,2017,1
2017-01,경기,4.615384615,2017,1
2017-01,경남,5.333333333,2017,1
2017-01,경북,5.865604778,2017,1
2017-01,광주,5.333333333,2017,1
2017-01,대구,4.454998378,2017,1
2017-01,대전,5.076923077,2017,1
2017-01,부산,4.722274172,2017,1
2017-01,서울,4.181818182,2017,1
2017-01,세종,4.125174312,2017,1
2017-01,울산,4.8,2017,1
2017-01,인천,4.782906979,2017,1
2017-01,전남,7.304347826,2017,1
2017-01,전북,6.0,2017,1
2017-01,제주,5.29395,2017,1
2017-01,충남,6.177253763,2017,1
2017-01,충북,5.967349843,2017,1
2017-02,강원,6.857142857,2017,2
2017-02,경기,4.581818182,2017,2
2017-02,경남,5.247686769,2017,2
2017-02,경북,5.6,2017,2
2017-02,광주,5.333333333,2017,2
2017-02,대구,4.363636364,2017,2
2017-02,대전,5.142857143,2017,2
2017-02,부산,4.666666667,2017,2
2017-02,서울,4.153846154,2017,2
2017-02,세종,4.186046512,2017,2
2017-02,울산,4.729100118,2017,2
2017-02,인천,4.714285714,2017,2
2017-02,전남,6.923076923,2017,2
2017-02,전북,6.0,2017,2
2017-02,제주,4.999999,2017,2
2017-02,충남,6.266666667,2017,2
2017-02,충북,6.0,2017,2
2017-03,강원,6.595441624,2017,3
2017-03,경기,4.571428571,2017,3
2017-03,경남,5.25,2017,3
2017-03,경북,5.714285714,2017,3
2017-03,광주,5.217391304,2017,3
2017-03,대구,4.361278295,2017,3
2017-03,대전,5.16,2017,3
2017-03,부산,4.666666667,2017,3
2017-03,서울,4.136483906,2017,3
2017-03,세종,4.2,2017,3
2017-03,울산,4.8,2017,3
2017-03,인천,4.714285714,2017,3
2017-03,전남,7.017973118,2017,3
2017-03,전북,6.0,2017,3
2017-03,제주,4.823425423,2017,3
2017-03,충남,6.228992564,2017,3
2017-03,충북,6.136116269,2017,3
2017-04,강원,6.48,2017,4
2017-04,경기,4.554744526,2017,4
2017-04,경남,5.194061443,2017,4
2017-04,경북,5.714285714,2017,4
2017-04,광주,5.236736659,2017,4
2017-04,대구,4.363636364,2017,4
2017-04,대전,5.151970058,2017,4
2017-04,부산,4.695652174,2017,4
2017-04,서울,4.128366854,2017,4
2017-04,세종,4.235294118,2017,4
2017-04,울산,4.8,2017,4
2017-04,인천,4.724466673,2017,4
2017-04,전남,6.934140214,2017,4
2017-04,전북,6.0,2017,4
2017-04,제주,4.761902857,2017,4
2017-04,충남,6.0,2017,4
2017-04,충북,6.260869565,2017,4
2017-05,강원,6.5,2017,5
2017-05,경기,4.569995817,2017,5
2017-05,경남,5.189446142,2017,5
2017-05,경북,5.948829017,2017,5
2017-05,광주,5.257065949,2017,5
2017-05,대구,4.421052632,2017,5
2017-05,대전,5.142857143,2017,5
2017-05,부산,4.719033614,2017,5
2017-05,서울,4.125,2017,5
2017-05,세종,4.333333333,2017,5
2017-05,울산,4.880802894,2017,5
2017-05,인천,4.750517793,2017,5
2017-05,전남,7.058823529,2017,5
2017-05,전북,6.0,2017,5
2017-05,제주,4.815317616,2017,5
2017-05,충남,6.000457723,2017,5
2017-05,충북,6.24,2017,5
2017-06,강원,6.75,2017,6
2017-06,경기,4.571428571,2017,6
2017-06,경남,5.217391304,2017,6
2017-06,경북,6.0,2017,6
2017-06,광주,5.255864942,2017,6
2017-06,대구,4.363636364,2017,6
2017-06,대전,5.176367084,2017,6
2017-06,부산,4.714285714,2017,6
2017-06,서울,4.129032258,2017,6
2017-06,세종,4.426229508,2017,6
2017-06,울산,4.867926454,2017,6
2017-06,인천,4.78536091,2017,6
2017-06,전남,7.384615385,2017,6
2017-06,전북,6.0,2017,6
2017-06,제주,4.75804208,2017,6
2017-06,충남,6.0,2017,6
2017-06,충북,6.17369727,2017,6
2017-07,강원,6.835026341,2017,7
2017-07,경기,4.615384615,2017,7
2017-07,경남,5.25,2017,7
2017-07,경북,6.0,2017,7
2017-07,광주,5.333333333,2017,7
2017-07,대구,4.429056788,2017,7
2017-07,대전,5.181818182,2017,7
2017-07,부산,4.765108052,2017,7
2017-07,서울,4.109653275,2017,7
2017-07,세종,4.714285714,2017,7
2017-07,울산,4.962407342,2017,7
2017-07,인천,4.8,2017,7
2017-07,전남,7.259813084,2017,7
2017-07,전북,6.153846154,2017,7
2017-07,제주,4.745454545,2017,7
2017-07,충남,6.0,2017,7
2017-07,충북,6.0,2017,7
2017-08,강원,6.857142857,2017,8
2017-08,경기,4.615988686,2017,8
2017-08,경남,5.333333333,2017,8
2017-08,경북,6.0,2017,8
2017-08,광주,5.4,2017,8
2017-08,대구,4.5,2017,8
2017-08,대전,5.142857143,2017,8
2017-08,부산,4.796282826,2017,8
2017-08,서울,4.097560976,2017,8
2017-08,세종,4.793860452,2017,8
2017-08,울산,4.941176471,2017,8
2017-08,인천,4.8,2017,8
2017-08,전남,7.507425743,2017,8
2017-08,전북,6.273385446,2017,8
2017-08,제주,4.740165119,2017,8
2017-08,충남,6.0,2017,8
2017-08,충북,6.176470588,2017,8
2017-09,강원,6.857142857,2017,9
2017-09,경기,4.615384615,2017,9
2017-09,경남,5.247977754,2017,9
2017-09,경북,6.0,2017,9
2017-09,광주,5.454545455,2017,9
2017-09,대구,4.50041038,2017,9
2017-09,대전,5.142857143,2017,9
2017-09,부산,4.714285714,2017,9
2017-09,서울,4.085106383,2017,9
2017-09,세종,4.778033808,2017,9
2017-09,울산,4.863958288,2017,9
2017-09,인천,4.8,2017,9
2017-09,전남,7.589473684,2017,9
2017-09,전북,6.302991927,2017,9
2017-09,제주,4.745454545,2017,9
2017-09,충남,6.0,2017,9
2017-09,충북,6.052823518,2017,9
2017-10,강원,6.908575101,2017,10
2017-10,경기,4.615384615,2017,10
2017-10,경남,5.24921558,2017,10
2017-10,경북,5.916267258,2017,10
2017-10,광주,5.4,2017,10
2017-10,대구,4.50216356,2017,10
2017-10,대전,5.134502153,2017,10
2017-10,부산,4.666666667,2017,10
2017-10,서울,4.071428571,2017,10
2017-10,세종,4.665591233,2017,10
2017-10,울산,5.0,2017,10
2017-10,인천,4.8,2017,10
2017-10,전남,7.5,2017,10
2017-10,전북,6.128735632,2017,10
2017-10,제주,4.705913474,2017,10
2017-10,충남,6.0,2017,10
2017-10,충북,6.066231133,2017,10
2017-11,강원,6.857142857,2017,11
2017-11,경기,4.615384615,2017,11
2017-11,경남,5.184280174,2017,11
2017-11,경북,5.76,2017,11
2017-11,광주,5.4,2017,11
2017-11,대구,4.5,2017,11
2017-11,대전,5.142857143,2017,11
2017-11,부산,4.666666667,2017,11
2017-11,서울,4.064293295,2017,11
2017-11,세종,4.615700445,2017,11
2017-11,울산,4.997788747,2017,11
2017-11,인천,4.8,2017,11
2017-11,전남,7.507425743,2017,11
2017-11,전북,6.193548387,2017,11
2017-11,제주,4.749473684,2017,11
2017-11,충남,6.0,2017,11
2017-11,충북,6.317469205,2017,11
2017-12,강원,6.666666667,2017,12
2017-12,경기,4.631578947,2017,12
2017-12,경남,5.142857143,2017,12
2017-12,경북,5.538461538,2017,12
2017-12,광주,5.322570862,2017,12
2017-12,대구,4.5,2017,12
2017-12,대전,5.142857143,2017,12
2017-12,부산,4.666666667,2017,12
2017-12,서울,4.051948052,2017,12
2017-12,세종,4.618519726,2017,12
2017-12,울산,4.909090909,2017,12
2017-12,인천,4.8,2017,12
2017-12,전남,7.43114164,2017,12
2017-12,전북,6.074991704,2017,12
2017-12,제주,4.995139802,2017,12
2017-12,충남,6.0,2017,12
2017-12,충북,6.033388181,2017,12
2018-01,강원,6.981818182,2018,1
2018-01,경기,4.626029228,2018,1
2018-01,경남,5.153788447,2018,1
2018-01,경북,5.569469192,2018,1
2018-01,광주,5.228655545,2018,1
2018-01,대구,4.444444444,2018,1
2018-01,대전,5.076923077,2018,1
2018-01,부산,4.666666667,2018,1
2018-01,서울,4.008405894,2018,1
2018-01,세종,4.617895985,2018,1
2018-01,울산,4.965517241,2018,1
2018-01,인천,4.8,2018,1
2018-01,전남,7.294382022,2018,1
2018-01,전북,6.0,2018,1
2018-01,제주,4.736842105,2018,1
2018-01,충남,6.0,2018,1
2018-01,충북,6.0,2018,1
2018-02,강원,6.75,2018,2
2018-02,경기,4.615384615,2018,2
2018-02,경남,5.140878403,2018,2
2018-02,경북,5.538461538,2018,2
2018-02,광주,5.179150648,2018,2
2018-02,대구,4.409898757,2018,2
2018-02,대전,5.0,2018,2
2018-02,부산,4.666666667,2018,2
2018-02,서울,4.000835204,2018,2
2018-02,세종,4.66161401,2018,2
2018-02,울산,4.8,2018,2
2018-02,인천,4.803351851,2018,2
2018-02,전남,7.058823529,2018,2
2018-02,전북,6.0,2018,2
2018-02,제주,4.797125615,2018,2
2018-02,충남,6.0,2018,2
2018-02,충북,6.0,2018,2
2018-03,강원,6.639524672,2018,3
2018-03,경기,4.628571429,2018,3
2018-03,경남,5.12,2018,3
2018-03,경북,5.702500297,2018,3
2018-03,광주,5.217391304,2018,3
2018-03,대구,4.415575044,2018,3
2018-03,대전,5.142857143,2018,3
2018-03,부산,4.685521003,2018,3
2018-03,서울,4.004198536,2018,3
2018-03,세종,4.716664144,2018,3
2018-03,울산,4.8,2018,3
2018-03,인천,4.888888889,2018,3
2018-03,전남,7.157095827,2018,3
2018-03,전북,6.0,2018,3
2018-03,제주,4.727275636,2018,3
2018-03,충남,6.0,2018,3
2018-03,충북,6.126352263,2018,3
2018-04,강원,6.545454545,2018,4
2018-04,경기,4.666666667,2018,4
2018-04,경남,5.054035574,2018,4
2018-04,경북,5.715058057,2018,4
2018-04,광주,5.222385897,2018,4
2018-04,대구,4.44444,2018,4
2018-04,대전,5.142857143,2018,4
2018-04,부산,4.730800656,2018,4
2018-04,서울,4.017594571,2018,4
2018-04,세종,4.8,2018,4
2018-04,울산,4.8,2018,4
2018-04,인천,4.897959184,2018,4
2018-04,전남,7.36066533,2018,4
2018-04,전북,6.0,2018,4
2018-04,제주,4.762285714,2018,4
2018-04,충남,6.0,2018,4
2018-04,충북,6.399753391,2018,4
2018-05,강원,6.545454545,2018,5
2018-05,경기,4.695652174,2018,5
2018-05,경남,5.070094766,2018,5
2018-05,경북,5.793103448,2018,5
2018-05,광주,5.189200882,2018,5
2018-05,대구,4.4,2018,5
2018-05,대전,5.151704858,2018,5
2018-05,부산,4.736842105,2018,5
2018-05,서울,4.051948052,2018,5
2018-05,세종,4.786785684,2018,5
2018-05,울산,4.8,2018,5
2018-05,인천,4.888888889,2018,5
2018-05,전남,7.2,2018,5
2018-05,전북,6.0,2018,5
2018-05,제주,4.745454545,2018,5
2018-05,충남,6.0,2018,5
2018-05,충북,6.189088255,2018,5
2018-06,강원,6.4,2018,6
2018-06,경기,4.695652174,2018,6
2018-06,경남,5.076923077,2018,6
2018-06,경북,5.9697736,2018,6
2018-06,광주,5.316455696,2018,6
2018-06,대구,4.4,2018,6
2018-06,대전,5.2,2018,6
2018-06,부산,4.79122086,2018,6
2018-06,서울,4.054054054,2018,6
2018-06,세종,4.8,2018,6
2018-06,울산,4.8,2018,6
2018-06,인천,4.888888889,2018,6
2018-06,전남,7.272727273,2018,6
2018-06,전북,5.97067807,2018,6
2018-06,제주,4.745454545,2018,6
2018-06,충남,6.0,2018,6
2018-06,충북,6.067074718,2018,6
2018-07,강원,6.4,2018,7
2018-07,경기,4.695652174,2018,7
2018-07,경남,5.052631579,2018,7
2018-07,경북,5.825242718,2018,7
2018-07,광주,5.333333333,2018,7
2018-07,대구,4.385905895,2018,7
2018-07,대전,5.172413793,2018,7
2018-07,부산,4.73635971,2018,7
2018-07,서울,4.068179147,2018,7
2018-07,세종,4.909090909,2018,7
2018-07,울산,4.8,2018,7
2018-07,인천,4.885714286,2018,7
2018-07,전남,7.507425743,2018,7
2018-07,전북,6.4,2018,7
2018-07,제주,4.745454545,2018,7
2018-07,충남,6.0,2018,7
2018-07,충북,6.0,2018,7
2018-08,강원,6.4,2018,8
2018-08,경기,4.714285714,2018,8
2018-08,경남,5.034415131,2018,8
2018-08,경북,5.962732919,2018,8
2018-08,광주,5.340414343,2018,8
2018-08,대구,4.408163265,2018,8
2018-08,대전,5.16,2018,8
2018-08,부산,4.733966005,2018,8
2018-08,서울,4.06779661,2018,8
2018-08,세종,5.028497383,2018,8
2018-08,울산,4.811433385,2018,8
2018-08,인천,4.875,2018,8
2018-08,전남,7.507281553,2018,8
2018-08,전북,6.461538462,2018,8
2018-08,제주,4.745454545,2018,8
2018-08,충남,6.0,2018,8
2018-08,충북,6.0,2018,8
2018-09,강원,6.421487083,2018,9
2018-09,경기,4.721311475,2018,9
2018-09,경남,5.04,2018,9
2018-09,경북,5.825242718,2018,9
2018-09,광주,5.344734813,2018,9
2018-09,대구,4.5,2018,9
2018-09,대전,5.0,2018,9
2018-09,부산,4.666666667,2018,9
2018-09,서울,4.043455004,2018,9
2018-09,세종,5.142857143,2018,9
2018-09,울산,4.8,2018,9
2018-09,인천,4.864864865,2018,9
2018-09,전남,7.404255319,2018,9
2018-09,전북,6.545454545,2018,9
2018-09,제주,4.745454545,2018,9
2018-09,충남,6.0,2018,9
2018-09,충북,6.0,2018,9
2018-10,강원,6.44295302,2018,10
2018-10,경기,4.695652174,2018,10
2018-10,경남,5.042639213,2018,10
2018-10,경북,5.908566151,2018,10
2018-10,광주,5.333333333,2018,10
2018-10,대구,4.571428571,2018,10
2018-10,대전,4.919933261,2018,10
2018-10,부산,4.651610478,2018,10
2018-10,서울,4.000656023,2018,10
2018-10,세종,5.077712524,2018,10
2018-10,울산,4.87225954,2018,10
2018-10,인천,4.86749749,2018,10
2018-10,전남,7.379447435,2018,10
2018-10,전북,6.461538462,2018,10
2018-10,제주,4.741721854,2018,10
2018-10,충남,6.0,2018,10
2018-10,충북,6.0,2018,10
2018-11,강원,6.374769104,2018,11
2018-11,경기,4.668702864,2018,11
2018-11,경남,5.033593598,2018,11
2018-11,경북,5.796933603,2018,11
2018-11,광주,5.312651162,2018,11
2018-11,대구,4.562279342,2018,11
2018-11,대전,4.864864865,2018,11
2018-11,부산,4.66362821,2018,11
2018-11,서울,4.0,2018,11
2018-11,세종,5.0,2018,11
2018-11,울산,4.88372093,2018,11
2018-11,인천,4.864747519,2018,11
2018-11,전남,7.181672932,2018,11
2018-11,전북,6.666666667,2018,11
2018-11,제주,4.741721854,2018,11
2018-11,충남,6.0,2018,11
2018-11,충북,5.920022709,2018,11
2018-12,강원,6.072324543,2018,12
2018-12,경기,4.666666667,2018,12
2018-12,경남,5.001181425,2018,12
2018-12,경북,5.658760108,2018,12
2018-12,광주,5.260566614,2018,12
2018-12,대구,4.511329779,2018,12
2018-12,대전,4.8,2018,12
2018-12,부산,4.660194175,2018,12
2018-12,서울,4.0,2018,12
2018-12,세종,4.976401375,2018,12
2018-12,울산,4.8,2018,12
2018-12,인천,4.865765766,2018,12
2018-12,전남,6.226495726,2018,12
2018-12,전북,6.666666667,2018,12
2018-12,제주,4.842101053,2018,12
2018-12,충남,6.0,2018,12
2018-12,충북,5.739130435,2018,12
2019-01,강원,6.034391434,2019,1
2019-01,경기,4.666666667,2019,1
2019-01,경남,5.0,2019,1
2019-01,경북,5.652173913,2019,1
2019-01,광주,5.173665067,2019,1
2019-01,대구,4.444444444,2019,1
2019-01,대전,4.8,2019,1
2019-01,부산,4.660865887,2019,1
2019-01,서울,4.0,2019,1
2019-01,세종,4.909090909,2019,1
2019-01,울산,4.8,2019,1
2019-01,인천,4.896322477,2019,1
2019-01,전남,6.0,2019,1
2019-01,전북,6.0,2019,1
2019-01,제주,4.766547648,2019,1
2019-01,충남,6.0,2019,1
2019-01,충북,5.731343284,2019,1
2019-02,강원,6.0,2019,2
2019-02,경기,4.660102534,2019,2
2019-02,경남,5.0,2019,2
2019-02,경북,5.584607053,2019,2
2019-02,광주,5.076923077,2019,2
2019-02,대구,4.375,2019,2
2019-02,대전,4.714285714,2019,2
2019-02,부산,4.653942611,2019,2
2019-02,서울,4.0,2019,2
2019-02,세종,4.8,2019,2
2019-02,울산,4.864864865,2019,2
2019-02,인천,4.893639765,2019,2
2019-02,전남,6.0,2019,2
2019-02,전북,6.0,2019,2
2019-02,제주,4.785550685,2019,2
2019-02,충남,5.806451613,2019,2
2019-02,충북,5.726473098,2019,2
2019-03,강원,6.0,2019,3
2019-03,경기,4.682926829,2019,3
2019-03,경남,5.0,2019,3
2019-03,경북,5.553706851,2019,3
2019-03,광주,5.071252882,2019,3
2019-03,대구,4.380136807,2019,3
2019-03,대전,4.717241379,2019,3
2019-03,부산,4.666666667,2019,3
2019-03,서울,4.0,2019,3
2019-03,세종,4.705585033,2019,3
2019-03,울산,4.901098914,2019,3
2019-03,인천,4.900277326,2019,3
2019-03,전남,6.0,2019,3
2019-03,전북,6.0,2019,3
2019-03,제주,4.813019361,2019,3
2019-03,충남,5.769230769,2019,3
2019-03,충북,5.660377358,2019,3
2019-04,강원,6.0,2019,4
2019-04,경기,4.714285714,2019,4
2019-04,경남,5.0,2019,4
2019-04,경북,5.538461538,2019,4
2019-04,광주,5.142857143,2019,4
2019-04,대구,4.4,2019,4
2019-04,대전,4.8,2019,4
2019-04,부산,4.714285714,2019,4
2019-04,서울,4.059361246,2019,4
2019-04,세종,4.661538952,2019,4
2019-04,울산,4.875,2019,4
2019-04,인천,4.941176471,2019,4
2019-04,전남,6.250434783,2019,4
2019-04,전북,6.0,2019,4
2019-04,제주,4.777484113,2019,4
2019-04,충남,5.806451613,2019,4
2019-04,충북,5.669289152,2019,4
2019-05,강원,6.0,2019,5
2019-05,경기,4.721311475,2019,5
2019-05,경남,5.0,2019,5
2019-05,경북,5.538461538,2019,5
2019-05,광주,5.162068966,2019,5
2019-05,대구,4.51318445,2019,5
2019-05,대전,4.8,2019,5
2019-05,부산,4.727272727,2019,5
2019-05,서울,4.074810724,2019,5
2019-05,세종,4.710351377,2019,5
2019-05,울산,4.814163566,2019,5
2019-05,인천,4.965517241,2019,5
2019-05,전남,6.315789474,2019,5
2019-05,전북,6.0,2019,5
2019-05,제주,4.76114176,2019,5
2019-05,충남,5.970375997,2019,5
2019-05,충북,5.755836293,2019,5
2019-06,강원,6.0,2019,6
2019-06,경기,4.724409449,2019,6
2019-06,경남,5.001397629,2019,6
2019-06,경북,5.569273654,2019,6
2019-06,광주,5.25,2019,6
2019-06,대구,4.571428571,2019,6
2019-06,대전,4.837904564,2019,6
2019-06,부산,4.714285714,2019,6
2019-06,서울,4.085106383,2019,6
2019-06,세종,4.799866773,2019,6
2019-06,울산,4.814268932,2019,6
2019-06,인천,4.984615385,2019,6
2019-06,전남,6.4,2019,6
2019-06,전북,6.0,2019,6
2019-06,제주,4.782605217,2019,6
2019-06,충남,6.0,2019,6
2019-06,충북,5.76,2019,6
2019-07,강원,6.0,2019,7
2019-07,경기,4.744186047,2019,7
2019-07,경남,5.0,2019,7
2019-07,경북,5.516877323,2019,7
2019-07,광주,5.268292683,2019,7
2019-07,대구,4.554939051,2019,7
2019-07,대전,4.897959184,2019,7
2019-07,부산,4.682926829,2019,7
2019-07,서울,4.08,2019,7
2019-07,세종,4.8,2019,7
2019-07,울산,4.801354153,2019,7
2019-07,인천,4.940198932,2019,7
2019-07,전남,6.461538462,2019,7
2019-07,전북,6.0,2019,7
2019-07,제주,4.745454545,2019,7
2019-07,충남,6.0,2019,7
2019-07,충북,5.793103448,2019,7
2019-08,강원,6.545454545,2019,8
2019-08,경기,4.750672783,2019,8
2019-08,경남,5.0,2019,8
2019-08,경북,5.276935355,2019,8
2019-08,광주,5.25,2019,8
2019-08,대구,4.609928656,2019,8
2019-08,대전,5.0,2019,8
2019-08,부산,4.695652174,2019,8
2019-08,서울,4.05389791,2019,8
2019-08,세종,4.897959184,2019,8
2019-08,울산,4.8,2019,8
2019-08,인천,4.941176471,2019,8
