지역코드,연월,NPS_가입자수,NPS_고지금액합계,NPS_사업장수,NPS_1인당고지금액,NPS_고용증감,시도,연도,월
46870,2017-07,6127,1213163040,681,198002.78113269137,31,전남,2017,7
46880,2017-07,9216,1914416440,853,207727.47829861112,15,전남,2017,7
46890,2017-07,3994,738044700,459,184788.35753630445,31,전남,2017,7
46900,2017-07,2176,420494480,271,193241.94852941178,25,전남,2017,7
46910,2017-07,3062,587451120,359,191852.09666884388,22,전남,2017,7
47111,2017-07,71723,22905080840,2065,319354.7514744224,-219,경북,2017,7
47113,2017-07,17702,3787739460,1333,213972.40198847587,-26,경북,2017,7
47130,2017-07,58275,16611780540,2525,285058.43912483915,60,경북,2017,7
47150,2017-07,27324,7712280940,1081,282252.9988288684,9,경북,2017,7
47170,2017-07,16935,3459235680,1301,204265.46678476527,122,경북,2017,7
47190,2017-07,74543,19125084180,3287,256564.45514669386,389,경북,2017,7
47210,2017-07,9511,2099916720,684,220788.215750184,112,경북,2017,7
47230,2017-07,19395,4681882340,1241,241396.35679298788,209,경북,2017,7
47250,2017-07,8622,1763785680,746,204568.04453723034,735,경북,2017,7
47280,2017-07,6869,1406102060,560,204702.58552918912,63,경북,2017,7
47290,2017-07,40433,9449253700,2179,233701.52350802562,41,경북,2017,7
47720,2017-07,3195,664750520,365,208059.63067292646,-3,경북,2017,7
47730,2017-07,4521,854606520,538,189030.4180491042,112,경북,2017,7
47750,2017-07,2165,396385220,288,183087.86143187067,82,경북,2017,7
47760,2017-07,1334,238798620,186,179009.46026986506,0,경북,2017,7
47770,2017-07,2963,588375220,338,198574.15457306785,-24,경북,2017,7
47820,2017-07,4605,957069340,407,207832.64712269272,26,경북,2017,7
47830,2017-07,6682,1515398560,578,226788.17120622567,30,경북,2017,7
47840,2017-07,8847,1946353440,779,220001.51915903695,81,경북,2017,7
47850,2017-07,23087,5242164700,1535,227061.3202235024,-24,경북,2017,7
47900,2017-07,3394,680107740,354,200385.30936947555,-1,경북,2017,7
47920,2017-07,2531,463735640,369,183222.299486369,56,경북,2017,7
47930,2017-07,5878,1360635140,534,231479.2684586594,-64,경북,2017,7
47940,2017-07,1035,196499960,133,189855.03381642513,-21,경북,2017,7
48121,2017-07,43744,10373594660,2383,237143.2575896123,114,경남,2017,7
48123,2017-07,75416,23695796880,1818,314201.18913758354,1734,경남,2017,7
48125,2017-07,14637,3281175240,949,224169.92826398852,-84,경남,2017,7
48127,2017-07,20409,4811827500,1059,235769.88093488166,-79,경남,2017,7
48129,2017-07,13798,3361721100,850,243638.28815770402,-45,경남,2017,7
48170,2017-07,43695,11403456840,2011,260978.52935118435,78,경남,2017,7
48220,2017-07,9512,2151024580,708,226137.9920100925,-93,경남,2017,7
48240,2017-07,19283,5216880400,848,270542.9860498885,83,경남,2017,7
48250,2017-07,85565,20464381960,5401,239167.67323087712,260,경남,2017,7
48270,2017-07,11822,2607178200,916,220536.1360175943,16,경남,2017,7
48310,2017-07,53932,16145603520,1412,299369.6417711192,-405,경남,2017,7
48330,2017-07,54293,13957603400,2534,257079.24410144956,21,경남,2017,7
48720,2017-07,3574,803442340,321,224801.99776161165,-7,경남,2017,7
48730,2017-07,17883,4530157560,1151,253322.01308505284,-74,경남,2017,7
48740,2017-07,8928,2190462100,626,245347.457437276,127,경남,2017,7
48820,2017-07,6638,1513399620,541,227990.30129557094,-132,경남,2017,7
48840,2017-07,3149,609118380,275,193432.3213718641,3,경남,2017,7
48850,2017-07,4110,847822560,471,206282.8613138686,25,경남,2017,7
48860,2017-07,4209,802242920,456,190601.78664765978,100,경남,2017,7
48870,2017-07,3604,702116280,380,194815.83795782464,12,경남,2017,7
48880,2017-07,5668,1129935700,543,199353.51093860267,71,경남,2017,7
48890,2017-07,3770,710597380,393,188487.36870026524,38,경남,2017,7
50110,2017-07,67600,14298442740,5139,211515.425147929,296,제주,2017,7
50130,2017-07,21427,4758219220,1640,222066.51514444393,241,제주,2017,7
90100,2017-07,4,1023460,1,255865.0,0,,2017,7
11110,2018-11,212041,63820555920,4892,300982.1493013144,-1230,서울,2018,11
11140,2018-11,431377,127484197440,6567,295528.49929412093,471,서울,2018,11
11170,2018-11,134239,33690178080,3759,250971.61093273936,342,서울,2018,11
11200,2018-11,147742,36668238860,5198,248191.02800828472,613,서울,2018,11
11215,2018-11,40275,8965168400,2431,222598.84295468652,196,서울,2018,11
11230,2018-11,43993,10055171680,2554,228562.99138499307,162,서울,2018,11
11260,2018-11,21956,5119568660,1385,233174.0143924212,57,서울,2018,11
11290,2018-11,31534,6655811740,1850,211067.7915900298,44,서울,2018,11
11305,2018-11,12172,2541061800,883,208762.8820243181,57,서울,2018,11
11320,2018-11,14488,2945822760,1063,203328.4621755936,41,서울,2018,11
11350,2018-11,28634,6030649120,1858,210611.4800586715,61,서울,2018,11
11380,2018-11,20770,4549875680,1683,219059.9749638902,-83,서울,2018,11
11410,2018-11,44872,11876654000,1692,264678.5077553931,185,서울,2018,11
11440,2018-11,153679,38872108960,7371,252943.53138685183,733,서울,2018,11
11470,2018-11,29384,7270932500,2033,247445.29335692895,17,서울,2018,11
11500,2018-11,141606,39027517460,5067,275606.3829216276,28,서울,2018,11
11530,2018-11,113917,27960373740,6024,245445.13760018258,356,서울,2018,11
11545,2018-11,139027,35401673780,7735,254638.83835513965,-417,서울,2018,11
11560,2018-11,400662,123729463480,8291,308812.5738902117,-74,서울,2018,11
11590,2018-11,39884,9940872420,1594,249244.61989770335,105,서울,2018,11
11620,2018-11,30390,6732027800,1800,221521.15169463638,201,서울,2018,11
11650,2018-11,367721,108517971040,11770,295109.52880036767,716,서울,2018,11
11680,2018-11,637574,168630112060,21193,264487.1215890234,4106,서울,2018,11
11710,2018-11,225475,57385331640,9063,254508.62241933696,-2566,서울,2018,11
11740,2018-11,58550,16102735900,2452,275025.3783091375,303,서울,2018,11
26110,2018-11,23478,6009008040,1422,255942.07513416815,118,부산,2018,11
26140,2018-11,12226,2701295120,829,220946.76263700312,107,부산,2018,11
26170,2018-11,21950,5248310280,1284,239102.97403189066,-34,부산,2018,11
26200,2018-11,14415,3676535360,768,255049.27922303157,-26,부산,2018,11
26230,2018-11,36225,8681897160,2269,239665.89813664596,201,부산,2018,11
26260,2018-11,20076,4434241200,1450,220872.74357441723,-39,부산,2018,11
26290,2018-11,35256,10151011260,1487,287922.9424778761,109,부산,2018,11
26320,2018-11,15364,3098005720,886,201640.5701640198,137,부산,2018,11
26350,2018-11,43208,10176613780,2971,235526.14747269024,186,부산,2018,11
26380,2018-11,35704,8459945120,1747,236946.7040107551,122,부산,2018,11
26410,2018-11,25459,5682066600,1639,223184.98762716525,151,부산,2018,11
26440,2018-11,61827,17502104320,3522,283081.89496498293,353,부산,2018,11
26470,2018-11,21268,4642299200,1450,218276.24600338537,196,부산,2018,11
26500,2018-11,12308,2749152840,989,223363.08417289567,82,부산,2018,11
26530,2018-11,39378,9260860940,2713,235178.5499517497,108,부산,2018,11
26710,2018-11,24315,6270802080,1525,257898.502159161,210,부산,2018,11
27110,2018-11,16481,3319548840,1096,201416.71257812026,65,대구,2018,11
27140,2018-11,40706,10404065140,1970,255590.45693509557,-29,대구,2018,11
27170,2018-11,19334,4369695240,1248,226010.9258301438,-79,대구,2018,11
27200,2018-11,12974,2573845940,857,198384.91906890704,24,대구,2018,11
27230,2018-11,39898,8982591320,2928,225138.88716226377,136,대구,2018,11
27260,2018-11,32062,7352018760,2098,229306.30528351318,-28,대구,2018,11
27290,2018-11,68886,17058600580,3526,247635.23183230264,115,대구,2018,11
27710,2018-11,41860,11505783400,2015,274863.4352603918,155,대구,2018,11
28110,2018-11,43985,11243873840,1925,255629.7337728771,1086,인천,2018,11
28140,2018-11,14967,4726190680,802,315774.0816462885,-1,인천,2018,11
28170,2018-11,511,111703620,29,218598.08219178082,-1,인천,2018,11
28177,2018-11,30256,6719000000,2050,222071.65520888419,121,인천,2018,11
28185,2018-11,45971,12758172160,2447,277526.5310739379,331,인천,2018,11
28200,2018-11,90656,22861869860,5083,252182.64494352276,470,인천,2018,11
28237,2018-11,54430,15096557320,2547,277357.2904648172,-257,인천,2018,11
28245,2018-11,20684,4449251220,1599,215105.9379230323,152,인천,2018,11
28260,2018-11,79937,19969276480,5185,249812.68348824698,562,인천,2018,11
28710,2018-11,6587,1458983160,569,221494.33125853955,46,인천,2018,11
28720,2018-11,1532,293921900,206,191855.02610966057,-110,인천,2018,11
29110,2018-11,15500,3486718760,999,224949.59741935483,18,광주,2018,11
29140,2018-11,43295,10933939360,2881,252545.08280401895,-47,광주,2018,11
29155,2018-11,14343,3142591140,1113,219102.77766157707,-156,광주,2018,11
29170,2018-11,49266,10914450660,3402,221541.2385823895,234,광주,2018,11
29200,2018-11,67004,16510805620,3876,246415.22327025252,85,광주,2018,11
30110,2018-11,30752,8227574840,1269,267546.0080645161,1069,대전,2018,11
30140,2018-11,24061,5046538920,1459,209739.36744108723,122,대전,2018,11
30170,2018-11,58546,12646316500,2840,216006.49916305128,464,대전,2018,11
30200,2018-11,82965,23097860480,3876,278404.87530886516,279,대전,2018,11
30230,2018-11,53519,15389466500,2035,287551.45836058224,108,대전,2018,11
31110,2018-11,26374,7382858740,901,279929.4282247668,136,울산,2018,11
31140,2018-11,51629,14466565500,2789,280202.3184644289,652,울산,2018,11
31170,2018-11,20463,5766785040,505,281815.22943849873,181,울산,2018,11
31200,2018-11,28095,7592727180,1281,270251.90176187933,1156,울산,2018,11
31710,2018-11,49714,13889994320,2820,279398.0432071449,148,울산,2018,11
36110,2018-11,41770,11001407300,2872,263380.59133349295,211,세종,2018,11
41111,2018-11,23663,5629260120,1060,237892.91805772725,69,경기,2018,11
41113,2018-11,37522,9009239200,2270,240105.51676349874,389,경기,2018,11
41115,2018-11,23323,5353317780,1431,229529.55365947777,219,경기,2018,11
41117,2018-11,153954,56554584380,2552,367347.2880210972,295,경기,2018,11
41131,2018-11,19528,4498925460,1538,230383.31933633756,57,경기,2018,11
41133,2018-11,57223,14619387840,2674,255480.97513237683,99,경기,2018,11
41135,2018-11,197806,60437201600,5803,305537.757196445,-553,경기,2018,11
41150,2018-11,23793,5165970500,1913,217121.44328163745,267,경기,2018,11
41171,2018-11,27804,6695884560,1456,240824.50582649978,82,경기,2018,11
41173,2018-11,78422,21495927000,4564,274105.82489607506,243,경기,2018,11
41190,2018-11,81912,19145614600,6066,233733.9413028616,370,경기,2018,11
41195,2018-11,1430,281346220,101,196745.6083916084,15,경기,2018,11
41197,2018-11,386,61293880,18,158792.43523316062,1,경기,2018,11
41199,2018-11,765,198663620,40,259691.0065359477,-13,경기,2018,11
41210,2018-11,34859,9129991620,1890,261912.03476863937,-53,경기,2018,11
41220,2018-11,119880,34471420400,5412,287549.3860527194,1421,경기,2018,11
41250,2018-11,7661,1710484840,485,223271.7452029761,38,경기,2018,11
41271,2018-11,21432,4972363100,1749,232006.49029488614,140,경기,2018,11
41273,2018-11,119820,32966184940,5740,275130.9041896178,-780,경기,2018,11
41281,2018-11,28333,6421231320,2621,226634.35993364628,143,경기,2018,11
41283,2018-11,6,1150540,2,191756.66666666666,-1,경기,2018,11
41285,2018-11,46889,11195266600,3950,238761.0441681418,423,경기,2018,11
41287,2018-11,16629,3748474500,1494,225417.91448674005,134,경기,2018,11
41290,2018-11,25946,6230264300,619,240124.26963693826,182,경기,2018,11
41310,2018-11,14098,3123898040,1403,221584.48290537664,23,경기,2018,11
41360,2018-11,52418,11634516600,4947,221956.51493761686,403,경기,2018,11
41370,2018-11,23381,5543756400,1434,237105.1879731406,161,경기,2018,11
41390,2018-11,92736,24407014420,6642,263188.12996031746,847,경기,2018,11
41410,2018-11,37885,9180233620,2494,242318.42734591526,373,경기,2018,11
41430,2018-11,19151,5013801200,1470,261803.6238316537,112,경기,2018,11
41450,2018-11,29494,6949782320,3018,235633.76686783752,168,경기,2018,11
41461,2018-11,61463,15272711140,3243,248486.26230415047,110,경기,2018,11
41463,2018-11,92818,29082982720,3144,313333.43446314294,482,경기,2018,11
41465,2018-11,25545,6279759840,1488,245831.271873165,26,경기,2018,11
41480,2018-11,68308,16308700900,4767,238752.4287052761,782,경기,2018,11
41500,2018-11,66464,21009812180,2170,316108.1514805007,432,경기,2018,11
41550,2018-11,45762,11661474600,2442,254828.77933656744,319,경기,2018,11
41570,2018-11,65854,16133544480,5774,244989.59030582805,636,경기,2018,11
41590,2018-11,224276,63254739780,12796,282039.71793682786,1452,경기,2018,11
41592,2018-11,39,14573480,5,373678.9743589744,3,경기,2018,11
41610,2018-11,53553,12842139820,4397,239802.43534442515,400,경기,2018,11
41630,2018-11,30076,6867971620,2374,228353.89080994812,142,경기,2018,11
41650,2018-11,32612,7380289200,2432,226305.93646510487,204,경기,2018,11
41670,2018-11,16199,3785461120,1097,233684.8644978085,8,경기,2018,11
41800,2018-11,4456,981470200,436,220258.12387791742,41,경기,2018,11
41820,2018-11,6551,1486747920,566,226949.76644787056,-5,경기,2018,11
41830,2018-11,7898,1696822140,782,214842.00303874398,108,경기,2018,11
42110,2018-11,38057,8020291520,2238,210744.18687757838,128,강원,2018,11
42130,2018-11,61764,16563199920,2875,268169.15873324266,-162,강원,2018,11
42150,2018-11,23608,5151306120,1712,218201.7163673331,165,강원,2018,11
42170,2018-11,8053,1826851540,672,226853.53781199554,21,강원,2018,11
42190,2018-11,5428,1158079940,396,213352.97347089168,1,강원,2018,11
42210,2018-11,6534,1312041540,528,200802.19467401286,87,강원,2018,11
42230,2018-11,9055,2266594600,658,250314.1468801767,10,강원,2018,11
42720,2018-11,9485,2211177960,696,233123.66473379018,28,강원,2018,11
42730,2018-11,7521,1641780020,497,218292.78287461773,73,강원,2018,11
42750,2018-11,4577,1022581780,429,223417.47432816256,18,강원,2018,11
42760,2018-11,6149,1323810400,517,215288.72987477639,103,강원,2018,11
42770,2018-11,8952,2445228580,435,273148.8583556747,84,강원,2018,11
42780,2018-11,4056,793020780,384,195517.94378698224,-39,강원,2018,11
42790,2018-11,2076,391631380,293,188647.10019267822,-20,강원,2018,11
42800,2018-11,2071,380360180,265,183660.15451472718,36,강원,2018,11
42810,2018-11,3203,601178100,393,187692.19481735872,40,강원,2018,11
42820,2018-11,4048,860321440,324,212530.0,-20,강원,2018,11
42830,2018-11,2835,575964620,333,203162.1234567901,55,강원,2018,11
43111,2018-11,14211,3160353740,1217,222387.8502568433,-114,충북,2018,11
43112,2018-11,19162,4113281560,1503,214658.25905437846,88,충북,2018,11
43113,2018-11,59857,16096641260,2571,268918.27622500295,485,충북,2018,11
43114,2018-11,34668,8303503840,2074,239514.93711780317,209,충북,2018,11
43130,2018-11,28200,6685174300,1830,237062.9184397163,337,충북,2018,11
43150,2018-11,14186,3086701000,1198,217587.83307486254,77,충북,2018,11
43710,2018-11,45,9548720,2,212193.77777777778,1,충북,2018,11
43720,2018-11,5362,1337445740,400,249430.3879149571,25,충북,2018,11
43730,2018-11,7697,1758409460,644,228453.87293750813,34,충북,2018,11
43740,2018-11,4477,992547440,484,221699.22716104533,25,충북,2018,11
43745,2018-11,4076,1008205480,287,247351.6879293425,54,충북,2018,11
43750,2018-11,30439,8236589400,1338,270593.29807155294,1511,충북,2018,11
43760,2018-11,6113,1419359320,541,232187.03091771633,48,충북,2018,11
43770,2018-11,41822,11034539920,2051,263845.3426426283,948,충북,2018,11
43800,2018-11,3957,865908900,379,218829.64366944655,85,충북,2018,11
44131,2018-11,41070,10270857040,2392,250081.73946919892,299,충남,2018,11
44133,2018-11,76895,20439958780,3503,265816.4871578126,269,충남,2018,11
44150,2018-11,20704,5326683260,1172,257277.97816846985,138,충남,2018,11
44180,2018-11,14887,3958738480,938,265919.15631087526,150,충남,2018,11
44200,2018-11,73531,20620346820,3242,280430.6594497559,281,충남,2018,11
44210,2018-11,33579,10266046120,1463,305728.16700914263,331,충남,2018,11
44230,2018-11,15481,3463502620,1095,223726.0267424585,83,충남,2018,11
44250,2018-11,3412,678993960,250,199001.74677608442,-50,충남,2018,11
44270,2018-11,41039,12320116500,1811,300205.08540656447,317,충남,2018,11
44710,2018-11,11368,2925974180,782,257386.89127375087,85,충남,2018,11
44760,2018-11,6978,1577081460,621,226007.66122098023,45,충남,2018,11
44770,2018-11,6546,1541671900,491,235513.58081271005,192,충남,2018,11
44790,2018-11,3967,898443480,331,226479.32442651878,9,충남,2018,11
44800,2018-11,11348,2521578040,894,222204.62107860416,74,충남,2018,11
44810,2018-11,13189,3242432820,887,245843.71976647206,71,충남,2018,11
44825,2018-11,8344,2320401660,598,278092.24113135185,-123,충남,2018,11
45111,2018-11,28514,5862002300,2305,205583.3029389072,161,전북,2018,11
45113,2018-11,42262,10343088920,2588,244737.3271496853,137,전북,2018,11
45130,2018-11,37084,9390424280,2356,253220.37212814152,377,전북,2018,11
45140,2018-11,36682,8280181240,2225,225728.72907693146,175,전북,2018,11
45180,2018-11,12378,2648417140,1002,213961.63677492324,136,전북,2018,11
45190,2018-11,8512,1687664840,778,198268.89567669173,83,전북,2018,11
45210,2018-11,13321,3011036800,1041,226036.84408077472,190,전북,2018,11
45710,2018-11,23550,5798246100,1236,246210.025477707,203,전북,2018,11
45720,2018-11,2966,585966400,349,197561.15981119353,7,전북,2018,11
45730,2018-11,2732,559298840,330,204721.39092240116,30,전북,2018,11
45740,2018-11,2409,480415700,299,199425.36322125362,21,전북,2018,11
45750,2018-11,3646,717418260,360,196768.58475041142,17,전북,2018,11
45770,2018-11,2942,592162260,304,201278.81033310673,50,전북,2018,11
45790,2018-11,5198,1062117660,536,204331.98537899193,86,전북,2018,11
45800,2018-11,5153,1082606540,468,210092.47816805745,75,전북,2018,11
46110,2018-11,17916,3521992840,1481,196583.65929895066,133,전남,2018,11
46130,2018-11,43827,12259016500,2568,279713.795149109,657,전남,2018,11
46150,2018-11,24608,5296045860,1989,215216.42799089727,232,전남,2018,11
46170,2018-11,60342,19548900100,1524,323968.38188989426,304,전남,2018,11
46230,2018-11,28183,7641633500,1604,271143.3665684987,183,전남,2018,11
46710,2018-11,7826,1682834420,794,215031.23179146435,-32,전남,2018,11
46720,2018-11,3387,700410360,343,206793.72896368467,158,전남,2018,11
46730,2018-11,2877,549427020,249,190972.20020855058,74,전남,2018,11
46770,2018-11,5271,1050610220,529,199318.95655473345,44,전남,2018,11
46780,2018-11,4122,809299640,476,196336.64240659875,45,전남,2018,11
46790,2018-11,10129,2370949900,796,234075.4171191628,-20,전남,2018,11
46800,2018-11,3873,772029760,413,199336.36973922024,79,전남,2018,11
46810,2018-11,3605,736883940,399,204406.08599167824,41,전남,2018,11
46820,2018-11,7256,1601571520,707,220723.74862183022,-20,전남,2018,11
46830,2018-11,18451,4662961000,1015,252721.31591783644,412,전남,2018,11
46840,2018-11,9692,2020076580,822,208427.21626083367,279,전남,2018,11
46860,2018-11,4140,875785140,420,211542.30434782608,-6,전남,2018,11
46870,2018-11,6516,1385755360,659,212669.63781461018,42,전남,2018,11
46880,2018-11,9874,2146815240,893,217421.02896495847,23,전남,2018,11
46890,2018-11,4029,787664860,483,195498.84834946637,14,전남,2018,11
46900,2018-11,2364,483512740,288,204531.61590524536,28,전남,2018,11
46910,2018-11,3367,678960000,349,201651.32165132166,48,전남,2018,11
47111,2018-11,73519,24510225440,2150,333386.27348032483,226,경북,2018,11
47113,2018-11,18850,4231113620,1459,224462.26100795757,98,경북,2018,11
47130,2018-11,57401,17016581980,2562,296450.96740474907,198,경북,2018,11
47150,2018-11,28401,8245229200,1156,290314.7494806521,45,경북,2018,11
47170,2018-11,18397,3937000960,1387,214002.33516334184,436,경북,2018,11
47190,2018-11,74570,20150905560,3403,270228.0482767869,180,경북,2018,11
47210,2018-11,10076,2315179920,764,229771.72687574435,42,경북,2018,11
47230,2018-11,19527,4919418440,1276,251929.04388795,37,경북,2018,11
47250,2018-11,9149,1944232740,828,212507.67734178598,32,경북,2018,11
47280,2018-11,6990,1484508440,583,212376.0286123033,-8,경북,2018,11
47290,2018-11,42077,10013727320,2252,237985.7717993203,493,경북,2018,11
47720,2018-11,3199,693886620,320,216907.352297593,-24,경북,2018,11
47730,2018-11,4713,954806920,523,202590.0530447698,5,경북,2018,11
47750,2018-11,2239,431315680,268,192637.64180437697,32,경북,2018,11
47760,2018-11,1426,265480860,179,186171.7110799439,33,경북,2018,11
47770,2018-11,3201,658268200,331,205644.5485785692,74,경북,2018,11
47820,2018-11,4368,957249240,386,219150.46703296702,33,경북,2018,11
47830,2018-11,6653,1574171180,575,236610.7289944386,48,경북,2018,11
47840,2018-11,9030,2061579820,837,228303.4130675526,-35,경북,2018,11
47850,2018-11,23179,5442503880,1625,234803.22188187583,201,경북,2018,11
47900,2018-11,3533,735487620,367,208176.51287857344,-6,경북,2018,11
47920,2018-11,2735,530895700,375,194111.77330895796,56,경북,2018,11
47930,2018-11,5751,1331555060,508,231534.52616936184,-105,경북,2018,11
47940,2018-11,1014,207116760,129,204257.1597633136,-30,경북,2018,11
48121,2018-11,43853,10801979340,2512,246322.4714386701,544,경남,2018,11
48123,2018-11,74088,24145056200,1874,325896.9900658676,712,경남,2018,11
48125,2018-11,14715,3406982480,995,231531.25925925927,119,경남,2018,11
48127,2018-11,20715,5108294740,1082,246598.82886797006,101,경남,2018,11
48129,2018-11,13701,3325123640,915,242692.03999708052,146,경남,2018,11
48170,2018-11,48086,12698664100,2246,264082.35453146446,193,경남,2018,11
48220,2018-11,8269,1741497740,702,210605.60406336922,21,경남,2018,11
48240,2018-11,20707,5820478200,915,281087.46800598834,261,경남,2018,11
48250,2018-11,85404,21147483040,5523,247617.00903938926,686,경남,2018,11
48270,2018-11,12515,2947900660,939,235549.3935277667,220,경남,2018,11
48310,2018-11,49995,14986973920,1344,299769.45534553454,454,경남,2018,11
48330,2018-11,54832,14570569200,2666,265731.12780857895,281,경남,2018,11
48720,2018-11,3621,843984460,319,233080.49157691246,14,경남,2018,11
48730,2018-11,17541,4611769200,1179,262913.69933299127,66,경남,2018,11
48740,2018-11,9013,2309180460,619,256205.53200931987,25,경남,2018,11
48820,2018-11,7829,1946773060,598,248661.77800485375,288,경남,2018,11
48840,2018-11,3505,714532520,308,203860.91868758915,63,경남,2018,11
48850,2018-11,4557,1010859080,437,221825.56067588326,67,경남,2018,11
48860,2018-11,4336,893325020,436,206025.1429889299,-32,경남,2018,11
48870,2018-11,3822,772092820,421,202012.77341705913,123,경남,2018,11
48880,2018-11,5987,1234326180,558,206167.72674127275,54,경남,2018,11
48890,2018-11,4025,804428240,470,199857.94782608695,100,경남,2018,11
50110,2018-11,70986,16034682780,5290,225885.1432676866,102,제주,2018,11
50130,2018-11,23804,5441111020,1806,228579.6933288523,193,제주,2018,11
90100,2018-11,4,1038400,1,259600.0,0,,2018,11
11110,2019-11,202694,61512330740,5037,303473.86079509015,628,서울,2019,11
11140,2019-11,426748,133938206620,6763,313857.8426143766,936,서울,2019,11
11170,2019-11,135183,35940311600,3800,265864.13676275866,1272,서울,2019,11
11200,2019-11,146782,38499576500,5522,262290.8565082912,379,서울,2019,11
11215,2019-11,41014,9699291040,2512,236487.3223777247,219,서울,2019,11
11230,2019-11,44907,10921766860,2667,243208.56124880307,223,서울,2019,11
11260,2019-11,21504,5301946760,1435,246556.30394345237,342,서울,2019,11
11290,2019-11,31608,7058337920,1943,223308.59023032142,367,서울,2019,11
11305,2019-11,12061,2635512600,984,218515.26407428904,92,서울,2019,11
11320,2019-11,14362,3077562040,1098,214285.06057652138,56,서울,2019,11
11350,2019-11,28262,6298437020,1923,222858.85712263818,-7,서울,2019,11
11380,2019-11,20944,4788562980,1707,228636.50592055003,141,서울,2019,11
11410,2019-11,45832,12654277140,1795,276101.35145749693,259,서울,2019,11
11440,2019-11,154721,41185303260,7639,266190.7773346863,701,서울,2019,11
11470,2019-11,31641,8239325640,2088,260400.29202616858,376,서울,2019,11
11500,2019-11,144679,42135683420,5424,291235.6556238293,331,서울,2019,11
11530,2019-11,113510,29186149960,6042,257124.04158223944,-131,서울,2019,11
11545,2019-11,139599,37159562280,7877,266187.88300775795,-274,서울,2019,11
11560,2019-11,406014,130914538760,8534,322438.48428871913,664,서울,2019,11
11590,2019-11,39841,10551308920,1652,264835.4438894606,301,서울,2019,11
11620,2019-11,29979,6880092620,1866,229497.06861469697,191,서울,2019,11
11650,2019-11,371311,114457623340,11873,308252.71360126685,1458,서울,2019,11
11680,2019-11,651024,181506252940,21981,278801.17006439087,2187,서울,2019,11
11710,2019-11,236135,62666359820,9238,265383.61454252864,1831,서울,2019,11
11740,2019-11,58172,16633359780,2622,285934.1226019391,418,서울,2019,11
26110,2019-11,23189,6233392020,1401,268808.1426538445,-177,부산,2019,11
26140,2019-11,12276,2827863120,832,230357.04789833823,148,부산,2019,11
26170,2019-11,21646,5430979400,1334,250899.9076041763,128,부산,2019,11
26200,2019-11,14312,3788472460,797,264706.01313583006,186,부산,2019,11
26230,2019-11,37155,9344908740,2346,251511.47194186517,425,부산,2019,11
26260,2019-11,20295,4759661960,1509,234523.87090416357,445,부산,2019,11
26290,2019-11,36500,10989563140,1480,301083.9216438356,426,부산,2019,11
26320,2019-11,15795,3392600140,943,214789.49920861033,128,부산,2019,11
26350,2019-11,42962,10573532100,3052,246113.59108048974,461,부산,2019,11
26380,2019-11,34614,8560957780,1786,247326.45114693476,164,부산,2019,11
26410,2019-11,25284,6007509380,1662,237601.22528081,297,부산,2019,11
26440,2019-11,63284,18434831620,3745,291303.1985968017,406,부산,2019,11
26470,2019-11,21293,4897969140,1434,230027.1986098718,10,부산,2019,11
26500,2019-11,12867,3019213200,974,234647.79668920493,128,부산,2019,11
26530,2019-11,38516,9474983360,2708,246001.22961885968,91,부산,2019,11
26710,2019-11,24673,6557531840,1578,265777.6451992056,191,부산,2019,11
27110,2019-11,16206,3489828460,1155,215341.7536714797,81,대구,2019,11
27140,2019-11,42916,11593624480,2108,270146.9027868394,305,대구,2019,11
27170,2019-11,18946,4470639900,1255,235967.4812625356,-23,대구,2019,11
27200,2019-11,13494,2834373000,883,210046.9097376612,-34,대구,2019,11
27230,2019-11,38169,8753618700,2992,229338.43433152558,153,대구,2019,11
27260,2019-11,32870,8068445500,2189,245465.33313051413,238,대구,2019,11
27290,2019-11,68433,17768201360,3567,259643.75900515832,23,대구,2019,11
27710,2019-11,42669,12170582580,2157,285232.43057020317,106,대구,2019,11
28110,2019-11,45334,12225010000,2033,269665.37256805046,525,인천,2019,11
28140,2019-11,15014,5006393740,839,333448.36419341946,57,인천,2019,11
28170,2019-11,490,113461080,21,231553.22448979592,3,인천,2019,11
28177,2019-11,31097,7280604520,2168,234125.62369360388,320,인천,2019,11
28185,2019-11,47903,13851123440,2564,289149.39440118574,744,인천,2019,11
28200,2019-11,89323,23615015720,5208,264377.77190645185,869,인천,2019,11
28237,2019-11,54525,15758336920,2657,289011.22274186154,780,인천,2019,11
28245,2019-11,20532,4685207400,1734,228190.50263004092,73,인천,2019,11
28260,2019-11,84921,22340085200,5526,263069.031217249,1431,인천,2019,11
28710,2019-11,6665,1554458020,610,233227.0097524381,62,인천,2019,11
28720,2019-11,1615,352853420,225,218485.08978328173,29,인천,2019,11
29110,2019-11,15592,3720442920,1040,238612.29604925602,112,광주,2019,11
29140,2019-11,43402,11505157740,2948,265083.58462743653,86,광주,2019,11
29155,2019-11,14074,3242889080,1170,230417.01577376723,115,광주,2019,11
29170,2019-11,50176,11703814460,3580,233255.23078762754,322,광주,2019,11
29200,2019-11,67182,17272723100,4046,257103.4369325117,230,광주,2019,11
30110,2019-11,35166,9707898960,1333,276059.23221293296,532,대전,2019,11
30140,2019-11,23946,5381187160,1527,224721.75561680447,87,대전,2019,11
30170,2019-11,59309,13694484620,3000,230900.615758148,575,대전,2019,11
30200,2019-11,86496,24977404580,4213,288769.4758139105,581,대전,2019,11
