연월,시도,전입,전출,순이동,연도,월
2018-02,경남,38428,39788,-1360,2018,2
2018-02,경북,29749,32143,-2394,2018,2
2018-02,광주,19797,20775,-978,2018,2
2018-02,대구,30043,30886,-843,2018,2
2018-02,대전,20144,22463,-2319,2018,2
2018-02,부산,39119,40397,-1278,2018,2
2018-02,서울,135440,142674,-7234,2018,2
2018-02,세종,9837,5140,4697,2018,2
2018-02,울산,13003,14550,-1547,2018,2
2018-02,인천,43227,42812,415,2018,2
2018-02,전남,21302,22799,-1497,2018,2
2018-02,전북,25288,27010,-1722,2018,2
2018-02,제주,11457,10460,997,2018,2
2018-02,충남,28396,27741,655,2018,2
2018-02,충북,19384,19052,332,2018,2
2018-03,강원,21369,21235,134,2018,3
2018-03,경기,192019,177098,14921,2018,3
2018-03,경남,38478,39453,-975,2018,3
2018-03,경북,30290,31796,-1506,2018,3
2018-03,광주,20144,21431,-1287,2018,3
2018-03,대구,28106,29525,-1419,2018,3
2018-03,대전,19083,20911,-1828,2018,3
2018-03,부산,42516,44725,-2209,2018,3
2018-03,서울,144160,152138,-7978,2018,3
2018-03,세종,7957,5079,2878,2018,3
2018-03,울산,12100,13471,-1371,2018,3
2018-03,인천,43841,44621,-780,2018,3
2018-03,전남,22567,23022,-455,2018,3
2018-03,전북,25393,26575,-1182,2018,3
2018-03,제주,10238,9102,1136,2018,3
2018-03,충남,27896,26562,1334,2018,3
2018-03,충북,21672,21085,587,2018,3
2018-04,강원,17163,17681,-518,2018,4
2018-04,경기,162039,149259,12780,2018,4
2018-04,경남,31844,32295,-451,2018,4
2018-04,경북,26713,27152,-439,2018,4
2018-04,광주,17070,18307,-1237,2018,4
2018-04,대구,24869,26028,-1159,2018,4
2018-04,대전,16239,17985,-1746,2018,4
2018-04,부산,34794,37164,-2370,2018,4
2018-04,서울,117443,127510,-10067,2018,4
2018-04,세종,8808,5170,3638,2018,4
2018-04,울산,10358,11419,-1061,2018,4
2018-04,인천,37290,36772,518,2018,4
2018-04,전남,17929,17630,299,2018,4
2018-04,전북,21353,22109,-756,2018,4
2018-04,제주,8033,7056,977,2018,4
2018-04,충남,24497,23331,1166,2018,4
2018-04,충북,17325,16899,426,2018,4
2018-05,강원,16936,16855,81,2018,5
2018-05,경기,166629,152815,13814,2018,5
2018-05,경남,32543,32195,348,2018,5
2018-05,경북,25336,25583,-247,2018,5
2018-05,광주,17926,18615,-689,2018,5
2018-05,대구,27231,28667,-1436,2018,5
2018-05,대전,17019,18215,-1196,2018,5
2018-05,부산,37839,40348,-2509,2018,5
2018-05,서울,117278,128576,-11298,2018,5
2018-05,세종,6498,4171,2327,2018,5
2018-05,울산,10575,11561,-986,2018,5
2018-05,인천,36824,36670,154,2018,5
2018-05,전남,17321,17621,-300,2018,5
2018-05,전북,20119,20729,-610,2018,5
2018-05,제주,8211,7185,1026,2018,5
2018-05,충남,24676,23793,883,2018,5
2018-05,충북,16609,15971,638,2018,5
2018-06,강원,14585,14810,-225,2018,6
2018-06,경기,149992,136387,13605,2018,6
2018-06,경남,30109,30366,-257,2018,6
2018-06,경북,23041,24010,-969,2018,6
2018-06,광주,16660,16695,-35,2018,6
2018-06,대구,25197,25648,-451,2018,6
2018-06,대전,16263,16837,-574,2018,6
2018-06,부산,31839,34332,-2493,2018,6
2018-06,서울,109139,117661,-8522,2018,6
2018-06,세종,7023,4498,2525,2018,6
2018-06,울산,9605,10924,-1319,2018,6
2018-06,인천,32648,32554,94,2018,6
2018-06,전남,15526,16939,-1413,2018,6
2018-06,전북,17201,18460,-1259,2018,6
2018-06,제주,7233,6467,766,2018,6
2018-06,충남,23755,23147,608,2018,6
2018-06,충북,13981,14062,-81,2018,6
2018-07,강원,17393,17704,-311,2018,7
2018-07,경기,159655,144748,14907,2018,7
2018-07,경남,31145,31427,-282,2018,7
2018-07,경북,23027,24148,-1121,2018,7
2018-07,광주,17701,17392,309,2018,7
2018-07,대구,24368,25312,-944,2018,7
2018-07,대전,18149,18248,-99,2018,7
2018-07,부산,33669,36040,-2371,2018,7
2018-07,서울,112580,121981,-9401,2018,7
2018-07,세종,7101,4954,2147,2018,7
2018-07,울산,10120,11135,-1015,2018,7
2018-07,인천,32372,33017,-645,2018,7
2018-07,전남,16616,17929,-1313,2018,7
2018-07,전북,17971,19355,-1384,2018,7
2018-07,제주,7973,7044,929,2018,7
2018-07,충남,23667,23416,251,2018,7
2018-07,충북,15097,14754,343,2018,7
2018-08,강원,16510,16925,-415,2018,8
2018-08,경기,171979,155741,16238,2018,8
2018-08,경남,32010,32641,-631,2018,8
2018-08,경북,24663,25616,-953,2018,8
2018-08,광주,18135,18102,33,2018,8
2018-08,대구,25783,27367,-1584,2018,8
2018-08,대전,18280,19199,-919,2018,8
2018-08,부산,33825,35865,-2040,2018,8
2018-08,서울,117300,126268,-8968,2018,8
2018-08,세종,7490,4782,2708,2018,8
2018-08,울산,10043,11223,-1180,2018,8
2018-08,인천,31146,32260,-1114,2018,8
2018-08,전남,18159,19723,-1564,2018,8
2018-08,전북,18869,20130,-1261,2018,8
2018-08,제주,8028,7254,774,2018,8
2018-08,충남,23523,22710,813,2018,8
2018-08,충북,16365,16302,63,2018,8
2018-09,강원,13650,13450,200,2018,9
2018-09,경기,135423,123587,11836,2018,9
2018-09,경남,22885,23590,-705,2018,9
2018-09,경북,19071,19312,-241,2018,9
2018-09,광주,14792,14607,185,2018,9
2018-09,대구,22128,23135,-1007,2018,9
2018-09,대전,13023,13820,-797,2018,9
2018-09,부산,25264,26627,-1363,2018,9
2018-09,서울,92262,100223,-7961,2018,9
2018-09,세종,6082,3816,2266,2018,9
2018-09,울산,7346,8205,-859,2018,9
2018-09,인천,24293,24939,-646,2018,9
2018-09,전남,13200,14539,-1339,2018,9
2018-09,전북,14529,15230,-701,2018,9
2018-09,제주,5946,5479,467,2018,9
2018-09,충남,18078,17716,362,2018,9
2018-09,충북,14140,13837,303,2018,9
2018-10,강원,17767,17746,21,2018,10
2018-10,경기,183701,168821,14880,2018,10
2018-10,경남,30481,31096,-615,2018,10
2018-10,경북,25756,26012,-256,2018,10
2018-10,광주,20268,20280,-12,2018,10
2018-10,대구,29869,31250,-1381,2018,10
2018-10,대전,18023,19255,-1232,2018,10
2018-10,부산,35078,37450,-2372,2018,10
2018-10,서울,132111,142818,-10707,2018,10
2018-10,세종,6600,4494,2106,2018,10
2018-10,울산,10065,10899,-834,2018,10
2018-10,인천,36525,36810,-285,2018,10
2018-10,전남,17881,18626,-745,2018,10
2018-10,전북,18628,19491,-863,2018,10
2018-10,제주,7854,7417,437,2018,10
2018-10,충남,22865,22029,836,2018,10
2018-10,충북,23688,22666,1022,2018,10
2018-11,강원,20066,19674,392,2018,11
2018-11,경기,176460,162919,13541,2018,11
2018-11,경남,29139,29338,-199,2018,11
2018-11,경북,25203,24594,609,2018,11
2018-11,광주,18556,19472,-916,2018,11
2018-11,대구,27042,28238,-1196,2018,11
2018-11,대전,17536,18642,-1106,2018,11
2018-11,부산,32578,34612,-2034,2018,11
2018-11,서울,125350,136685,-11335,2018,11
2018-11,세종,5485,4006,1479,2018,11
2018-11,울산,10561,11433,-872,2018,11
2018-11,인천,37219,37203,16,2018,11
2018-11,전남,18899,18218,681,2018,11
2018-11,전북,19302,20203,-901,2018,11
2018-11,제주,7618,7359,259,2018,11
2018-11,충남,23800,22797,1003,2018,11
2018-11,충북,20000,19421,579,2018,11
2018-12,강원,19794,19921,-127,2018,12
2018-12,경기,171875,157952,13923,2018,12
2018-12,경남,33269,33949,-680,2018,12
2018-12,경북,27270,26923,347,2018,12
2018-12,광주,17385,19113,-1728,2018,12
2018-12,대구,28032,30190,-2158,2018,12
2018-12,대전,18653,20546,-1893,2018,12
2018-12,부산,33651,36422,-2771,2018,12
2018-12,서울,117524,127128,-9604,2018,12
2018-12,세종,6116,4333,1783,2018,12
2018-12,울산,10731,11594,-863,2018,12
2018-12,인천,35441,35118,323,2018,12
2018-12,전남,22527,20581,1946,2018,12
2018-12,전북,21251,22095,-844,2018,12
2018-12,제주,8521,8474,47,2018,12
2018-12,충남,23784,22681,1103,2018,12
2018-12,충북,21525,20329,1196,2018,12
2019-01,강원,21694,22722,-1028,2019,1
2019-01,경기,176207,165024,11183,2019,1
2019-01,경남,40480,40989,-509,2019,1
2019-01,경북,29181,31304,-2123,2019,1
2019-01,광주,19967,19465,502,2019,1
2019-01,대구,31522,32735,-1213,2019,1
2019-01,대전,20825,22133,-1308,2019,1
2019-01,부산,36919,39477,-2558,2019,1
2019-01,서울,128937,129031,-94,2019,1
2019-01,세종,7825,5368,2457,2019,1
2019-01,울산,12723,13788,-1065,2019,1
2019-01,인천,37979,37061,918,2019,1
2019-01,전남,21716,25181,-3465,2019,1
2019-01,전북,22266,23930,-1664,2019,1
2019-01,제주,11509,11419,90,2019,1
2019-01,충남,25843,26122,-279,2019,1
2019-01,충북,21634,21478,156,2019,1
2019-02,강원,21212,22213,-1001,2019,2
2019-02,경기,180669,169249,11420,2019,2
2019-02,경남,41218,43422,-2204,2019,2
2019-02,경북,30891,32917,-2026,2019,2
2019-02,광주,21632,22340,-708,2019,2
2019-02,대구,31388,33654,-2266,2019,2
2019-02,대전,22011,23295,-1284,2019,2
2019-02,부산,40717,42394,-1677,2019,2
2019-02,서울,146401,143367,3034,2019,2
2019-02,세종,9622,6329,3293,2019,2
2019-02,울산,14625,15870,-1245,2019,2
2019-02,인천,38926,39321,-395,2019,2
2019-02,전남,21376,23935,-2559,2019,2
2019-02,전북,23797,25655,-1858,2019,2
2019-02,제주,10679,10543,136,2019,2
2019-02,충남,26570,27053,-483,2019,2
2019-02,충북,20595,20772,-177,2019,2
2019-03,강원,20616,20361,255,2019,3
2019-03,경기,168062,158699,9363,2019,3
2019-03,경남,36734,37827,-1093,2019,3
2019-03,경북,29294,29379,-85,2019,3
2019-03,광주,19595,19992,-397,2019,3
2019-03,대구,25283,27708,-2425,2019,3
2019-03,대전,18653,19846,-1193,2019,3
2019-03,부산,36425,38345,-1920,2019,3
2019-03,서울,135592,137242,-1650,2019,3
2019-03,세종,6729,4653,2076,2019,3
2019-03,울산,13707,14893,-1186,2019,3
2019-03,인천,37561,37659,-98,2019,3
2019-03,전남,19907,21218,-1311,2019,3
2019-03,전북,22556,23912,-1356,2019,3
2019-03,제주,8536,8009,527,2019,3
2019-03,충남,24307,23777,530,2019,3
2019-03,충북,17892,17929,-37,2019,3
2019-04,강원,18628,18094,534,2019,4
2019-04,경기,163263,153050,10213,2019,4
2019-04,경남,32983,33844,-861,2019,4
2019-04,경북,25780,25993,-213,2019,4
2019-04,광주,17074,17215,-141,2019,4
2019-04,대구,23461,25185,-1724,2019,4
2019-04,대전,16142,17372,-1230,2019,4
2019-04,부산,34980,37090,-2110,2019,4
2019-04,서울,118129,122867,-4738,2019,4
2019-04,세종,5500,4014,1486,2019,4
2019-04,울산,13338,14154,-816,2019,4
2019-04,인천,35652,35954,-302,2019,4
2019-04,전남,18190,18861,-671,2019,4
2019-04,전북,19189,20044,-855,2019,4
2019-04,제주,7462,7044,418,2019,4
2019-04,충남,20857,20685,172,2019,4
2019-04,충북,16665,15827,838,2019,4
2019-05,강원,17508,17293,215,2019,5
2019-05,경기,159107,145768,13339,2019,5
2019-05,경남,30943,31921,-978,2019,5
2019-05,경북,25621,25787,-166,2019,5
2019-05,광주,17058,17165,-107,2019,5
2019-05,대구,26878,28792,-1914,2019,5
2019-05,대전,15385,16640,-1255,2019,5
2019-05,부산,33041,34874,-1833,2019,5
2019-05,서울,110881,117209,-6328,2019,5
2019-05,세종,5038,3953,1085,2019,5
2019-05,울산,12146,13018,-872,2019,5
2019-05,인천,37120,37115,5,2019,5
2019-05,전남,17371,18382,-1011,2019,5
2019-05,전북,17233,18353,-1120,2019,5
2019-05,제주,7334,6758,576,2019,5
2019-05,충남,20084,20194,-110,2019,5
2019-05,충북,16272,15798,474,2019,5
2019-06,강원,14676,14403,273,2019,6
2019-06,경기,136256,124662,11594,2019,6
2019-06,경남,26267,27009,-742,2019,6
2019-06,경북,22191,21652,539,2019,6
2019-06,광주,15069,15129,-60,2019,6
2019-06,대구,23153,24933,-1780,2019,6
2019-06,대전,13593,15142,-1549,2019,6
2019-06,부산,28661,30417,-1756,2019,6
2019-06,서울,91828,97933,-6105,2019,6
2019-06,세종,5663,4002,1661,2019,6
2019-06,울산,9640,10234,-594,2019,6
2019-06,인천,30633,31106,-473,2019,6
2019-06,전남,15099,15881,-782,2019,6
2019-06,전북,14484,15264,-780,2019,6
2019-06,제주,6316,5920,396,2019,6
2019-06,충남,17911,17580,331,2019,6
2019-06,충북,13028,13201,-173,2019,6
2019-07,강원,16224,16154,70,2019,7
2019-07,경기,162085,147964,14121,2019,7
2019-07,경남,31634,32070,-436,2019,7
2019-07,경북,22771,23344,-573,2019,7
2019-07,광주,18826,18496,330,2019,7
2019-07,대구,24443,26231,-1788,2019,7
2019-07,대전,17507,18850,-1343,2019,7
2019-07,부산,30839,32763,-1924,2019,7
2019-07,서울,111288,118365,-7077,2019,7
2019-07,세종,7592,5129,2463,2019,7
2019-07,울산,11352,11967,-615,2019,7
2019-07,인천,34463,35116,-653,2019,7
2019-07,전남,16258,17573,-1315,2019,7
2019-07,전북,17448,18391,-943,2019,7
2019-07,제주,7034,6688,346,2019,7
2019-07,충남,19691,20148,-457,2019,7
2019-07,충북,14167,14373,-206,2019,7
2019-08,강원,17743,17434,309,2019,8
2019-08,경기,164377,148674,15703,2019,8
2019-08,경남,30261,31059,-798,2019,8
2019-08,경북,21685,22355,-670,2019,8
2019-08,광주,18003,18171,-168,2019,8
2019-08,대구,23526,25451,-1925,2019,8
2019-08,대전,16575,17890,-1315,2019,8
2019-08,부산,33338,35235,-1897,2019,8
2019-08,서울,110592,118002,-7410,2019,8
2019-08,세종,6269,4701,1568,2019,8
2019-08,울산,10444,11208,-764,2019,8
2019-08,인천,33861,34441,-580,2019,8
2019-08,전남,16938,18303,-1365,2019,8
2019-08,전북,16965,17940,-975,2019,8
2019-08,제주,6975,6733,242,2019,8
2019-08,충남,21446,21538,-92,2019,8
2019-08,충북,16609,16472,137,2019,8
2019-09,강원,15502,15212,290,2019,9
2019-09,경기,148739,137590,11149,2019,9
2019-09,경남,26426,27515,-1089,2019,9
2019-09,경북,20649,20969,-320,2019,9
2019-09,광주,16068,15990,78,2019,9
2019-09,대구,21813,23294,-1481,2019,9
2019-09,대전,16127,17136,-1009,2019,9
2019-09,부산,29878,31268,-1390,2019,9
2019-09,서울,103969,109435,-5466,2019,9
2019-09,세종,6175,4694,1481,2019,9
2019-09,울산,9162,9795,-633,2019,9
2019-09,인천,30378,30545,-167,2019,9
2019-09,전남,15782,16594,-812,2019,9
2019-09,전북,16265,16979,-714,2019,9
2019-09,제주,6278,6236,42,2019,9
2019-09,충남,19170,19249,-79,2019,9
2019-09,충북,15404,15284,120,2019,9
2019-10,강원,16178,15687,491,2019,10
2019-10,경기,164544,155225,9319,2019,10
2019-10,경남,30243,30245,-2,2019,10
2019-10,경북,22770,22851,-81,2019,10
2019-10,광주,17673,18003,-330,2019,10
2019-10,대구,25688,27452,-1764,2019,10
2019-10,대전,18194,19436,-1242,2019,10
2019-10,부산,33781,36011,-2230,2019,10
2019-10,서울,128067,133127,-5060,2019,10
2019-10,세종,7952,5549,2403,2019,10
2019-10,울산,11188,11892,-704,2019,10
2019-10,인천,34972,35176,-204,2019,10
2019-10,전남,16888,17262,-374,2019,10
2019-10,전북,18041,18647,-606,2019,10
2019-10,제주,7095,7012,83,2019,10
2019-10,충남,20454,20506,-52,2019,10
2019-10,충북,20353,20000,353,2019,10
2019-11,강원,17691,16874,817,2019,11
2019-11,경기,150814,143562,7252,2019,11
2019-11,경남,29596,29887,-291,2019,11
2019-11,경북,24518,24247,271,2019,11
2019-11,광주,17761,18254,-493,2019,11
2019-11,대구,25901,27825,-1924,2019,11
2019-11,대전,17310,18866,-1556,2019,11
2019-11,부산,34356,36038,-1682,2019,11
2019-11,서울,113012,117720,-4708,2019,11
2019-11,세종,6785,4745,2040,2019,11
2019-11,울산,11173,11808,-635,2019,11
2019-11,인천,34151,34138,13,2019,11
2019-11,전남,18313,17208,1105,2019,11
2019-11,전북,18806,19440,-634,2019,11
2019-11,제주,7121,7017,104,2019,11
2019-11,충남,19826,19892,-66,2019,11
2019-11,충북,18601,18214,387,2019,11
2019-12,강원,19954,19518,436,2019,12
2019-12,경기,166839,156829,10010,2019,12
2019-12,경남,39466,39773,-307,2019,12
2019-12,경북,31160,30284,876,2019,12
2019-12,광주,18404,20785,-2381,2019,12
2019-12,대구,29363,32832,-3469,2019,12
2019-12,대전,20102,22160,-2058,2019,12
2019-12,부산,38769,41146,-2377,2019,12
2019-12,서울,127797,131783,-3986,2019,12
2019-12,세종,7248,5537,1711,2019,12
2019-12,울산,12558,13601,-1043,2019,12
2019-12,인천,34318,34719,-401,2019,12
2019-12,전남,26645,22873,3772,2019,12
2019-12,전북,21725,22968,-1243,2019,12
2019-12,제주,8627,8651,-24,2019,12
2019-12,충남,22631,22840,-209,2019,12
2019-12,충북,20176,19483,693,2019,12
2020-01,강원,22167,22664,-497,2020,1
2020-01,경기,167181,157840,9341,2020,1
2020-01,경남,41860,42474,-614,2020,1
2020-01,경북,28254,30667,-2413,2020,1
2020-01,광주,19502,19282,220,2020,1
2020-01,대구,27781,29106,-1325,2020,1
2020-01,대전,20717,21431,-714,2020,1
2020-01,부산,39722,41100,-1378,2020,1
2020-01,서울,131105,127159,3946,2020,1
2020-01,세종,7787,6292,1495,2020,1
2020-01,울산,12339,13474,-1135,2020,1
2020-01,인천,31221,32134,-913,2020,1
2020-01,전남,20955,24283,-3328,2020,1
2020-01,전북,22316,23350,-1034,2020,1
2020-01,제주,9990,10274,-284,2020,1
2020-01,충남,24055,24999,-944,2020,1
2020-01,충북,20320,20743,-423,2020,1
2020-02,강원,23144,23679,-535,2020,2
2020-02,경기,212602,198804,13798,2020,2
2020-02,경남,44995,47008,-2013,2020,2
2020-02,경북,31464,34193,-2729,2020,2
2020-02,광주,21373,21884,-511,2020,2
2020-02,대구,31388,34810,-3422,2020,2
2020-02,대전,24741,25800,-1059,2020,2
2020-02,부산,49369,49592,-223,2020,2
2020-02,서울,170587,167282,3305,2020,2
2020-02,세종,8900,7597,1303,2020,2
2020-02,울산,15309,16779,-1470,2020,2
2020-02,인천,41003,42278,-1275,2020,2
2020-02,전남,21529,23596,-2067,2020,2
2020-02,전북,24287,25856,-1569,2020,2
2020-02,제주,10577,10499,78,2020,2
2020-02,충남,28358,29472,-1114,2020,2
2020-02,충북,20845,21342,-497,2020,2
2020-03,강원,22074,22746,-672,2020,3
2020-03,경기,214173,192318,21855,2020,3
2020-03,경남,38811,41934,-3123,2020,3
2020-03,경북,31923,36640,-4717,2020,3
2020-03,광주,22788,23235,-447,2020,3
2020-03,대구,36165,35181,984,2020,3
2020-03,대전,21887,23210,-1323,2020,3
2020-03,부산,47666,48065,-399,2020,3
2020-03,서울,164402,167806,-3404,2020,3
2020-03,세종,6572,5826,746,2020,3
2020-03,울산,13492,14811,-1319,2020,3
2020-03,인천,41888,44279,-2391,2020,3
2020-03,전남,22901,24927,-2026,2020,3
2020-03,전북,23599,25269,-1670,2020,3
2020-03,제주,8903,9265,-362,2020,3
2020-03,충남,26843,27850,-1007,2020,3
2020-03,충북,22105,22830,-725,2020,3
2020-04,강원,16900,17495,-595,2020,4
2020-04,경기,168095,147641,20454,2020,4
2020-04,경남,32365,34061,-1696,2020,4
2020-04,경북,28090,29790,-1700,2020,4
2020-04,광주,19521,19133,388,2020,4
2020-04,대구,26826,28545,-1719,2020,4
2020-04,대전,18178,18408,-230,2020,4
2020-04,부산,41008,41966,-958,2020,4
2020-04,서울,127208,134325,-7117,2020,4
2020-04,세종,4571,4361,210,2020,4
2020-04,울산,11083,11731,-648,2020,4
2020-04,인천,36537,38488,-1951,2020,4
2020-04,전남,18167,19807,-1640,2020,4
2020-04,전북,19116,20086,-970,2020,4
2020-04,제주,8618,8527,91,2020,4
2020-04,충남,21396,22465,-1069,2020,4
2020-04,충북,16583,17433,-850,2020,4
2020-05,강원,15922,14772,1150,2020,5
2020-05,경기,159073,147775,11298,2020,5
2020-05,경남,28774,30403,-1629,2020,5
2020-05,경북,22122,23634,-1512,2020,5
2020-05,광주,17022,17539,-517,2020,5
2020-05,대구,24351,26618,-2267,2020,5
2020-05,대전,18244,18014,230,2020,5
2020-05,부산,34761,35680,-919,2020,5
2020-05,서울,117734,120443,-2709,2020,5
2020-05,세종,4017,4035,-18,2020,5
2020-05,울산,9939,11001,-1062,2020,5
2020-05,인천,35727,36833,-1106,2020,5
2020-05,전남,17043,17610,-567,2020,5
2020-05,전북,17710,18710,-1000,2020,5
2020-05,제주,7523,7363,160,2020,5
2020-05,충남,22339,22113,226,2020,5
2020-05,충북,16664,16422,242,2020,5
2020-06,강원,19094,18102,992,2020,6
2020-06,경기,166937,154269,12668,2020,6
2020-06,경남,29426,30887,-1461,2020,6
2020-06,경북,24641,26162,-1521,2020,6
2020-06,광주,18435,18889,-454,2020,6
2020-06,대구,27178,28145,-967,2020,6
2020-06,대전,18653,19547,-894,2020,6
2020-06,부산,36788,38688,-1900,2020,6
2020-06,서울,122292,126224,-3932,2020,6
2020-06,세종,4598,4780,-182,2020,6
2020-06,울산,10630,11695,-1065,2020,6
2020-06,인천,36022,38934,-2912,2020,6
2020-06,전남,17919,18671,-752,2020,6
2020-06,전북,20423,21151,-728,2020,6
2020-06,제주,7439,6985,454,2020,6
2020-06,충남,25941,24381,1560,2020,6
2020-06,충북,20531,19437,1094,2020,6
2020-07,강원,17746,16661,1085,2020,7
2020-07,경기,165296,154006,11290,2020,7
2020-07,경남,27989,29434,-1445,2020,7
2020-07,경북,22946,24780,-1834,2020,7
2020-07,광주,16869,17230,-361,2020,7
2020-07,대구,26988,26876,112,2020,7
2020-07,대전,17112,17945,-833,2020,7
2020-07,부산,36602,37691,-1089,2020,7
2020-07,서울,115625,121544,-5919,2020,7
2020-07,세종,5109,4428,681,2020,7
2020-07,울산,9820,10763,-943,2020,7
2020-07,인천,35145,37000,-1855,2020,7
2020-07,전남,18072,18817,-745,2020,7
2020-07,전북,20489,20756,-267,2020,7
2020-07,제주,7073,6547,526,2020,7
2020-07,충남,22813,21779,1034,2020,7
2020-07,충북,17247,16684,563,2020,7
2020-08,강원,15527,14604,923,2020,8
2020-08,경기,185522,168377,17145,2020,8
2020-08,경남,30104,32086,-1982,2020,8
2020-08,경북,21828,24193,-2365,2020,8
2020-08,광주,16303,16906,-603,2020,8
2020-08,대구,27297,26926,371,2020,8
2020-08,대전,16995,17860,-865,2020,8
2020-08,부산,40469,41728,-1259,2020,8
2020-08,서울,123804,131848,-8044,2020,8
2020-08,세종,5577,4767,810,2020,8
2020-08,울산,9865,11110,-1245,2020,8
2020-08,인천,37627,40008,-2381,2020,8
2020-08,전남,19768,20633,-865,2020,8
2020-08,전북,18830,19354,-524,2020,8
2020-08,제주,7065,6512,553,2020,8
2020-08,충남,22190,22166,24,2020,8
2020-08,충북,15964,15657,307,2020,8
2020-09,강원,16250,15610,640,2020,9
2020-09,경기,183155,167947,15208,2020,9
2020-09,경남,30110,31275,-1165,2020,9
2020-09,경북,23975,24378,-403,2020,9
2020-09,광주,18133,18371,-238,2020,9
2020-09,대구,28632,29824,-1192,2020,9
2020-09,대전,18151,18551,-400,2020,9
2020-09,부산,38650,39572,-922,2020,9
2020-09,서울,127908,137952,-10044,2020,9
2020-09,세종,5547,4924,623,2020,9
2020-09,울산,9662,10800,-1138,2020,9
2020-09,인천,36519,37855,-1336,2020,9
2020-09,전남,18213,18612,-399,2020,9
2020-09,전북,20169,20375,-206,2020,9
2020-09,제주,7434,7044,390,2020,9
2020-09,충남,21956,21778,178,2020,9
2020-09,충북,17004,16600,404,2020,9
2020-10,강원,17277,16166,1111,2020,10
2020-10,경기,168521,157536,10985,2020,10
2020-10,경남,29480,29710,-230,2020,10
2020-10,경북,23839,23274,565,2020,10
2020-10,광주,17106,17942,-836,2020,10
2020-10,대구,26952,29303,-2351,2020,10
2020-10,대전,18794,20288,-1494,2020,10
2020-10,부산,38388,39716,-1328,2020,10
2020-10,서울,126788,137100,-10312,2020,10
2020-10,세종,9401,6557,2844,2020,10
2020-10,울산,9940,10813,-873,2020,10
2020-10,인천,33955,34225,-270,2020,10
2020-10,전남,17909,17681,228,2020,10
2020-10,전북,19251,19181,70,2020,10
2020-10,제주,7013,6291,722,2020,10
2020-10,충남,20897,20623,274,2020,10
2020-10,충북,18901,18006,895,2020,10
2020-11,강원,17736,16799,937,2020,11
2020-11,경기,169893,158193,11700,2020,11
2020-11,경남,30357,31563,-1206,2020,11
2020-11,경북,25795,25433,362,2020,11
2020-11,광주,18019,18907,-888,2020,11
2020-11,대구,30151,32114,-1963,2020,11
2020-11,대전,16951,18519,-1568,2020,11
2020-11,부산,40683,42017,-1334,2020,11
2020-11,서울,117563,127049,-9486,2020,11
2020-11,세종,8039,5765,2274,2020,11
2020-11,울산,10809,12101,-1292,2020,11
2020-11,인천,36104,36039,65,2020,11
2020-11,전남,20556,19923,633,2020,11
2020-11,전북,19500,19650,-150,2020,11
2020-11,제주,7135,6737,398,2020,11
2020-11,충남,22288,21638,650,2020,11
2020-11,충북,18625,17757,868,2020,11
2020-12,강원,19517,18599,918,2020,12
2020-12,경기,192124,179493,12631,2020,12
2020-12,경남,39068,39162,-94,2020,12
2020-12,경북,32824,31535,1289,2020,12
2020-12,광주,21092,22928,-1836,2020,12
2020-12,대구,33539,36635,-3096,2020,12
2020-12,대전,21898,23845,-1947,2020,12
2020-12,부산,47723,50361,-2638,2020,12
2020-12,서울,133111,144245,-11134,2020,12
2020-12,세종,8816,6577,2239,2020,12
2020-12,울산,13224,14618,-1394,2020,12
2020-12,인천,42808,42231,577,2020,12
2020-12,전남,25984,24210,1774,2020,12
2020-12,전북,23393,23839,-446,2020,12
2020-12,제주,9344,8692,652,2020,12
2020-12,충남,28051,27122,929,2020,12
2020-12,충북,25106,23530,1576,2020,12
2021-01,강원,17653,18450,-797,2021,1
2021-01,경기,170399,149255,21144,2021,1
2021-01,경남,36012,37269,-1257,2021,1
2021-01,경북,28704,29732,-1028,2021,1
2021-01,광주,20620,21594,-974,2021,1
2021-01,대구,29456,31595,-2139,2021,1
2021-01,대전,20609,21146,-537,2021,1
2021-01,부산,42765,44537,-1772,2021,1
2021-01,서울,114415,124855,-10440,2021,1
2021-01,세종,8038,6216,1822,2021,1
2021-01,울산,13400,14144,-744,2021,1
2021-01,인천,33855,34324,-469,2021,1
2021-01,전남,22058,22369,-311,2021,1
2021-01,전북,20333,21142,-809,2021,1
2021-01,제주,9713,9770,-57,2021,1
2021-01,충남,24977,25706,-729,2021,1
2021-01,충북,20302,21205,-903,2021,1
2021-02,강원,18990,19475,-485,2021,2
2021-02,경기,199244,178431,20813,2021,2
2021-02,경남,38202,40124,-1922,2021,2
2021-02,경북,31528,31770,-242,2021,2
2021-02,광주,20827,22001,-1174,2021,2
2021-02,대구,31395,33897,-2502,2021,2
2021-02,대전,21046,22280,-1234,2021,2
2021-02,부산,44676,45650,-974,2021,2
2021-02,서울,141936,151351,-9415,2021,2
2021-02,세종,7717,6220,1497,2021,2
2021-02,울산,13125,15609,-2484,2021,2
2021-02,인천,35337,36143,-806,2021,2
2021-02,전남,22046,22253,-207,2021,2
2021-02,전북,20731,21678,-947,2021,2
2021-02,제주,10561,10059,502,2021,2
2021-02,충남,27481,27628,-147,2021,2
2021-02,충북,20952,21225,-273,2021,2
2021-03,강원,20811,20872,-61,2021,3
2021-03,경기,211876,196741,15135,2021,3
2021-03,경남,38612,40168,-1556,2021,3
2021-03,경북,34387,32948,1439,2021,3
