연월,시도,전입,전출,순이동,연도,월
2021-03,광주,20424,21570,-1146,2021,3
2021-03,대구,30967,33844,-2877,2021,3
2021-03,대전,20487,21761,-1274,2021,3
2021-03,부산,42381,44336,-1955,2021,3
2021-03,서울,151617,157833,-6216,2021,3
2021-03,세종,6400,5413,987,2021,3
2021-03,울산,12237,14469,-2232,2021,3
2021-03,인천,40378,40554,-176,2021,3
2021-03,전남,23393,23903,-510,2021,3
2021-03,전북,21930,22727,-797,2021,3
2021-03,제주,9443,9193,250,2021,3
2021-03,충남,29230,28040,1190,2021,3
2021-03,충북,20652,20853,-201,2021,3
2021-04,강원,17827,17287,540,2021,4
2021-04,경기,171897,159297,12600,2021,4
2021-04,경남,30589,30937,-348,2021,4
2021-04,경북,26786,25653,1133,2021,4
2021-04,광주,17224,17967,-743,2021,4
2021-04,대구,25138,27429,-2291,2021,4
2021-04,대전,15976,16804,-828,2021,4
2021-04,부산,36090,38175,-2085,2021,4
2021-04,서울,117475,127213,-9738,2021,4
2021-04,세종,4939,4218,721,2021,4
2021-04,울산,10080,11220,-1140,2021,4
2021-04,인천,35108,35240,-132,2021,4
2021-04,전남,18130,17898,232,2021,4
2021-04,전북,17228,17747,-519,2021,4
2021-04,제주,7445,6909,536,2021,4
2021-04,충남,23313,22133,1180,2021,4
2021-04,충북,18142,17260,882,2021,4
2021-05,강원,16609,15717,892,2021,5
2021-05,경기,155395,146073,9322,2021,5
2021-05,경남,28217,28904,-687,2021,5
2021-05,경북,24478,23151,1327,2021,5
2021-05,광주,16786,17366,-580,2021,5
2021-05,대구,22295,24686,-2391,2021,5
2021-05,대전,15358,15875,-517,2021,5
2021-05,부산,37416,38941,-1525,2021,5
2021-05,서울,112967,121276,-8309,2021,5
2021-05,세종,4421,3972,449,2021,5
2021-05,울산,9873,10966,-1093,2021,5
2021-05,인천,35563,35336,227,2021,5
2021-05,전남,16315,16325,-10,2021,5
2021-05,전북,16396,16136,260,2021,5
2021-05,제주,6832,6404,428,2021,5
2021-05,충남,21553,20300,1253,2021,5
2021-05,충북,16237,15283,954,2021,5
2021-06,강원,15807,15089,718,2021,6
2021-06,경기,151195,140592,10603,2021,6
2021-06,경남,28380,29004,-624,2021,6
2021-06,경북,24479,23873,606,2021,6
2021-06,광주,16297,16658,-361,2021,6
2021-06,대구,21466,23620,-2154,2021,6
2021-06,대전,14709,15835,-1126,2021,6
2021-06,부산,34889,36670,-1781,2021,6
2021-06,서울,104704,112992,-8288,2021,6
2021-06,세종,5290,4521,769,2021,6
2021-06,울산,10051,10951,-900,2021,6
2021-06,인천,34461,34330,131,2021,6
2021-06,전남,16446,16953,-507,2021,6
2021-06,전북,18077,17676,401,2021,6
2021-06,제주,7060,6653,407,2021,6
2021-06,충남,22815,21859,956,2021,6
2021-06,충북,17823,16673,1150,2021,6
2021-07,강원,16691,15769,922,2021,7
2021-07,경기,157735,147144,10591,2021,7
2021-07,경남,28118,28819,-701,2021,7
2021-07,경북,23587,23669,-82,2021,7
2021-07,광주,17009,17235,-226,2021,7
2021-07,대구,22869,24618,-1749,2021,7
2021-07,대전,15342,16190,-848,2021,7
2021-07,부산,35381,37477,-2096,2021,7
2021-07,서울,111646,120075,-8429,2021,7
2021-07,세종,6117,4980,1137,2021,7
2021-07,울산,10204,10957,-753,2021,7
2021-07,인천,37779,36767,1012,2021,7
2021-07,전남,16412,16999,-587,2021,7
2021-07,전북,18118,18133,-15,2021,7
2021-07,제주,7187,6628,559,2021,7
2021-07,충남,22573,21539,1034,2021,7
2021-07,충북,16083,15852,231,2021,7
2021-08,강원,16305,15876,429,2021,8
2021-08,경기,172947,157023,15924,2021,8
2021-08,경남,28137,30006,-1869,2021,8
2021-08,경북,23799,24427,-628,2021,8
2021-08,광주,17523,18095,-572,2021,8
2021-08,대구,22394,24276,-1882,2021,8
2021-08,대전,15827,16435,-608,2021,8
2021-08,부산,35018,36731,-1713,2021,8
2021-08,서울,125161,133278,-8117,2021,8
2021-08,세종,5632,4863,769,2021,8
2021-08,울산,9565,10930,-1365,2021,8
2021-08,인천,38588,37644,944,2021,8
2021-08,전남,16829,17526,-697,2021,8
2021-08,전북,16937,17800,-863,2021,8
2021-08,제주,7096,7033,63,2021,8
2021-08,충남,22670,22381,289,2021,8
2021-08,충북,15833,15937,-104,2021,8
2021-09,강원,19701,18747,954,2021,9
2021-09,경기,162006,151755,10251,2021,9
2021-09,경남,28624,31191,-2567,2021,9
2021-09,경북,24353,25479,-1126,2021,9
2021-09,광주,17599,16855,744,2021,9
2021-09,대구,21675,22321,-646,2021,9
2021-09,대전,15811,15410,401,2021,9
2021-09,부산,32331,32452,-121,2021,9
2021-09,서울,110490,118609,-8119,2021,9
2021-09,세종,5576,4531,1045,2021,9
2021-09,울산,9574,10910,-1336,2021,9
2021-09,인천,38582,35351,3231,2021,9
2021-09,전남,16714,18792,-2078,2021,9
2021-09,전북,17856,18688,-832,2021,9
2021-09,제주,7289,7032,257,2021,9
2021-09,충남,21879,21748,131,2021,9
2021-09,충북,16286,16475,-189,2021,9
2021-10,강원,18585,17145,1440,2021,10
2021-10,경기,153172,146647,6525,2021,10
2021-10,경남,27166,27647,-481,2021,10
2021-10,경북,22060,21480,580,2021,10
2021-10,광주,16203,16527,-324,2021,10
2021-10,대구,22422,24117,-1695,2021,10
2021-10,대전,14438,15253,-815,2021,10
2021-10,부산,30653,32268,-1615,2021,10
2021-10,서울,107123,116512,-9389,2021,10
2021-10,세종,6433,4924,1509,2021,10
2021-10,울산,9505,10241,-736,2021,10
2021-10,인천,36679,33385,3294,2021,10
2021-10,전남,15492,15592,-100,2021,10
2021-10,전북,17072,17647,-575,2021,10
2021-10,제주,6652,6120,532,2021,10
2021-10,충남,20104,18718,1386,2021,10
2021-10,충북,16177,15713,464,2021,10
2021-11,강원,18596,17404,1192,2021,11
2021-11,경기,162677,154108,8569,2021,11
2021-11,경남,29408,30189,-781,2021,11
2021-11,경북,24387,23693,694,2021,11
2021-11,광주,15889,16070,-181,2021,11
2021-11,대구,25251,27057,-1806,2021,11
2021-11,대전,17714,18113,-399,2021,11
2021-11,부산,32278,33785,-1507,2021,11
2021-11,서울,108106,118660,-10554,2021,11
2021-11,세종,6024,4980,1044,2021,11
2021-11,울산,11134,11199,-65,2021,11
2021-11,인천,34316,32700,1616,2021,11
2021-11,전남,17725,17505,220,2021,11
2021-11,전북,18964,19284,-320,2021,11
2021-11,제주,7192,6874,318,2021,11
2021-11,충남,21086,19712,1374,2021,11
2021-11,충북,15915,15329,586,2021,11
2021-12,강원,19528,18591,937,2021,12
2021-12,경기,167672,158632,9040,2021,12
2021-12,경남,33317,34227,-910,2021,12
2021-12,경북,29318,28654,664,2021,12
2021-12,광주,16487,16833,-346,2021,12
2021-12,대구,29433,31620,-2187,2021,12
2021-12,대전,24248,25394,-1146,2021,12
2021-12,부산,37445,39204,-1759,2021,12
2021-12,서울,112547,121776,-9229,2021,12
2021-12,세종,10325,7989,2336,2021,12
2021-12,울산,11132,11958,-826,2021,12
2021-12,인천,32491,29940,2551,2021,12
2021-12,전남,22059,21991,68,2021,12
2021-12,전북,20068,20853,-785,2021,12
2021-12,제주,8509,8387,122,2021,12
2021-12,충남,24514,23909,605,2021,12
2021-12,충북,19898,19033,865,2021,12
2022-01,강원,18837,18219,618,2022,1
2022-01,경기,148540,143015,5525,2022,1
2022-01,경남,30852,32853,-2001,2022,1
2022-01,경북,24367,25706,-1339,2022,1
2022-01,광주,14985,14907,78,2022,1
2022-01,대구,23172,24337,-1165,2022,1
2022-01,대전,20084,20938,-854,2022,1
2022-01,부산,38434,39047,-613,2022,1
2022-01,서울,100675,103083,-2408,2022,1
2022-01,세종,9763,7452,2311,2022,1
2022-01,울산,10509,11030,-521,2022,1
2022-01,인천,28815,27889,926,2022,1
2022-01,전남,18840,18299,541,2022,1
2022-01,전북,16959,17820,-861,2022,1
2022-01,제주,8792,8847,-55,2022,1
2022-01,충남,22431,22549,-118,2022,1
2022-01,충북,16260,16324,-64,2022,1
2022-02,강원,21403,20515,888,2022,2
2022-02,경기,162769,160593,2176,2022,2
2022-02,경남,37497,41055,-3558,2022,2
2022-02,경북,29187,30343,-1156,2022,2
2022-02,광주,18406,19894,-1488,2022,2
2022-02,대구,27106,29400,-2294,2022,2
2022-02,대전,22275,22615,-340,2022,2
2022-02,부산,44855,45329,-474,2022,2
2022-02,서울,142156,138891,3265,2022,2
2022-02,세종,8610,6741,1869,2022,2
2022-02,울산,11693,13334,-1641,2022,2
2022-02,인천,38363,36356,2007,2022,2
2022-02,전남,21012,21251,-239,2022,2
2022-02,전북,20238,20991,-753,2022,2
2022-02,제주,10701,10199,502,2022,2
2022-02,충남,28340,27458,882,2022,2
2022-02,충북,19541,19187,354,2022,2
2022-03,강원,19075,18245,830,2022,3
2022-03,경기,147430,145242,2188,2022,3
2022-03,경남,31791,33843,-2052,2022,3
2022-03,경북,27572,28087,-515,2022,3
2022-03,광주,18246,19503,-1257,2022,3
2022-03,대구,26616,26248,368,2022,3
2022-03,대전,19200,19777,-577,2022,3
2022-03,부산,33217,35205,-1988,2022,3
2022-03,서울,122917,123192,-275,2022,3
2022-03,세종,5826,5097,729,2022,3
2022-03,울산,10116,11410,-1294,2022,3
2022-03,인천,35413,33053,2360,2022,3
2022-03,전남,19299,19798,-499,2022,3
2022-03,전북,18390,18954,-564,2022,3
2022-03,제주,8523,8290,233,2022,3
2022-03,충남,24976,23851,1125,2022,3
2022-03,충북,18547,17359,1188,2022,3
2022-04,강원,16251,15293,958,2022,4
2022-04,경기,126702,123114,3588,2022,4
2022-04,경남,27812,28710,-898,2022,4
2022-04,경북,21380,21461,-81,2022,4
2022-04,광주,13529,14671,-1142,2022,4
2022-04,대구,22179,23023,-844,2022,4
2022-04,대전,15139,15463,-324,2022,4
2022-04,부산,27600,29188,-1588,2022,4
2022-04,서울,95228,99394,-4166,2022,4
2022-04,세종,4874,4062,812,2022,4
2022-04,울산,8760,9398,-638,2022,4
2022-04,인천,30449,29160,1289,2022,4
2022-04,전남,15644,14988,656,2022,4
2022-04,전북,14998,15000,-2,2022,4
2022-04,제주,6743,6354,389,2022,4
2022-04,충남,20594,19213,1381,2022,4
2022-04,충북,14661,14051,610,2022,4
2022-05,강원,16812,16171,641,2022,5
2022-05,경기,139279,135560,3719,2022,5
2022-05,경남,27237,28842,-1605,2022,5
2022-05,경북,22176,22205,-29,2022,5
2022-05,광주,14883,15680,-797,2022,5
2022-05,대구,21296,22695,-1399,2022,5
2022-05,대전,16413,16731,-318,2022,5
2022-05,부산,31395,32516,-1121,2022,5
2022-05,서울,104657,107739,-3082,2022,5
2022-05,세종,5434,4464,970,2022,5
2022-05,울산,10074,10683,-609,2022,5
2022-05,인천,35831,33628,2203,2022,5
2022-05,전남,16357,16178,179,2022,5
2022-05,전북,16077,16691,-614,2022,5
2022-05,제주,6977,6540,437,2022,5
2022-05,충남,22677,21526,1151,2022,5
2022-05,충북,15363,15089,274,2022,5
2022-06,강원,14808,14314,494,2022,6
2022-06,경기,126466,122570,3896,2022,6
2022-06,경남,24464,26113,-1649,2022,6
2022-06,경북,19948,21091,-1143,2022,6
2022-06,광주,14738,15340,-602,2022,6
2022-06,대구,19989,20927,-938,2022,6
2022-06,대전,15466,15953,-487,2022,6
2022-06,부산,30341,31067,-726,2022,6
2022-06,서울,91205,93015,-1810,2022,6
2022-06,세종,4676,3957,719,2022,6
2022-06,울산,8939,9807,-868,2022,6
2022-06,인천,32267,30256,2011,2022,6
2022-06,전남,14711,15054,-343,2022,6
2022-06,전북,16265,16654,-389,2022,6
2022-06,제주,6502,6188,314,2022,6
2022-06,충남,21185,20071,1114,2022,6
2022-06,충북,15406,14999,407,2022,6
2022-07,강원,14701,14209,492,2022,7
2022-07,경기,121546,119318,2228,2022,7
2022-07,경남,23500,24768,-1268,2022,7
2022-07,경북,18938,19975,-1037,2022,7
2022-07,광주,12766,13358,-592,2022,7
2022-07,대구,20914,21814,-900,2022,7
2022-07,대전,13865,14082,-217,2022,7
2022-07,부산,28549,30093,-1544,2022,7
2022-07,서울,90743,92319,-1576,2022,7
2022-07,세종,4097,3548,549,2022,7
2022-07,울산,7604,8500,-896,2022,7
2022-07,인천,32991,29363,3628,2022,7
2022-07,전남,13262,13463,-201,2022,7
2022-07,전북,16489,17291,-802,2022,7
2022-07,제주,6505,5972,533,2022,7
2022-07,충남,19404,18152,1252,2022,7
2022-07,충북,13695,13344,351,2022,7
2022-08,강원,15904,15438,466,2022,8
2022-08,경기,140813,138663,2150,2022,8
2022-08,경남,26040,27444,-1404,2022,8
2022-08,경북,21066,22169,-1103,2022,8
2022-08,광주,17301,17590,-289,2022,8
2022-08,대구,21834,23079,-1245,2022,8
2022-08,대전,17016,16592,424,2022,8
2022-08,부산,30470,32175,-1705,2022,8
2022-08,서울,103288,104172,-884,2022,8
2022-08,세종,4606,4138,468,2022,8
2022-08,울산,8651,9830,-1179,2022,8
2022-08,인천,36756,33415,3341,2022,8
2022-08,전남,14541,14978,-437,2022,8
2022-08,전북,17027,17513,-486,2022,8
2022-08,제주,7430,6827,603,2022,8
2022-08,충남,21245,20191,1054,2022,8
2022-08,충북,14779,14553,226,2022,8
2022-09,강원,14258,13166,1092,2022,9
2022-09,경기,129104,126055,3049,2022,9
2022-09,경남,21864,23209,-1345,2022,9
2022-09,경북,18325,19011,-686,2022,9
2022-09,광주,14671,14778,-107,2022,9
2022-09,대구,19903,20572,-669,2022,9
2022-09,대전,14436,14621,-185,2022,9
2022-09,부산,26039,26742,-703,2022,9
2022-09,서울,86938,91087,-4149,2022,9
2022-09,세종,4055,3622,433,2022,9
2022-09,울산,7438,7986,-548,2022,9
2022-09,인천,31625,29215,2410,2022,9
2022-09,전남,14079,14645,-566,2022,9
2022-09,전북,14682,14951,-269,2022,9
2022-09,제주,5855,5791,64,2022,9
2022-09,충남,19099,17687,1412,2022,9
2022-09,충북,14843,14076,767,2022,9
2022-10,강원,13753,13270,483,2022,10
2022-10,경기,130379,125760,4619,2022,10
2022-10,경남,21415,22545,-1130,2022,10
2022-10,경북,17681,18189,-508,2022,10
2022-10,광주,15291,15454,-163,2022,10
2022-10,대구,20679,21171,-492,2022,10
2022-10,대전,14149,13839,310,2022,10
2022-10,부산,29738,30556,-818,2022,10
2022-10,서울,85408,91844,-6436,2022,10
2022-10,세종,4025,3831,194,2022,10
2022-10,울산,7392,7881,-489,2022,10
2022-10,인천,29707,27201,2506,2022,10
2022-10,전남,13254,13511,-257,2022,10
2022-10,전북,15472,15543,-71,2022,10
2022-10,제주,5802,5711,91,2022,10
2022-10,충남,18822,17066,1756,2022,10
2022-10,충북,13521,13116,405,2022,10
2022-11,강원,14191,14066,125,2022,11
2022-11,경기,135140,131298,3842,2022,11
2022-11,경남,24344,24936,-592,2022,11
2022-11,경북,19866,19877,-11,2022,11
2022-11,광주,14961,15465,-504,2022,11
2022-11,대구,20439,21106,-667,2022,11
2022-11,대전,14348,14304,44,2022,11
2022-11,부산,32162,33188,-1026,2022,11
2022-11,서울,85979,92384,-6405,2022,11
2022-11,세종,4129,3753,376,2022,11
2022-11,울산,8113,8440,-327,2022,11
2022-11,인천,31571,28936,2635,2022,11
2022-11,전남,15202,14817,385,2022,11
2022-11,전북,16147,16189,-42,2022,11
2022-11,제주,6218,6081,137,2022,11
2022-11,충남,19955,18186,1769,2022,11
2022-11,충북,13397,13136,261,2022,11
2022-12,강원,14871,14464,407,2022,12
2022-12,경기,137822,130920,6902,2022,12
2022-12,경남,26395,27440,-1045,2022,12
2022-12,경북,22650,22708,-58,2022,12
2022-12,광주,13147,13926,-779,2022,12
2022-12,대구,21227,22501,-1274,2022,12
2022-12,대전,16314,16786,-472,2022,12
2022-12,부산,31048,32304,-1256,2022,12
2022-12,서울,92333,99747,-7414,2022,12
2022-12,세종,5434,4736,698,2022,12
2022-12,울산,8458,8984,-526,2022,12
2022-12,인천,31352,28567,2785,2022,12
2022-12,전남,15755,15319,436,2022,12
2022-12,전북,16688,16950,-262,2022,12
2022-12,제주,6817,6917,-100,2022,12
2022-12,충남,21760,20224,1536,2022,12
2022-12,충북,15406,14984,422,2022,12
2023-01,강원,14581,15097,-516,2023,1
2023-01,경기,138044,131506,6538,2023,1
2023-01,경남,26104,27646,-1542,2023,1
2023-01,경북,22636,24286,-1650,2023,1
2023-01,광주,13713,14728,-1015,2023,1
2023-01,대구,22316,22557,-241,2023,1
2023-01,대전,17265,17351,-86,2023,1
2023-01,부산,31180,31800,-620,2023,1
2023-01,서울,91225,94248,-3023,2023,1
2023-01,세종,6221,5459,762,2023,1
2023-01,울산,8741,9304,-563,2023,1
2023-01,인천,30920,28525,2395,2023,1
2023-01,전남,16554,16528,26,2023,1
2023-01,전북,17200,17690,-490,2023,1
2023-01,제주,8201,8796,-595,2023,1
2023-01,충남,24994,24311,683,2023,1
2023-01,충북,16205,16268,-63,2023,1
2023-02,강원,17341,18105,-764,2023,2
2023-02,경기,161815,157077,4738,2023,2
2023-02,경남,31893,36055,-4162,2023,2
2023-02,경북,27074,29089,-2015,2023,2
2023-02,광주,17137,17923,-786,2023,2
2023-02,대구,26929,28630,-1701,2023,2
2023-02,대전,20924,20802,122,2023,2
2023-02,부산,40851,40515,336,2023,2
2023-02,서울,126733,123266,3467,2023,2
2023-02,세종,6991,6362,629,2023,2
2023-02,울산,10365,11737,-1372,2023,2
2023-02,인천,38362,35793,2569,2023,2
2023-02,전남,19617,20462,-845,2023,2
2023-02,전북,19682,20487,-805,2023,2
2023-02,제주,9707,10032,-325,2023,2
2023-02,충남,28380,26918,1462,2023,2
2023-02,충북,18610,19158,-548,2023,2
2023-03,강원,18341,18115,226,2023,3
2023-03,경기,157641,155326,2315,2023,3
2023-03,경남,28813,30929,-2116,2023,3
2023-03,경북,26590,26590,0,2023,3
2023-03,광주,15020,16292,-1272,2023,3
2023-03,대구,24941,26188,-1247,2023,3
2023-03,대전,17555,17879,-324,2023,3
2023-03,부산,34247,35347,-1100,2023,3
2023-03,서울,116723,117601,-878,2023,3
2023-03,세종,5349,5171,178,2023,3
2023-03,울산,9543,10449,-906,2023,3
2023-03,인천,39109,36270,2839,2023,3
2023-03,전남,20490,20474,16,2023,3
2023-03,전북,19001,19470,-469,2023,3
2023-03,제주,8672,8674,-2,2023,3
2023-03,충남,26845,25201,1644,2023,3
2023-03,충북,20078,18982,1096,2023,3
2023-04,강원,13154,13054,100,2023,4
2023-04,경기,128067,124107,3960,2023,4
2023-04,경남,22170,23166,-996,2023,4
2023-04,경북,19345,19246,99,2023,4
2023-04,광주,11824,12582,-758,2023,4
2023-04,대구,21224,21927,-703,2023,4
2023-04,대전,14379,14653,-274,2023,4
2023-04,부산,26191,27583,-1392,2023,4
2023-04,서울,89745,93110,-3365,2023,4
2023-04,세종,3721,3607,114,2023,4
2023-04,울산,7948,8539,-591,2023,4
2023-04,인천,31198,29160,2038,2023,4
2023-04,전남,14414,14099,315,2023,4
2023-04,전북,13721,14050,-329,2023,4
2023-04,제주,5822,5640,182,2023,4
2023-04,충남,18930,17653,1277,2023,4
2023-04,충북,13621,13298,323,2023,4
2023-05,강원,14667,14392,275,2023,5
2023-05,경기,140454,136027,4427,2023,5
2023-05,경남,23745,25144,-1399,2023,5
2023-05,경북,20202,20464,-262,2023,5
2023-05,광주,13028,13733,-705,2023,5
2023-05,대구,24400,24771,-371,2023,5
2023-05,대전,15998,15935,63,2023,5
2023-05,부산,28032,29227,-1195,2023,5
2023-05,서울,99323,102676,-3353,2023,5
2023-05,세종,4125,4012,113,2023,5
2023-05,울산,8600,9270,-670,2023,5
2023-05,인천,34270,32279,1991,2023,5
2023-05,전남,15802,15830,-28,2023,5
2023-05,전북,14759,15084,-325,2023,5
2023-05,제주,6265,6259,6,2023,5
2023-05,충남,19754,18600,1154,2023,5
2023-05,충북,13861,13582,279,2023,5
2023-06,강원,12911,12819,92,2023,6
2023-06,경기,138351,132107,6244,2023,6
2023-06,경남,22860,23696,-836,2023,6
2023-06,경북,18846,19573,-727,2023,6
2023-06,광주,12344,13119,-775,2023,6
2023-06,대구,23499,23674,-175,2023,6
2023-06,대전,13902,14000,-98,2023,6
2023-06,부산,27977,29232,-1255,2023,6
2023-06,서울,90971,95204,-4233,2023,6
2023-06,세종,3819,3860,-41,2023,6
2023-06,울산,10342,10713,-371,2023,6
2023-06,인천,29889,29007,882,2023,6
2023-06,전남,13849,13867,-18,2023,6
2023-06,전북,14623,14850,-227,2023,6
2023-06,제주,5796,5883,-87,2023,6
2023-06,충남,19656,18423,1233,2023,6
2023-06,충북,13845,13453,392,2023,6
2023-07,강원,12728,12822,-94,2023,7
2023-07,경기,136218,132719,3499,2023,7
2023-07,경남,22474,23579,-1105,2023,7
2023-07,경북,19015,19659,-644,2023,7
2023-07,광주,12149,12510,-361,2023,7
2023-07,대구,23782,24003,-221,2023,7
2023-07,대전,13293,13527,-234,2023,7
2023-07,부산,27057,28125,-1068,2023,7
2023-07,서울,94517,97209,-2692,2023,7
2023-07,세종,4184,4229,-45,2023,7
2023-07,울산,9449,10047,-598,2023,7
2023-07,인천,38644,35738,2906,2023,7
2023-07,전남,13333,13938,-605,2023,7
2023-07,전북,14924,15133,-209,2023,7
2023-07,제주,6535,6510,25,2023,7
2023-07,충남,19376,18553,823,2023,7
2023-07,충북,14465,13842,623,2023,7
2023-08,강원,14209,14208,1,2023,8
2023-08,경기,145277,143187,2090,2023,8
2023-08,경남,23965,25839,-1874,2023,8
2023-08,경북,20924,22091,-1167,2023,8
2023-08,광주,15349,15619,-270,2023,8
2023-08,대구,25661,25606,55,2023,8
2023-08,대전,15166,15128,38,2023,8
2023-08,부산,31518,32410,-892,2023,8
2023-08,서울,111712,112732,-1020,2023,8
2023-08,세종,4254,4570,-316,2023,8
2023-08,울산,9868,10644,-776,2023,8
2023-08,인천,38793,34959,3834,2023,8
2023-08,전남,15400,16116,-716,2023,8
2023-08,전북,16414,16941,-527,2023,8
2023-08,제주,6566,6796,-230,2023,8
2023-08,충남,24671,23452,1219,2023,8
2023-08,충북,18654,18103,551,2023,8
2023-09,강원,13007,13209,-202,2023,9
2023-09,경기,122012,120774,1238,2023,9
2023-09,경남,22661,23187,-526,2023,9
2023-09,경북,17594,18255,-661,2023,9
2023-09,광주,12294,12836,-542,2023,9
2023-09,대구,22115,22345,-230,2023,9
2023-09,대전,12342,12440,-98,2023,9
2023-09,부산,26802,27763,-961,2023,9
2023-09,서울,93071,94441,-1370,2023,9
2023-09,세종,3665,3733,-68,2023,9
2023-09,울산,7982,8244,-262,2023,9
2023-09,인천,31778,28861,2917,2023,9
2023-09,전남,12286,12571,-285,2023,9
2023-09,전북,13411,13740,-329,2023,9
2023-09,제주,5460,5522,-62,2023,9
2023-09,충남,19609,18501,1108,2023,9
2023-09,충북,13629,13296,333,2023,9
2023-10,강원,14268,14658,-390,2023,10
2023-10,경기,138894,135765,3129,2023,10
2023-10,경남,25787,25997,-210,2023,10
2023-10,경북,19605,19911,-306,2023,10
2023-10,광주,13652,14366,-714,2023,10
2023-10,대구,26141,26212,-71,2023,10
2023-10,대전,15417,15828,-411,2023,10
2023-10,부산,30869,32068,-1199,2023,10
2023-10,서울,100287,105014,-4727,2023,10
2023-10,세종,4559,4505,54,2023,10
2023-10,울산,12294,12300,-6,2023,10
2023-10,인천,34848,31846,3002,2023,10
2023-10,전남,13423,13634,-211,2023,10
2023-10,전북,14890,15215,-325,2023,10
2023-10,제주,6142,6168,-26,2023,10
2023-10,충남,21405,19503,1902,2023,10
2023-10,충북,14408,13899,509,2023,10
2023-11,강원,14123,14172,-49,2023,11
2023-11,경기,138425,135503,2922,2023,11
2023-11,경남,24339,24711,-372,2023,11
2023-11,경북,19851,20180,-329,2023,11
2023-11,광주,13572,14089,-517,2023,11
2023-11,대구,27337,27448,-111,2023,11
2023-11,대전,14881,15336,-455,2023,11
2023-11,부산,28155,29308,-1153,2023,11
2023-11,서울,93060,99299,-6239,2023,11
2023-11,세종,4319,4226,93,2023,11
2023-11,울산,10768,10866,-98,2023,11
2023-11,인천,38060,34159,3901,2023,11
2023-11,전남,13286,13141,145,2023,11
2023-11,전북,14862,14796,66,2023,11
2023-11,제주,5908,6043,-135,2023,11
2023-11,충남,21160,19251,1909,2023,11
2023-11,충북,14308,13886,422,2023,11
2023-12,강원,14036,14112,-76,2023,12
2023-12,경기,135985,132473,3512,2023,12
2023-12,경남,25498,26660,-1162,2023,12
2023-12,경북,23579,24080,-501,2023,12
2023-12,광주,12834,14136,-1302,2023,12
2023-12,대구,26972,27286,-314,2023,12
2023-12,대전,14962,15679,-717,2023,12
2023-12,부산,31392,32325,-933,2023,12
2023-12,서울,99596,103413,-3817,2023,12
2023-12,세종,4843,4626,217,2023,12
2023-12,울산,10741,10743,-2,2023,12
2023-12,인천,38256,34023,4233,2023,12
2023-12,전남,15103,14697,406,2023,12
2023-12,전북,15301,15789,-488,2023,12
2023-12,제주,6434,6872,-438,2023,12
2023-12,충남,21276,19850,1426,2023,12
2023-12,충북,14657,14701,-44,2023,12
2024-01,강원,17513,18293,-780,2024,1
2024-01,경기,157429,152475,4954,2024,1
2024-01,경남,33103,34276,-1173,2024,1
2024-01,경북,28266,29678,-1412,2024,1
2024-01,광주,16029,16739,-710,2024,1
2024-01,대구,28900,29216,-316,2024,1
2024-01,대전,18578,19108,-530,2024,1
2024-01,부산,40394,41457,-1063,2024,1
2024-01,서울,111217,111982,-765,2024,1
2024-01,세종,7179,6898,281,2024,1
2024-01,울산,11887,12076,-189,2024,1
2024-01,인천,36562,33189,3373,2024,1
2024-01,전남,18058,18511,-453,2024,1
2024-01,전북,17863,18745,-882,2024,1
2024-01,제주,9192,9953,-761,2024,1
2024-01,충남,28044,26786,1258,2024,1
2024-01,충북,16755,17587,-832,2024,1
2024-02,강원,19634,20602,-968,2024,2
2024-02,경기,170833,165861,4972,2024,2
2024-02,경남,33941,37267,-3326,2024,2
2024-02,경북,29167,30798,-1631,2024,2
2024-02,광주,17396,18353,-957,2024,2
2024-02,대구,30301,31533,-1232,2024,2
2024-02,대전,20752,20615,137,2024,2
2024-02,부산,42904,43270,-366,2024,2
2024-02,서울,138040,134906,3134,2024,2
2024-02,세종,7220,7079,141,2024,2
2024-02,울산,12171,13313,-1142,2024,2
2024-02,인천,38104,35033,3071,2024,2
2024-02,전남,17840,19100,-1260,2024,2
2024-02,전북,20212,20999,-787,2024,2
2024-02,제주,9171,9717,-546,2024,2
2024-02,충남,29665,28163,1502,2024,2
2024-02,충북,17211,17953,-742,2024,2
2024-03,강원,18676,18563,113,2024,3
2024-03,경기,150139,146913,3226,2024,3
2024-03,경남,30090,31868,-1778,2024,3
2024-03,경북,26834,27064,-230,2024,3
2024-03,광주,17234,18276,-1042,2024,3
2024-03,대구,25436,26919,-1483,2024,3
2024-03,대전,18518,18180,338,2024,3
2024-03,부산,31595,32599,-1004,2024,3
2024-03,서울,108484,109721,-1237,2024,3
2024-03,세종,5383,5258,125,2024,3
2024-03,울산,9806,10592,-786,2024,3
2024-03,인천,35884,32647,3237,2024,3
2024-03,전남,16208,17092,-884,2024,3
2024-03,전북,17928,18974,-1046,2024,3
2024-03,제주,7682,8053,-371,2024,3
2024-03,충남,26238,24062,2176,2024,3
2024-03,충북,17052,16406,646,2024,3
2024-04,강원,15493,15433,60,2024,4
2024-04,경기,147822,142066,5756,2024,4
2024-04,경남,27359,28425,-1066,2024,4
2024-04,경북,25686,25399,287,2024,4
2024-04,광주,15801,16460,-659,2024,4
2024-04,대구,26968,27713,-745,2024,4
2024-04,대전,15927,16204,-277,2024,4
2024-04,부산,29351,30697,-1346,2024,4
2024-04,서울,100781,106623,-5842,2024,4
2024-04,세종,4970,4773,197,2024,4
2024-04,울산,9366,9564,-198,2024,4
