연월,시도,준공_아파트,준공_전체,착공_아파트,착공_전체,착공_호수,준공_호수,착공_비아파트,준공_비아파트,연도,월
2016-04,제주,938.0,2142.0,719.0,3340.0,3340.0,2142.0,2621.0,1204.0,2016,4
2016-04,충남,5587.0,7177.0,1742.0,3540.0,3540.0,7177.0,1798.0,1590.0,2016,4
2016-04,충북,,517.0,3676.0,4859.0,4859.0,517.0,1183.0,,2016,4
2016-05,강원,,616.0,2313.0,3807.0,3807.0,616.0,1494.0,,2016,5
2016-05,경기,8299.0,14466.0,15907.0,23948.0,23948.0,14466.0,8041.0,6167.0,2016,5
2016-05,경남,1440.0,3048.0,4251.0,6131.0,6131.0,3048.0,1880.0,1608.0,2016,5
2016-05,경북,597.0,2531.0,2403.0,4505.0,4505.0,2531.0,2102.0,1934.0,2016,5
2016-05,광주,1014.0,1334.0,1693.0,2197.0,2197.0,1334.0,504.0,320.0,2016,5
2016-05,대구,483.0,1538.0,1124.0,2278.0,2278.0,1538.0,1154.0,1055.0,2016,5
2016-05,대전,1009.0,1446.0,,628.0,628.0,1446.0,,437.0,2016,5
2016-05,부산,454.0,981.0,2647.0,3265.0,3265.0,981.0,618.0,527.0,2016,5
2016-05,서울,1791.0,7696.0,3426.0,7728.0,7728.0,7696.0,4302.0,5905.0,2016,5
2016-05,세종,1397.0,1409.0,,53.0,53.0,1409.0,,12.0,2016,5
2016-05,울산,130.0,537.0,113.0,670.0,670.0,537.0,557.0,407.0,2016,5
2016-05,인천,222.0,979.0,254.0,1216.0,1216.0,979.0,962.0,757.0,2016,5
2016-05,전남,1120.0,1680.0,356.0,1275.0,1275.0,1680.0,919.0,560.0,2016,5
2016-05,전북,63.0,770.0,1958.0,3030.0,3030.0,770.0,1072.0,707.0,2016,5
2016-05,제주,142.0,1562.0,141.0,1901.0,1901.0,1562.0,1760.0,1420.0,2016,5
2016-05,충남,1824.0,3175.0,1046.0,2820.0,2820.0,3175.0,1774.0,1351.0,2016,5
2016-05,충북,296.0,1150.0,1370.0,2660.0,2660.0,1150.0,1290.0,854.0,2016,5
2016-06,강원,80.0,998.0,2732.0,3809.0,3809.0,998.0,1077.0,918.0,2016,6
2016-06,경기,12362.0,19903.0,17171.0,24818.0,24818.0,19903.0,7647.0,7541.0,2016,6
2016-06,경남,1781.0,3666.0,3212.0,5377.0,5377.0,3666.0,2165.0,1885.0,2016,6
2016-06,경북,864.0,3532.0,917.0,2663.0,2663.0,3532.0,1746.0,2668.0,2016,6
2016-06,광주,147.0,767.0,364.0,792.0,792.0,767.0,428.0,620.0,2016,6
2016-06,대구,6776.0,8105.0,2082.0,3208.0,3208.0,8105.0,1126.0,1329.0,2016,6
2016-06,대전,430.0,884.0,21.0,751.0,751.0,884.0,730.0,454.0,2016,6
2016-06,부산,1452.0,2125.0,2543.0,3411.0,3411.0,2125.0,868.0,673.0,2016,6
2016-06,서울,1862.0,6682.0,4297.0,8595.0,8595.0,6682.0,4298.0,4820.0,2016,6
2016-06,세종,,32.0,1099.0,1163.0,1163.0,32.0,64.0,,2016,6
2016-06,울산,311.0,777.0,243.0,1302.0,1302.0,777.0,1059.0,466.0,2016,6
2016-06,인천,4614.0,5413.0,34.0,852.0,852.0,5413.0,818.0,799.0,2016,6
2016-06,전남,2810.0,3503.0,1972.0,2758.0,2758.0,3503.0,786.0,693.0,2016,6
2016-06,전북,1091.0,1927.0,,1055.0,1055.0,1927.0,,836.0,2016,6
2016-06,제주,484.0,1414.0,722.0,2302.0,2302.0,1414.0,1580.0,930.0,2016,6
2016-06,충남,610.0,2085.0,3086.0,5012.0,5012.0,2085.0,1926.0,1475.0,2016,6
2016-06,충북,926.0,2164.0,246.0,1494.0,1494.0,2164.0,1248.0,1238.0,2016,6
2016-07,강원,624.0,2109.0,27.0,1298.0,1298.0,2109.0,1271.0,1485.0,2016,7
2016-07,경기,8033.0,14679.0,20687.0,28384.0,28384.0,14679.0,7697.0,6646.0,2016,7
2016-07,경남,1306.0,3028.0,4164.0,6033.0,6033.0,3028.0,1869.0,1722.0,2016,7
2016-07,경북,1759.0,3819.0,950.0,3296.0,3296.0,3819.0,2346.0,2060.0,2016,7
2016-07,광주,551.0,895.0,125.0,717.0,717.0,895.0,592.0,344.0,2016,7
2016-07,대구,1746.0,3035.0,2691.0,4660.0,4660.0,3035.0,1969.0,1289.0,2016,7
2016-07,대전,,715.0,312.0,1026.0,1026.0,715.0,714.0,,2016,7
2016-07,부산,600.0,1164.0,447.0,1316.0,1316.0,1164.0,869.0,564.0,2016,7
2016-07,서울,2707.0,7739.0,861.0,5466.0,5466.0,7739.0,4605.0,5032.0,2016,7
2016-07,세종,1211.0,1272.0,595.0,644.0,644.0,1272.0,49.0,61.0,2016,7
2016-07,울산,68.0,486.0,210.0,640.0,640.0,486.0,430.0,418.0,2016,7
2016-07,인천,736.0,1511.0,229.0,1155.0,1155.0,1511.0,926.0,775.0,2016,7
2016-07,전남,1176.0,1953.0,241.0,1250.0,1250.0,1953.0,1009.0,777.0,2016,7
2016-07,전북,350.0,1224.0,1753.0,2814.0,2814.0,1224.0,1061.0,874.0,2016,7
2016-07,제주,146.0,1195.0,178.0,1755.0,1755.0,1195.0,1577.0,1049.0,2016,7
2016-07,충남,796.0,2295.0,465.0,2439.0,2439.0,2295.0,1974.0,1499.0,2016,7
2016-07,충북,921.0,2008.0,3241.0,5075.0,5075.0,2008.0,1834.0,1087.0,2016,7
2016-08,강원,1222.0,2167.0,1314.0,2895.0,2895.0,2167.0,1581.0,945.0,2016,8
2016-08,경기,10914.0,17938.0,9944.0,18311.0,18311.0,17938.0,8367.0,7024.0,2016,8
2016-08,경남,1830.0,3551.0,1610.0,3310.0,3310.0,3551.0,1700.0,1721.0,2016,8
2016-08,경북,1040.0,3040.0,2282.0,3924.0,3924.0,3040.0,1642.0,2000.0,2016,8
2016-08,광주,764.0,1355.0,2601.0,3269.0,3269.0,1355.0,668.0,591.0,2016,8
2016-08,대구,1843.0,2707.0,115.0,1192.0,1192.0,2707.0,1077.0,864.0,2016,8
2016-08,대전,35.0,687.0,105.0,952.0,952.0,687.0,847.0,652.0,2016,8
2016-08,부산,2206.0,2969.0,3295.0,3894.0,3894.0,2969.0,599.0,763.0,2016,8
2016-08,서울,3868.0,9017.0,4758.0,9721.0,9721.0,9017.0,4963.0,5149.0,2016,8
2016-08,세종,946.0,1016.0,190.0,284.0,284.0,1016.0,94.0,70.0,2016,8
2016-08,울산,86.0,627.0,219.0,644.0,644.0,627.0,425.0,541.0,2016,8
2016-08,인천,282.0,935.0,1207.0,1957.0,1957.0,935.0,750.0,653.0,2016,8
2016-08,전남,192.0,1027.0,498.0,1418.0,1418.0,1027.0,920.0,835.0,2016,8
2016-08,전북,371.0,1244.0,1724.0,2849.0,2849.0,1244.0,1125.0,873.0,2016,8
2016-08,제주,112.0,1471.0,496.0,2453.0,2453.0,1471.0,1957.0,1359.0,2016,8
2016-08,충남,2904.0,4509.0,790.0,2799.0,2799.0,4509.0,2009.0,1605.0,2016,8
2016-08,충북,782.0,1947.0,831.0,2230.0,2230.0,1947.0,1399.0,1165.0,2016,8
2016-09,강원,14.0,949.0,1159.0,2053.0,2053.0,949.0,894.0,935.0,2016,9
2016-09,경기,9624.0,16604.0,18957.0,25629.0,25629.0,16604.0,6672.0,6980.0,2016,9
2016-09,경남,875.0,2559.0,3301.0,4536.0,4536.0,2559.0,1235.0,1684.0,2016,9
2016-09,경북,1755.0,3704.0,3812.0,5387.0,5387.0,3704.0,1575.0,1949.0,2016,9
2016-09,광주,1134.0,1544.0,491.0,826.0,826.0,1544.0,335.0,410.0,2016,9
2016-09,대구,624.0,1501.0,22.0,475.0,475.0,1501.0,453.0,877.0,2016,9
2016-09,대전,1599.0,2303.0,309.0,834.0,834.0,2303.0,525.0,704.0,2016,9
2016-09,부산,3000.0,3598.0,152.0,1000.0,1000.0,3598.0,848.0,598.0,2016,9
2016-09,서울,2407.0,6455.0,7007.0,10024.0,10024.0,6455.0,3017.0,4048.0,2016,9
2016-09,세종,1888.0,1944.0,2232.0,2259.0,2259.0,1944.0,27.0,56.0,2016,9
2016-09,울산,392.0,918.0,819.0,1180.0,1180.0,918.0,361.0,526.0,2016,9
2016-09,인천,1540.0,2276.0,2016.0,2773.0,2773.0,2276.0,757.0,736.0,2016,9
2016-09,전남,1036.0,1831.0,82.0,807.0,807.0,1831.0,725.0,795.0,2016,9
2016-09,전북,617.0,1495.0,1206.0,1935.0,1935.0,1495.0,729.0,878.0,2016,9
2016-09,제주,78.0,1207.0,203.0,1822.0,1822.0,1207.0,1619.0,1129.0,2016,9
2016-09,충남,1612.0,3659.0,450.0,1701.0,1701.0,3659.0,1251.0,2047.0,2016,9
2016-09,충북,26.0,1193.0,492.0,1429.0,1429.0,1193.0,937.0,1167.0,2016,9
2016-10,강원,2308.0,3186.0,4231.0,5042.0,5042.0,3186.0,811.0,878.0,2016,10
2016-10,경기,10210.0,16571.0,14724.0,21990.0,21990.0,16571.0,7266.0,6361.0,2016,10
2016-10,경남,1812.0,3266.0,4829.0,6454.0,6454.0,3266.0,1625.0,1454.0,2016,10
2016-10,경북,874.0,2451.0,1381.0,2731.0,2731.0,2451.0,1350.0,1577.0,2016,10
2016-10,광주,,412.0,,341.0,341.0,412.0,,,2016,10
2016-10,대구,2725.0,3767.0,112.0,542.0,542.0,3767.0,430.0,1042.0,2016,10
2016-10,대전,,664.0,1337.0,1898.0,1898.0,664.0,561.0,,2016,10
2016-10,부산,685.0,1254.0,1686.0,2571.0,2571.0,1254.0,885.0,569.0,2016,10
2016-10,서울,236.0,4133.0,4740.0,8796.0,8796.0,4133.0,4056.0,3897.0,2016,10
2016-10,세종,,50.0,,265.0,265.0,50.0,,,2016,10
2016-10,울산,378.0,776.0,4041.0,4377.0,4377.0,776.0,336.0,398.0,2016,10
2016-10,인천,640.0,1295.0,1020.0,1772.0,1772.0,1295.0,752.0,655.0,2016,10
2016-10,전남,1683.0,2293.0,1263.0,1965.0,1965.0,2293.0,702.0,610.0,2016,10
2016-10,전북,509.0,1189.0,,895.0,895.0,1189.0,,680.0,2016,10
2016-10,제주,746.0,1772.0,31.0,1453.0,1453.0,1772.0,1422.0,1026.0,2016,10
2016-10,충남,3321.0,4732.0,625.0,2156.0,2156.0,4732.0,1531.0,1411.0,2016,10
2016-10,충북,1035.0,2280.0,608.0,1599.0,1599.0,2280.0,991.0,1245.0,2016,10
2016-11,강원,1082.0,2402.0,905.0,1886.0,1886.0,2402.0,981.0,1320.0,2016,11
2016-11,경기,8841.0,16802.0,15896.0,22956.0,22956.0,16802.0,7060.0,7961.0,2016,11
2016-11,경남,3214.0,4734.0,6687.0,8081.0,8081.0,4734.0,1394.0,1520.0,2016,11
2016-11,경북,1177.0,3079.0,3408.0,4684.0,4684.0,3079.0,1276.0,1902.0,2016,11
2016-11,광주,216.0,1187.0,3365.0,3605.0,3605.0,1187.0,240.0,971.0,2016,11
2016-11,대구,1946.0,3076.0,1365.0,1837.0,1837.0,3076.0,472.0,1130.0,2016,11
2016-11,대전,487.0,1165.0,1072.0,1536.0,1536.0,1165.0,464.0,678.0,2016,11
2016-11,부산,1535.0,2131.0,3991.0,4818.0,4818.0,2131.0,827.0,596.0,2016,11
2016-11,서울,3998.0,8472.0,3767.0,7994.0,7994.0,8472.0,4227.0,4474.0,2016,11
2016-11,세종,476.0,510.0,2620.0,2650.0,2650.0,510.0,30.0,34.0,2016,11
2016-11,울산,40.0,531.0,1578.0,1957.0,1957.0,531.0,379.0,491.0,2016,11
2016-11,인천,374.0,1189.0,2289.0,2942.0,2942.0,1189.0,653.0,815.0,2016,11
2016-11,전남,482.0,1245.0,2469.0,3266.0,3266.0,1245.0,797.0,763.0,2016,11
2016-11,전북,1122.0,2136.0,1316.0,2045.0,2045.0,2136.0,729.0,1014.0,2016,11
2016-11,제주,641.0,1864.0,537.0,2165.0,2165.0,1864.0,1628.0,1223.0,2016,11
2016-11,충남,1141.0,2864.0,630.0,2145.0,2145.0,2864.0,1515.0,1723.0,2016,11
2016-11,충북,2109.0,3231.0,2141.0,3223.0,3223.0,3231.0,1082.0,1122.0,2016,11
2016-12,강원,700.0,2103.0,5420.0,6440.0,6440.0,2103.0,1020.0,1403.0,2016,12
2016-12,경기,8867.0,16074.0,32135.0,40029.0,40029.0,16074.0,7894.0,7207.0,2016,12
2016-12,경남,2169.0,4097.0,3258.0,4576.0,4576.0,4097.0,1318.0,1928.0,2016,12
2016-12,경북,2843.0,5025.0,3502.0,4831.0,4831.0,5025.0,1329.0,2182.0,2016,12
2016-12,광주,1388.0,1748.0,1732.0,2085.0,2085.0,1748.0,353.0,360.0,2016,12
2016-12,대구,3669.0,4357.0,1829.0,2249.0,2249.0,4357.0,420.0,688.0,2016,12
2016-12,대전,252.0,1080.0,832.0,1243.0,1243.0,1080.0,411.0,828.0,2016,12
2016-12,부산,1772.0,2555.0,4135.0,4809.0,4809.0,2555.0,674.0,783.0,2016,12
2016-12,서울,10494.0,15108.0,11932.0,17458.0,17458.0,15108.0,5526.0,4614.0,2016,12
2016-12,세종,656.0,718.0,4587.0,4607.0,4607.0,718.0,20.0,62.0,2016,12
2016-12,울산,994.0,1493.0,1563.0,2006.0,2006.0,1493.0,443.0,499.0,2016,12
2016-12,인천,1325.0,2133.0,890.0,1531.0,1531.0,2133.0,641.0,808.0,2016,12
2016-12,전남,1501.0,2390.0,530.0,1300.0,1300.0,2390.0,770.0,889.0,2016,12
2016-12,전북,457.0,1508.0,2041.0,2604.0,2604.0,1508.0,563.0,1051.0,2016,12
2016-12,제주,573.0,2106.0,723.0,2604.0,2604.0,2106.0,1881.0,1533.0,2016,12
2016-12,충남,2734.0,4831.0,2796.0,4784.0,4784.0,4831.0,1988.0,2097.0,2016,12
2016-12,충북,1633.0,3071.0,1037.0,3149.0,3149.0,3071.0,2112.0,1438.0,2016,12
2017-01,강원,,1238.0,410.0,1164.0,1164.0,1238.0,754.0,,2017,1
2017-01,경기,5097.0,11559.0,2879.0,10261.0,10261.0,11559.0,7382.0,6462.0,2017,1
2017-01,경남,1305.0,3117.0,,1294.0,1294.0,3117.0,,1812.0,2017,1
2017-01,경북,277.0,2086.0,1055.0,2100.0,2100.0,2086.0,1045.0,1809.0,2017,1
2017-01,광주,1646.0,2173.0,869.0,1219.0,1219.0,2173.0,350.0,527.0,2017,1
2017-01,대구,996.0,2251.0,409.0,1248.0,1248.0,2251.0,839.0,1255.0,2017,1
2017-01,대전,512.0,1202.0,270.0,775.0,775.0,1202.0,505.0,690.0,2017,1
2017-01,부산,2502.0,3240.0,2137.0,2724.0,2724.0,3240.0,587.0,738.0,2017,1
2017-01,서울,1144.0,5590.0,2302.0,6129.0,6129.0,5590.0,3827.0,4446.0,2017,1
2017-01,세종,,51.0,,85.0,85.0,51.0,,,2017,1
2017-01,울산,305.0,691.0,59.0,360.0,360.0,691.0,301.0,386.0,2017,1
2017-01,인천,279.0,1002.0,348.0,832.0,832.0,1002.0,484.0,723.0,2017,1
2017-01,전남,60.0,737.0,740.0,1385.0,1385.0,737.0,645.0,677.0,2017,1
2017-01,전북,,887.0,1263.0,1705.0,1705.0,887.0,442.0,,2017,1
2017-01,제주,422.0,2267.0,298.0,1607.0,1607.0,2267.0,1309.0,1845.0,2017,1
2017-01,충남,573.0,2310.0,770.0,2041.0,2041.0,2310.0,1271.0,1737.0,2017,1
2017-01,충북,348.0,1341.0,409.0,1795.0,1795.0,1341.0,1386.0,993.0,2017,1
2017-02,강원,145.0,1024.0,427.0,1440.0,1440.0,1024.0,1013.0,879.0,2017,2
2017-02,경기,6783.0,13054.0,10611.0,16130.0,16130.0,13054.0,5519.0,6271.0,2017,2
2017-02,경남,3393.0,4609.0,2965.0,4520.0,4520.0,4609.0,1555.0,1216.0,2017,2
2017-02,경북,1994.0,3273.0,1240.0,2439.0,2439.0,3273.0,1199.0,1279.0,2017,2
2017-02,광주,774.0,1336.0,2242.0,2720.0,2720.0,1336.0,478.0,562.0,2017,2
2017-02,대구,2247.0,3211.0,16.0,578.0,578.0,3211.0,562.0,964.0,2017,2
2017-02,대전,124.0,642.0,2251.0,2893.0,2893.0,642.0,642.0,518.0,2017,2
2017-02,부산,489.0,1200.0,1129.0,1725.0,1725.0,1200.0,596.0,711.0,2017,2
2017-02,서울,2771.0,6086.0,1019.0,4156.0,4156.0,6086.0,3137.0,3315.0,2017,2
2017-02,세종,2309.0,2362.0,,35.0,35.0,2362.0,,53.0,2017,2
2017-02,울산,995.0,1369.0,1462.0,1856.0,1856.0,1369.0,394.0,374.0,2017,2
2017-02,인천,2010.0,2511.0,388.0,1016.0,1016.0,2511.0,628.0,501.0,2017,2
2017-02,전남,18.0,605.0,310.0,825.0,825.0,605.0,515.0,587.0,2017,2
2017-02,전북,,663.0,14.0,1151.0,1151.0,663.0,1137.0,,2017,2
2017-02,제주,321.0,1652.0,24.0,1404.0,1404.0,1652.0,1380.0,1331.0,2017,2
2017-02,충남,6137.0,7475.0,1652.0,3190.0,3190.0,7475.0,1538.0,1338.0,2017,2
2017-02,충북,794.0,1493.0,4153.0,5066.0,5066.0,1493.0,913.0,699.0,2017,2
2017-03,강원,,705.0,,1216.0,1216.0,705.0,,,2017,3
2017-03,경기,2635.0,8939.0,11781.0,18224.0,18224.0,8939.0,6443.0,6304.0,2017,3
2017-03,경남,3250.0,4832.0,2164.0,3440.0,3440.0,4832.0,1276.0,1582.0,2017,3
2017-03,경북,1593.0,2881.0,650.0,1832.0,1832.0,2881.0,1182.0,1288.0,2017,3
2017-03,광주,1176.0,1577.0,3539.0,3989.0,3989.0,1577.0,450.0,401.0,2017,3
2017-03,대구,1310.0,2042.0,764.0,1410.0,1410.0,2042.0,646.0,732.0,2017,3
2017-03,대전,182.0,823.0,66.0,780.0,780.0,823.0,714.0,641.0,2017,3
2017-03,부산,1540.0,2368.0,982.0,1738.0,1738.0,2368.0,756.0,828.0,2017,3
2017-03,서울,2408.0,6322.0,1989.0,6806.0,6806.0,6322.0,4817.0,3914.0,2017,3
2017-03,세종,580.0,645.0,,81.0,81.0,645.0,,65.0,2017,3
2017-03,울산,797.0,1232.0,49.0,408.0,408.0,1232.0,359.0,435.0,2017,3
2017-03,인천,206.0,887.0,32.0,707.0,707.0,887.0,675.0,681.0,2017,3
2017-03,전남,1083.0,1846.0,1307.0,2018.0,2018.0,1846.0,711.0,763.0,2017,3
2017-03,전북,872.0,1891.0,2440.0,3489.0,3489.0,1891.0,1049.0,1019.0,2017,3
2017-03,제주,988.0,2482.0,279.0,1857.0,1857.0,2482.0,1578.0,1494.0,2017,3
2017-03,충남,97.0,1461.0,480.0,2004.0,2004.0,1461.0,1524.0,1364.0,2017,3
2017-03,충북,198.0,917.0,845.0,1912.0,1912.0,917.0,1067.0,719.0,2017,3
2017-04,강원,418.0,1075.0,,1298.0,1298.0,1075.0,,657.0,2017,4
2017-04,경기,6108.0,11839.0,2627.0,8377.0,8377.0,11839.0,5750.0,5731.0,2017,4
2017-04,경남,7859.0,9231.0,2199.0,3590.0,3590.0,9231.0,1391.0,1372.0,2017,4
2017-04,경북,115.0,1081.0,27.0,1341.0,1341.0,1081.0,1314.0,966.0,2017,4
2017-04,광주,739.0,984.0,1052.0,1570.0,1570.0,984.0,518.0,245.0,2017,4
2017-04,대구,95.0,491.0,1755.0,2329.0,2329.0,491.0,574.0,396.0,2017,4
2017-04,대전,2889.0,3244.0,15.0,668.0,668.0,3244.0,653.0,355.0,2017,4
2017-04,부산,2973.0,3587.0,1415.0,2228.0,2228.0,3587.0,813.0,614.0,2017,4
2017-04,서울,3183.0,7073.0,10700.0,16478.0,16478.0,7073.0,5778.0,3890.0,2017,4
2017-04,세종,7481.0,7584.0,672.0,786.0,786.0,7584.0,114.0,103.0,2017,4
2017-04,울산,225.0,1199.0,21.0,400.0,400.0,1199.0,379.0,974.0,2017,4
2017-04,인천,55.0,940.0,510.0,1121.0,1121.0,940.0,611.0,885.0,2017,4
2017-04,전남,433.0,1113.0,221.0,993.0,993.0,1113.0,772.0,680.0,2017,4
2017-04,전북,455.0,1228.0,704.0,1937.0,1937.0,1228.0,1233.0,773.0,2017,4
2017-04,제주,52.0,1372.0,196.0,1346.0,1346.0,1372.0,1150.0,1320.0,2017,4
2017-04,충남,1315.0,2517.0,153.0,1797.0,1797.0,2517.0,1644.0,1202.0,2017,4
2017-04,충북,1945.0,2626.0,3095.0,4057.0,4057.0,2626.0,962.0,681.0,2017,4
2017-05,강원,100.0,890.0,235.0,1580.0,1580.0,890.0,1345.0,790.0,2017,5
2017-05,경기,11535.0,17376.0,10417.0,17061.0,17061.0,17376.0,6644.0,5841.0,2017,5
2017-05,경남,3720.0,5258.0,1087.0,2723.0,2723.0,5258.0,1636.0,1538.0,2017,5
2017-05,경북,536.0,1956.0,2873.0,3989.0,3989.0,1956.0,1116.0,1420.0,2017,5
2017-05,광주,468.0,766.0,2024.0,2503.0,2503.0,766.0,479.0,298.0,2017,5
2017-05,대구,114.0,785.0,480.0,1049.0,1049.0,785.0,569.0,671.0,2017,5
2017-05,대전,179.0,659.0,389.0,1072.0,1072.0,659.0,683.0,480.0,2017,5
2017-05,부산,3338.0,4073.0,770.0,1611.0,1611.0,4073.0,841.0,735.0,2017,5
2017-05,서울,1608.0,5143.0,654.0,2680.0,2680.0,5143.0,2026.0,3535.0,2017,5
2017-05,세종,,55.0,,68.0,68.0,55.0,,,2017,5
2017-05,울산,335.0,600.0,304.0,585.0,585.0,600.0,281.0,265.0,2017,5
2017-05,인천,226.0,955.0,1445.0,2119.0,2119.0,955.0,674.0,729.0,2017,5
2017-05,전남,90.0,734.0,229.0,916.0,916.0,734.0,687.0,644.0,2017,5
2017-05,전북,178.0,793.0,591.0,1490.0,1490.0,793.0,899.0,615.0,2017,5
2017-05,제주,111.0,1308.0,24.0,1411.0,1411.0,1308.0,1387.0,1197.0,2017,5
2017-05,충남,1498.0,2917.0,725.0,2171.0,2171.0,2917.0,1446.0,1419.0,2017,5
2017-05,충북,36.0,854.0,1523.0,2623.0,2623.0,854.0,1100.0,818.0,2017,5
2017-06,강원,,914.0,2176.0,3339.0,3339.0,914.0,1163.0,,2017,6
2017-06,경기,12608.0,19881.0,11317.0,17003.0,17003.0,19881.0,5686.0,7273.0,2017,6
2017-06,경남,3473.0,4993.0,3270.0,4767.0,4767.0,4993.0,1497.0,1520.0,2017,6
2017-06,경북,6199.0,7706.0,2544.0,3697.0,3697.0,7706.0,1153.0,1507.0,2017,6
2017-06,광주,2184.0,2537.0,22.0,570.0,570.0,2537.0,548.0,353.0,2017,6
2017-06,대구,1689.0,2338.0,530.0,1143.0,1143.0,2338.0,613.0,649.0,2017,6
2017-06,대전,611.0,1046.0,,620.0,620.0,1046.0,,435.0,2017,6
2017-06,부산,1581.0,2324.0,1571.0,2257.0,2257.0,2324.0,686.0,743.0,2017,6
2017-06,서울,1875.0,5934.0,3372.0,5718.0,5718.0,5934.0,2346.0,4059.0,2017,6
2017-06,세종,47.0,180.0,128.0,180.0,180.0,180.0,52.0,133.0,2017,6
2017-06,울산,641.0,1197.0,435.0,660.0,660.0,1197.0,225.0,556.0,2017,6
2017-06,인천,969.0,1500.0,367.0,921.0,921.0,1500.0,554.0,531.0,2017,6
2017-06,전남,444.0,1232.0,48.0,845.0,845.0,1232.0,797.0,788.0,2017,6
2017-06,전북,1832.0,2625.0,1284.0,2144.0,2144.0,2625.0,860.0,793.0,2017,6
2017-06,제주,322.0,1701.0,306.0,1591.0,1591.0,1701.0,1285.0,1379.0,2017,6
2017-06,충남,1297.0,3018.0,2586.0,4407.0,4407.0,3018.0,1821.0,1721.0,2017,6
2017-06,충북,1336.0,2326.0,1555.0,2724.0,2724.0,2326.0,1169.0,990.0,2017,6
2017-07,강원,220.0,1278.0,1350.0,2284.0,2284.0,1278.0,934.0,1058.0,2017,7
2017-07,경기,13452.0,20370.0,7609.0,13540.0,13540.0,20370.0,5931.0,6918.0,2017,7
2017-07,경남,4682.0,6167.0,1680.0,2870.0,2870.0,6167.0,1190.0,1485.0,2017,7
2017-07,경북,2969.0,4394.0,201.0,1350.0,1350.0,4394.0,1149.0,1425.0,2017,7
2017-07,광주,683.0,1104.0,1358.0,2006.0,2006.0,1104.0,648.0,421.0,2017,7
2017-07,대구,5728.0,6277.0,709.0,1176.0,1176.0,6277.0,467.0,549.0,2017,7
2017-07,대전,866.0,1324.0,680.0,1108.0,1108.0,1324.0,428.0,458.0,2017,7
2017-07,부산,2438.0,3241.0,2653.0,3331.0,3331.0,3241.0,678.0,803.0,2017,7
2017-07,서울,2984.0,7018.0,8836.0,11668.0,11668.0,7018.0,2832.0,4034.0,2017,7
2017-07,세종,3196.0,3279.0,295.0,381.0,381.0,3279.0,86.0,83.0,2017,7
2017-07,울산,63.0,392.0,,198.0,198.0,392.0,,329.0,2017,7
2017-07,인천,1698.0,2539.0,29.0,639.0,639.0,2539.0,610.0,841.0,2017,7
2017-07,전남,16.0,729.0,412.0,1154.0,1154.0,729.0,742.0,713.0,2017,7
2017-07,전북,,839.0,932.0,1729.0,1729.0,839.0,797.0,,2017,7
2017-07,제주,63.0,1555.0,261.0,1585.0,1585.0,1555.0,1324.0,1492.0,2017,7
2017-07,충남,3559.0,5053.0,400.0,1764.0,1764.0,5053.0,1364.0,1494.0,2017,7
2017-07,충북,926.0,2016.0,25.0,646.0,646.0,2016.0,621.0,1090.0,2017,7
2017-08,강원,293.0,1419.0,1844.0,2951.0,2951.0,1419.0,1107.0,1126.0,2017,8
2017-08,경기,15707.0,22211.0,13698.0,20626.0,20626.0,22211.0,6928.0,6504.0,2017,8
2017-08,경남,1065.0,2500.0,2308.0,3539.0,3539.0,2500.0,1231.0,1435.0,2017,8
2017-08,경북,4101.0,5569.0,388.0,1733.0,1733.0,5569.0,1345.0,1468.0,2017,8
2017-08,광주,691.0,1083.0,1817.0,2731.0,2731.0,1083.0,914.0,392.0,2017,8
2017-08,대구,745.0,1522.0,1083.0,1776.0,1776.0,1522.0,693.0,777.0,2017,8
2017-08,대전,,575.0,835.0,1400.0,1400.0,575.0,565.0,,2017,8
2017-08,부산,1554.0,2248.0,5403.0,6105.0,6105.0,2248.0,702.0,694.0,2017,8
2017-08,서울,4371.0,8160.0,5288.0,8173.0,8173.0,8160.0,2885.0,3789.0,2017,8
2017-08,세종,,138.0,290.0,328.0,328.0,138.0,38.0,,2017,8
2017-08,울산,1090.0,1417.0,887.0,1144.0,1144.0,1417.0,257.0,327.0,2017,8
2017-08,인천,868.0,1770.0,2213.0,2967.0,2967.0,1770.0,754.0,902.0,2017,8
2017-08,전남,911.0,1738.0,160.0,849.0,849.0,1738.0,689.0,827.0,2017,8
2017-08,전북,91.0,1050.0,1955.0,2686.0,2686.0,1050.0,731.0,959.0,2017,8
2017-08,제주,148.0,2287.0,163.0,1070.0,1070.0,2287.0,907.0,2139.0,2017,8
2017-08,충남,2599.0,4531.0,1509.0,3113.0,3113.0,4531.0,1604.0,1932.0,2017,8
2017-08,충북,914.0,2639.0,,834.0,834.0,2639.0,,1725.0,2017,8
2017-09,강원,889.0,2330.0,739.0,2215.0,2215.0,2330.0,1476.0,1441.0,2017,9
2017-09,경기,14988.0,22841.0,11442.0,18313.0,18313.0,22841.0,6871.0,7853.0,2017,9
2017-09,경남,1123.0,3006.0,2121.0,3391.0,3391.0,3006.0,1270.0,1883.0,2017,9
2017-09,경북,1067.0,2231.0,,1136.0,1136.0,2231.0,,1164.0,2017,9
2017-09,광주,2438.0,2948.0,3380.0,3946.0,3946.0,2948.0,566.0,510.0,2017,9
2017-09,대구,2803.0,3557.0,682.0,1596.0,1596.0,3557.0,914.0,754.0,2017,9
2017-09,대전,200.0,970.0,78.0,712.0,712.0,970.0,634.0,770.0,2017,9
