시도,연월,KB_매수우위지수,KB_매매거래지수,KB_전세수급지수,연도,월
광주,2023-08,19.60089532,7.51794361,96.62699056,2023,8
대구,2023-08,17.09904701,8.6864501,70.4968372,2023,8
대전,2023-08,42.83537624,12.94054156,124.95186133,2023,8
부산,2023-08,10.91928506,6.94125164,87.26029343,2023,8
서울,2023-08,45.99635308,13.70357047,112.15764181,2023,8
세종,2023-08,47.61904754,9.52380954,109.52380955,2023,8
울산,2023-08,36.45015942,15.48605159,86.6612381,2023,8
인천,2023-08,30.03186522,13.20100936,90.77951309,2023,8
전남,2023-08,32.22916548,10.14656456,138.73684042,2023,8
전북,2023-08,27.43114721,7.254212,130.08248827,2023,8
제주,2023-08,57.76739088,5.17826059,131.87608794,2023,8
충남,2023-08,35.78707092,16.25663756,105.82871098,2023,8
충북,2023-08,33.30078071,11.8015847,138.54915201,2023,8
강원,2023-09,58.35555524,14.24711501,146.3226158,2023,9
경기,2023-09,34.40340941,18.24212543,113.56908633,2023,9
경남,2023-09,34.21941236,20.54692742,127.35585699,2023,9
경북,2023-09,32.97744959,18.7572459,140.61144666,2023,9
광주,2023-09,15.38002112,10.20341002,108.52122504,2023,9
대구,2023-09,16.21819826,15.93271967,71.23515734,2023,9
대전,2023-09,44.72371682,20.85725656,146.4344886,2023,9
부산,2023-09,14.18406338,8.02273965,88.36900423,2023,9
서울,2023-09,41.40955641,17.28761694,120.3170834,2023,9
세종,2023-09,33.3333332,20.83333329,106.25000001,2023,9
울산,2023-09,45.35231102,22.49859435,99.90436249,2023,9
인천,2023-09,34.76762576,19.53740775,95.82406694,2023,9
전남,2023-09,17.28662092,2.01715599,149.02309636,2023,9
전북,2023-09,30.5124024,17.34956877,142.91626594,2023,9
제주,2023-09,51.59472084,5.54813618,128.57142834,2023,9
충남,2023-09,34.74192731,18.04695425,110.17574485,2023,9
충북,2023-09,30.21048068,29.77324477,155.72650527,2023,9
강원,2023-10,35.08635237,13.57606592,150.85242966,2023,10
경기,2023-10,27.88351831,11.65943324,113.17147594,2023,10
경남,2023-10,29.61445891,15.06499374,114.21262792,2023,10
경북,2023-10,36.96920441,12.97056611,130.88051011,2023,10
광주,2023-10,20.22376366,5.22821064,116.30935268,2023,10
대구,2023-10,12.30684533,12.18614735,67.70121473,2023,10
대전,2023-10,40.99027291,13.57608367,146.66719077,2023,10
부산,2023-10,13.26374814,8.00093219,93.04542271,2023,10
서울,2023-10,36.89238813,10.29065379,120.52218885,2023,10
세종,2023-10,36.73469377,16.32653061,102.04081647,2023,10
울산,2023-10,33.592828,16.91257434,103.78754315,2023,10
인천,2023-10,27.33637279,13.73285425,97.7041907,2023,10
전남,2023-10,20.41946673,3.91183228,152.23038837,2023,10
전북,2023-10,23.26678452,13.21500905,149.64892867,2023,10
제주,2023-10,68.78244858,13.7071604,140.35565856,2023,10
충남,2023-10,24.25015433,17.39800649,107.26131092,2023,10
충북,2023-10,36.97022445,35.52115796,160.65826595,2023,10
강원,2023-11,33.83096964,7.27974053,158.3319899,2023,11
경기,2023-11,21.81882843,4.95455876,101.90035106,2023,11
경남,2023-11,28.36297611,13.02690999,121.45004414,2023,11
경북,2023-11,33.6374704,19.03369371,115.71316592,2023,11
광주,2023-11,15.3404267,3.46779313,125.95421494,2023,11
대구,2023-11,12.71051208,5.76974864,61.40427871,2023,11
대전,2023-11,32.82528798,9.93284868,138.22230972,2023,11
부산,2023-11,10.26825164,4.295104,85.42293695,2023,11
서울,2023-11,26.10009058,4.58125159,120.9461138,2023,11
세종,2023-11,22.64150939,1.88679242,79.24528293,2023,11
울산,2023-11,27.42268224,8.26415172,96.13622363,2023,11
인천,2023-11,25.79835012,6.92858748,87.74317111,2023,11
전남,2023-11,18.68178355,3.50032214,139.16241933,2023,11
전북,2023-11,21.98052045,5.01256863,142.60754164,2023,11
제주,2023-11,41.55169893,4.56905357,127.84453848,2023,11
충남,2023-11,31.02266957,10.46868198,111.76951338,2023,11
충북,2023-11,15.49218682,31.64397,163.38740445,2023,11
강원,2023-12,37.93376021,5.52094343,160.89464573,2023,12
경기,2023-12,19.20817924,4.08683511,95.82744968,2023,12
경남,2023-12,23.02774033,6.40572357,115.96889151,2023,12
경북,2023-12,19.80032395,8.94652952,125.2929119,2023,12
광주,2023-12,13.29622827,1.75521797,122.72092333,2023,12
대구,2023-12,7.46410088,3.70507991,63.64577123,2023,12
대전,2023-12,25.79361328,4.19925001,132.98158463,2023,12
부산,2023-12,7.9985914,2.38207134,86.0125207,2023,12
서울,2023-12,20.72046532,3.71082506,115.93940784,2023,12
세종,2023-12,19.6078431,7.8431372,66.66666657,2023,12
울산,2023-12,22.70553145,6.5704184,98.82452746,2023,12
인천,2023-12,20.76259841,3.9164083,86.33916323,2023,12
전남,2023-12,14.43860356,3.12421947,129.92359301,2023,12
전북,2023-12,24.84655267,5.98999187,139.1857169,2023,12
제주,2023-12,27.95486598,4.31593653,131.14245822,2023,12
충남,2023-12,18.5080797,7.37483922,111.60480247,2023,12
충북,2023-12,13.29558049,23.35986134,160.2821894,2023,12
강원,2024-01,31.51475909,13.18498415,144.70889993,2024,1
경기,2024-01,18.428185,5.35629395,99.68400812,2024,1
경남,2024-01,27.01011988,10.25554509,126.54995413,2024,1
경북,2024-01,28.1027909,19.8670116,124.10746756,2024,1
광주,2024-01,11.48858095,2.64858796,110.44745091,2024,1
대구,2024-01,8.19054821,2.63398106,64.73560022,2024,1
대전,2024-01,30.4966247,5.72680498,119.82824888,2024,1
부산,2024-01,11.60790243,4.00028668,88.1512145,2024,1
서울,2024-01,26.2840548,4.33108001,120.34290296,2024,1
세종,2024-01,7.84313715,1.96078428,64.70588228,2024,1
울산,2024-01,16.42782876,9.20956941,122.40347752,2024,1
인천,2024-01,25.61264185,4.01455995,90.08130909,2024,1
전남,2024-01,10.31858314,0.0,131.27891746,2024,1
전북,2024-01,24.09457323,9.39371044,125.07238956,2024,1
제주,2024-01,41.01895356,11.56103174,129.45792182,2024,1
충남,2024-01,28.44950766,11.17246717,109.72252155,2024,1
충북,2024-01,33.40663613,9.79141209,159.13420895,2024,1
강원,2024-02,32.84367048,9.07722855,141.0354768,2024,2
경기,2024-02,20.7977461,8.5935503,102.8242796,2024,2
경남,2024-02,26.34664569,10.26482136,122.55212803,2024,2
경북,2024-02,26.531442,10.95877825,113.94998687,2024,2
광주,2024-02,8.34155339,5.7098774,99.04479194,2024,2
대구,2024-02,6.81247787,4.41159412,71.46460084,2024,2
대전,2024-02,25.90882676,6.0317837,121.98279625,2024,2
부산,2024-02,11.93045385,2.93960636,90.28641295,2024,2
서울,2024-02,25.61158378,5.17438552,120.4700223,2024,2
세종,2024-02,3.84615382,1.92307691,51.92307686,2024,2
울산,2024-02,17.37593323,13.8530158,121.02793907,2024,2
인천,2024-02,17.90276126,8.87881274,91.18661409,2024,2
전남,2024-02,4.7680528,1.95255745,112.71151217,2024,2
전북,2024-02,23.93843371,5.64641593,132.49736862,2024,2
제주,2024-02,26.50408572,11.11111104,129.05146971,2024,2
충남,2024-02,20.77526593,9.23336976,118.09902391,2024,2
충북,2024-02,35.42877148,13.286119,161.36130575,2024,2
강원,2024-03,42.88112071,9.62935539,145.67210181,2024,3
경기,2024-03,23.08669164,11.63680208,104.66090622,2024,3
경남,2024-03,26.8096089,12.2104281,124.0219804,2024,3
경북,2024-03,26.01683725,14.9934214,113.05369665,2024,3
광주,2024-03,12.27336061,7.69803801,100.73879378,2024,3
대구,2024-03,7.29446441,8.41169514,71.45362054,2024,3
대전,2024-03,23.06765891,10.82387622,116.75738934,2024,3
부산,2024-03,10.33650463,4.65645345,95.91248809,2024,3
서울,2024-03,29.72510184,7.73722425,128.97148116,2024,3
세종,2024-03,7.69230764,1.92307691,74.99999995,2024,3
울산,2024-03,18.94906949,19.60029731,130.75755153,2024,3
인천,2024-03,25.2501273,12.69615496,101.87370295,2024,3
전남,2024-03,12.17110046,6.63781912,117.2120615,2024,3
전북,2024-03,27.51391422,13.60431532,137.25321985,2024,3
제주,2024-03,39.09206405,9.63428471,132.00508182,2024,3
충남,2024-03,25.98053896,10.27980545,121.56070739,2024,3
충북,2024-03,29.16882577,12.18863734,147.17165435,2024,3
강원,2024-04,30.73226766,9.53230169,145.55044253,2024,4
경기,2024-04,24.27690031,11.9788879,106.35710388,2024,4
경남,2024-04,26.35246404,10.63117499,114.89007976,2024,4
경북,2024-04,30.75004082,16.5380046,111.07540127,2024,4
광주,2024-04,9.60024976,6.06575177,103.93694533,2024,4
대구,2024-04,11.81170182,7.3932061,64.97655911,2024,4
대전,2024-04,23.3187782,6.77490231,111.50875529,2024,4
부산,2024-04,13.2183866,3.75292505,97.31840786,2024,4
서울,2024-04,32.98987651,14.10658955,132.64964269,2024,4
세종,2024-04,19.60784308,5.88235292,60.78431368,2024,4
울산,2024-04,23.88344032,21.45928783,135.98288968,2024,4
인천,2024-04,24.82898005,15.10150429,112.48717924,2024,4
전남,2024-04,10.57057797,4.01122026,125.46152023,2024,4
전북,2024-04,31.23054537,12.52112298,145.87942468,2024,4
제주,2024-04,30.00666741,8.56380852,121.4428586,2024,4
충남,2024-04,22.4056517,11.2763654,119.79244159,2024,4
충북,2024-04,26.58507231,7.95947955,131.87297964,2024,4
강원,2024-05,34.52251157,9.70795399,147.46045744,2024,5
경기,2024-05,24.41378457,11.4450522,108.93799189,2024,5
경남,2024-05,25.99938247,8.49880814,122.06503428,2024,5
경북,2024-05,30.30457458,10.46334265,118.04326949,2024,5
광주,2024-05,12.27516534,2.94996518,103.1437791,2024,5
대구,2024-05,10.91235363,5.44365931,64.40110779,2024,5
대전,2024-05,23.07539695,6.54815621,115.33425216,2024,5
부산,2024-05,11.94162603,3.21281514,100.1258636,2024,5
서울,2024-05,32.0559041,14.47710314,138.19728125,2024,5
세종,2024-05,6.0,2.0,74.0,2024,5
울산,2024-05,23.1012333,15.66369875,127.12694218,2024,5
인천,2024-05,28.91032833,10.93289094,117.97792726,2024,5
전남,2024-05,10.26434778,3.23296507,136.20990259,2024,5
전북,2024-05,27.04489367,11.50908156,142.01543678,2024,5
제주,2024-05,20.48762049,4.28190424,142.70984289,2024,5
충남,2024-05,20.82810672,8.02033321,119.96235551,2024,5
충북,2024-05,22.55446397,12.01816972,132.33457665,2024,5
강원,2024-06,36.64751853,11.15540576,157.19720575,2024,6
경기,2024-06,30.79565439,18.54557471,115.73591525,2024,6
경남,2024-06,24.16186937,9.65773572,122.85510592,2024,6
경북,2024-06,25.65066987,15.56081015,129.62146756,2024,6
광주,2024-06,13.65404119,8.10082391,113.4371961,2024,6
대구,2024-06,11.29713637,6.96147036,66.52094117,2024,6
대전,2024-06,25.79797257,8.05934741,121.79083959,2024,6
부산,2024-06,13.03518884,5.10584094,102.4481197,2024,6
서울,2024-06,47.07162617,25.86528712,142.32136087,2024,6
세종,2024-06,12.24489792,8.16326535,65.30612241,2024,6
울산,2024-06,21.69773505,14.36600722,139.89292861,2024,6
인천,2024-06,31.17333507,17.88095011,124.00675794,2024,6
전남,2024-06,8.63259868,3.27395866,135.47963696,2024,6
전북,2024-06,38.98687591,12.71868226,146.73912097,2024,6
제주,2024-06,19.8115303,8.11308172,155.84922448,2024,6
충남,2024-06,21.55288269,12.14263184,130.08871457,2024,6
충북,2024-06,28.15298148,11.70135748,139.15119225,2024,6
강원,2024-07,39.92431935,13.71210087,145.36320574,2024,7
경기,2024-07,38.75667571,26.89297532,121.8535902,2024,7
경남,2024-07,26.53497479,9.57833484,127.06535921,2024,7
경북,2024-07,28.54059528,13.39779991,125.76613707,2024,7
광주,2024-07,16.92585584,6.66511884,127.16705188,2024,7
대구,2024-07,14.03386471,7.57658161,67.91670702,2024,7
대전,2024-07,14.46639889,8.65711122,120.51629652,2024,7
부산,2024-07,12.64186028,6.44446473,100.05315704,2024,7
서울,2024-07,67.95197495,45.62852103,141.89994552,2024,7
세종,2024-07,19.23076919,11.53846151,78.84615391,2024,7
울산,2024-07,33.58967423,20.15531006,152.39004951,2024,7
인천,2024-07,43.08045676,24.59115982,132.13127052,2024,7
전남,2024-07,17.35423685,4.22779831,137.42169966,2024,7
전북,2024-07,41.15243462,12.46467906,154.24156748,2024,7
제주,2024-07,8.939882,3.85616329,137.16058045,2024,7
충남,2024-07,26.46622008,15.54198758,122.92543164,2024,7
충북,2024-07,31.74945418,16.67918661,139.5041318,2024,7
강원,2024-08,36.07125136,9.19300174,150.69473506,2024,8
경기,2024-08,42.06615802,26.87223513,128.45170808,2024,8
경남,2024-08,26.35990915,10.84086486,134.26266219,2024,8
경북,2024-08,32.91534037,11.5756379,135.32737928,2024,8
광주,2024-08,17.06431855,8.3898693,138.6047261,2024,8
대구,2024-08,16.39714252,8.30212696,73.16058545,2024,8
대전,2024-08,21.61812752,8.6192702,124.3150963,2024,8
부산,2024-08,15.41059656,7.09122382,106.44890868,2024,8
서울,2024-08,68.76325862,38.86391111,142.8921106,2024,8
세종,2024-08,9.09090897,18.18181813,67.27272733,2024,8
울산,2024-08,37.99451176,20.42715348,156.86945919,2024,8
인천,2024-08,42.07748487,22.84276193,145.24073985,2024,8
전남,2024-08,17.8653447,1.10249581,143.7279301,2024,8
전북,2024-08,35.57519817,12.10463109,153.50822256,2024,8
제주,2024-08,25.7172789,8.56925179,144.29033998,2024,8
충남,2024-08,36.63665649,15.20262133,134.37642947,2024,8
충북,2024-08,30.12583266,18.69269828,145.41907368,2024,8
강원,2024-09,29.97332844,9.61536553,156.31631391,2024,9
경기,2024-09,39.80901755,18.84972289,130.95904291,2024,9
경남,2024-09,27.10329571,15.90392875,135.14634674,2024,9
경북,2024-09,40.74079208,14.63376808,134.77375447,2024,9
광주,2024-09,15.5541995,10.64583078,139.44417536,2024,9
대구,2024-09,19.4613815,11.46864474,74.18381848,2024,9
대전,2024-09,28.6118784,12.83725419,130.96189528,2024,9
부산,2024-09,14.55104636,8.28094628,116.18734941,2024,9
서울,2024-09,57.75086145,22.63385766,143.265799,2024,9
세종,2024-09,24.99999986,21.42857116,87.5,2024,9
울산,2024-09,44.05927707,18.5901099,159.39028165,2024,9
인천,2024-09,42.88660281,22.61062481,153.20411443,2024,9
전남,2024-09,13.34918069,3.77962655,144.99354558,2024,9
전북,2024-09,50.70481373,11.84126415,158.69259058,2024,9
제주,2024-09,31.82266155,8.07881713,114.44334967,2024,9
충남,2024-09,33.79893232,18.861512,132.43793425,2024,9
충북,2024-09,33.724488,18.46344331,152.70064001,2024,9
강원,2024-10,39.91689591,20.08581155,160.94596766,2024,10
경기,2024-10,32.28136568,11.53622503,129.20317141,2024,10
경남,2024-10,29.25672917,13.81803034,143.9836348,2024,10
경북,2024-10,35.67742999,12.7826556,136.86852514,2024,10
광주,2024-10,11.73797091,6.95641742,148.55836309,2024,10
대구,2024-10,14.55924478,10.73240716,80.95750254,2024,10
대전,2024-10,19.34605465,13.09136984,127.37227458,2024,10
부산,2024-10,16.94708191,11.51478091,120.73189384,2024,10
서울,2024-10,45.64397348,13.74797391,140.0241804,2024,10
세종,2024-10,15.0943396,7.54716985,98.11320746,2024,10
울산,2024-10,37.69849294,25.43526066,170.88673943,2024,10
인천,2024-10,36.64485168,14.23605417,152.3088803,2024,10
전남,2024-10,17.2789921,10.8163918,146.52918677,2024,10
전북,2024-10,46.87422614,18.12815221,152.51793208,2024,10
제주,2024-10,38.50027485,13.69458201,142.76409515,2024,10
충남,2024-10,28.78123835,17.48326268,135.18605825,2024,10
충북,2024-10,35.98885062,18.67968775,160.617662,2024,10
강원,2024-11,34.7559834,13.01539336,143.98128056,2024,11
경기,2024-11,27.26878533,8.04721881,124.64077576,2024,11
경남,2024-11,25.83767582,9.30732328,140.88396658,2024,11
경북,2024-11,36.43535536,12.48261595,124.46383144,2024,11
광주,2024-11,13.6904948,4.35839299,145.44538208,2024,11
대구,2024-11,15.19443162,8.99574151,76.28080406,2024,11
대전,2024-11,20.89941901,11.4579181,123.73770749,2024,11
부산,2024-11,15.69331047,6.47374038,122.8839105,2024,11
서울,2024-11,40.46301647,9.73726106,128.10891448,2024,11
세종,2024-11,11.76470577,11.76470577,101.9607843,2024,11
울산,2024-11,33.99259964,13.56863409,174.98241761,2024,11
인천,2024-11,32.35091065,6.96300993,141.20005539,2024,11
전남,2024-11,11.90591508,11.9793251,163.8957574,2024,11
전북,2024-11,46.08995036,14.63011819,153.5229621,2024,11
제주,2024-11,34.30213501,15.69786499,130.03831471,2024,11
충남,2024-11,25.96388632,10.6167154,132.34944619,2024,11
충북,2024-11,33.96177317,16.65489299,167.15004449,2024,11
강원,2024-12,29.87592886,7.21033456,140.04826852,2024,12
경기,2024-12,25.51508643,5.60606741,116.41270894,2024,12
경남,2024-12,25.0418752,9.0832066,135.80802968,2024,12
경북,2024-12,30.00228115,10.83102782,134.01745116,2024,12
광주,2024-12,11.43926582,4.83114916,148.01147026,2024,12
대구,2024-12,12.02974367,2.61435814,83.96317777,2024,12
대전,2024-12,24.64455304,8.1002844,120.42379462,2024,12
부산,2024-12,13.06682855,3.67614392,122.12072779,2024,12
서울,2024-12,36.78162918,6.40112309,125.48087205,2024,12
세종,2024-12,15.38461517,9.6153846,90.3846154,2024,12
울산,2024-12,39.27934593,10.64952609,171.5821627,2024,12
인천,2024-12,27.00050899,3.18640666,130.71121818,2024,12
전남,2024-12,12.32159421,7.71505215,135.99597545,2024,12
전북,2024-12,36.59092513,4.53144753,157.65675812,2024,12
제주,2024-12,37.5,9.59359528,129.79679764,2024,12
충남,2024-12,20.63134318,9.92575275,123.14524582,2024,12
충북,2024-12,33.05922214,13.76406431,171.68180575,2024,12
강원,2025-01,39.51924066,6.16328564,148.21221757,2025,1
경기,2025-01,26.17174186,7.39640804,121.20366384,2025,1
경남,2025-01,27.7497185,9.95201571,134.66999661,2025,1
경북,2025-01,28.83447916,7.79624491,124.42954562,2025,1
광주,2025-01,15.51529639,5.27859667,146.57472916,2025,1
대구,2025-01,13.40872558,3.72893459,94.99650031,2025,1
대전,2025-01,21.91506648,4.24691757,118.89710724,2025,1
부산,2025-01,15.70727853,4.76372929,129.27673651,2025,1
서울,2025-01,35.4315956,7.93880214,125.19964112,2025,1
세종,2025-01,12.72727267,5.45454542,87.27272733,2025,1
울산,2025-01,33.25131701,9.62722692,172.91430855,2025,1
인천,2025-01,21.74736919,4.52302228,135.63986877,2025,1
전남,2025-01,17.35741955,6.49154054,124.68648513,2025,1
전북,2025-01,32.97840784,4.46550941,155.09975633,2025,1
제주,2025-01,37.20853974,12.79146026,122.86809008,2025,1
충남,2025-01,19.8561053,9.65532481,131.07963207,2025,1
충북,2025-01,27.32783721,9.22839076,168.50134613,2025,1
강원,2025-02,37.30892254,9.86078628,146.48074469,2025,2
경기,2025-02,26.51903357,10.41438473,125.86725994,2025,2
경남,2025-02,25.33749549,14.31079346,134.12492684,2025,2
경북,2025-02,25.00787156,14.45064952,143.04954162,2025,2
광주,2025-02,8.72107519,5.99697714,150.57613039,2025,2
대구,2025-02,10.79602226,5.09679135,96.28020164,2025,2
대전,2025-02,21.02694432,2.81766796,120.90009132,2025,2
부산,2025-02,10.5192491,4.36162026,136.00923742,2025,2
서울,2025-02,44.20428262,16.07000013,132.21097226,2025,2
세종,2025-02,15.51724131,6.89655167,93.10344833,2025,2
울산,2025-02,34.36662913,19.86347832,177.93232027,2025,2
인천,2025-02,21.64937807,9.01116748,141.59592552,2025,2
전남,2025-02,20.04791161,11.52551763,136.31277683,2025,2
전북,2025-02,34.20457042,8.52074815,150.74901069,2025,2
제주,2025-02,41.03965699,8.09064433,139.88669448,2025,2
충남,2025-02,18.45756498,10.76966143,127.24486356,2025,2
충북,2025-02,36.27882408,18.72090087,172.05849802,2025,2
강원,2025-03,45.21383646,15.38574651,136.29983386,2025,3
경기,2025-03,30.56429531,20.25516024,135.98564165,2025,3
경남,2025-03,24.81602522,13.66827436,133.77672951,2025,3
경북,2025-03,26.12734278,13.98181581,132.32414804,2025,3
광주,2025-03,13.477044,12.87108024,146.94090417,2025,3
대구,2025-03,12.41662421,9.17599926,108.8868294,2025,3
대전,2025-03,20.4041512,9.48738009,120.7334247,2025,3
부산,2025-03,12.29269386,8.53913553,135.54222444,2025,3
서울,2025-03,69.36691953,42.69511496,137.97344337,2025,3
세종,2025-03,31.57894721,36.84210518,105.26315791,2025,3
울산,2025-03,32.87674364,24.0633685,177.82439047,2025,3
인천,2025-03,25.42813035,16.10017565,148.70685911,2025,3
전남,2025-03,21.75201181,14.01063669,139.36295647,2025,3
전북,2025-03,37.01274739,17.29038088,158.20061465,2025,3
제주,2025-03,41.05278912,8.12066149,122.40423321,2025,3
충남,2025-03,27.05793088,13.08252834,133.56173098,2025,3
충북,2025-03,37.18474023,20.5526567,170.99745787,2025,3
강원,2025-04,39.02999538,14.98318193,133.7966895,2025,4
경기,2025-04,26.95137839,14.37348847,137.94847584,2025,4
경남,2025-04,27.88936783,14.16545601,137.97841048,2025,4
경북,2025-04,23.40045956,12.14295318,126.83122668,2025,4
광주,2025-04,10.837847,10.77298921,138.23592737,2025,4
대구,2025-04,13.66976867,8.01365844,111.28636977,2025,4
대전,2025-04,23.01952696,9.60695433,115.53882704,2025,4
부산,2025-04,12.59786284,6.40361153,137.12906826,2025,4
서울,2025-04,51.5262478,16.27104223,136.38091908,2025,4
세종,2025-04,104.76190471,106.34920635,123.80952375,2025,4
울산,2025-04,31.7887466,22.77062538,184.95542164,2025,4
인천,2025-04,24.45225369,14.5160781,142.19825526,2025,4
전남,2025-04,19.79315335,8.00916776,141.21661659,2025,4
전북,2025-04,35.94351655,14.00947581,153.55528624,2025,4
제주,2025-04,22.84095545,4.0603306,141.11882397,2025,4
충남,2025-04,22.57717326,12.3429953,129.16223247,2025,4
충북,2025-04,30.31291243,15.28087712,172.02235856,2025,4
강원,2025-05,36.85808245,7.75017835,132.53359357,2025,5
경기,2025-05,28.99832777,15.83891197,137.98891954,2025,5
경남,2025-05,27.97714176,10.43709049,139.8273597,2025,5
경북,2025-05,22.19517227,9.37849836,125.05245556,2025,5
광주,2025-05,15.0642142,8.97168494,149.2939636,2025,5
대구,2025-05,10.54222707,7.23163834,111.32159134,2025,5
대전,2025-05,25.28771198,9.60944625,112.02552051,2025,5
부산,2025-05,11.66300849,6.08686244,138.30942604,2025,5
서울,2025-05,59.60229221,20.75714725,139.54063899,2025,5
세종,2025-05,94.91525433,55.93220327,105.08474587,2025,5
울산,2025-05,33.21458306,17.29849341,191.28701764,2025,5
인천,2025-05,26.63179736,14.45132341,140.21890697,2025,5
전남,2025-05,22.11355178,7.50993825,133.24128114,2025,5
전북,2025-05,44.52118981,11.86408717,159.47911181,2025,5
제주,2025-05,22.84095545,0.0,127.91955931,2025,5
충남,2025-05,22.95420576,8.42085994,132.08709841,2025,5
충북,2025-05,36.3579154,27.91349284,167.94254823,2025,5
강원,2025-06,47.3643537,11.44005165,147.85136148,2025,6
경기,2025-06,44.0458802,34.23129217,139.21244745,2025,6
경남,2025-06,30.15273934,18.20250623,143.89437969,2025,6
경북,2025-06,22.77691563,12.45882706,135.95740137,2025,6
광주,2025-06,18.79013378,6.35279327,161.23650235,2025,6
대구,2025-06,15.32389234,9.33700759,118.11004411,2025,6
대전,2025-06,30.34405056,10.02260552,118.77459805,2025,6
부산,2025-06,15.72056917,12.75204706,144.57473044,2025,6
서울,2025-06,95.10997256,57.36333615,146.03372414,2025,6
세종,2025-06,45.61403496,0.0,103.5087719,2025,6
울산,2025-06,43.51387868,32.81913554,194.41594694,2025,6
인천,2025-06,32.86397448,22.33631151,147.08315606,2025,6
전남,2025-06,30.07051682,5.64561896,135.90522731,2025,6
전북,2025-06,47.62578217,12.55676897,158.59775194,2025,6
제주,2025-06,44.87159167,7.68865253,124.35795897,2025,6
충남,2025-06,24.01075551,14.08979027,137.20218491,2025,6
충북,2025-06,34.31731224,21.58051543,169.08965624,2025,6
강원,2025-07,30.70619274,14.50902181,142.57545052,2025,7
경기,2025-07,35.40766488,11.02231022,140.996839,2025,7
경남,2025-07,30.74328806,11.74433127,149.52443045,2025,7
경북,2025-07,26.71951904,12.22110672,142.48210276,2025,7
광주,2025-07,9.37322185,7.71737392,160.67382901,2025,7
대구,2025-07,19.72527116,10.28947037,126.17392043,2025,7
대전,2025-07,32.75567145,11.02879918,116.17996966,2025,7
부산,2025-07,17.95680925,9.21604004,147.05991399,2025,7
서울,2025-07,55.2166247,9.43196982,144.95126578,2025,7
세종,2025-07,37.70491799,9.83606546,126.22950829,2025,7
울산,2025-07,41.98570834,26.34274287,191.21506571,2025,7
인천,2025-07,29.86486356,10.40422834,146.98825245,2025,7
전남,2025-07,15.46388391,10.4538801,140.95252753,2025,7
전북,2025-07,45.99797514,8.47474509,161.40153178,2025,7
제주,2025-07,36.03110611,4.04665902,139.883352,2025,7
충남,2025-07,20.13709974,12.38753741,137.18587786,2025,7
충북,2025-07,33.56572596,16.82912018,164.5285899,2025,7
강원,2025-08,34.63266105,8.92961784,149.12610784,2025,8
경기,2025-08,34.46235917,9.06146702,146.02973024,2025,8
경남,2025-08,28.1964423,9.86461186,149.35486316,2025,8
경북,2025-08,35.16293053,16.97022421,148.78186099,2025,8
광주,2025-08,8.13660618,5.28665781,165.26013356,2025,8
대구,2025-08,19.71610863,9.60213886,128.08994276,2025,8
대전,2025-08,28.04264511,7.00613427,130.47422119,2025,8
부산,2025-08,17.19802381,9.3155165,154.71642847,2025,8
서울,2025-08,51.80783962,8.57989457,151.97515746,2025,8
세종,2025-08,34.48275848,5.17241367,141.37931038,2025,8
울산,2025-08,45.13268175,22.01452916,188.49450212,2025,8
인천,2025-08,32.87138987,7.03345683,150.54927586,2025,8
전남,2025-08,22.64995483,6.8464297,151.74565463,2025,8
전북,2025-08,46.28008073,8.52955388,167.53966262,2025,8
제주,2025-08,49.26075209,10.66148216,137.12077475,2025,8
충남,2025-08,19.70944808,8.08375084,141.49663796,2025,8
충북,2025-08,28.44442804,18.49423176,169.32155056,2025,8
강원,2025-09,36.51619608,18.56270913,140.46919871,2025,9
경기,2025-09,35.57501653,15.3465939,150.67623638,2025,9
경남,2025-09,28.40896349,16.31039021,153.75257115,2025,9
경북,2025-09,33.67224475,16.96839074,145.76517929,2025,9
광주,2025-09,9.68516157,8.72808275,174.13398501,2025,9
대구,2025-09,17.16129524,14.18180411,134.84290642,2025,9
대전,2025-09,30.79424761,10.10683496,146.24557625,2025,9
부산,2025-09,17.59132459,13.06130666,160.2892126,2025,9
서울,2025-09,67.03002051,23.8727263,154.20604599,2025,9
세종,2025-09,36.6666667,11.66666659,161.66666672,2025,9
울산,2025-09,48.64474609,33.86903267,190.18431042,2025,9
인천,2025-09,28.33010121,5.88244869,153.78037975,2025,9
전남,2025-09,14.02065332,8.53469242,151.62514904,2025,9
전북,2025-09,52.64706028,15.15525725,163.96757002,2025,9
제주,2025-09,30.78003379,7.68798642,117.92927228,2025,9
충남,2025-09,28.96880059,10.69477382,141.07710864,2025,9
충북,2025-09,31.00976622,21.78265885,159.81751574,2025,9
강원,2025-10,30.87978599,12.33757602,145.97399325,2025,10
경기,2025-10,45.20026578,29.0504759,154.55647223,2025,10
경남,2025-10,30.33541775,20.8902487,159.71739174,2025,10
경북,2025-10,33.98924996,13.11517431,150.46355755,2025,10
광주,2025-10,14.89555517,9.28146423,172.67399899,2025,10
대구,2025-10,19.34567996,15.30530548,141.89878199,2025,10
대전,2025-10,28.74273329,13.54096595,153.02962019,2025,10
부산,2025-10,23.23409031,19.69513033,166.670168,2025,10
서울,2025-10,95.48565843,44.77172211,157.72227108,2025,10
세종,2025-10,46.03174599,26.98412687,169.84127004,2025,10
울산,2025-10,45.17005245,36.44832542,189.80820714,2025,10
인천,2025-10,30.38303629,8.70949879,159.3465992,2025,10
전남,2025-10,21.76616003,27.70520019,171.8743931,2025,10
