연월,시도,지가변동률,연도,월
2015-10,전남,0.252,2015,10
2015-10,전북,0.235,2015,10
2015-10,제주,0.501,2015,10
2015-10,충남,0.165,2015,10
2015-10,충북,0.156,2015,10
2015-11,강원,0.248,2015,11
2015-11,경기,0.167,2015,11
2015-11,경남,0.207,2015,11
2015-11,경북,0.282,2015,11
2015-11,광주,0.328,2015,11
2015-11,대구,0.373,2015,11
2015-11,대전,0.365,2015,11
2015-11,부산,0.263,2015,11
2015-11,서울,0.236,2015,11
2015-11,세종,0.803,2015,11
2015-11,울산,0.311,2015,11
2015-11,인천,0.174,2015,11
2015-11,전국,0.242,2015,11
2015-11,전남,0.256,2015,11
2015-11,전북,0.222,2015,11
2015-11,제주,1.972,2015,11
2015-11,충남,0.18,2015,11
2015-11,충북,0.148,2015,11
2015-12,강원,0.25,2015,12
2015-12,경기,0.174,2015,12
2015-12,경남,0.223,2015,12
2015-12,경북,0.304,2015,12
2015-12,광주,0.287,2015,12
2015-12,대구,0.385,2015,12
2015-12,대전,0.39,2015,12
2015-12,부산,0.34,2015,12
2015-12,서울,0.239,2015,12
2015-12,세종,0.587,2015,12
2015-12,울산,0.321,2015,12
2015-12,인천,0.144,2015,12
2015-12,전국,0.251,2015,12
2015-12,전남,0.287,2015,12
2015-12,전북,0.263,2015,12
2015-12,제주,2.089,2015,12
2015-12,충남,0.185,2015,12
2015-12,충북,0.161,2015,12
2016-01,강원,0.201,2016,1
2016-01,경기,0.088,2016,1
2016-01,경남,0.196,2016,1
2016-01,경북,0.217,2016,1
2016-01,광주,0.243,2016,1
2016-01,대구,0.323,2016,1
2016-01,대전,0.229,2016,1
2016-01,부산,0.256,2016,1
2016-01,서울,0.187,2016,1
2016-01,세종,0.327,2016,1
2016-01,울산,0.211,2016,1
2016-01,인천,0.095,2016,1
2016-01,전국,0.173,2016,1
2016-01,전남,0.153,2016,1
2016-01,전북,0.185,2016,1
2016-01,제주,1.473,2016,1
2016-01,충남,0.083,2016,1
2016-01,충북,0.114,2016,1
2016-02,강원,0.175,2016,2
2016-02,경기,0.109,2016,2
2016-02,경남,0.178,2016,2
2016-02,경북,0.194,2016,2
2016-02,광주,0.169,2016,2
2016-02,대구,0.324,2016,2
2016-02,대전,0.219,2016,2
2016-02,부산,0.262,2016,2
2016-02,서울,0.176,2016,2
2016-02,세종,0.258,2016,2
2016-02,울산,0.15,2016,2
2016-02,인천,0.121,2016,2
2016-02,전국,0.17,2016,2
2016-02,전남,0.189,2016,2
2016-02,전북,0.163,2016,2
2016-02,제주,1.08,2016,2
2016-02,충남,0.135,2016,2
2016-02,충북,0.105,2016,2
2016-03,강원,0.246,2016,3
2016-03,경기,0.171,2016,3
2016-03,경남,0.201,2016,3
2016-03,경북,0.235,2016,3
2016-03,광주,0.215,2016,3
2016-03,대구,0.355,2016,3
2016-03,대전,0.317,2016,3
2016-03,부산,0.339,2016,3
2016-03,서울,0.208,2016,3
2016-03,세종,0.304,2016,3
2016-03,울산,0.263,2016,3
2016-03,인천,0.127,2016,3
2016-03,전국,0.216,2016,3
2016-03,전남,0.209,2016,3
2016-03,전북,0.187,2016,3
2016-03,제주,1.04,2016,3
2016-03,충남,0.184,2016,3
2016-03,충북,0.174,2016,3
2016-04,강원,0.236,2016,4
2016-04,경기,0.17,2016,4
2016-04,경남,0.179,2016,4
2016-04,경북,0.211,2016,4
2016-04,광주,0.22,2016,4
2016-04,대구,0.342,2016,4
2016-04,대전,0.277,2016,4
2016-04,부산,0.313,2016,4
2016-04,서울,0.225,2016,4
2016-04,세종,0.341,2016,4
2016-04,울산,0.149,2016,4
2016-04,인천,0.19,2016,4
2016-04,전국,0.214,2016,4
2016-04,전남,0.202,2016,4
2016-04,전북,0.17,2016,4
2016-04,제주,0.939,2016,4
2016-04,충남,0.146,2016,4
2016-04,충북,0.134,2016,4
2016-05,강원,0.238,2016,5
2016-05,경기,0.183,2016,5
2016-05,경남,0.173,2016,5
2016-05,경북,0.223,2016,5
2016-05,광주,0.15,2016,5
2016-05,대구,0.318,2016,5
2016-05,대전,0.294,2016,5
2016-05,부산,0.351,2016,5
2016-05,서울,0.257,2016,5
2016-05,세종,0.37,2016,5
2016-05,울산,0.232,2016,5
2016-05,인천,0.123,2016,5
2016-05,전국,0.221,2016,5
2016-05,전남,0.18,2016,5
2016-05,전북,0.15,2016,5
2016-05,제주,0.572,2016,5
2016-05,충남,0.151,2016,5
2016-05,충북,0.136,2016,5
2016-06,강원,0.241,2016,6
2016-06,경기,0.222,2016,6
2016-06,경남,0.195,2016,6
2016-06,경북,0.237,2016,6
2016-06,광주,0.233,2016,6
2016-06,대구,0.319,2016,6
2016-06,대전,0.311,2016,6
2016-06,부산,0.383,2016,6
2016-06,서울,0.275,2016,6
2016-06,세종,0.482,2016,6
2016-06,울산,0.168,2016,6
2016-06,인천,0.164,2016,6
2016-06,전국,0.246,2016,6
2016-06,전남,0.199,2016,6
2016-06,전북,0.176,2016,6
2016-06,제주,0.482,2016,6
2016-06,충남,0.188,2016,6
2016-06,충북,0.191,2016,6
2016-07,강원,0.246,2016,7
2016-07,경기,0.22,2016,7
2016-07,경남,0.181,2016,7
2016-07,경북,0.214,2016,7
2016-07,광주,0.239,2016,7
2016-07,대구,0.308,2016,7
2016-07,대전,0.331,2016,7
2016-07,부산,0.34,2016,7
2016-07,서울,0.282,2016,7
2016-07,세종,0.581,2016,7
2016-07,울산,0.175,2016,7
2016-07,인천,0.177,2016,7
2016-07,전국,0.244,2016,7
2016-07,전남,0.224,2016,7
2016-07,전북,0.142,2016,7
2016-07,제주,0.386,2016,7
2016-07,충남,0.171,2016,7
2016-07,충북,0.172,2016,7
2016-08,강원,0.274,2016,8
2016-08,경기,0.205,2016,8
2016-08,경남,0.199,2016,8
2016-08,경북,0.198,2016,8
2016-08,광주,0.211,2016,8
2016-08,대구,0.312,2016,8
2016-08,대전,0.282,2016,8
2016-08,부산,0.343,2016,8
2016-08,서울,0.272,2016,8
2016-08,세종,0.434,2016,8
2016-08,울산,0.167,2016,8
2016-08,인천,0.147,2016,8
2016-08,전국,0.234,2016,8
2016-08,전남,0.231,2016,8
2016-08,전북,0.161,2016,8
2016-08,제주,0.443,2016,8
2016-08,충남,0.164,2016,8
2016-08,충북,0.176,2016,8
2016-09,강원,0.249,2016,9
2016-09,경기,0.212,2016,9
2016-09,경남,0.199,2016,9
2016-09,경북,0.181,2016,9
2016-09,광주,0.202,2016,9
2016-09,대구,0.287,2016,9
2016-09,대전,0.274,2016,9
2016-09,부산,0.393,2016,9
2016-09,서울,0.273,2016,9
2016-09,세종,0.361,2016,9
2016-09,울산,0.179,2016,9
2016-09,인천,0.144,2016,9
2016-09,전국,0.237,2016,9
2016-09,전남,0.214,2016,9
2016-09,전북,0.203,2016,9
2016-09,제주,0.435,2016,9
2016-09,충남,0.154,2016,9
2016-09,충북,0.193,2016,9
2016-10,강원,0.279,2016,10
2016-10,경기,0.232,2016,10
2016-10,경남,0.218,2016,10
2016-10,경북,0.176,2016,10
2016-10,광주,0.299,2016,10
2016-10,대구,0.306,2016,10
2016-10,대전,0.3,2016,10
2016-10,부산,0.382,2016,10
2016-10,서울,0.286,2016,10
2016-10,세종,0.419,2016,10
2016-10,울산,0.222,2016,10
2016-10,인천,0.151,2016,10
2016-10,전국,0.252,2016,10
2016-10,전남,0.249,2016,10
2016-10,전북,0.187,2016,10
2016-10,제주,0.347,2016,10
2016-10,충남,0.179,2016,10
2016-10,충북,0.181,2016,10
2016-11,강원,0.255,2016,11
2016-11,경기,0.221,2016,11
2016-11,경남,0.22,2016,11
2016-11,경북,0.209,2016,11
2016-11,광주,0.322,2016,11
2016-11,대구,0.341,2016,11
2016-11,대전,0.313,2016,11
2016-11,부산,0.381,2016,11
2016-11,서울,0.254,2016,11
2016-11,세종,0.311,2016,11
2016-11,울산,0.215,2016,11
2016-11,인천,0.154,2016,11
2016-11,전국,0.242,2016,11
2016-11,전남,0.269,2016,11
2016-11,전북,0.209,2016,11
2016-11,제주,0.419,2016,11
2016-11,충남,0.188,2016,11
2016-11,충북,0.178,2016,11
2016-12,강원,0.246,2016,12
2016-12,경기,0.176,2016,12
2016-12,경남,0.194,2016,12
2016-12,경북,0.216,2016,12
2016-12,광주,0.284,2016,12
2016-12,대구,0.327,2016,12
2016-12,대전,0.246,2016,12
2016-12,부산,0.354,2016,12
2016-12,서울,0.239,2016,12
2016-12,세종,0.486,2016,12
2016-12,울산,0.194,2016,12
2016-12,인천,0.129,2016,12
2016-12,전국,0.218,2016,12
2016-12,전남,0.253,2016,12
2016-12,전북,0.196,2016,12
2016-12,제주,0.42,2016,12
2016-12,충남,0.142,2016,12
2016-12,충북,0.149,2016,12
2017-01,강원,0.23,2017,1
2017-01,경기,0.146,2017,1
2017-01,경남,0.183,2017,1
2017-01,경북,0.213,2017,1
2017-01,광주,0.156,2017,1
2017-01,대구,0.296,2017,1
2017-01,대전,0.142,2017,1
2017-01,부산,0.318,2017,1
2017-01,서울,0.191,2017,1
2017-01,세종,0.352,2017,1
2017-01,울산,0.143,2017,1
2017-01,인천,0.125,2017,1
2017-01,전국,0.183,2017,1
2017-01,전남,0.206,2017,1
2017-01,전북,0.157,2017,1
2017-01,제주,0.43,2017,1
2017-01,충남,0.134,2017,1
2017-01,충북,0.112,2017,1
2017-02,강원,0.234,2017,2
2017-02,경기,0.209,2017,2
2017-02,경남,0.194,2017,2
2017-02,경북,0.246,2017,2
2017-02,광주,0.226,2017,2
2017-02,대구,0.339,2017,2
2017-02,대전,0.258,2017,2
2017-02,부산,0.391,2017,2
2017-02,서울,0.232,2017,2
2017-02,세종,0.365,2017,2
2017-02,울산,0.2,2017,2
2017-02,인천,0.254,2017,2
2017-02,전국,0.231,2017,2
2017-02,전남,0.213,2017,2
2017-02,전북,0.188,2017,2
2017-02,제주,0.409,2017,2
2017-02,충남,0.144,2017,2
2017-02,충북,0.113,2017,2
2017-03,강원,0.364,2017,3
2017-03,경기,0.326,2017,3
2017-03,경남,0.281,2017,3
2017-03,경북,0.313,2017,3
2017-03,광주,0.312,2017,3
2017-03,대구,0.361,2017,3
2017-03,대전,0.342,2017,3
2017-03,부산,0.43,2017,3
2017-03,서울,0.322,2017,3
2017-03,세종,0.509,2017,3
2017-03,울산,0.249,2017,3
2017-03,인천,0.294,2017,3
2017-03,전국,0.321,2017,3
2017-03,전남,0.36,2017,3
2017-03,전북,0.284,2017,3
2017-03,제주,0.392,2017,3
2017-03,충남,0.214,2017,3
2017-03,충북,0.22,2017,3
2017-04,강원,0.314,2017,4
2017-04,경기,0.324,2017,4
2017-04,경남,0.269,2017,4
2017-04,경북,0.266,2017,4
2017-04,광주,0.352,2017,4
2017-04,대구,0.332,2017,4
2017-04,대전,0.24,2017,4
2017-04,부산,0.432,2017,4
2017-04,서울,0.333,2017,4
2017-04,세종,0.427,2017,4
2017-04,울산,0.28,2017,4
2017-04,인천,0.212,2017,4
2017-04,전국,0.315,2017,4
2017-04,전남,0.334,2017,4
2017-04,전북,0.302,2017,4
2017-04,제주,0.559,2017,4
2017-04,충남,0.194,2017,4
2017-04,충북,0.245,2017,4
2017-05,강원,0.321,2017,5
2017-05,경기,0.342,2017,5
2017-05,경남,0.251,2017,5
2017-05,경북,0.252,2017,5
2017-05,광주,0.453,2017,5
2017-05,대구,0.351,2017,5
2017-05,대전,0.27,2017,5
2017-05,부산,0.638,2017,5
2017-05,서울,0.509,2017,5
2017-05,세종,0.704,2017,5
2017-05,울산,0.286,2017,5
2017-05,인천,0.265,2017,5
2017-05,전국,0.387,2017,5
2017-05,전남,0.329,2017,5
2017-05,전북,0.302,2017,5
2017-05,제주,0.354,2017,5
2017-05,충남,0.25,2017,5
2017-05,충북,0.262,2017,5
2017-06,강원,0.377,2017,6
2017-06,경기,0.327,2017,6
2017-06,경남,0.302,2017,6
2017-06,경북,0.288,2017,6
2017-06,광주,0.563,2017,6
2017-06,대구,0.394,2017,6
2017-06,대전,0.272,2017,6
2017-06,부산,0.637,2017,6
2017-06,서울,0.492,2017,6
2017-06,세종,0.61,2017,6
2017-06,울산,0.335,2017,6
2017-06,인천,0.291,2017,6
2017-06,전국,0.391,2017,6
2017-06,전남,0.383,2017,6
2017-06,전북,0.342,2017,6
2017-06,제주,0.478,2017,6
2017-06,충남,0.271,2017,6
2017-06,충북,0.255,2017,6
2017-07,강원,0.327,2017,7
2017-07,경기,0.313,2017,7
2017-07,경남,0.302,2017,7
2017-07,경북,0.281,2017,7
2017-07,광주,0.44,2017,7
2017-07,대구,0.399,2017,7
2017-07,대전,0.311,2017,7
2017-07,부산,0.663,2017,7
2017-07,서울,0.484,2017,7
2017-07,세종,0.818,2017,7
2017-07,울산,0.319,2017,7
2017-07,인천,0.332,2017,7
2017-07,전국,0.391,2017,7
2017-07,전남,0.402,2017,7
2017-07,전북,0.302,2017,7
2017-07,제주,0.438,2017,7
2017-07,충남,0.32,2017,7
2017-07,충북,0.296,2017,7
2017-08,강원,0.298,2017,8
2017-08,경기,0.284,2017,8
2017-08,경남,0.261,2017,8
2017-08,경북,0.258,2017,8
2017-08,광주,0.432,2017,8
2017-08,대구,0.418,2017,8
2017-08,대전,0.264,2017,8
2017-08,부산,0.633,2017,8
2017-08,서울,0.397,2017,8
2017-08,세종,0.667,2017,8
2017-08,울산,0.332,2017,8
2017-08,인천,0.287,2017,8
2017-08,전국,0.347,2017,8
2017-08,전남,0.357,2017,8
2017-08,전북,0.287,2017,8
2017-08,제주,0.49,2017,8
2017-08,충남,0.305,2017,8
2017-08,충북,0.331,2017,8
2017-09,강원,0.328,2017,9
2017-09,경기,0.274,2017,9
2017-09,경남,0.26,2017,9
2017-09,경북,0.255,2017,9
2017-09,광주,0.358,2017,9
2017-09,대구,0.437,2017,9
2017-09,대전,0.314,2017,9
2017-09,부산,0.594,2017,9
2017-09,서울,0.317,2017,9
2017-09,세종,0.671,2017,9
2017-09,울산,0.296,2017,9
2017-09,인천,0.28,2017,9
2017-09,전국,0.32,2017,9
2017-09,전남,0.36,2017,9
2017-09,전북,0.32,2017,9
2017-09,제주,0.438,2017,9
2017-09,충남,0.291,2017,9
2017-09,충북,0.358,2017,9
2017-10,강원,0.305,2017,10
2017-10,경기,0.263,2017,10
2017-10,경남,0.226,2017,10
2017-10,경북,0.224,2017,10
2017-10,광주,0.217,2017,10
2017-10,대구,0.363,2017,10
2017-10,대전,0.279,2017,10
2017-10,부산,0.534,2017,10
2017-10,서울,0.278,2017,10
2017-10,세종,0.431,2017,10
2017-10,울산,0.346,2017,10
2017-10,인천,0.251,2017,10
2017-10,전국,0.286,2017,10
2017-10,전남,0.278,2017,10
2017-10,전북,0.266,2017,10
2017-10,제주,0.408,2017,10
2017-10,충남,0.259,2017,10
2017-10,충북,0.31,2017,10
2017-11,강원,0.297,2017,11
2017-11,경기,0.296,2017,11
2017-11,경남,0.27,2017,11
2017-11,경북,0.211,2017,11
2017-11,광주,0.282,2017,11
2017-11,대구,0.411,2017,11
2017-11,대전,0.308,2017,11
2017-11,부산,0.548,2017,11
2017-11,서울,0.334,2017,11
2017-11,세종,0.594,2017,11
2017-11,울산,0.351,2017,11
2017-11,인천,0.224,2017,11
2017-11,전국,0.32,2017,11
2017-11,전남,0.326,2017,11
2017-11,전북,0.276,2017,11
2017-11,제주,0.452,2017,11
2017-11,충남,0.294,2017,11
2017-11,충북,0.309,2017,11
2017-12,강원,0.359,2017,12
2017-12,경기,0.292,2017,12
2017-12,경남,0.252,2017,12
2017-12,경북,0.242,2017,12
2017-12,광주,0.307,2017,12
2017-12,대구,0.386,2017,12
2017-12,대전,0.313,2017,12
2017-12,부산,0.503,2017,12
2017-12,서울,0.345,2017,12
2017-12,세종,0.651,2017,12
2017-12,울산,0.349,2017,12
2017-12,인천,0.241,2017,12
2017-12,전국,0.319,2017,12
2017-12,전남,0.287,2017,12
2017-12,전북,0.251,2017,12
2017-12,제주,0.478,2017,12
2017-12,충남,0.267,2017,12
2017-12,충북,0.227,2017,12
2018-01,강원,0.287,2018,1
2018-01,경기,0.261,2018,1
2018-01,경남,0.251,2018,1
2018-01,경북,0.238,2018,1
2018-01,광주,0.31,2018,1
2018-01,대구,0.34,2018,1
2018-01,대전,0.263,2018,1
2018-01,부산,0.517,2018,1
2018-01,서울,0.417,2018,1
2018-01,세종,0.582,2018,1
2018-01,울산,0.325,2018,1
2018-01,인천,0.206,2018,1
2018-01,전국,0.325,2018,1
2018-01,전남,0.303,2018,1
2018-01,전북,0.256,2018,1
2018-01,제주,0.49,2018,1
2018-01,충남,0.25,2018,1
2018-01,충북,0.22,2018,1
2018-02,강원,0.263,2018,2
2018-02,경기,0.258,2018,2
2018-02,경남,0.226,2018,2
2018-02,경북,0.181,2018,2
2018-02,광주,0.297,2018,2
2018-02,대구,0.332,2018,2
2018-02,대전,0.28,2018,2
2018-02,부산,0.482,2018,2
2018-02,서울,0.417,2018,2
2018-02,세종,0.426,2018,2
2018-02,울산,0.28,2018,2
2018-02,인천,0.191,2018,2
2018-02,전국,0.308,2018,2
2018-02,전남,0.255,2018,2
2018-02,전북,0.185,2018,2
2018-02,제주,0.337,2018,2
2018-02,충남,0.224,2018,2
2018-02,충북,0.208,2018,2
2018-03,강원,0.302,2018,3
2018-03,경기,0.304,2018,3
2018-03,경남,0.261,2018,3
2018-03,경북,0.243,2018,3
2018-03,광주,0.395,2018,3
2018-03,대구,0.387,2018,3
2018-03,대전,0.289,2018,3
2018-03,부산,0.521,2018,3
2018-03,서울,0.44,2018,3
2018-03,세종,0.545,2018,3
2018-03,울산,0.286,2018,3
2018-03,인천,0.247,2018,3
2018-03,전국,0.351,2018,3
2018-03,전남,0.354,2018,3
2018-03,전북,0.242,2018,3
2018-03,제주,0.353,2018,3
2018-03,충남,0.28,2018,3
2018-03,충북,0.327,2018,3
2018-04,강원,0.334,2018,4
2018-04,경기,0.388,2018,4
2018-04,경남,0.241,2018,4
2018-04,경북,0.251,2018,4
2018-04,광주,0.364,2018,4
2018-04,대구,0.422,2018,4
2018-04,대전,0.283,2018,4
2018-04,부산,0.486,2018,4
2018-04,서울,0.302,2018,4
2018-04,세종,0.606,2018,4
2018-04,울산,0.264,2018,4
2018-04,인천,0.238,2018,4
2018-04,전국,0.33,2018,4
2018-04,전남,0.317,2018,4
2018-04,전북,0.214,2018,4
2018-04,제주,0.349,2018,4
2018-04,충남,0.231,2018,4
2018-04,충북,0.29,2018,4
2018-05,강원,0.325,2018,5
2018-05,경기,0.378,2018,5
2018-05,경남,0.229,2018,5
2018-05,경북,0.247,2018,5
2018-05,광주,0.402,2018,5
2018-05,대구,0.422,2018,5
2018-05,대전,0.262,2018,5
2018-05,부산,0.505,2018,5
2018-05,서울,0.36,2018,5
2018-05,세종,0.616,2018,5
2018-05,울산,0.254,2018,5
2018-05,인천,0.275,2018,5
2018-05,전국,0.345,2018,5
2018-05,전남,0.307,2018,5
2018-05,전북,0.215,2018,5
2018-05,제주,0.354,2018,5
2018-05,충남,0.231,2018,5
2018-05,충북,0.313,2018,5
2018-06,강원,0.311,2018,6
2018-06,경기,0.404,2018,6
2018-06,경남,0.253,2018,6
2018-06,경북,0.253,2018,6
2018-06,광주,0.371,2018,6
2018-06,대구,0.418,2018,6
2018-06,대전,0.282,2018,6
2018-06,부산,0.504,2018,6
2018-06,서울,0.424,2018,6
2018-06,세종,0.667,2018,6
2018-06,울산,0.236,2018,6
2018-06,인천,0.302,2018,6
2018-06,전국,0.37,2018,6
2018-06,전남,0.288,2018,6
2018-06,전북,0.232,2018,6
2018-06,제주,0.324,2018,6
2018-06,충남,0.205,2018,6
2018-06,충북,0.268,2018,6
2018-07,강원,0.3,2018,7
2018-07,경기,0.376,2018,7
2018-07,경남,0.22,2018,7
2018-07,경북,0.265,2018,7
2018-07,광주,0.372,2018,7
2018-07,대구,0.354,2018,7
2018-07,대전,0.254,2018,7
2018-07,부산,0.507,2018,7
2018-07,서울,0.563,2018,7
2018-07,세종,0.81,2018,7
2018-07,울산,0.211,2018,7
2018-07,인천,0.294,2018,7
2018-07,전국,0.403,2018,7
2018-07,전남,0.295,2018,7
2018-07,전북,0.241,2018,7
2018-07,제주,0.526,2018,7
2018-07,충남,0.174,2018,7
2018-07,충북,0.25,2018,7
2018-08,강원,0.281,2018,8
2018-08,경기,0.408,2018,8
2018-08,경남,0.149,2018,8
2018-08,경북,0.229,2018,8
2018-08,광주,0.447,2018,8
2018-08,대구,0.394,2018,8
2018-08,대전,0.256,2018,8
2018-08,부산,0.46,2018,8
2018-08,서울,0.613,2018,8
2018-08,세종,0.504,2018,8
2018-08,울산,0.195,2018,8
2018-08,인천,0.28,2018,8
2018-08,전국,0.42,2018,8
2018-08,전남,0.314,2018,8
2018-08,전북,0.218,2018,8
2018-08,제주,0.698,2018,8
2018-08,충남,0.164,2018,8
2018-08,충북,0.257,2018,8
2018-09,강원,0.25,2018,9
2018-09,경기,0.374,2018,9
2018-09,경남,0.088,2018,9
2018-09,경북,0.212,2018,9
2018-09,광주,0.491,2018,9
2018-09,대구,0.411,2018,9
2018-09,대전,0.288,2018,9
2018-09,부산,0.438,2018,9
2018-09,서울,0.681,2018,9
2018-09,세종,0.533,2018,9
2018-09,울산,0.174,2018,9
2018-09,인천,0.359,2018,9
2018-09,전국,0.427,2018,9
2018-09,전남,0.334,2018,9
2018-09,전북,0.192,2018,9
2018-09,제주,0.578,2018,9
2018-09,충남,0.154,2018,9
2018-09,충북,0.204,2018,9
2018-10,강원,0.309,2018,10
2018-10,경기,0.41,2018,10
2018-10,경남,0.115,2018,10
2018-10,경북,0.255,2018,10
2018-10,광주,0.58,2018,10
2018-10,대구,0.479,2018,10
2018-10,대전,0.308,2018,10
2018-10,부산,0.429,2018,10
2018-10,서울,0.69,2018,10
2018-10,세종,0.846,2018,10
2018-10,울산,0.161,2018,10
2018-10,인천,0.415,2018,10
2018-10,전국,0.455,2018,10
2018-10,전남,0.419,2018,10
2018-10,전북,0.253,2018,10
2018-10,제주,0.397,2018,10
2018-10,충남,0.14,2018,10
2018-10,충북,0.242,2018,10
2018-11,강원,0.287,2018,11
2018-11,경기,0.412,2018,11
2018-11,경남,0.058,2018,11
2018-11,경북,0.238,2018,11
2018-11,광주,0.577,2018,11
2018-11,대구,0.474,2018,11
2018-11,대전,0.258,2018,11
2018-11,부산,0.381,2018,11
2018-11,서울,0.609,2018,11
2018-11,세종,0.53,2018,11
2018-11,울산,0.14,2018,11
2018-11,인천,0.393,2018,11
2018-11,전국,0.416,2018,11
2018-11,전남,0.399,2018,11
2018-11,전북,0.235,2018,11
2018-11,제주,0.237,2018,11
2018-11,충남,0.101,2018,11
2018-11,충북,0.28,2018,11
2018-12,강원,0.272,2018,12
2018-12,경기,0.363,2018,12
2018-12,경남,0.09,2018,12
2018-12,경북,0.211,2018,12
2018-12,광주,0.529,2018,12
2018-12,대구,0.466,2018,12
2018-12,대전,0.268,2018,12
2018-12,부산,0.365,2018,12
2018-12,서울,0.433,2018,12
2018-12,세종,0.513,2018,12
2018-12,울산,0.088,2018,12
2018-12,인천,0.331,2018,12
2018-12,전국,0.341,2018,12
2018-12,전남,0.338,2018,12
2018-12,전북,0.201,2018,12
2018-12,제주,0.235,2018,12
2018-12,충남,0.098,2018,12
2018-12,충북,0.253,2018,12
2019-01,강원,0.254,2019,1
2019-01,경기,0.323,2019,1
2019-01,경남,0.08,2019,1
2019-01,경북,0.206,2019,1
2019-01,광주,0.429,2019,1
2019-01,대구,0.387,2019,1
2019-01,대전,0.238,2019,1
2019-01,부산,0.379,2019,1
2019-01,서울,0.388,2019,1
2019-01,세종,0.455,2019,1
2019-01,울산,0.101,2019,1
2019-01,인천,0.339,2019,1
2019-01,전국,0.314,2019,1
2019-01,전남,0.361,2019,1
2019-01,전북,0.223,2019,1
2019-01,제주,0.221,2019,1
2019-01,충남,0.134,2019,1
2019-01,충북,0.208,2019,1
2019-02,강원,0.215,2019,2
2019-02,경기,0.313,2019,2
2019-02,경남,0.072,2019,2
2019-02,경북,0.174,2019,2
2019-02,광주,0.407,2019,2
2019-02,대구,0.325,2019,2
2019-02,대전,0.246,2019,2
2019-02,부산,0.312,2019,2
2019-02,서울,0.275,2019,2
2019-02,세종,0.333,2019,2
2019-02,울산,0.108,2019,2
2019-02,인천,0.317,2019,2
2019-02,전국,0.265,2019,2
2019-02,전남,0.311,2019,2
2019-02,전북,0.224,2019,2
2019-02,제주,0.121,2019,2
2019-02,충남,0.124,2019,2
2019-02,충북,0.214,2019,2
2019-03,강원,0.238,2019,3
2019-03,경기,0.35,2019,3
2019-03,경남,0.082,2019,3
2019-03,경북,0.229,2019,3
2019-03,광주,0.418,2019,3
2019-03,대구,0.365,2019,3
2019-03,대전,0.247,2019,3
2019-03,부산,0.301,2019,3
2019-03,서울,0.329,2019,3
2019-03,세종,0.391,2019,3
2019-03,울산,0.126,2019,3
2019-03,인천,0.307,2019,3
2019-03,전국,0.3,2019,3
2019-03,전남,0.359,2019,3
2019-03,전북,0.29,2019,3
2019-03,제주,0.093,2019,3
2019-03,충남,0.154,2019,3
2019-03,충북,0.252,2019,3
2019-04,강원,0.257,2019,4
2019-04,경기,0.351,2019,4
2019-04,경남,0.092,2019,4
2019-04,경북,0.226,2019,4
2019-04,광주,0.433,2019,4
2019-04,대구,0.383,2019,4
2019-04,대전,0.248,2019,4
2019-04,부산,0.297,2019,4
2019-04,서울,0.378,2019,4
2019-04,세종,0.317,2019,4
2019-04,울산,0.116,2019,4
2019-04,인천,0.354,2019,4
2019-04,전국,0.317,2019,4
2019-04,전남,0.352,2019,4
2019-04,전북,0.262,2019,4
2019-04,제주,0.103,2019,4
2019-04,충남,0.154,2019,4
2019-04,충북,0.233,2019,4
2019-05,강원,0.249,2019,5
2019-05,경기,0.351,2019,5
2019-05,경남,0.066,2019,5
2019-05,경북,0.213,2019,5
2019-05,광주,0.376,2019,5
2019-05,대구,0.395,2019,5
2019-05,대전,0.332,2019,5
2019-05,부산,0.304,2019,5
2019-05,서울,0.445,2019,5
2019-05,세종,0.554,2019,5
2019-05,울산,0.084,2019,5
2019-05,인천,0.32,2019,5
2019-05,전국,0.33,2019,5
2019-05,전남,0.326,2019,5
2019-05,전북,0.255,2019,5
2019-05,제주,-0.133,2019,5
2019-05,충남,0.142,2019,5
2019-05,충북,0.209,2019,5
2019-06,강원,0.227,2019,6
2019-06,경기,0.35,2019,6
2019-06,경남,0.046,2019,6
2019-06,경북,0.198,2019,6
2019-06,광주,0.394,2019,6
2019-06,대구,0.381,2019,6
2019-06,대전,0.36,2019,6
2019-06,부산,0.3,2019,6
2019-06,서울,0.44,2019,6
2019-06,세종,0.578,2019,6
2019-06,울산,0.082,2019,6
2019-06,인천,0.259,2019,6
2019-06,전국,0.323,2019,6
2019-06,전남,0.324,2019,6
2019-06,전북,0.224,2019,6
2019-06,제주,-0.112,2019,6
2019-06,충남,0.144,2019,6
2019-06,충북,0.162,2019,6
2019-07,강원,0.24,2019,7
2019-07,경기,0.356,2019,7
2019-07,경남,0.049,2019,7
2019-07,경북,0.196,2019,7
2019-07,광주,0.398,2019,7
2019-07,대구,0.382,2019,7
2019-07,대전,0.382,2019,7
2019-07,부산,0.279,2019,7
2019-07,서울,0.484,2019,7
2019-07,세종,0.463,2019,7
2019-07,울산,-0.012,2019,7
2019-07,인천,0.334,2019,7
2019-07,전국,0.337,2019,7
2019-07,전남,0.321,2019,7
2019-07,전북,0.233,2019,7
2019-07,제주,-0.131,2019,7
2019-07,충남,0.121,2019,7
2019-07,충북,0.144,2019,7
2019-08,강원,0.213,2019,8
2019-08,경기,0.361,2019,8
2019-08,경남,0.008,2019,8
2019-08,경북,0.176,2019,8
2019-08,광주,0.38,2019,8
2019-08,대구,0.359,2019,8
2019-08,대전,0.383,2019,8
