지역코드,시도,시군구,레벨,연도,1인당결정세액_백만원,1인당총급여_백만원,결정세액_금액,결정세액_인원,과세표준_금액,과세표준_인원,급여총계_금액,급여총계_인원,총급여_금액,총급여_인원
A1403,부산,기장군,시군구,2019,2.3837501807141823,34.30207054020861,82442,34585,1029225,51046,2005187,57961,1983037,57811
A1404,부산,남구,시군구,2019,3.5966752534331623,37.36085651164108,194073,53959,1821750,78581,3331402,88621,3297656,88265
A1405,부산,동구,시군구,2019,1.7280260250429658,28.35825460477129,28153,16292,412888,25120,846909,29570,834470,29426
A1406,부산,동래구,시군구,2019,3.168425954672462,37.21527800092114,183699,57978,1891697,83515,3505108,93747,3474530,93363
A1407,부산,부산진구,시군구,2019,2.3109805818533617,32.18833707406652,167211,72355,2036704,108545,3980138,123188,3943876,122525
A1408,부산,북구,시군구,2019,2.236154144074361,33.18800713813876,138570,61968,1745370,90603,3393528,101825,3366160,101427
A1409,부산,사상구,시군구,2019,1.404695019707759,28.871506950927856,64505,45921,1101684,69108,2278984,78534,2257492,78191
A1410,부산,사하구,시군구,2019,1.8042576679794724,30.517584524224468,120943,67032,1757344,100930,3541757,115200,3502198,114760
A1411,부산,서구,시군구,2019,2.376109078149281,32.031953716065864,47401,19949,564628,29498,1097302,33847,1079637,33705
A1412,부산,수영구,시군구,2019,3.127284253466001,34.71378863229767,113461,36281,1146694,54222,2137472,61121,2115007,60927
A1413,부산,연제구,시군구,2019,2.94347923681257,36.14634314849871,131132,44550,1407720,64709,2638105,72631,2615947,72371
A1414,부산,영도구,시군구,2019,1.748765245438968,28.82313041010359,34699,19842,506602,30741,1044153,35413,1015583,35235
A1415,부산,중구,시군구,2019,1.3196963306621678,24.918662786359228,9387,7113,159568,11383,342779,13493,333935,13401
A1416,부산,해운대구,시군구,2019,5.759129623147824,43.218475245490175,493615,85710,3530509,121335,5940223,136706,5888863,136258
A1501,울산,남구,시군구,2019,4.725264889447965,46.08321355750911,390666,82676,3305365,108772,5540033,120003,5514686,119668
A1502,울산,동구,시군구,2019,3.0126367963880845,40.47634939778941,122777,40754,1364129,55074,2468514,60668,2449912,60527
A1503,울산,북구,시군구,2019,4.0299599771297885,46.395889268454304,246694,61215,2371353,80279,4078250,87723,4060893,87527
A1504,울산,울주군,시군구,2019,3.298001801503704,39.73834127274948,179408,54399,1832767,73789,3271785,82086,3253378,81870
A1505,울산,중구,시군구,2019,4.098636293196963,43.24725024406118,211588,51624,1944905,69317,3337974,77069,3322470,76825
A1601,경남,거제시,시군구,2019,2.746207015724901,38.03271524615051,158923,57870,1902655,82370,3523240,92590,3507377,92220
A1602,경남,거창군,시군구,2019,1.951578947368421,32.82731656457709,18540,9500,258268,13839,506286,15525,503768,15346
A1603,경남,고성군,시군구,2019,1.7083557227297153,29.597532767925983,12717,7444,192739,11170,386735,13147,383880,12970
A1604,경남,김해시,시군구,2019,2.177772452497642,34.09970932750705,281721,129362,3673956,186497,7131400,208421,7085715,207794
A1605,경남,남해군,시군구,2019,2.015849056603773,30.072265835036024,10684,5300,141572,8042,283061,9333,279642,9299
A1606,경남,밀양시,시군구,2019,1.9514887354239785,31.1081208687441,34475,17666,475826,25890,928402,30131,922418,29652
A1607,경남,사천시,시군구,2019,2.7442602877509072,36.11022862028074,62753,22867,714311,32461,1317790,36453,1309393,36261
A1608,경남,산청군,시군구,2019,1.9822855908403545,31.153491351697628,9176,4629,125647,6908,244865,7961,243153,7805
A1609,경남,양산시,시군구,2019,1.9471502460894936,33.44130948310696,155478,79849,2186383,115372,4336766,129518,4303629,128692
A1610,경남,의령군,시군구,2019,1.578740157480315,31.1727925025626,6817,4318,108517,6104,214082,6874,212879,6829
A1611,경남,진주시,시군구,2019,2.8752094144567484,37.03618023677217,211095,73419,2323994,103809,4317240,116342,4292197,115892
A1612,경남,창녕군,시군구,2019,1.6795865633074936,30.781945000285862,18200,10836,276145,15464,541708,17640,538407,17491
A1613,경남,창원시,시군구,2019,2.845860059348592,38.091599666882,718315,252407,7995228,349011,14785688,386520,14682369,385449
A1614,경남,통영시,시군구,2019,1.762283200879692,30.0505301666238,35258,20007,520524,30541,1061085,35192,1051438,34989
A1615,경남,하동군,시군구,2019,1.9437011294526496,31.67327451997924,11186,5755,156573,8475,307109,9750,305172,9635
A1616,경남,함안군,시군구,2019,1.8908496732026143,32.164869888475835,26037,13770,360068,19246,696932,21884,692188,21520
A1617,경남,함양군,시군구,2019,1.847646424721524,30.836144837219297,10284,5566,147031,8011,288482,9343,286992,9307
A1618,경남,합천군,시군구,2019,1.743427970557308,31.87930273609885,9948,5706,147990,8132,290330,9211,288954,9064
A1701,제주,제주시,시군구,2019,2.2627105636775258,32.50404922170804,235874,104244,2862584,152621,5584793,171469,5562873,171144
A1702,제주,서귀포시,시군구,2019,2.3985043062494253,31.413603008960507,78256,32627,886007,47861,1712400,54529,1703811,54238
A0101,서울,강남구,시군구,2020,16.219714481757077,74.50750541187193,2434790,150113,11258245,192078,15754700,210941,15694857,210648
A0102,서울,강동구,시군구,2020,4.260990516682998,41.46882284382284,513117,120422,4455424,168456,7865918,189102,7827655,188760
A0103,서울,강북구,시군구,2020,1.939793991416309,29.449587028508358,112993,58250,1506326,90701,3109922,105321,3094916,105092
A0104,서울,강서구,시군구,2020,3.2440915367922667,37.30521869189102,493329,152070,4978256,220894,9287969,247909,9228565,247380
A0105,서울,관악구,시군구,2020,2.3867423653662088,32.024515580448536,291753,122239,3550022,190378,6961669,217065,6929881,216393
A0106,서울,광진구,시군구,2020,4.265208693279986,38.426054406844735,375236,87976,3156353,129418,5629534,146304,5604978,145864
A0107,서울,구로구,시군구,2020,2.808908251884548,35.34235417761429,294000,104667,3201266,152292,6079037,171669,6053085,171270
A0108,서울,금천구,시군구,2020,1.8976633417319573,30.753311637257536,109962,57946,1533085,88898,3103521,100692,3090062,100479
A0109,서울,노원구,시군구,2020,3.232899962376155,38.32646024736831,386671,119605,3942722,169643,7363982,191648,7325413,191132
A0110,서울,도봉구,시군구,2020,2.4341404572067438,32.32965250112549,165468,67978,1935865,101511,3824449,117979,3806073,117727
A0111,서울,동대문구,시군구,2020,3.077906236741621,35.6800847626407,232148,75424,2404804,110028,4500363,126064,4478814,125527
A0112,서울,동작구,시군구,2020,4.588806107878658,41.80371660147389,472413,102949,3938917,145638,6853020,164005,6818437,163106
A0113,서울,마포구,시군구,2020,6.456024978046639,47.91696248833119,661678,102490,4638558,140962,7581482,157918,7545532,157471
A0114,서울,서대문구,시군구,2020,4.898255584497592,42.065330608477815,372336,76014,2970313,107298,5132923,121720,5104712,121352
A0115,서울,서초구,시군구,2020,15.395871814198507,74.24278467414658,1858759,120731,8862085,153383,12489338,167853,12440121,167560
A0116,서울,성동구,시군구,2020,6.81096129772585,48.03769600383031,522319,76688,3483277,104946,5643902,117169,5618585,116962
A0117,서울,성북구,시군구,2020,4.709819714158199,40.397982305391125,453777,96347,3601648,138505,6381557,157525,6346927,157110
A0118,서울,송파구,시군구,2020,7.586077249764354,51.93232558638291,1432570,188842,9189800,253830,14594561,280206,14528899,279766
A0119,서울,양천구,시군구,2020,5.996696793536523,46.70480389486586,688043,114737,4953070,157687,8272740,176637,8230881,176232
A0120,서울,영등포구,시군구,2020,5.103139748578529,44.34820132417154,591459,115901,4621887,158085,7824542,175969,7790072,175657
A0121,서울,용산구,시군구,2020,14.767615337102676,64.80553755960788,932442,63141,4311909,84727,6122572,94304,6101895,94157
A0122,서울,은평구,시군구,2020,2.91164531556536,34.97815414693159,322060,110611,3404448,163345,6510425,185630,6476590,185161
A0123,서울,종로구,시군구,2020,8.462532683622534,48.9201257038104,284815,33656,1671660,47126,2628977,53596,2615221,53459
A0124,서울,중구,시군구,2020,8.10077519379845,47.22046755823808,247665,30573,1455017,42839,2293687,48476,2284479,48379
A0125,서울,중랑구,시군구,2020,1.959938621340888,31.125677852809105,166046,84720,2236234,128924,4560624,146187,4540147,145865
A0201,인천,강화군,시군구,2020,2.3298824355150027,32.71806995862662,26556,11398,313800,16559,612248,18824,608916,18611
A0202,인천,계양구,시군구,2020,1.670873214548667,30.258628308998745,113469,67910,1685976,101387,3509702,115800,3491997,115405
A0203,인천,미추홀구(남구),시군구,2020,1.510614876552917,29.48728802470428,134484,89026,2141881,133553,4531302,154167,4507073,152848
A0204,인천,남동구,시군구,2020,2.1485948949190754,33.1274185959891,266834,124190,3402139,180902,6793310,204733,6759451,204044
A0205,인천,동구,시군구,2020,1.4197234352256187,30.267436714462736,19507,13740,325518,20186,687250,22654,683923,22596
A0206,인천,부평구,시군구,2020,1.98568340727906,32.158270225707746,226910,114273,3029166,167808,6116418,189788,6085213,189227
A0207,인천,서구,시군구,2020,2.368410606823128,34.887525253646515,334133,141079,4009795,201607,7898351,225801,7857194,225215
A0208,인천,연수구,시군구,2020,4.874406778105178,45.33262300836993,531013,108939,4277443,144942,7400205,162901,7360522,162367
A0209,인천,옹진군,시군구,2020,2.3810689514483885,38.34780058651027,11672,4902,139009,6203,263237,6904,261532,6820
A0210,인천,중구,시군구,2020,2.0563011196696577,34.187187964952884,77685,37779,1029895,54210,2079903,60637,2067983,60490
A0301,경기,가평군,시군구,2020,2.3059977626710264,32.14564840590367,26798,11621,310921,16730,614535,19142,612021,19039
A0302,경기,고양시,시군구,2020,3.8080776101852063,39.42392342905494,1010382,265326,9163288,374701,16677719,421837,16586985,420734
A0303,경기,과천시,시군구,2020,9.151393652480555,61.20751473477407,189443,20701,1148667,25985,1753426,28598,1744659,28504
A0304,경기,광명시,시군구,2020,3.313631326191356,39.18544946673438,251160,75796,2515420,106352,4649553,118528,4629369,118140
A0305,경기,광주시,시군구,2020,2.105794681760801,32.500109834244434,206848,98228,2596214,142376,5201530,159753,5178275,159331
A0306,경기,구리시,시군구,2020,2.811396850572108,35.9241769990142,124081,44135,1348870,63768,2598069,72157,2587367,72023
A0307,경기,군포시,시군구,2020,3.0191534609316046,37.90443041863813,220051,72885,2316550,102339,4338084,114195,4317959,113917
A0308,경기,김포시,시군구,2020,2.642890237868996,36.45774106991451,336543,127339,3808093,179845,7356225,201303,7309850,200502
A0309,경기,남양주시,시군구,2020,2.580910272747165,34.31282603327469,401027,155382,4536044,229096,8934751,259854,8893061,259176
A0310,경기,동두천시,시군구,2020,1.2921069315300084,28.13153374233129,24457,18928,427610,28600,921803,32765,917088,32600
A0311,경기,부천시,시군구,2020,2.32197527832351,33.3291839044209,453844,195456,5461004,287288,10831086,324484,10779258,323418
A0312,경기,성남시,시군구,2020,7.432966211425224,50.05436644825221,1928825,259496,12205206,352083,19574877,390050,19487216,389321
A0313,경기,수원시,시군구,2020,4.458268720962218,43.085048016443416,1474880,330819,12459106,451578,21691990,502780,21611417,501599
A0314,경기,시흥시,시군구,2020,1.8272141454948927,32.77492051905564,256899,140596,3679826,202450,7488034,228522,7453443,227413
A0315,경기,안산시,시군구,2020,1.9621513827039936,32.543877684461364,333552,169993,4496550,244706,8998279,276152,8958939,275288
A0316,경기,안성시,시군구,2020,1.8398359343737496,32.84307366299278,91955,49980,1291213,69315,2553372,77883,2541824,77393
A0317,경기,안양시,시군구,2020,3.697174973517485,40.858806699385966,547962,148211,5164826,205142,9325716,227781,9282508,227185
A0318,경기,양주시,시군구,2020,1.5634339565968312,30.109195595811308,83281,53268,1280154,78881,2697226,89383,2682639,89097
A0319,경기,양평군,시군구,2020,3.6822815418899055,36.46908688304877,77663,21091,680824,30377,1257933,34458,1251692,34322
A0320,경기,여주시,시군구,2020,1.97606535840381,32.38644741313953,48133,24358,625167,34432,1244325,38527,1238814,38251
A0321,경기,연천군,시군구,2020,1.53345604157644,31.47245479490607,14163,9236,219514,12559,449993,14289,447318,14213
A0322,경기,오산시,시군구,2020,2.331352552685088,35.41715955604928,147908,63443,1824896,89516,3553016,100168,3538918,99921
A0323,경기,용인시,시군구,2020,5.515551608583738,46.9476270765834,1589946,288266,12022427,387905,20337175,432868,20242737,431177
A0324,경기,의왕시,시군구,2020,4.120433542498574,41.56945462005099,180578,43825,1596733,61409,2850366,68389,2836949,68246
A0325,경기,의정부시,시군구,2020,1.7761868114063513,30.87510613708194,175402,98752,2521987,148877,5260547,169990,5236171,169592
A0326,경기,이천시,시군구,2020,2.9602889205778413,39.02422619616844,190986,64516,2023442,85919,3689304,94320,3672687,94113
A0327,경기,파주시,시군구,2020,2.2296774410152675,34.705614431379175,265646,119141,3341403,169618,6609753,190174,6575881,189476
A0328,경기,평택시,시군구,2020,2.3698759081508194,36.33003512118979,357510,150856,4398120,205780,8417082,231232,8378796,230630
A0329,경기,포천시,시군구,2020,1.3627123904104277,28.381342542066427,52692,38667,855326,54547,1754127,61698,1742359,61391
A0330,경기,하남시,시군구,2020,3.798651020751677,40.720075807184735,315949,83174,2928329,116923,5310459,129963,5285588,129803
A0331,경기,화성시,시군구,2020,4.42401138959516,45.33317448159025,1233640,278851,10572816,365782,18233860,401794,18169219,400793
A0401,강원,강릉시,시군구,2020,2.393152463609649,33.98024221940572,105057,43899,1237687,62798,2425463,71391,2412937,71010
A0402,강원,고성군,시군구,2020,1.7792183031458533,31.64272491669752,9332,5245,127298,7290,257399,8118,256401,8103
A0403,강원,동해시,시군구,2020,2.3006445672191527,36.55191865964059,44973,19548,557031,26651,1092166,29672,1082083,29604
A0404,강원,삼척시,시군구,2020,2.335027396172477,35.86197459465042,29405,12593,362940,17214,700592,19399,694503,19366
A0405,강원,속초시,시군구,2020,1.8448653004835367,31.94345602535475,32049,17372,434634,24726,891453,27811,886942,27766
A0406,강원,양구군,시군구,2020,1.7336814621409922,35.133899958199805,8632,4979,125210,6549,253425,7187,252156,7177
A0407,강원,양양군,시군구,2020,1.8622366288492709,32.170212765957444,9192,4936,124516,6898,250832,7911,249480,7755
A0408,강원,영월군,시군구,2020,2.2261545101424254,35.07993582483956,15474,6951,192826,9458,374101,10614,371707,10596
A0409,강원,원주시,시군구,2020,2.33251695099293,35.06468531468531,193333,82886,2356667,116573,4617536,131668,4593053,130988
A0410,강원,인제군,시군구,2020,1.8344287158746209,35.79664664215906,14514,7912,200102,10105,401452,11225,399240,11153
A0411,강원,정선군,시군구,2020,1.724515460866992,32.76383316226556,11656,6759,174468,9403,354902,10747,351130,10717
A0412,강원,철원군,시군구,2020,1.665480427046263,34.61278081360049,14976,8992,224252,11962,458494,13221,456058,13176
A0413,강원,춘천시,시군구,2020,2.3589118341842568,35.59159878147294,154780,65615,1879768,91784,3676298,103358,3656930,102747
A0414,강원,태백시,시군구,2020,2.136944077498899,35.61043206367254,19412,9084,258319,12558,509222,14090,501110,14072
A0415,강원,평창군,시군구,2020,2.410272373540856,31.734360497493967,15486,6425,174184,9254,343227,10939,341906,10774
A0416,강원,홍천군,시군구,2020,1.90196394075982,32.10212356190766,23630,12424,316508,17381,637117,19941,633407,19731
A0417,강원,화천군,시군구,2020,1.6994132439228835,35.36060678451983,10137,5965,147806,7573,297547,8536,296039,8372
A0418,강원,횡성군,시군구,2020,1.8150702426564496,30.662858037251524,14212,7830,194693,11223,393410,12816,391810,12778
A0501,대전,대덕구,시군구,2020,1.9035174603174605,31.84558116828632,74951,39375,1039256,58057,2097873,65908,2087446,65549
A0502,대전,동구,시군구,2020,1.7327590136286977,30.460351173436408,76030,43878,1115888,66214,2321105,76205,2308986,75803
A0503,대전,서구,시군구,2020,2.9044600245341643,36.66117625111793,324373,111681,3528990,161665,6720671,182982,6681756,182257
A0504,대전,유성구,시군구,2020,4.691955587171002,46.37679029721004,455115,96999,3910732,131218,6782051,145761,6722223,144948
A0505,대전,중구,시군구,2020,2.3774425708188627,33.134386125962955,113637,47798,1358258,70648,2684366,80877,2670996,80611
A0601,충북,괴산군,시군구,2020,1.89837925445705,31.582168723860043,11713,6170,158146,8659,311463,10209,309600,9803
A0602,충북,단양군,시군구,2020,1.7885375494071147,32.15960789242177,9050,5060,128215,7037,257085,8127,255894,7957
A0603,충북,보은군,시군구,2020,1.8664977587214968,31.916272704652897,9577,5131,129526,7249,257613,8109,256543,8038
A0604,충북,영동군,시군구,2020,1.9115655658422,32.150455927051674,13834,7237,191186,10371,383020,12134,380790,11844
A0605,충북,옥천군,시군구,2020,1.7400533451878195,31.202730375426626,15657,8998,226532,12959,459619,14860,457120,14650
A0606,충북,음성군,시군구,2020,1.5567375886524824,31.87396250366175,43461,27918,670979,37333,1313447,41090,1305685,40964
A0607,충북,제천시,시군구,2020,2.0095468053491827,33.52921461551082,54097,26920,723428,38152,1437308,42842,1430591,42667
A0608,충북,증평군,시군구,2020,1.6785714285714286,33.48372255141164,16027,9548,240133,12948,483791,14476,480324,14345
A0609,충북,진천군,시군구,2020,1.7144719687092569,33.931853394630565,46025,26845,684857,35954,1344424,39777,1335931,39371
A0610,충북,청주시,시군구,2020,2.8332720475577617,38.21544715447155,647227,228438,7075221,310007,13224584,345730,13161400,344400
A0611,충북,충주시,시군구,2020,1.95679025401324,33.708653470942046,92519,47281,1260230,66145,2517951,74567,2505126,74317
A0701,충남,계룡시,시군구,2020,3.4357516693737598,44.77960485181944,38075,11082,393961,14487,723931,16072,716205,15994
A0702,충남,공주시,시군구,2020,1.948018811286772,32.09731390502844,38937,19988,531505,28689,1060284,33089,1055135,32873
A0703,충남,금산군,시군구,2020,1.816555373566839,31.219484108705664,14418,7937,203953,11580,408289,13103,406665,13026
A0704,충남,논산시,시군구,2020,1.709148751566567,31.289170812115504,35458,20746,525775,29930,1070466,34385,1062987,33973
A0705,충남,당진시,시군구,2020,2.3527541870285145,38.12116944296052,99178,42154,1245619,56387,2362939,62375,2354859,61773
A0706,충남,보령시,시군구,2020,2.198544320249545,33.77452129738179,42289,19235,533200,27312,1043664,31258,1037148,30708
A0707,충남,부여군,시군구,2020,1.825633383010432,31.01040675169744,17150,9394,244373,13774,491410,16463,488693,15759
A0708,충남,서산시,시군구,2020,3.1789627975151813,41.21200500609717,136635,42981,1421196,56586,2579300,62732,2568497,62324
A0709,충남,서천군,시군구,2020,2.03659961064244,32.283934169279,15692,7705,210670,11140,413858,12808,411943,12760
A0710,충남,아산시,시군구,2020,3.170159986012152,40.23019752556888,290095,91508,3007405,122385,5460335,135691,5440048,135223
A0711,충남,예산군,시군구,2020,1.645496374790853,31.40497468633062,23603,14344,358233,20312,717268,23324,713364,22715
A0712,충남,천안시,시군구,2020,3.023327749126784,38.8796511627907,552235,182658,5832542,247967,10743558,276582,10699680,275200
A0713,충남,청양군,시군구,2020,1.9034294130023144,31.9144392033543,9047,4753,123697,6652,244613,7781,243571,7632
A0714,충남,태안군,시군구,2020,2.409090909090909,34.42410363779116,23373,9702,276218,13594,528886,15702,526138,15284
A0715,충남,홍성군,시군구,2020,2.0695279795987105,34.870865895592374,43011,20783,569307,28744,1121066,32353,1115519,31990
A0901,광주,광산구,시군구,2020,2.5764433194058984,35.863198191674904,253437,98367,2936113,142375,5726068,159796,5695829,158821
A0902,광주,남구,시군구,2020,3.47076272110624,38.01874612544136,159131,45849,1517779,66232,2836085,74567,2821067,74202
A0903,광주,동구,시군구,2020,3.140779038689042,37.1923045165552,71682,22823,723050,32125,1358721,36542,1351308,36333
A0904,광주,북구,시군구,2020,2.4596077579181834,34.11062469644662,226370,92035,2651000,135473,5223481,153001,5197163,152362
A0905,광주,서구,시군구,2020,3.5487711731140763,37.69797576070139,236955,66771,2222523,95803,4112775,109103,4093397,108584
A1001,전북,고창군,시군구,2020,2.008301051466519,32.3386483807006,14516,7228,196265,10801,393646,12175,391427,12104
A1002,전북,군산시,시군구,2020,2.247440304406169,34.743006933101846,122263,54401,1562170,78151,3058065,88289,3041785,87551
A1003,전북,김제시,시군구,2020,1.5665737730298808,29.336142364068312,20237,12918,319796,19360,657944,22550,654460,22309
A1004,전북,남원시,시군구,2020,1.823619261998553,30.999160604364857,22684,12439,325958,19053,668099,21872,664746,21444
A1005,전북,무주군,시군구,2020,1.8276657060518733,31.062955599734924,6342,3470,91799,5190,188328,6071,187496,6036
A1006,전북,부안군,시군구,2020,1.571776853578087,29.362167376798777,10960,6973,174426,10849,367207,12791,365236,12439
A1007,전북,순창군,시군구,2020,1.903209242618742,32.79879369007114,7413,3895,105553,5801,213070,6493,212077,6466
A1008,전북,완주군,시군구,2020,2.1242538394668213,33.87922317910812,36654,17255,493317,25602,976449,29138,971690,28681
A1009,전북,익산시,시군구,2020,2.05663469151032,32.633218332009186,111702,54313,1499834,81677,3017930,92943,2998438,91883
A1010,전북,임실군,시군구,2020,1.8667007150153216,31.962524654832347,7310,3916,104832,5805,211838,6637,210665,6591
A1011,전북,장수군,시군구,2020,1.7341520079654829,31.004216982940388,5225,3013,79448,4561,162339,5231,161749,5217
A1012,전북,전주시,시군구,2020,2.754731546123687,36.57988674136204,406816,147679,4586868,212890,8764483,239207,8726827,238569
A1013,전북,정읍시,시군구,2020,1.712465776387104,30.72748652621264,30648,17897,461376,26952,947077,30892,940722,30615
A1014,전북,진안군,시군구,2020,1.8870922776693613,31.427924284096424,6769,3587,97158,5405,195131,6315,194256,6181
A1101,전남,강진군,시군구,2020,1.850859247135843,31.79717727217423,9047,4888,130195,7196,262327,8242,261341,8219
A1102,전남,고흥군,시군구,2020,1.7648040033361134,30.641345057808174,12696,7194,184903,10807,378642,12401,376337,12282
A1103,전남,곡성군,시군구,2020,2.2283631232361243,33.91075812274368,9475,4252,119965,6154,235925,7001,234832,6925
A1104,전남,광양시,시군구,2020,3.491577718478986,42.46094248302255,125613,35976,1262977,48167,2277933,53552,2263423,53306
A1105,전남,구례군,시군구,2020,1.9074279379157428,31.010312549579567,6882,3608,96856,5475,196363,6427,195458,6303
A1106,전남,나주시,시군구,2020,2.263501989766913,35.0405674904703,55741,24626,709556,35282,1397315,40252,1388062,39613
A1107,전남,담양군,시군구,2020,2.3536570814938558,33.747579323700286,19726,8381,235931,11932,456484,13676,453095,13426
A1108,전남,목포시,시군구,2020,1.8990308370044051,31.56378206524106,75439,39725,1055173,60756,2190236,69092,2174208,68883
A1109,전남,무안군,시군구,2020,2.375571205849148,37.72627182991648,44188,18601,557609,26202,1099846,29323,1093081,28974
A1110,전남,보성군,시군구,2020,1.99252801992528,31.312589413447785,9600,4818,130932,7389,263930,8623,262650,8388
A1111,전남,순천시,시군구,2020,3.037781114338871,38.84237855946399,186137,61274,1988867,85829,3729809,96218,3710224,95520
A1112,전남,신안군,시군구,2020,1.949340144742444,34.16984938138784,9158,4698,128230,6660,255583,7561,254087,7436
A1113,전남,여수시,시군구,2020,3.875920245398773,40.85925043829182,227439,58680,2083025,81574,3724350,90887,3705648,90693
A1114,전남,영광군,시군구,2020,2.732857800276116,36.32580997451765,23754,8692,265865,12368,502173,14096,498935,13735
A1115,전남,영암군,시군구,2020,1.5997053949548885,30.270567851553768,17376,10862,271005,15712,544657,18026,541601,17892
A1116,전남,완도군,시군구,2020,1.8196967172137977,31.033873343151694,10920,6001,157044,9067,319273,10222,316080,10185
A1117,전남,장성군,시군구,2020,2.064090019569472,33.88722570532915,16876,8176,221001,11473,435070,12912,432401,12760
A1118,전남,장흥군,시군구,2020,1.960171807887544,32.3779893197121,10040,5122,139371,7704,280235,8643,278904,8614
A1119,전남,진도군,시군구,2020,1.7436034115138592,32.17975340687865,6542,3752,97792,5479,199069,6180,198356,6164
A1120,전남,함평군,시군구,2020,2.1543577981651376,31.6715193223928,9393,4360,120957,6677,240614,7690,239310,7556
A1121,전남,해남군,시군구,2020,1.851121379465795,30.818940397350996,16425,8873,228855,13254,467739,15594,465366,15100
A1122,전남,화순군,시군구,2020,1.8650674662668665,31.488270104617985,21148,11339,294296,16867,600156,19342,595947,18926
A1201,대구,남구,시군구,2020,1.846064478652338,28.767637510859128,44492,24101,607002,37760,1265781,43974,1258354,43742
A1202,대구,달서구,시군구,2020,2.626427543489055,34.86873806188718,312080,118823,3521154,174154,6881502,197244,6845605,196325
A1203,대구,달성군,시군구,2020,1.7937993028802055,33.250503374379,107558,59961,1590617,88100,3304242,99265,3286247,98833
A1204,대구,동구,시군구,2020,2.088411308628873,32.6658636431084,141682,67842,1851590,100892,3765527,115012,3742430,114567
A1205,대구,북구,시군구,2020,2.0766928544706325,32.38830600586487,183183,88209,2398789,133487,4918323,151991,4892869,151069
A1206,대구,서구,시군구,2020,1.114795197740113,26.063621819884503,31571,28320,604613,44392,1344927,51515,1335917,51256
A1207,대구,수성구,시군구,2020,5.868613943235051,47.168425318800935,532430,90725,3870812,123684,6547808,138660,6517450,138174
A1208,대구,중구,시군구,2020,3.1293778878992837,36.044875413273125,46731,14933,473027,21886,898389,24905,893985,24802
A1301,경북,경산시,시군구,2020,1.871719423934498,31.39722453867043,102413,54716,1433060,82200,2955897,94770,2936708,93534
A1302,경북,경주시,시군구,2020,2.6246158911325725,36.09114841174621,143493,54672,1646585,76417,3115601,86672,3098389,85849
A1303,경북,고령군,시군구,2020,1.6073868882733149,30.04257256687536,8704,5415,131858,7838,265597,8808,263924,8785
A1304,경북,구미시,시군구,2020,3.106678315843207,39.07369127088058,316468,101867,3322875,141067,6145434,157303,6116791,156545
A1305,경북,군위군,시군구,2020,2.1221959858323496,33.271884272997035,7190,3388,93600,4860,180447,5568,179402,5392
A1306,경북,김천시,시군구,2020,2.453373877787431,35.84830847580938,67772,27624,822647,39220,1584819,44325,1576752,43984
A1307,경북,문경시,시군구,2020,2.0390502696121064,31.18901346439359,23445,11498,304339,17041,612571,19749,609215,19533
A1308,경북,봉화군,시군구,2020,1.9095678241319007,31.96804569311516,7644,4003,104435,5712,208351,6545,207089,6478
A1309,경북,상주시,시군구,2020,1.897913669064748,31.95095309488113,26381,13900,371211,20610,749518,23813,745895,23345
A1310,경북,성주군,시군구,2020,1.8334407216494848,30.55063903950426,11382,6208,160236,9082,317942,10804,315527,10328
A1311,경북,안동시,시군구,2020,2.2463847203274216,34.690034512510785,65864,29320,822739,41337,1614702,46746,1608230,46360
A1312,경북,영덕군,시군구,2020,1.8335287221570928,30.421399176954733,7820,4265,109751,6388,223480,7646,221772,7290
A1313,경북,영양군,시군구,2020,1.9840225563909772,33.97334531296796,4222,2128,57477,2982,113944,3526,113437,3339
A1314,경북,영주시,시군구,2020,2.2854988399071927,34.64662550102914,39402,17240,494361,24489,964180,28159,959469,27693
A1315,경북,영천시,시군구,2020,1.8552854411363016,31.625204527999465,33961,18305,474437,26598,952320,30277,947080,29947
A1316,경북,예천군,시군구,2020,2.3830991822184946,37.33369713506139,22730,9538,281628,13213,550234,14942,547312,14660
A1317,경북,울릉군,시군구,2020,2.3448802852776365,38.573565217391305,4603,1963,58753,2644,111730,2880,110899,2875
A1318,경북,울진군,시군구,2020,3.356563836973655,40.26655025812329,29813,8882,297716,11898,534466,13499,530391,13172
A1319,경북,의성군,시군구,2020,1.7203002610966058,29.67310606060606,10542,6128,155030,9100,315451,11095,313348,10560
A1320,경북,청도군,시군구,2020,2.5817604515787616,31.632721712538228,14636,5669,160519,8625,312338,10063,310317,9810
A1321,경북,청송군,시군구,2020,1.841274951706375,31.01038127595319,5719,3106,81772,4471,165133,5512,164293,5298
A1322,경북,칠곡군,시군구,2020,1.982664382444118,32.71387340764331,48607,24516,660809,35799,1323312,40676,1314836,40192
A1323,경북,포항시,시군구,2020,3.3283571207232825,40.50841201150012,365194,109722,3685315,149516,6793482,167685,6748985,166607
A1401,부산,강서구,시군구,2020,2.9161922414934462,38.9696352079591,110130,37765,1202163,52029,2273491,58119,2256186,57896
A1402,부산,금정구,시군구,2020,3.541093535075653,36.87635102541036,164760,46528,1537250,67584,2850239,77220,2828453,76701
A1403,부산,기장군,시군구,2020,2.5883662677428334,35.114053625676924,93000,35930,1086113,53230,2147850,60724,2126788,60568
A1404,부산,남구,시군구,2020,3.8102881746421424,37.98671906144997,201770,52954,1814049,77238,3365320,88118,3335044,87795
