지역코드,시도,시군구,레벨,연도,1인당결정세액_백만원,1인당총급여_백만원,결정세액_금액,결정세액_인원,과세표준_금액,과세표준_인원,급여총계_금액,급여총계_인원,총급여_금액,총급여_인원
A1204,대구,동구,시군구,2017,1.8794701765521389,29.83470464423366,112522,59869,1613455,95625,3297807,110188,3274329,109749
A1205,대구,북구,시군구,2017,1.8821920318307943,29.75918799646955,143807,76404,2067964,123645,4239629,142367,4214645,141625
A1206,대구,서구,시군구,2017,0.9524734614584056,23.745823280788,27456,28826,591864,47543,1319297,55408,1309036,55127
A1207,대구,수성구,시군구,2017,5.308513398317334,43.47701813317931,429687,80943,3379656,116769,5752044,132091,5720793,131582
A1208,대구,중구,시군구,2017,2.559332367959759,31.95417390199483,33581,13121,393016,20486,758724,23693,754470,23611
A1301,경북,경산시,시군구,2017,1.660884925617724,28.966685819486628,78040,46987,1205962,73974,2489071,86189,2470250,85279
A1302,경북,경주시,시군구,2017,2.486113055127872,33.84429124334785,124333,50011,1499207,72836,2816372,83533,2798246,82680
A1303,경북,고령군,시군구,2017,1.4360637509266123,27.21769147788565,7749,5396,124755,8163,254083,9306,252308,9270
A1304,경북,구미시,시군구,2017,2.754077910097283,36.14043057859809,262717,95392,3023623,137269,5605706,154895,5576613,154304
A1305,경북,군위군,시군구,2017,2.001305057096248,30.80952380952381,6134,3065,83148,4611,161773,5379,160456,5208
A1306,경북,김천시,시군구,2017,2.23402259472246,33.48162675971604,54776,24519,722867,36706,1401345,41786,1391329,41555
A1307,경북,문경시,시군구,2017,1.9070138150903293,29.53721926371845,17945,9410,254268,14846,513569,17486,510285,17276
A1308,경북,봉화군,시군구,2017,1.7674484317603842,29.973256001288867,6255,3539,92883,5401,187261,6357,186044,6207
A1309,경북,상주시,시군구,2017,1.814970702319056,29.669489606448984,21992,12117,326683,19067,658714,22525,655132,22081
A1310,경북,성주군,시군구,2017,1.5625213529210795,26.178021978021977,9147,5854,142636,8931,287905,11126,285864,10920
A1311,경북,안동시,시군구,2017,2.167021233893951,32.268645942484575,53987,24913,712168,37870,1391644,43343,1385777,42945
A1312,경북,영덕군,시군구,2017,1.697476759628154,27.30155721056195,6391,3765,98584,6165,203775,7556,201622,7385
A1313,경북,영양군,시군구,2017,1.8149405772495757,30.60489848533677,3207,1767,47884,2613,95485,3127,94967,3103
A1314,경북,영주시,시군구,2017,2.1163911384780136,32.418997199524306,31621,14941,434380,22962,850439,26798,845066,26067
A1315,경북,영천시,시군구,2017,1.5894515290330569,28.607845944591595,25676,16154,398534,24320,804704,28169,799246,27938
A1316,경북,예천군,시군구,2017,2.0851306956149123,34.445849462365594,14598,7001,204743,10307,402981,12041,400433,11625
A1317,경북,울릉군,시군구,2017,2.1776927282668126,35.751206064782906,3983,1829,54917,2618,104730,2907,103750,2902
A1318,경북,울진군,시군구,2017,2.852709168498642,35.83580198019802,22060,7733,248167,11125,456063,12787,452427,12625
A1319,경북,의성군,시군구,2017,1.5581925194607935,28.17002190466257,8207,5267,132523,8337,272097,10404,270066,9587
A1320,경북,청도군,시군구,2017,2.1184742824118667,28.704724823739877,10997,5191,138118,8196,275220,9833,272781,9503
A1321,경북,청송군,시군구,2017,1.7017815646785437,28.509349593495934,4394,2582,68926,4022,141134,5073,140266,4920
A1322,경북,칠곡군,시군구,2017,1.8559465971481608,31.586869457423475,46987,25317,679120,36939,1333320,42323,1325006,41948
A1323,경북,포항시,시군구,2017,3.1279780883782684,37.66732627762387,299213,95657,3221325,138661,5941833,157439,5900888,156658
A1401,부산,강서구,시군구,2017,2.5186545590586,35.39337166620695,74056,29403,885815,41826,1683042,47354,1668125,47131
A1402,부산,금정구,시군구,2017,3.2809673657108904,34.4542550472783,149097,45443,1471400,68597,2720852,78579,2696390,78260
A1403,부산,기장군,시군구,2017,2.3111958405545927,32.4704006493883,66678,28850,856237,45093,1701808,51865,1680051,51741
A1404,부산,남구,시군구,2017,3.468825011406693,35.05393960666206,174860,50409,1689824,77371,3131224,88591,3095999,88321
A1405,부산,동구,시군구,2017,1.59245567710298,25.94088935009032,21108,13255,324109,21968,686110,26122,674956,26019
A1406,부산,동래구,시군구,2017,3.0025836225938782,34.67634589232861,152243,50704,1627215,77037,3064044,87743,3034423,87507
A1407,부산,부산진구,시군구,2017,2.2342789706806445,30.39751473876804,145780,65247,1823072,102969,3624256,118350,3588609,118056
A1408,부산,북구,시군구,2017,2.157072967627772,31.417892168966237,124338,57642,1618965,89416,3209206,101508,3181093,101251
A1409,부산,사상구,시군구,2017,1.3368165915898749,26.982409949724804,58463,43733,1025588,69557,2173515,80000,2152144,79761
A1410,부산,사하구,시군구,2017,1.777566658360329,29.16096067164436,114134,64208,1674726,101549,3431638,116566,3390020,116252
A1411,부산,서구,시군구,2017,2.320008833922261,29.67763990121077,42020,18112,506907,28540,1003905,33298,985357,33202
A1412,부산,수영구,시군구,2017,2.981058356515488,32.42367057920714,95373,31993,990223,49978,1881045,57496,1859076,57337
A1413,부산,연제구,시군구,2017,2.8294529278634792,33.79474036104301,108767,38441,1205643,59087,2296728,67477,2274555,67305
A1414,부산,영도구,시군구,2017,1.7973102785782902,27.113254340038576,33678,18738,483926,30891,1015442,36409,983940,36290
A1415,부산,중구,시군구,2017,1.3250157927984838,23.48939615948176,8390,6332,142038,10836,313108,13053,304587,12967
A1416,부산,해운대구,시군구,2017,5.423672284739549,40.6846581935775,426062,78556,3199996,116418,5462047,133266,5409839,132970
A1501,울산,남구,시군구,2017,4.911012005082065,44.5905726429478,378806,77134,3147757,105246,5262216,117719,5235067,117403
A1502,울산,동구,시군구,2017,3.386075492578247,39.96590944164944,140749,41567,1477997,57924,2616021,64886,2589711,64798
A1503,울산,북구,시군구,2017,4.013854791131411,45.0478102375854,210908,52545,2064228,71145,3551377,78624,3534271,78456
A1504,울산,울주군,시군구,2017,3.45398574206092,38.57216852603979,170544,49376,1695718,69462,3020026,77963,3001069,77804
A1505,울산,중구,시군구,2017,4.124157615158963,41.50504350892216,208072,50452,1922195,70560,3313178,79616,3295874,79409
A1601,경남,거제시,시군구,2017,3.216928152749991,38.0312849870086,183307,56982,2037367,83361,3614797,94956,3600726,94678
A1602,경남,거창군,시군구,2017,1.8785642821410704,30.57393708952644,15021,7996,220928,12749,444539,14529,442252,14465
A1603,경남,고성군,시군구,2017,1.5565677343520423,27.607632169672577,10594,6806,173712,10967,359647,12965,356663,12919
A1604,경남,김해시,시군구,2017,2.076276018139237,32.12987546118361,236710,114007,3198773,171907,6304129,195275,6261438,194879
A1605,경남,남해군,시군구,2017,2.0465582535085765,28.478969095169028,9187,4489,126344,7589,258647,8996,255257,8963
A1606,경남,밀양시,시군구,2017,1.7957364341085271,28.574957202249937,27798,15480,409873,24195,823901,29119,817901,28623
A1607,경남,사천시,시군구,2017,2.2119267880234754,32.75724261311173,44473,20106,589548,30462,1143659,34927,1135235,34656
A1608,경남,산청군,시군구,2017,1.934943793350873,29.283077722900963,8090,4181,113828,6570,226962,7728,225304,7694
A1609,경남,양산시,시군구,2017,1.8151067369786529,31.394250580501684,128731,70922,1910554,108230,3873060,122769,3839768,122308
A1610,경남,의령군,시군구,2017,1.5381668946648426,29.442549232439134,5622,3655,94189,5691,191009,6477,189875,6449
A1611,경남,진주시,시군구,2017,2.6152449230963586,34.61177690389232,165613,63326,1960389,94451,3726858,107513,3705433,107057
A1612,경남,창녕군,시군구,2017,1.546281487405038,28.771201880693507,15469,10004,245055,14675,492858,17100,489542,17015
A1613,경남,창원시,시군구,2017,2.777428259891308,36.27690976395365,641897,231112,7321747,334378,13680887,375231,13582728,374418
A1614,경남,통영시,시군구,2017,1.685594512195122,28.0329620879739,30961,18368,483203,30200,1005498,35650,996740,35556
A1615,경남,하동군,시군구,2017,1.8514196810579544,29.47829293993677,9520,5142,139906,8130,281558,9529,279749,9490
A1616,경남,함안군,시군구,2017,1.7612530413625305,30.18327426704101,23164,13152,333426,19188,660556,22078,655792,21727
A1617,경남,함양군,시군구,2017,1.775557425326041,29.103638876093967,8441,4754,126003,7509,254163,8904,252736,8684
A1618,경남,합천군,시군구,2017,1.6654340210198522,29.76326846528085,8557,5138,133949,8034,270618,9187,269179,9044
A1701,제주,제주시,시군구,2017,0.766025863464964,30.526111160765588,66226,86454,2421937,136751,4803882,157011,4781549,156638
A1702,제주,서귀포시,시군구,2017,7.260746875801664,29.35229903408637,198124,27287,750328,43106,1478653,50517,1470785,50108
A0101,서울,강남구,시군구,2018,14.62919175584076,69.43351587958726,2125841,145315,10267158,187480,14403588,206821,14339618,206523
A0102,서울,강동구,시군구,2018,3.644342459560919,37.91404341474355,370841,101758,3532389,146927,6291291,165248,6254566,164967
A0103,서울,강북구,시군구,2018,1.7711663969555242,28.090955796820477,99598,56233,1424011,89470,2913526,103391,2897863,103160
A0104,서울,강서구,시군구,2018,3.073217139297419,36.04390725821453,453865,147684,4781529,215878,8809099,242516,8719706,241919
A0105,서울,관악구,시군구,2018,2.2226245788558323,30.69425151400454,264539,119021,3371743,186173,6521099,212016,6487537,211360
A0106,서울,광진구,시군구,2018,3.9083348017621145,36.72930919317982,332697,85125,2962129,126431,5250413,142631,5223826,142225
A0107,서울,구로구,시군구,2018,2.58105117009075,33.56720661157025,256541,99394,2975891,148119,5614023,166803,5584744,166375
A0108,서울,금천구,시군구,2018,1.76396663786302,28.975858182622527,93903,53234,1378335,83458,2766103,95166,2750939,94939
A0109,서울,노원구,시군구,2018,3.031478348825448,36.57682359301623,347656,114682,3742529,167312,6942109,189212,6900803,188666
A0110,서울,도봉구,시군구,2018,2.33160762531508,31.03887024608501,154476,66253,1886411,102177,3683487,118281,3662835,118008
A0111,서울,동대문구,시군구,2018,2.75640106297718,33.60000830426839,196038,71121,2178022,105746,4069348,120859,4046113,120420
A0112,서울,동작구,시군구,2018,4.165932599600694,39.71638356439245,415231,99673,3672806,142225,6371673,160341,6334088,159483
A0113,서울,마포구,시군구,2018,5.678306313336139,44.65619459986687,553050,97397,4159049,135189,6814638,152162,6775997,151737
A0114,서울,서대문구,시군구,2018,4.2928642989177215,39.36348619865247,304231,70869,2630751,101811,4555667,115417,4527785,115025
A0115,서울,서초구,시군구,2018,13.644027019524382,68.82847289050406,1621961,118877,8172547,152756,11569227,167636,11515210,167303
A0116,서울,성동구,시군구,2018,5.758923945533046,44.32380569089679,433503,75275,3175441,104805,5203765,116973,5176267,116783
A0117,서울,성북구,시군구,2018,4.289524855808844,38.31600813749191,390454,91025,3306254,133215,5835993,151736,5800967,151398
A0118,서울,송파구,시군구,2018,6.937231780291999,48.74619723000514,1262486,181987,8519595,249204,13537820,276658,13465942,276246
A0119,서울,양천구,시군구,2018,5.5343369371835225,44.2466055579805,606591,109605,4589238,153597,7650219,172285,7602673,171825
A0120,서울,영등포구,시군구,2018,4.647351503252877,41.50214925039853,482897,103908,3983469,144698,6726793,161550,6690935,161219
A0121,서울,용산구,시군구,2018,12.083040816672602,58.7204507662577,712549,58971,3669805,79901,5248094,89183,5226355,89004
A0122,서울,은평구,시군구,2018,2.6132488993192267,32.97174707767297,269473,103118,3083875,156271,5878306,177719,5844440,177256
A0123,서울,종로구,시군구,2018,7.931629983069109,47.47897273773979,257659,32485,1573132,45300,2447854,51396,2432965,51243
A0124,서울,중구,시군구,2018,6.98138472717207,44.734469223516,201769,28901,1299416,40617,2050997,45693,2040026,45603
A0125,서울,중랑구,시군구,2018,1.7838830632348268,28.94568699132378,140347,78675,2022614,124139,4114330,141781,4093528,141421
A0201,인천,강화군,시군구,2018,2.093801532641381,30.65235441310282,21585,10309,277027,15431,542466,17769,538991,17584
A0202,인천,계양구,시군구,2018,1.6235231506120276,29.05632583072806,106771,65765,1650926,101568,3375369,115964,3355163,115471
A0203,인천,미추홀구(남구),시군구,2018,1.4537400390013722,28.167061909259548,120768,83074,2003091,128952,4170480,148166,4145262,147167
A0204,인천,남동구,시군구,2018,2.0453118027205264,31.714265373058115,247495,121006,3296166,180348,6497706,204461,6459181,203668
A0205,인천,동구,시군구,2018,1.393056603773585,29.103979745935863,18458,13250,318748,20052,658775,22570,655247,22514
A0206,인천,부평구,시군구,2018,1.923379875076852,30.800750702151877,215859,112229,2988851,169286,5934673,192143,5900007,191554
A0207,인천,서구,시군구,2018,2.241800480271284,33.16287804832697,292203,130343,3693375,191386,7182505,215812,7133932,215118
A0208,인천,연수구,시군구,2018,4.569501576496628,43.15937819707363,437676,95782,3689950,130002,6328133,146133,6285775,145641
A0209,인천,옹진군,시군구,2018,2.079026057240496,37.30755204376235,9734,4682,130187,6041,247587,6670,245521,6581
A0210,인천,중구,시군구,2018,2.0842968257305023,33.27277119179457,69405,33299,927700,48064,1803664,53998,1790674,53818
A0301,경기,가평군,시군구,2018,2.257383966244726,30.929879974731524,23005,10191,276524,15207,541009,17531,538582,17413
A0302,경기,고양시,시군구,2018,3.740408379916068,37.9679603231352,901992,241148,8386809,349550,15076188,395682,14974032,394386
A0303,경기,과천시,시군구,2018,7.791672080031181,55.04902670891806,119945,15394,788259,20052,1222864,22175,1216033,22090
A0304,경기,광명시,시군구,2018,2.9504432125545645,35.95479446462832,220345,74682,2382547,109073,4425886,122905,4403923,122485
A0305,경기,광주시,시군구,2018,1.9435677371723885,30.477024932706165,168484,86688,2249827,130856,4507524,147657,4483658,147116
A0306,경기,구리시,시군구,2018,2.5699485636645965,33.809299554597295,105923,41216,1245472,62234,2394160,70754,2383488,70498
A0307,경기,군포시,시군구,2018,2.9403981080579014,36.67119635484935,205772,69981,2239379,100724,4133620,112605,4112638,112149
A0308,경기,김포시,시군구,2018,2.48983312559299,34.47601289134438,267672,107506,3151586,155017,6041122,174572,5990552,173760
A0309,경기,남양주시,시군구,2018,2.391617913306301,32.188169026059605,319678,133666,3870509,205893,7612175,235910,7571623,235230
A0310,경기,동두천시,시군구,2018,1.195820562830872,26.75496122804241,21459,17945,398267,27573,850953,31749,845323,31595
A0311,경기,부천시,시군구,2018,2.184675320511108,31.624250164721754,408803,187123,5189614,283310,10188085,321404,10127255,320237
A0312,경기,성남시,시군구,2018,6.73040040689909,46.4494971986592,1627606,241829,10882670,336872,17507154,375782,17418515,374999
A0313,경기,수원시,시군구,2018,4.151735006585356,40.9198976607885,1282965,309019,11457992,433398,19884010,485357,19800361,483881
A0314,경기,시흥시,시군구,2018,1.5976313241245748,30.812178742540347,193037,120827,3067512,179425,6212916,201725,6180276,200579
A0315,경기,안산시,시군구,2018,1.881399870382372,30.88610634907449,299009,158929,4169994,234726,8218480,265834,8179444,264826
A0316,경기,안성시,시군구,2018,1.6639858594785684,31.1363173105114,75312,45260,1136922,64323,2240982,71877,2230201,71627
A0317,경기,안양시,시군구,2018,3.4711296660805973,38.594385952515545,495535,142759,4894700,203544,8785462,227127,8739004,226432
A0318,경기,양주시,시군구,2018,1.379799109543372,28.02983090436965,64151,46493,1080017,71023,2269416,80798,2256037,80487
A0319,경기,양평군,시군구,2018,3.4429422179301463,34.94819020581973,64173,18639,592240,27429,1088785,31069,1083324,30998
A0320,경기,여주시,시군구,2018,1.81852534562212,30.183917617342548,39462,21700,548959,32102,1092877,36361,1087436,36027
A0321,경기,연천군,시군구,2018,1.4495838287752676,30.9232358793816,12191,8410,200606,11641,406413,13127,404043,13066
A0322,경기,오산시,시군구,2018,2.211969987172504,34.03549542551355,125881,56909,1644532,83016,3169262,93031,3154682,92688
A0323,경기,용인시,시군구,2018,5.070797706697935,44.67553725472612,1331987,262678,10666231,360949,18031827,402982,17934503,401439
A0324,경기,의왕시,시군구,2018,3.7927455919395463,39.29828714884962,150572,39700,1403334,56459,2485552,63107,2473277,62936
A0325,경기,의정부시,시군구,2018,1.6292961420529952,29.18216065914071,142407,87404,2212512,136565,4578220,156515,4554810,156082
A0326,경기,이천시,시군구,2018,3.531995671226072,38.97287272129685,199088,56367,1906286,77229,3335778,85396,3320138,85191
A0327,경기,파주시,시군구,2018,2.3484464435493533,34.37689492643648,254790,108493,3152464,156499,6033820,175196,6002584,174611
A0328,경기,평택시,시군구,2018,2.301832170362737,35.393964420889425,292602,127117,3728619,177190,7020414,198102,6985459,197363
A0329,경기,포천시,시군구,2018,1.2274910807090484,26.57522923034176,43695,35597,748191,51087,1542114,58189,1530308,57584
A0330,경기,하남시,시군구,2018,3.3608284542408966,37.562173418797705,214683,63878,2163129,93386,3955036,104862,3932121,104683
A0331,경기,화성시,시군구,2018,4.184646993521449,43.42215004486785,1010224,241412,9017982,322528,15449838,355466,15387681,354374
A0401,강원,강릉시,시군구,2018,2.2430116099456874,32.07549900050721,90030,40138,1114395,58835,2162889,67392,2150149,67034
A0402,강원,고성군,시군구,2018,1.6140495867768596,29.58651138981316,7812,4840,115241,6787,232345,7838,231189,7814
A0403,강원,동해시,시군구,2018,2.1115839504808225,34.90273806119531,38207,18094,508823,25139,987052,28035,976439,27976
A0404,강원,삼척시,시군구,2018,2.0367337009406423,33.79300157897418,25117,12332,344860,17308,669945,19678,663458,19633
A0405,강원,속초시,시군구,2018,1.7103550486500418,30.3989453125,26543,15519,386646,22723,782751,25661,778213,25600
A0406,강원,양구군,시군구,2018,1.6081574675324677,34.25687177340589,7925,4928,123179,6553,246770,7193,245519,7167
A0407,강원,양양군,시군구,2018,1.9037088228518773,30.653151902249377,8264,4341,112175,6299,222268,7261,220764,7202
A0408,강원,영월군,시군구,2018,2.076323034567146,33.1367348899779,13575,6538,179429,9195,347151,10443,344854,10407
A0409,강원,원주시,시군구,2018,2.2321976797891705,33.517497481328526,164321,73614,2093292,106656,4048966,120663,4025552,120103
A0410,강원,인제군,시군구,2018,1.7728135494232735,34.77522337114748,12142,6849,176120,9002,348723,10042,346396,9961
A0411,강원,정선군,시군구,2018,1.7455048409405256,30.981041339128826,11358,6507,169900,9413,339299,10837,334998,10813
A0412,강원,철원군,시군구,2018,1.4961630970106516,32.6838880484115,13063,8731,213458,11968,434203,13281,432081,13220
A0413,강원,춘천시,시군구,2018,2.2292271485750605,33.89304807184364,129770,58213,1663319,84404,3225268,94946,3207977,94650
A0414,강원,태백시,시군구,2018,1.990528034839412,34.82814930015552,18283,9185,257833,12809,502432,14187,492679,14146
A0415,강원,평창군,시군구,2018,2.292220421393841,29.57926267281106,14143,6170,164861,9105,322335,10991,320935,10850
A0416,강원,홍천군,시군구,2018,1.7737219730941705,31.15835404584369,19777,11150,284586,16087,567410,18262,564122,18105
A0417,강원,화천군,시군구,2018,1.6081735077970962,34.66552814674257,8972,5579,138763,7093,275497,8068,274031,7905
A0418,강원,횡성군,시군구,2018,1.6799828178694158,29.05466533133033,11733,6984,172228,10478,349823,12062,348133,11982
A0501,대전,대덕구,시군구,2018,1.8105447865544373,30.22354668603366,66036,36473,965369,55779,1924661,63656,1914299,63338
A0502,대전,동구,시군구,2018,1.603391766400159,28.579794520547942,64575,40274,1016438,63459,2098661,73368,2086325,73000
A0503,대전,서구,시군구,2018,2.7577490508914413,35.358802064536825,286930,104045,3300909,154605,6211535,175343,6172480,174567
A0504,대전,유성구,시군구,2018,4.564274347018039,45.63705148667022,410132,89857,3647617,122762,6231575,136053,6176336,135336
A0505,대전,중구,시군구,2018,2.2507530624539798,31.62794220609764,100872,44817,1278145,68903,2498782,78892,2484533,78555
A0601,충북,괴산군,시군구,2018,1.8429112181693048,30.147000727726372,10711,5812,148682,8411,291662,9802,289984,9619
A0602,충북,단양군,시군구,2018,1.6656191074795723,30.989187797657355,7950,4773,121623,6945,241878,7938,240755,7769
A0603,충북,보은군,시군구,2018,1.738197424892704,29.21458710066305,8505,4893,122169,7098,243539,8371,242335,8295
A0604,충북,영동군,시군구,2018,1.71454802259887,29.838609660574413,12139,7080,183106,10422,367873,12299,365702,12256
A0605,충북,옥천군,시군구,2018,1.5710538865045305,29.45268039064147,13178,8388,207704,12600,421590,14352,419200,14233
A0606,충북,음성군,시군구,2018,1.3736165787714476,29.4955362632498,36986,26926,612761,36950,1207414,40809,1199318,40661
A0607,충북,제천시,시군구,2018,1.9264126677919784,31.724238378443985,47933,24882,667738,36466,1313201,41359,1306880,41195
A0608,충북,증평군,시군구,2018,1.5901179112857946,32.276081239041496,14160,8905,223537,12400,445152,13746,441795,13688
A0609,충북,진천군,시군구,2018,1.5774881114130437,31.8483802144742,37153,23552,583505,32581,1141878,36095,1134503,35622
A0610,충북,청주시,시군구,2018,2.7728837088237848,36.78373098838552,575268,207462,6451006,288092,11848642,321706,11787788,320462
A0611,충북,충주시,시군구,2018,1.8299438176161955,32.164367965180794,78823,43074,1134211,62038,2245101,69888,2231789,69387
A0701,충남,계룡시,시군구,2018,3.391014146244272,44.86577318184911,34039,10038,367650,13341,666697,14739,659482,14699
A0702,충남,공주시,시군구,2018,1.8493811621564928,31.173871703853955,35264,19068,502989,27770,988342,31715,983598,31552
A0703,충남,금산군,시군구,2018,1.673580046089196,29.359135341333545,12346,7377,185234,11125,371358,12679,369426,12583
A0704,충남,논산시,시군구,2018,1.5843370406437394,29.605520899255644,30912,19511,489361,29063,990029,33360,982400,33183
A0705,충남,당진시,시군구,2018,2.318062795193696,38.03589838930485,94723,40863,1231500,53816,2258880,59565,2250470,59167
A0706,충남,보령시,시군구,2018,2.134762200983996,32.543871145754295,37749,17683,493799,25616,949815,29342,943577,28994
A0707,충남,부여군,시군구,2018,1.714189036769682,28.90100457782299,15198,8866,228779,13354,457363,16195,454555,15728
A0708,충남,서산시,시군구,2018,3.476127287110521,41.0340133710111,136219,39187,1355497,52532,2392346,58470,2381450,58036
A0709,충남,서천군,시군구,2018,1.853160102855596,31.92994425492969,13693,7389,198203,10673,385553,12063,383766,12019
A0710,충남,아산시,시군구,2018,3.0038615163692093,38.86485427264293,248927,82869,2710211,112636,4878239,125439,4859195,125028
A0711,충남,예산군,시군구,2018,1.6238063513213414,30.161820825004543,21936,13509,337924,19522,667882,22559,663922,22012
A0712,충남,천안시,시군구,2018,2.787646274625981,37.10878323932312,470485,168775,5316600,235828,9761768,263292,9716972,261851
A0713,충남,청양군,시군구,2018,1.8068858971529465,29.419541709577757,8187,4531,116262,6512,229246,7803,228531,7768
A0714,충남,태안군,시군구,2018,2.205663357400722,32.692365422664935,19551,8864,251808,12818,482294,14921,479172,14657
A0715,충남,홍성군,시군구,2018,1.9078212290502796,32.69456149591783,36199,18974,509012,27151,998778,30695,993130,30376
A0901,광주,광산구,시군구,2018,2.2999472792740243,33.850557116042545,205038,89149,2624150,134271,5116642,151005,5085640,150238
A0902,광주,남구,시군구,2018,3.2770894130029182,36.13379103196739,137002,41806,1371397,62411,2541730,70293,2526294,69915
A0903,광주,동구,시군구,2018,3.247710843373494,35.31912090736754,60651,18675,600369,27419,1105388,31305,1099237,31123
A0904,광주,북구,시군구,2018,2.287970202182476,32.358662279948625,192265,84033,2423518,128835,4739791,146324,4711130,145591
A0905,광주,서구,시군구,2018,3.3090935330243894,36.35065608231985,206365,62363,2070562,92633,3808279,104765,3786975,104179
A1001,전북,고창군,시군구,2018,1.8113931523022435,30.39367474987281,12274,6776,180251,10440,360399,11858,358463,11794
A1002,전북,군산시,시군구,2018,2.2892929531456008,34.01095454221419,116335,50817,1499858,74898,2879155,84818,2862566,84166
A1003,전북,김제시,시군구,2018,1.478466172759098,28.20902986802501,18160,12283,300060,18781,612900,21969,609174,21595
A1004,전북,남원시,시군구,2018,1.6828269965435692,29.57356797095603,18501,10994,289057,17416,589628,20255,586503,19832
A1005,전북,무주군,시군구,2018,1.6941732283464568,29.36744588744589,5379,3175,83527,4902,170376,5919,169597,5775
A1006,전북,부안군,시군구,2018,1.508764111705288,28.520423350421694,10157,6732,168389,10488,347160,12362,344926,12094
A1007,전북,순창군,시군구,2018,1.6793010752688171,30.93214340667795,6247,3720,99455,5761,202051,6719,201028,6499
A1008,전북,완주군,시군구,2018,1.99675121829314,32.85453337761541,31960,16006,458219,24278,894597,27341,890325,27099
A1009,전북,익산시,시군구,2018,1.896929697601266,31.19134795818068,98297,51819,1411615,79387,2812644,90502,2792499,89528
A1010,전북,임실군,시군구,2018,1.6583786583786584,31.06294991576045,6403,3861,101546,5822,203868,6563,202810,6529
A1011,전북,장수군,시군구,2018,1.7414802065404476,30.56141390205371,5059,2905,77403,4533,155426,5112,154763,5064
A1012,전북,전주시,시군구,2018,2.6628599272151416,35.16384538047558,349756,131346,4117991,196715,7766352,220409,7729611,219817
A1013,전북,정읍시,시군구,2018,1.5473856209150327,29.43414145600221,25569,16524,419855,25491,857921,29187,852295,28956
A1014,전북,진안군,시군구,2018,1.7446616541353384,30.60020294266869,5801,3325,90319,5200,181757,5987,180939,5913
A1101,전남,강진군,시군구,2018,1.8600729261622608,30.616304209589217,8162,4388,120842,6829,241832,7893,240736,7863
A1102,전남,고흥군,시군구,2018,1.7194189602446484,29.17329737019555,11245,6540,170283,10333,348562,12032,346112,11864
A1103,전남,곡성군,시군구,2018,2.259834627912804,33.14655942806077,9019,3991,115247,5945,223693,6804,222546,6714
A1104,전남,광양시,시군구,2018,3.4814848678796744,40.92266204751688,114231,32811,1174540,45525,2092384,51007,2078994,50803
A1105,전남,구례군,시군구,2018,1.8378457916421425,30.196984435797667,6245,3398,92811,5408,187339,6365,186255,6168
A1106,전남,나주시,시군구,2018,2.0083823461306904,32.68998344370861,43367,21593,605114,31854,1194323,36792,1184685,36240
A1107,전남,담양군,시군구,2018,2.0544594594594594,31.552342487883685,15203,7400,202238,10903,393894,12424,390618,12380
A1108,전남,목포시,시군구,2018,1.864944264455549,30.09238463018036,67925,36422,1000156,59097,2050392,67835,2033854,67587
A1109,전남,무안군,시군구,2018,2.1747982527578293,34.47252554488445,29375,13507,401790,20174,791392,22880,786077,22803
A1110,전남,보성군,시군구,2018,1.8591087811271296,30.223743733952805,8511,4578,123537,7208,248494,8295,247200,8179
A1111,전남,순천시,시군구,2018,3.0048817470737257,37.215880837213504,162501,54079,1791614,79164,3313513,89200,3293010,88484
A1112,전남,신안군,시군구,2018,1.806221198156682,31.89218218898708,7839,4340,118469,6464,236305,7505,234567,7355
A1113,전남,여수시,시군구,2018,4.167638126497274,40.29261786161146,220939,53013,1973249,75834,3439754,84992,3413510,84718
A1114,전남,영광군,시군구,2018,2.53043588766044,34.52564493970386,19912,7869,240844,11678,454928,13229,452355,13102
A1115,전남,영암군,시군구,2018,1.5057243963363864,28.170932252460915,14467,9608,241639,14673,489315,17323,486512,17270
A1116,전남,완도군,시군구,2018,1.7503246150992395,29.64566276298062,9436,5391,142627,8391,289848,9694,286051,9649
A1117,전남,장성군,시군구,2018,1.8392176159429203,31.94408897014016,14951,8129,214236,11615,422447,13231,419362,13128
A1118,전남,장흥군,시군구,2018,1.7886415643852716,30.734426616328456,8598,4807,130215,7521,262166,8516,260505,8476
A1119,전남,진도군,시군구,2018,1.7390900649953576,30.820521924374223,5619,3231,86273,4934,174338,5660,173612,5633
A1120,전남,함평군,시군구,2018,1.9151317323385404,30.58499665103818,8214,4289,115162,6615,229750,7500,228317,7465
A1121,전남,해남군,시군구,2018,1.798891129032258,29.31538515259445,14276,7936,207800,12230,422327,14528,419767,14319
A1122,전남,화순군,시군구,2018,1.6914987714987717,29.669407987382414,17211,10175,260089,15637,530925,18001,526721,17753
A1201,대구,남구,시군구,2018,1.7176234688984786,27.35402135231317,39404,22941,564336,36569,1160349,42346,1152972,42150
A1202,대구,달서구,시군구,2018,2.4760175466879355,33.757386843632,291816,117857,3470380,175416,6672552,197451,6633259,196498
A1203,대구,달성군,시군구,2018,1.6816020158285123,32.23341402809031,94765,56354,1495292,84104,3040483,94088,3022495,93769
A1204,대구,동구,시군구,2018,1.9501576597671009,31.178615708048085,124931,64062,1734801,98200,3494510,111706,3470367,111306
A1205,대구,북구,시군구,2018,1.92114691031498,30.982729115837945,159801,83180,2243329,128735,4534710,146202,4508142,145505
