연월,시도,미분양_호수,연도,월
2012-04,전남,1063,2012,4
2012-04,전북,247,2012,4
2012-04,제주,48,2012,4
2012-04,충남,6180,2012,4
2012-04,충북,833,2012,4
2012-05,강원,2809,2012,5
2012-05,경기,20890,2012,5
2012-05,경남,4817,2012,5
2012-05,경북,3361,2012,5
2012-05,광주,1104,2012,5
2012-05,대구,5721,2012,5
2012-05,대전,1179,2012,5
2012-05,부산,4014,2012,5
2012-05,서울,1703,2012,5
2012-05,세종,0,2012,5
2012-05,울산,3549,2012,5
2012-05,인천,4002,2012,5
2012-05,전남,1719,2012,5
2012-05,전북,249,2012,5
2012-05,제주,310,2012,5
2012-05,충남,6065,2012,5
2012-05,충북,833,2012,5
2012-06,강원,3086,2012,6
2012-06,경기,21173,2012,6
2012-06,경남,4663,2012,6
2012-06,경북,3258,2012,6
2012-06,광주,1108,2012,6
2012-06,대구,5564,2012,6
2012-06,대전,1228,2012,6
2012-06,부산,4448,2012,6
2012-06,서울,1698,2012,6
2012-06,세종,0,2012,6
2012-06,울산,3047,2012,6
2012-06,인천,4058,2012,6
2012-06,전남,1486,2012,6
2012-06,전북,239,2012,6
2012-06,제주,290,2012,6
2012-06,충남,6156,2012,6
2012-06,충북,786,2012,6
2012-07,강원,3244,2012,7
2012-07,경기,22034,2012,7
2012-07,경남,5025,2012,7
2012-07,경북,3503,2012,7
2012-07,광주,1313,2012,7
2012-07,대구,5289,2012,7
2012-07,대전,1197,2012,7
2012-07,부산,5630,2012,7
2012-07,서울,3146,2012,7
2012-07,세종,50,2012,7
2012-07,울산,3291,2012,7
2012-07,인천,4212,2012,7
2012-07,전남,1766,2012,7
2012-07,전북,341,2012,7
2012-07,제주,284,2012,7
2012-07,충남,6035,2012,7
2012-07,충북,700,2012,7
2012-08,강원,3184,2012,8
2012-08,경기,21938,2012,8
2012-08,경남,5730,2012,8
2012-08,경북,3277,2012,8
2012-08,광주,3051,2012,8
2012-08,대구,5202,2012,8
2012-08,대전,1501,2012,8
2012-08,부산,5484,2012,8
2012-08,서울,3847,2012,8
2012-08,세종,42,2012,8
2012-08,울산,2975,2012,8
2012-08,인천,4212,2012,8
2012-08,전남,1875,2012,8
2012-08,전북,332,2012,8
2012-08,제주,265,2012,8
2012-08,충남,5965,2012,8
2012-08,충북,631,2012,8
2012-09,강원,3616,2012,9
2012-09,경기,21864,2012,9
2012-09,경남,7348,2012,9
2012-09,경북,2640,2012,9
2012-09,광주,3017,2012,9
2012-09,대구,4993,2012,9
2012-09,대전,1561,2012,9
2012-09,부산,5393,2012,9
2012-09,서울,3754,2012,9
2012-09,세종,21,2012,9
2012-09,울산,3018,2012,9
2012-09,인천,4420,2012,9
2012-09,전남,1548,2012,9
2012-09,전북,537,2012,9
2012-09,제주,982,2012,9
2012-09,충남,6187,2012,9
2012-09,충북,653,2012,9
2012-10,강원,3769,2012,10
2012-10,경기,24567,2012,10
2012-10,경남,8243,2012,10
2012-10,경북,3149,2012,10
2012-10,광주,2792,2012,10
2012-10,대구,4678,2012,10
2012-10,대전,1377,2012,10
2012-10,부산,5261,2012,10
2012-10,서울,3700,2012,10
2012-10,세종,3,2012,10
2012-10,울산,3071,2012,10
2012-10,인천,4181,2012,10
2012-10,전남,1850,2012,10
2012-10,전북,481,2012,10
2012-10,제주,841,2012,10
2012-10,충남,4148,2012,10
2012-10,충북,628,2012,10
2012-11,강원,4367,2012,11
2012-11,경기,26732,2012,11
2012-11,경남,9941,2012,11
2012-11,경북,2728,2012,11
2012-11,광주,3608,2012,11
2012-11,대구,3707,2012,11
2012-11,대전,1484,2012,11
2012-11,부산,5199,2012,11
2012-11,서울,3594,2012,11
2012-11,세종,0,2012,11
2012-11,울산,3474,2012,11
2012-11,인천,4059,2012,11
2012-11,전남,1740,2012,11
2012-11,전북,401,2012,11
2012-11,제주,974,2012,11
2012-11,충남,3608,2012,11
2012-11,충북,703,2012,11
2012-12,강원,4421,2012,12
2012-12,경기,25040,2012,12
2012-12,경남,9558,2012,12
2012-12,경북,3201,2012,12
2012-12,광주,3348,2012,12
2012-12,대구,3288,2012,12
2012-12,대전,1441,2012,12
2012-12,부산,5784,2012,12
2012-12,서울,3481,2012,12
2012-12,세종,0,2012,12
2012-12,울산,3659,2012,12
2012-12,인천,4026,2012,12
2012-12,전남,2478,2012,12
2012-12,전북,629,2012,12
2012-12,제주,954,2012,12
2012-12,충남,2942,2012,12
2012-12,충북,585,2012,12
2013-01,강원,4159,2013,1
2013-01,경기,25732,2013,1
2013-01,경남,9203,2013,1
2013-01,경북,3096,2013,1
2013-01,광주,3369,2013,1
2013-01,대구,2898,2013,1
2013-01,대전,1404,2013,1
2013-01,부산,6985,2013,1
2013-01,서울,3415,2013,1
2013-01,세종,0,2013,1
2013-01,울산,3245,2013,1
2013-01,인천,4637,2013,1
2013-01,전남,2348,2013,1
2013-01,전북,443,2013,1
2013-01,제주,1051,2013,1
2013-01,충남,2691,2013,1
2013-01,충북,504,2013,1
2013-02,강원,4220,2013,2
2013-02,경기,25888,2013,2
2013-02,경남,8965,2013,2
2013-02,경북,2647,2013,2
2013-02,광주,3235,2013,2
2013-02,대구,2622,2013,2
2013-02,대전,1300,2013,2
2013-02,부산,6568,2013,2
2013-02,서울,3308,2013,2
2013-02,세종,102,2013,2
2013-02,울산,3035,2013,2
2013-02,인천,4478,2013,2
2013-02,전남,2069,2013,2
2013-02,전북,868,2013,2
2013-02,제주,1063,2013,2
2013-02,충남,2563,2013,2
2013-02,충북,455,2013,2
2013-03,강원,3846,2013,3
2013-03,경기,24511,2013,3
2013-03,경남,8353,2013,3
2013-03,경북,2375,2013,3
2013-03,광주,1612,2013,3
2013-03,대구,2347,2013,3
2013-03,대전,1303,2013,3
2013-03,부산,6896,2013,3
2013-03,서울,3168,2013,3
2013-03,세종,721,2013,3
2013-03,울산,2792,2013,3
2013-03,인천,5080,2013,3
2013-03,전남,1993,2013,3
2013-03,전북,1041,2013,3
2013-03,제주,996,2013,3
2013-03,충남,2697,2013,3
2013-03,충북,902,2013,3
2013-04,강원,4149,2013,4
2013-04,경기,25164,2013,4
2013-04,경남,8703,2013,4
2013-04,경북,2270,2013,4
2013-04,광주,1471,2013,4
2013-04,대구,2089,2013,4
2013-04,대전,1399,2013,4
2013-04,부산,6131,2013,4
2013-04,서울,3035,2013,4
2013-04,세종,424,2013,4
2013-04,울산,2438,2013,4
2013-04,인천,5068,2013,4
2013-04,전남,1946,2013,4
2013-04,전북,1565,2013,4
2013-04,제주,983,2013,4
2013-04,충남,2555,2013,4
2013-04,충북,811,2013,4
2013-05,강원,3751,2013,5
2013-05,경기,24941,2013,5
2013-05,경남,7617,2013,5
2013-05,경북,2071,2013,5
2013-05,광주,1350,2013,5
2013-05,대구,1939,2013,5
2013-05,대전,1253,2013,5
2013-05,부산,5485,2013,5
2013-05,서울,2908,2013,5
2013-05,세종,619,2013,5
2013-05,울산,2210,2013,5
2013-05,인천,4920,2013,5
2013-05,전남,1920,2013,5
2013-05,전북,1873,2013,5
2013-05,제주,925,2013,5
2013-05,충남,2351,2013,5
2013-05,충북,763,2013,5
2013-06,강원,3461,2013,6
2013-06,경기,24556,2013,6
2013-06,경남,6992,2013,6
2013-06,경북,2081,2013,6
2013-06,광주,1233,2013,6
2013-06,대구,1760,2013,6
2013-06,대전,1187,2013,6
2013-06,부산,4956,2013,6
2013-06,서울,2722,2013,6
2013-06,세종,414,2013,6
2013-06,울산,1924,2013,6
2013-06,인천,5223,2013,6
2013-06,전남,2271,2013,6
2013-06,전북,1903,2013,6
2013-06,제주,744,2013,6
2013-06,충남,2961,2013,6
2013-06,충북,684,2013,6
2013-07,강원,3582,2013,7
2013-07,경기,27464,2013,7
2013-07,경남,7401,2013,7
2013-07,경북,1963,2013,7
2013-07,광주,1116,2013,7
2013-07,대구,1649,2013,7
2013-07,대전,1163,2013,7
2013-07,부산,4575,2013,7
2013-07,서울,2581,2013,7
2013-07,세종,739,2013,7
2013-07,울산,1830,2013,7
2013-07,인천,5281,2013,7
2013-07,전남,2183,2013,7
2013-07,전북,1982,2013,7
2013-07,제주,684,2013,7
2013-07,충남,2565,2013,7
2013-07,충북,914,2013,7
2013-08,강원,3446,2013,8
2013-08,경기,27803,2013,8
2013-08,경남,7829,2013,8
2013-08,경북,1817,2013,8
2013-08,광주,1064,2013,8
2013-08,대구,1492,2013,8
2013-08,대전,1066,2013,8
2013-08,부산,4848,2013,8
2013-08,서울,3970,2013,8
2013-08,세종,180,2013,8
2013-08,울산,1685,2013,8
2013-08,인천,5130,2013,8
2013-08,전남,2087,2013,8
2013-08,전북,1884,2013,8
2013-08,제주,614,2013,8
2013-08,충남,2321,2013,8
2013-08,충북,883,2013,8
2013-09,강원,3572,2013,9
2013-09,경기,25500,2013,9
2013-09,경남,7202,2013,9
2013-09,경북,1917,2013,9
2013-09,광주,913,2013,9
2013-09,대구,1602,2013,9
2013-09,대전,981,2013,9
2013-09,부산,4954,2013,9
2013-09,서울,4331,2013,9
2013-09,세종,43,2013,9
2013-09,울산,2816,2013,9
2013-09,인천,4840,2013,9
2013-09,전남,2021,2013,9
2013-09,전북,1694,2013,9
2013-09,제주,581,2013,9
2013-09,충남,2346,2013,9
2013-09,충북,797,2013,9
2013-10,강원,3283,2013,10
2013-10,경기,28399,2013,10
2013-10,경남,6396,2013,10
2013-10,경북,1590,2013,10
2013-10,광주,817,2013,10
2013-10,대구,1359,2013,10
2013-10,대전,876,2013,10
2013-10,부산,4385,2013,10
2013-10,서울,3808,2013,10
2013-10,세종,14,2013,10
2013-10,울산,2499,2013,10
2013-10,인천,4335,2013,10
2013-10,전남,1829,2013,10
2013-10,전북,1595,2013,10
2013-10,제주,516,2013,10
2013-10,충남,2007,2013,10
2013-10,충북,725,2013,10
2013-11,강원,3156,2013,11
2013-11,경기,26413,2013,11
2013-11,경남,5840,2013,11
2013-11,경북,1542,2013,11
2013-11,광주,377,2013,11
2013-11,대구,1196,2013,11
2013-11,대전,989,2013,11
2013-11,부산,5350,2013,11
2013-11,서울,3568,2013,11
2013-11,세종,158,2013,11
2013-11,울산,2895,2013,11
2013-11,인천,4222,2013,11
2013-11,전남,2065,2013,11
2013-11,전북,1511,2013,11
2013-11,제주,477,2013,11
2013-11,충남,3265,2013,11
2013-11,충북,685,2013,11
2013-12,강원,3055,2013,12
2013-12,경기,24760,2013,12
2013-12,경남,4909,2013,12
2013-12,경북,1405,2013,12
2013-12,광주,323,2013,12
2013-12,대구,1234,2013,12
2013-12,대전,1146,2013,12
2013-12,부산,4259,2013,12
2013-12,서울,3157,2013,12
2013-12,세종,54,2013,12
2013-12,울산,3310,2013,12
2013-12,인천,5275,2013,12
2013-12,전남,1981,2013,12
2013-12,전북,1470,2013,12
2013-12,제주,588,2013,12
2013-12,충남,3566,2013,12
2013-12,충북,599,2013,12
2014-01,강원,2936,2014,1
2014-01,경기,22525,2014,1
2014-01,경남,4801,2014,1
2014-01,경북,1167,2014,1
2014-01,광주,340,2014,1
2014-01,대구,955,2014,1
2014-01,대전,867,2014,1
2014-01,부산,4131,2014,1
2014-01,서울,2905,2014,1
2014-01,세종,4,2014,1
2014-01,울산,2943,2014,1
2014-01,인천,7267,2014,1
2014-01,전남,1921,2014,1
2014-01,전북,1383,2014,1
2014-01,제주,557,2014,1
2014-01,충남,3204,2014,1
2014-01,충북,670,2014,1
2014-02,강원,3049,2014,2
2014-02,경기,19653,2014,2
2014-02,경남,4380,2014,2
2014-02,경북,1043,2014,2
2014-02,광주,206,2014,2
2014-02,대구,615,2014,2
2014-02,대전,740,2014,2
2014-02,부산,3433,2014,2
2014-02,서울,2734,2014,2
2014-02,세종,4,2014,2
2014-02,울산,2559,2014,2
2014-02,인천,6891,2014,2
2014-02,전남,1851,2014,2
2014-02,전북,1319,2014,2
2014-02,제주,540,2014,2
2014-02,충남,2741,2014,2
2014-02,충북,633,2014,2
2014-03,강원,2899,2014,3
2014-03,경기,17509,2014,3
2014-03,경남,3934,2014,3
2014-03,경북,1122,2014,3
2014-03,광주,483,2014,3
2014-03,대구,523,2014,3
2014-03,대전,669,2014,3
2014-03,부산,3985,2014,3
2014-03,서울,2259,2014,3
2014-03,세종,4,2014,3
2014-03,울산,2081,2014,3
2014-03,인천,6314,2014,3
2014-03,전남,1742,2014,3
2014-03,전북,1254,2014,3
2014-03,제주,511,2014,3
2014-03,충남,2260,2014,3
2014-03,충북,618,2014,3
2014-04,강원,2840,2014,4
2014-04,경기,16174,2014,4
2014-04,경남,3768,2014,4
2014-04,경북,1060,2014,4
2014-04,광주,129,2014,4
2014-04,대구,296,2014,4
2014-04,대전,608,2014,4
2014-04,부산,3490,2014,4
2014-04,서울,2185,2014,4
2014-04,세종,211,2014,4
2014-04,울산,1709,2014,4
2014-04,인천,5933,2014,4
2014-04,전남,1927,2014,4
2014-04,전북,1420,2014,4
2014-04,제주,503,2014,4
2014-04,충남,1878,2014,4
2014-04,충북,1442,2014,4
2014-05,강원,2413,2014,5
2014-05,경기,19362,2014,5
2014-05,경남,3840,2014,5
2014-05,경북,911,2014,5
2014-05,광주,127,2014,5
2014-05,대구,562,2014,5
2014-05,대전,573,2014,5
2014-05,부산,2962,2014,5
2014-05,서울,2241,2014,5
2014-05,세종,478,2014,5
2014-05,울산,1467,2014,5
2014-05,인천,7443,2014,5
2014-05,전남,1879,2014,5
2014-05,전북,1253,2014,5
2014-05,제주,408,2014,5
2014-05,충남,1587,2014,5
2014-05,충북,1520,2014,5
2014-06,강원,2275,2014,6
2014-06,경기,20632,2014,6
2014-06,경남,4040,2014,6
2014-06,경북,720,2014,6
2014-06,광주,117,2014,6
2014-06,대구,367,2014,6
2014-06,대전,531,2014,6
2014-06,부산,2640,2014,6
2014-06,서울,2601,2014,6
2014-06,세종,302,2014,6
2014-06,울산,1115,2014,6
2014-06,인천,6979,2014,6
2014-06,전남,3338,2014,6
2014-06,전북,1401,2014,6
2014-06,제주,360,2014,6
2014-06,충남,1353,2014,6
2014-06,충북,1486,2014,6
2014-07,강원,2169,2014,7
2014-07,경기,17887,2014,7
2014-07,경남,4474,2014,7
2014-07,경북,1138,2014,7
2014-07,광주,657,2014,7
2014-07,대구,1754,2014,7
2014-07,대전,590,2014,7
2014-07,부산,2822,2014,7
2014-07,서울,2492,2014,7
2014-07,세종,1344,2014,7
2014-07,울산,806,2014,7
2014-07,인천,6418,2014,7
2014-07,전남,3244,2014,7
2014-07,전북,1502,2014,7
2014-07,제주,323,2014,7
2014-07,충남,1816,2014,7
2014-07,충북,1851,2014,7
2014-08,강원,1739,2014,8
2014-08,경기,15340,2014,8
2014-08,경남,3769,2014,8
2014-08,경북,1578,2014,8
2014-08,광주,410,2014,8
2014-08,대구,1097,2014,8
2014-08,대전,827,2014,8
2014-08,부산,2227,2014,8
2014-08,서울,2362,2014,8
2014-08,세종,897,2014,8
2014-08,울산,555,2014,8
2014-08,인천,5512,2014,8
2014-08,전남,3139,2014,8
2014-08,전북,1420,2014,8
2014-08,제주,264,2014,8
2014-08,충남,2095,2014,8
2014-08,충북,1553,2014,8
2014-09,강원,1630,2014,9
2014-09,경기,13505,2014,9
2014-09,경남,3319,2014,9
2014-09,경북,1338,2014,9
2014-09,광주,268,2014,9
2014-09,대구,773,2014,9
2014-09,대전,650,2014,9
2014-09,부산,2671,2014,9
2014-09,서울,1797,2014,9
2014-09,세종,697,2014,9
2014-09,울산,409,2014,9
2014-09,인천,4640,2014,9
2014-09,전남,3031,2014,9
2014-09,전북,1350,2014,9
2014-09,제주,239,2014,9
2014-09,충남,1525,2014,9
2014-09,충북,1326,2014,9
2014-10,강원,3357,2014,10
2014-10,경기,13999,2014,10
2014-10,경남,2907,2014,10
2014-10,경북,1762,2014,10
2014-10,광주,186,2014,10
2014-10,대구,788,2014,10
2014-10,대전,562,2014,10
2014-10,부산,2199,2014,10
2014-10,서울,1724,2014,10
2014-10,세종,313,2014,10
2014-10,울산,342,2014,10
2014-10,인천,3996,2014,10
2014-10,전남,2678,2014,10
2014-10,전북,1299,2014,10
2014-10,제주,160,2014,10
2014-10,충남,2676,2014,10
2014-10,충북,1144,2014,10
2014-11,강원,3086,2014,11
2014-11,경기,14539,2014,11
2014-11,경남,2776,2014,11
2014-11,경북,2516,2014,11
2014-11,광주,172,2014,11
2014-11,대구,554,2014,11
2014-11,대전,669,2014,11
2014-11,부산,2375,2014,11
2014-11,서울,1522,2014,11
2014-11,세종,61,2014,11
2014-11,울산,307,2014,11
2014-11,인천,3713,2014,11
2014-11,전남,2641,2014,11
2014-11,전북,1255,2014,11
2014-11,제주,147,2014,11
2014-11,충남,2338,2014,11
2014-11,충북,1032,2014,11
2014-12,강원,3054,2014,12
2014-12,경기,14723,2014,12
2014-12,경남,2962,2014,12
2014-12,경북,2023,2014,12
2014-12,광주,247,2014,12
2014-12,대구,1013,2014,12
2014-12,대전,444,2014,12
2014-12,부산,2060,2014,12
2014-12,서울,1356,2014,12
2014-12,세종,433,2014,12
2014-12,울산,258,2014,12
2014-12,인천,3735,2014,12
2014-12,전남,2981,2014,12
2014-12,전북,1197,2014,12
2014-12,제주,124,2014,12
2014-12,충남,2838,2014,12
2014-12,충북,931,2014,12
2015-01,강원,2930,2015,1
2015-01,경기,14201,2015,1
2015-01,경남,3138,2015,1
2015-01,경북,2024,2015,1
2015-01,광주,252,2015,1
2015-01,대구,857,2015,1
2015-01,대전,456,2015,1
2015-01,부산,1710,2015,1
2015-01,서울,1497,2015,1
2015-01,세종,295,2015,1
2015-01,울산,329,2015,1
2015-01,인천,3257,2015,1
2015-01,전남,2006,2015,1
2015-01,전북,824,2015,1
2015-01,제주,168,2015,1
2015-01,충남,2199,2015,1
2015-01,충북,842,2015,1
2015-02,강원,2850,2015,2
2015-02,경기,12695,2015,2
2015-02,경남,2766,2015,2
2015-02,경북,1844,2015,2
2015-02,광주,141,2015,2
2015-02,대구,669,2015,2
2015-02,대전,424,2015,2
2015-02,부산,1515,2015,2
2015-02,서울,1238,2015,2
2015-02,세종,84,2015,2
2015-02,울산,309,2015,2
2015-02,인천,2991,2015,2
2015-02,전남,1888,2015,2
2015-02,전북,883,2015,2
2015-02,제주,108,2015,2
2015-02,충남,2318,2015,2
2015-02,충북,1090,2015,2
2015-03,강원,2703,2015,3
2015-03,경기,10285,2015,3
2015-03,경남,2175,2015,3
2015-03,경북,1625,2015,3
2015-03,광주,109,2015,3
2015-03,대구,483,2015,3
2015-03,대전,478,2015,3
2015-03,부산,1258,2015,3
2015-03,서울,1064,2015,3
2015-03,세종,0,2015,3
2015-03,울산,250,2015,3
2015-03,인천,2846,2015,3
2015-03,전남,1716,2015,3
2015-03,전북,828,2015,3
2015-03,제주,106,2015,3
2015-03,충남,2031,2015,3
2015-03,충북,940,2015,3
2015-04,강원,2577,2015,4
2015-04,경기,10976,2015,4
2015-04,경남,1838,2015,4
2015-04,경북,1380,2015,4
2015-04,광주,91,2015,4
2015-04,대구,203,2015,4
2015-04,대전,457,2015,4
2015-04,부산,935,2015,4
2015-04,서울,987,2015,4
2015-04,세종,0,2015,4
2015-04,울산,118,2015,4
2015-04,인천,2547,2015,4
2015-04,전남,1620,2015,4
2015-04,전북,829,2015,4
2015-04,제주,162,2015,4
2015-04,충남,2535,2015,4
2015-04,충북,838,2015,4
2015-05,강원,2946,2015,5
2015-05,경기,10458,2015,5
2015-05,경남,1881,2015,5
2015-05,경북,986,2015,5
2015-05,광주,120,2015,5
2015-05,대구,49,2015,5
2015-05,대전,432,2015,5
2015-05,부산,835,2015,5
2015-05,서울,976,2015,5
2015-05,세종,0,2015,5
2015-05,울산,98,2015,5
2015-05,인천,2998,2015,5
2015-05,전남,1480,2015,5
2015-05,전북,1102,2015,5
2015-05,제주,67,2015,5
2015-05,충남,2966,2015,5
2015-05,충북,748,2015,5
2015-06,강원,3373,2015,6
2015-06,경기,12927,2015,6
2015-06,경남,2450,2015,6
2015-06,경북,2014,2015,6
2015-06,광주,189,2015,6
2015-06,대구,27,2015,6
2015-06,대전,780,2015,6
2015-06,부산,987,2015,6
2015-06,서울,638,2015,6
2015-06,세종,0,2015,6
2015-06,울산,96,2015,6
2015-06,인천,2529,2015,6
2015-06,전남,1463,2015,6
2015-06,전북,1588,2015,6
2015-06,제주,217,2015,6
2015-06,충남,3475,2015,6
2015-06,충북,1315,2015,6
2015-07,강원,2089,2015,7
2015-07,경기,13014,2015,7
2015-07,경남,3351,2015,7
2015-07,경북,1476,2015,7
2015-07,광주,183,2015,7
2015-07,대구,11,2015,7
2015-07,대전,1322,2015,7
2015-07,부산,1371,2015,7
2015-07,서울,482,2015,7
2015-07,세종,0,2015,7
2015-07,울산,125,2015,7
2015-07,인천,2440,2015,7
2015-07,전남,1286,2015,7
2015-07,전북,1227,2015,7
2015-07,제주,79,2015,7
2015-07,충남,3345,2015,7
2015-07,충북,1376,2015,7
2015-08,강원,1766,2015,8
2015-08,경기,12428,2015,8
2015-08,경남,2606,2015,8
2015-08,경북,1891,2015,8
2015-08,광주,190,2015,8
2015-08,대구,11,2015,8
2015-08,대전,909,2015,8
2015-08,부산,1044,2015,8
2015-08,서울,317,2015,8
2015-08,세종,0,2015,8
2015-08,울산,105,2015,8
2015-08,인천,3144,2015,8
2015-08,전남,1246,2015,8
2015-08,전북,1131,2015,8
2015-08,제주,32,2015,8
2015-08,충남,3636,2015,8
2015-08,충북,1242,2015,8
2015-09,강원,1761,2015,9
2015-09,경기,11534,2015,9
2015-09,경남,2800,2015,9
2015-09,경북,1709,2015,9
2015-09,광주,260,2015,9
2015-09,대구,108,2015,9
2015-09,대전,809,2015,9
2015-09,부산,1252,2015,9
2015-09,서울,251,2015,9
2015-09,세종,0,2015,9
2015-09,울산,94,2015,9
2015-09,인천,2764,2015,9
2015-09,전남,1208,2015,9
2015-09,전북,1140,2015,9
2015-09,제주,32,2015,9
2015-09,충남,5537,2015,9
2015-09,충북,1265,2015,9
2015-10,강원,1641,2015,10
2015-10,경기,12510,2015,10
2015-10,경남,2440,2015,10
2015-10,경북,1837,2015,10
2015-10,광주,269,2015,10
2015-10,대구,121,2015,10
2015-10,대전,552,2015,10
2015-10,부산,1191,2015,10
2015-10,서울,264,2015,10
2015-10,세종,0,2015,10
2015-10,울산,89,2015,10
2015-10,인천,2802,2015,10
2015-10,전남,1095,2015,10
2015-10,전북,1059,2015,10
2015-10,제주,26,2015,10
2015-10,충남,5110,2015,10
2015-10,충북,1215,2015,10
2015-11,강원,1937,2015,11
2015-11,경기,21809,2015,11
2015-11,경남,2947,2015,11
2015-11,경북,1654,2015,11
2015-11,광주,298,2015,11
2015-11,대구,114,2015,11
2015-11,대전,1067,2015,11
2015-11,부산,1074,2015,11
2015-11,서울,241,2015,11
2015-11,세종,16,2015,11
2015-11,울산,365,2015,11
2015-11,인천,4528,2015,11
2015-11,전남,1562,2015,11
2015-11,전북,1336,2015,11
2015-11,제주,44,2015,11
2015-11,충남,6618,2015,11
2015-11,충북,4114,2015,11
2015-12,강원,1876,2015,12
2015-12,경기,25937,2015,12
2015-12,경남,3411,2015,12
2015-12,경북,3802,2015,12
2015-12,광주,735,2015,12
2015-12,대구,2396,2015,12
2015-12,대전,1243,2015,12
2015-12,부산,1290,2015,12
2015-12,서울,494,2015,12
2015-12,세종,16,2015,12
2015-12,울산,437,2015,12
2015-12,인천,4206,2015,12
2015-12,전남,1608,2015,12
2015-12,전북,1227,2015,12
2015-12,제주,114,2015,12
2015-12,충남,9065,2015,12
2015-12,충북,3655,2015,12
2016-01,강원,2264,2016,1
2016-01,경기,24276,2016,1
2016-01,경남,3353,2016,1
2016-01,경북,3725,2016,1
2016-01,광주,672,2016,1
2016-01,대구,1806,2016,1
2016-01,대전,1038,2016,1
2016-01,부산,1308,2016,1
2016-01,서울,737,2016,1
2016-01,세종,4,2016,1
2016-01,울산,857,2016,1
2016-01,인천,4036,2016,1
2016-01,전남,1563,2016,1
2016-01,전북,1311,2016,1
2016-01,제주,119,2016,1
2016-01,충남,8530,2016,1
2016-01,충북,5007,2016,1
2016-02,강원,2271,2016,2
2016-02,경기,20491,2016,2
2016-02,경남,3676,2016,2
2016-02,경북,3490,2016,2
2016-02,광주,711,2016,2
2016-02,대구,1666,2016,2
2016-02,대전,866,2016,2
2016-02,부산,1217,2016,2
2016-02,서울,884,2016,2
2016-02,세종,4,2016,2
2016-02,울산,668,2016,2
2016-02,인천,3596,2016,2
2016-02,전남,1478,2016,2
2016-02,전북,1440,2016,2
2016-02,제주,55,2016,2
2016-02,충남,8249,2016,2
2016-02,충북,4341,2016,2
2016-03,강원,1863,2016,3
2016-03,경기,19047,2016,3
2016-03,경남,4683,2016,3
2016-03,경북,3994,2016,3
2016-03,광주,764,2016,3
2016-03,대구,1769,2016,3
2016-03,대전,759,2016,3
2016-03,부산,1251,2016,3
2016-03,서울,788,2016,3
2016-03,세종,4,2016,3
2016-03,울산,627,2016,3
2016-03,인천,3465,2016,3
2016-03,전남,1380,2016,3
2016-03,전북,1470,2016,3
2016-03,제주,62,2016,3
2016-03,충남,7823,2016,3
2016-03,충북,4096,2016,3
2016-04,강원,2097,2016,4
2016-04,경기,18365,2016,4
2016-04,경남,4221,2016,4
2016-04,경북,3940,2016,4
2016-04,광주,812,2016,4
2016-04,대구,1638,2016,4
2016-04,대전,684,2016,4
2016-04,부산,1315,2016,4
2016-04,서울,651,2016,4
2016-04,세종,3,2016,4
2016-04,울산,593,2016,4
2016-04,인천,3329,2016,4
2016-04,전남,2017,2016,4
2016-04,전북,1945,2016,4
2016-04,제주,158,2016,4
2016-04,충남,7452,2016,4
2016-04,충북,4596,2016,4
2016-05,강원,1943,2016,5
2016-05,경기,17272,2016,5
2016-05,경남,5403,2016,5
2016-05,경북,4658,2016,5
2016-05,광주,1049,2016,5
2016-05,대구,1462,2016,5
2016-05,대전,812,2016,5
2016-05,부산,1253,2016,5
2016-05,서울,507,2016,5
2016-05,세종,0,2016,5
2016-05,울산,1609,2016,5
2016-05,인천,3108,2016,5
2016-05,전남,1844,2016,5
2016-05,전북,2374,2016,5
2016-05,제주,122,2016,5
2016-05,충남,7869,2016,5
2016-05,충북,4171,2016,5
2016-06,강원,2127,2016,6
2016-06,경기,19737,2016,6
2016-06,경남,5553,2016,6
2016-06,경북,5621,2016,6
2016-06,광주,1095,2016,6
2016-06,대구,1230,2016,6
2016-06,대전,767,2016,6
2016-06,부산,1568,2016,6
2016-06,서울,409,2016,6
2016-06,세종,0,2016,6
2016-06,울산,1037,2016,6
2016-06,인천,3179,2016,6
2016-06,전남,1758,2016,6
2016-06,전북,2745,2016,6
2016-06,제주,249,2016,6
2016-06,충남,8017,2016,6
2016-06,충북,4907,2016,6
2016-07,강원,3061,2016,7
2016-07,경기,17243,2016,7
2016-07,경남,9737,2016,7
2016-07,경북,6198,2016,7
2016-07,광주,931,2016,7
2016-07,대구,1225,2016,7
2016-07,대전,740,2016,7
2016-07,부산,1429,2016,7
2016-07,서울,426,2016,7
2016-07,세종,0,2016,7
2016-07,울산,907,2016,7
2016-07,인천,3724,2016,7
2016-07,전남,1661,2016,7
2016-07,전북,2518,2016,7
2016-07,제주,255,2016,7
2016-07,충남,8644,2016,7
2016-07,충북,4428,2016,7
2016-08,강원,2678,2016,8
2016-08,경기,17860,2016,8
2016-08,경남,9369,2016,8
2016-08,경북,5908,2016,8
2016-08,광주,906,2016,8
2016-08,대구,1631,2016,8
2016-08,대전,859,2016,8
2016-08,부산,1364,2016,8
2016-08,서울,372,2016,8
2016-08,세종,0,2016,8
2016-08,울산,701,2016,8
2016-08,인천,3124,2016,8
2016-08,전남,1508,2016,8
2016-08,전북,2619,2016,8
2016-08,제주,350,2016,8
2016-08,충남,9232,2016,8
2016-08,충북,4081,2016,8
2016-09,강원,2874,2016,9
2016-09,경기,16296,2016,9
