연월,시도,미분양_호수,연도,월
2016-09,경남,8801,2016,9
2016-09,경북,6716,2016,9
2016-09,광주,1090,2016,9
2016-09,대구,1404,2016,9
2016-09,대전,693,2016,9
2016-09,부산,1306,2016,9
2016-09,서울,327,2016,9
2016-09,세종,0,2016,9
2016-09,울산,605,2016,9
2016-09,인천,2398,2016,9
2016-09,전남,1420,2016,9
2016-09,전북,2736,2016,9
2016-09,제주,285,2016,9
2016-09,충남,9585,2016,9
2016-09,충북,4164,2016,9
2016-10,강원,2479,2016,10
2016-10,경기,14594,2016,10
2016-10,경남,7868,2016,10
2016-10,경북,7556,2016,10
2016-10,광주,877,2016,10
2016-10,대구,1135,2016,10
2016-10,대전,730,2016,10
2016-10,부산,1168,2016,10
2016-10,서울,283,2016,10
2016-10,세종,0,2016,10
2016-10,울산,526,2016,10
2016-10,인천,2830,2016,10
2016-10,전남,1364,2016,10
2016-10,전북,2737,2016,10
2016-10,제주,306,2016,10
2016-10,충남,9167,2016,10
2016-10,충북,4089,2016,10
2016-11,강원,3605,2016,11
2016-11,경기,14396,2016,11
2016-11,경남,7414,2016,11
2016-11,경북,7266,2016,11
2016-11,광주,691,2016,11
2016-11,대구,978,2016,11
2016-11,대전,606,2016,11
2016-11,부산,1110,2016,11
2016-11,서울,268,2016,11
2016-11,세종,0,2016,11
2016-11,울산,509,2016,11
2016-11,인천,3571,2016,11
2016-11,전남,1344,2016,11
2016-11,전북,2533,2016,11
2016-11,제주,298,2016,11
2016-11,충남,9073,2016,11
2016-11,충북,3920,2016,11
2016-12,강원,3314,2016,12
2016-12,경기,13362,2016,12
2016-12,경남,8014,2016,12
2016-12,경북,7421,2016,12
2016-12,광주,554,2016,12
2016-12,대구,915,2016,12
2016-12,대전,644,2016,12
2016-12,부산,1171,2016,12
2016-12,서울,274,2016,12
2016-12,세종,0,2016,12
2016-12,울산,481,2016,12
2016-12,인천,3053,2016,12
2016-12,전남,1245,2016,12
2016-12,전북,2382,2016,12
2016-12,제주,271,2016,12
2016-12,충남,9323,2016,12
2016-12,충북,3989,2016,12
2017-01,강원,3466,2017,1
2017-01,경기,15092,2017,1
2017-01,경남,7785,2017,1
2017-01,경북,8032,2017,1
2017-01,광주,818,2017,1
2017-01,대구,828,2017,1
2017-01,대전,551,2017,1
2017-01,부산,1102,2017,1
2017-01,서울,205,2017,1
2017-01,세종,0,2017,1
2017-01,울산,682,2017,1
2017-01,인천,3641,2017,1
2017-01,전남,1153,2017,1
2017-01,전북,2468,2017,1
2017-01,제주,353,2017,1
2017-01,충남,9094,2017,1
2017-01,충북,4043,2017,1
2017-02,강원,3281,2017,2
2017-02,경기,14492,2017,2
2017-02,경남,11117,2017,2
2017-02,경북,7785,2017,2
2017-02,광주,764,2017,2
2017-02,대구,703,2017,2
2017-02,대전,726,2017,2
2017-02,부산,1041,2017,2
2017-02,서울,187,2017,2
2017-02,세종,0,2017,2
2017-02,울산,811,2017,2
2017-02,인천,3335,2017,2
2017-02,전남,1145,2017,2
2017-02,전북,2278,2017,2
2017-02,제주,446,2017,2
2017-02,충남,8970,2017,2
2017-02,충북,3982,2017,2
2017-03,강원,3064,2017,3
2017-03,경기,14465,2017,3
2017-03,경남,10712,2017,3
2017-03,경북,7538,2017,3
2017-03,광주,696,2017,3
2017-03,대구,627,2017,3
2017-03,대전,998,2017,3
2017-03,부산,959,2017,3
2017-03,서울,200,2017,3
2017-03,세종,0,2017,3
2017-03,울산,789,2017,3
2017-03,인천,4501,2017,3
2017-03,전남,1108,2017,3
2017-03,전북,2087,2017,3
2017-03,제주,735,2017,3
2017-03,충남,8785,2017,3
2017-03,충북,4415,2017,3
2017-04,강원,3297,2017,4
2017-04,경기,13309,2017,4
2017-04,경남,9341,2017,4
2017-04,경북,7472,2017,4
2017-04,광주,1392,2017,4
2017-04,대구,529,2017,4
2017-04,대전,935,2017,4
2017-04,부산,905,2017,4
2017-04,서울,157,2017,4
2017-04,세종,0,2017,4
2017-04,울산,736,2017,4
2017-04,인천,3703,2017,4
2017-04,전남,1023,2017,4
2017-04,전북,2130,2017,4
2017-04,제주,914,2017,4
2017-04,충남,8715,2017,4
2017-04,충북,5755,2017,4
2017-05,강원,3013,2017,5
2017-05,경기,11958,2017,5
2017-05,경남,9040,2017,5
2017-05,경북,7774,2017,5
2017-05,광주,1326,2017,5
2017-05,대구,383,2017,5
2017-05,대전,888,2017,5
2017-05,부산,836,2017,5
2017-05,서울,119,2017,5
2017-05,세종,0,2017,5
2017-05,울산,713,2017,5
2017-05,인천,3158,2017,5
2017-05,전남,979,2017,5
2017-05,전북,1956,2017,5
2017-05,제주,971,2017,5
2017-05,충남,8312,2017,5
2017-05,충북,5433,2017,5
2017-06,강원,3019,2017,6
2017-06,경기,11229,2017,6
2017-06,경남,9166,2017,6
2017-06,경북,7514,2017,6
2017-06,광주,804,2017,6
2017-06,대구,299,2017,6
2017-06,대전,1073,2017,6
2017-06,부산,734,2017,6
2017-06,서울,64,2017,6
2017-06,세종,0,2017,6
2017-06,울산,873,2017,6
2017-06,인천,3057,2017,6
2017-06,전남,935,2017,6
2017-06,전북,2242,2017,6
2017-06,제주,971,2017,6
2017-06,충남,8020,2017,6
2017-06,충북,7108,2017,6
2017-07,강원,2655,2017,7
2017-07,경기,9560,2017,7
2017-07,경남,9707,2017,7
2017-07,경북,7826,2017,7
2017-07,광주,797,2017,7
2017-07,대구,237,2017,7
2017-07,대전,1083,2017,7
2017-07,부산,752,2017,7
2017-07,서울,41,2017,7
2017-07,세종,0,2017,7
2017-07,울산,869,2017,7
2017-07,인천,2516,2017,7
2017-07,전남,756,2017,7
2017-07,전북,2082,2017,7
2017-07,제주,903,2017,7
2017-07,충남,7645,2017,7
2017-07,충북,6853,2017,7
2017-08,강원,2316,2017,8
2017-08,경기,7596,2017,8
2017-08,경남,10354,2017,8
2017-08,경북,8269,2017,8
2017-08,광주,766,2017,8
2017-08,대구,139,2017,8
2017-08,대전,1093,2017,8
2017-08,부산,738,2017,8
2017-08,서울,39,2017,8
2017-08,세종,0,2017,8
2017-08,울산,898,2017,8
2017-08,인천,2081,2017,8
2017-08,전남,690,2017,8
2017-08,전북,2037,2017,8
2017-08,제주,914,2017,8
2017-08,충남,9765,2017,8
2017-08,충북,5435,2017,8
2017-09,강원,3094,2017,9
2017-09,경기,7945,2017,9
2017-09,경남,11147,2017,9
2017-09,경북,8077,2017,9
2017-09,광주,769,2017,9
2017-09,대구,133,2017,9
2017-09,대전,945,2017,9
2017-09,부산,720,2017,9
2017-09,서울,75,2017,9
2017-09,세종,0,2017,9
2017-09,울산,872,2017,9
2017-09,인천,2291,2017,9
2017-09,전남,780,2017,9
2017-09,전북,2154,2017,9
2017-09,제주,1021,2017,9
2017-09,충남,9470,2017,9
2017-09,충북,4927,2017,9
2017-10,강원,2701,2017,10
2017-10,경기,7912,2017,10
2017-10,경남,11257,2017,10
2017-10,경북,8065,2017,10
2017-10,광주,781,2017,10
2017-10,대구,125,2017,10
2017-10,대전,854,2017,10
2017-10,부산,1473,2017,10
2017-10,서울,56,2017,10
2017-10,세종,0,2017,10
2017-10,울산,866,2017,10
2017-10,인천,1908,2017,10
2017-10,전남,728,2017,10
2017-10,전북,1964,2017,10
2017-10,제주,1056,2017,10
2017-10,충남,11309,2017,10
2017-10,충북,4652,2017,10
2017-11,강원,2474,2017,11
2017-11,경기,8375,2017,11
2017-11,경남,12122,2017,11
2017-11,경북,7794,2017,11
2017-11,광주,796,2017,11
2017-11,대구,125,2017,11
2017-11,대전,1062,2017,11
2017-11,부산,1593,2017,11
2017-11,서울,68,2017,11
2017-11,세종,0,2017,11
2017-11,울산,849,2017,11
2017-11,인천,1751,2017,11
2017-11,전남,651,2017,11
2017-11,전북,1895,2017,11
2017-11,제주,1183,2017,11
2017-11,충남,10624,2017,11
2017-11,충북,5285,2017,11
2017-12,강원,2816,2017,12
2017-12,경기,8793,2017,12
2017-12,경남,12088,2017,12
2017-12,경북,7630,2017,12
2017-12,광주,707,2017,12
2017-12,대구,126,2017,12
2017-12,대전,759,2017,12
2017-12,부산,1920,2017,12
2017-12,서울,45,2017,12
2017-12,세종,0,2017,12
2017-12,울산,855,2017,12
2017-12,인천,1549,2017,12
2017-12,전남,627,2017,12
2017-12,전북,1881,2017,12
2017-12,제주,1271,2017,12
2017-12,충남,11283,2017,12
2017-12,충북,4980,2017,12
2018-01,강원,2693,2018,1
2018-01,경기,8611,2018,1
2018-01,경남,13227,2018,1
2018-01,경북,7806,2018,1
2018-01,광주,562,2018,1
2018-01,대구,143,2018,1
2018-01,대전,1084,2018,1
2018-01,부산,2291,2018,1
2018-01,서울,45,2018,1
2018-01,세종,0,2018,1
2018-01,울산,1089,2018,1
2018-01,인천,1192,2018,1
2018-01,전남,1249,2018,1
2018-01,전북,1846,2018,1
2018-01,제주,1280,2018,1
2018-01,충남,11352,2018,1
2018-01,충북,4634,2018,1
2018-02,강원,4636,2018,2
2018-02,경기,8676,2018,2
2018-02,경남,12914,2018,2
2018-02,경북,8237,2018,2
2018-02,광주,431,2018,2
2018-02,대구,135,2018,2
2018-02,대전,1210,2018,2
2018-02,부산,2937,2018,2
2018-02,서울,48,2018,2
2018-02,세종,0,2018,2
2018-02,울산,837,2018,2
2018-02,인천,1246,2018,2
2018-02,전남,1211,2018,2
2018-02,전북,1667,2018,2
2018-02,제주,1190,2018,2
2018-02,충남,11002,2018,2
2018-02,충북,4526,2018,2
2018-03,강원,5215,2018,3
2018-03,경기,7422,2018,3
2018-03,경남,13149,2018,3
2018-03,경북,7820,2018,3
2018-03,광주,383,2018,3
2018-03,대구,153,2018,3
2018-03,대전,740,2018,3
2018-03,부산,2703,2018,3
2018-03,서울,48,2018,3
2018-03,세종,0,2018,3
2018-03,울산,830,2018,3
2018-03,인천,1237,2018,3
2018-03,전남,1409,2018,3
2018-03,전북,1651,2018,3
2018-03,제주,1339,2018,3
2018-03,충남,9738,2018,3
2018-03,충북,4167,2018,3
2018-04,강원,5038,2018,4
2018-04,경기,9003,2018,4
2018-04,경남,13724,2018,4
2018-04,경북,7649,2018,4
2018-04,광주,366,2018,4
2018-04,대구,230,2018,4
2018-04,대전,843,2018,4
2018-04,부산,2427,2018,4
2018-04,서울,47,2018,4
2018-04,세종,0,2018,4
2018-04,울산,1008,2018,4
2018-04,인천,1311,2018,4
2018-04,전남,1325,2018,4
2018-04,전북,1519,2018,4
2018-04,제주,1260,2018,4
2018-04,충남,9435,2018,4
2018-04,충북,4398,2018,4
2018-05,강원,4883,2018,5
2018-05,경기,8600,2018,5
2018-05,경남,14955,2018,5
2018-05,경북,7455,2018,5
2018-05,광주,338,2018,5
2018-05,대구,194,2018,5
2018-05,대전,888,2018,5
2018-05,부산,2238,2018,5
2018-05,서울,47,2018,5
2018-05,세종,0,2018,5
2018-05,울산,1004,2018,5
2018-05,인천,1186,2018,5
2018-05,전남,1241,2018,5
2018-05,전북,1891,2018,5
2018-05,제주,1268,2018,5
2018-05,충남,9111,2018,5
2018-05,충북,4537,2018,5
2018-06,강원,4729,2018,6
2018-06,경기,8134,2018,6
2018-06,경남,14896,2018,6
2018-06,경북,8419,2018,6
2018-06,광주,317,2018,6
2018-06,대구,506,2018,6
2018-06,대전,1035,2018,6
2018-06,부산,2169,2018,6
2018-06,서울,47,2018,6
2018-06,세종,0,2018,6
2018-06,울산,1004,2018,6
2018-06,인천,1327,2018,6
2018-06,전남,1212,2018,6
2018-06,전북,2174,2018,6
2018-06,제주,1299,2018,6
2018-06,충남,9494,2018,6
2018-06,충북,5288,2018,6
2018-07,강원,4906,2018,7
2018-07,경기,7530,2018,7
2018-07,경남,15095,2018,7
2018-07,경북,8198,2018,7
2018-07,광주,266,2018,7
2018-07,대구,1345,2018,7
2018-07,대전,973,2018,7
2018-07,부산,3266,2018,7
2018-07,서울,42,2018,7
2018-07,세종,0,2018,7
2018-07,울산,1006,2018,7
2018-07,인천,1260,2018,7
2018-07,전남,1103,2018,7
2018-07,전북,2034,2018,7
2018-07,제주,1275,2018,7
2018-07,충남,9963,2018,7
2018-07,충북,4870,2018,7
2018-08,강원,5240,2018,8
2018-08,경기,7287,2018,8
2018-08,경남,14912,2018,8
2018-08,경북,8033,2018,8
2018-08,광주,240,2018,8
2018-08,대구,945,2018,8
2018-08,대전,978,2018,8
2018-08,부산,3129,2018,8
2018-08,서울,39,2018,8
2018-08,세종,0,2018,8
2018-08,울산,1005,2018,8
2018-08,인천,1208,2018,8
2018-08,전남,1494,2018,8
2018-08,전북,1810,2018,8
2018-08,제주,1217,2018,8
2018-08,충남,9953,2018,8
2018-08,충북,4880,2018,8
2018-09,강원,5112,2018,9
2018-09,경기,6487,2018,9
2018-09,경남,14847,2018,9
2018-09,경북,8760,2018,9
2018-09,광주,194,2018,9
2018-09,대구,745,2018,9
2018-09,대전,948,2018,9
2018-09,부산,3111,2018,9
2018-09,서울,29,2018,9
2018-09,세종,0,2018,9
2018-09,울산,1007,2018,9
2018-09,인천,1135,2018,9
2018-09,전남,1350,2018,9
2018-09,전북,1681,2018,9
2018-09,제주,1275,2018,9
2018-09,충남,9489,2018,9
2018-09,충북,4426,2018,9
2018-10,강원,5350,2018,10
2018-10,경기,5529,2018,10
2018-10,경남,14673,2018,10
2018-10,경북,8942,2018,10
2018-10,광주,191,2018,10
2018-10,대구,575,2018,10
2018-10,대전,990,2018,10
2018-10,부산,3205,2018,10
2018-10,서울,28,2018,10
2018-10,세종,0,2018,10
2018-10,울산,1010,2018,10
2018-10,인천,1122,2018,10
2018-10,전남,1742,2018,10
2018-10,전북,1834,2018,10
2018-10,제주,1226,2018,10
2018-10,충남,9141,2018,10
2018-10,충북,4944,2018,10
2018-11,강원,5300,2018,11
2018-11,경기,5078,2018,11
2018-11,경남,14213,2018,11
2018-11,경북,9421,2018,11
2018-11,광주,75,2018,11
2018-11,대구,429,2018,11
2018-11,대전,1426,2018,11
2018-11,부산,3920,2018,11
2018-11,서울,28,2018,11
2018-11,세종,0,2018,11
2018-11,울산,1009,2018,11
2018-11,인천,1394,2018,11
2018-11,전남,1689,2018,11
2018-11,전북,1692,2018,11
2018-11,제주,1265,2018,11
2018-11,충남,8476,2018,11
2018-11,충북,4707,2018,11
2018-12,강원,5736,2018,12
2018-12,경기,4968,2018,12
2018-12,경남,14147,2018,12
2018-12,경북,8995,2018,12
2018-12,광주,58,2018,12
2018-12,대구,362,2018,12
2018-12,대전,1183,2018,12
2018-12,부산,4153,2018,12
2018-12,서울,27,2018,12
2018-12,세종,0,2018,12
2018-12,울산,997,2018,12
2018-12,인천,1324,2018,12
2018-12,전남,1663,2018,12
2018-12,전북,1607,2018,12
2018-12,제주,1295,2018,12
2018-12,충남,7763,2018,12
2018-12,충북,4560,2018,12
2019-01,강원,5589,2019,1
2019-01,경기,6769,2019,1
2019-01,경남,14060,2019,1
2019-01,경북,8531,2019,1
2019-01,광주,52,2019,1
2019-01,대구,291,2019,1
2019-01,대전,1407,2019,1
2019-01,부산,5224,2019,1
2019-01,서울,27,2019,1
2019-01,세종,0,2019,1
2019-01,울산,1006,2019,1
2019-01,인천,1357,2019,1
2019-01,전남,1421,2019,1
2019-01,전북,1567,2019,1
2019-01,제주,1187,2019,1
2019-01,충남,7149,2019,1
2019-01,충북,3525,2019,1
2019-02,강원,5802,2019,2
2019-02,경기,5878,2019,2
2019-02,경남,14781,2019,2
2019-02,경북,8385,2019,2
2019-02,광주,49,2019,2
2019-02,대구,738,2019,2
2019-02,대전,1475,2019,2
2019-02,부산,5228,2019,2
2019-02,서울,50,2019,2
2019-02,세종,0,2019,2
2019-02,울산,1009,2019,2
2019-02,인천,1799,2019,2
2019-02,전남,1389,2019,2
2019-02,전북,1415,2019,2
2019-02,제주,1271,2019,2
2019-02,충남,6970,2019,2
2019-02,충북,3375,2019,2
2019-03,강원,5748,2019,3
2019-03,경기,7305,2019,3
2019-03,경남,14824,2019,3
2019-03,경북,8262,2019,3
2019-03,광주,45,2019,3
2019-03,대구,706,2019,3
2019-03,대전,1475,2019,3
2019-03,부산,5296,2019,3
2019-03,서울,770,2019,3
2019-03,세종,0,2019,3
2019-03,울산,1008,2019,3
2019-03,인천,2454,2019,3
2019-03,전남,1374,2019,3
2019-03,전북,1374,2019,3
2019-03,제주,1227,2019,3
2019-03,충남,6743,2019,3
2019-03,충북,3536,2019,3
2019-04,강원,7882,2019,4
2019-04,경기,7048,2019,4
2019-04,경남,13476,2019,4
2019-04,경북,8060,2019,4
2019-04,광주,40,2019,4
2019-04,대구,1585,2019,4
2019-04,대전,1225,2019,4
2019-04,부산,5401,2019,4
2019-04,서울,292,2019,4
2019-04,세종,0,2019,4
2019-04,울산,1076,2019,4
2019-04,인천,2105,2019,4
2019-04,전남,1474,2019,4
2019-04,전북,1205,2019,4
2019-04,제주,1245,2019,4
2019-04,충남,6413,2019,4
2019-04,충북,3514,2019,4
2019-05,강원,7776,2019,5
2019-05,경기,6562,2019,5
2019-05,경남,13800,2019,5
2019-05,경북,7866,2019,5
2019-05,광주,40,2019,5
2019-05,대구,1814,2019,5
2019-05,대전,1137,2019,5
2019-05,부산,5220,2019,5
2019-05,서울,178,2019,5
2019-05,세종,0,2019,5
2019-05,울산,1085,2019,5
2019-05,인천,3478,2019,5
2019-05,전남,1379,2019,5
2019-05,전북,1513,2019,5
2019-05,제주,1126,2019,5
2019-05,충남,6355,2019,5
2019-05,충북,3412,2019,5
2019-06,강원,7712,2019,6
2019-06,경기,7853,2019,6
2019-06,경남,14402,2019,6
2019-06,경북,7778,2019,6
2019-06,광주,39,2019,6
2019-06,대구,1739,2019,6
2019-06,대전,1158,2019,6
2019-06,부산,4982,2019,6
2019-06,서울,123,2019,6
2019-06,세종,0,2019,6
2019-06,울산,1201,2019,6
2019-06,인천,3632,2019,6
2019-06,전남,1349,2019,6
2019-06,전북,1386,2019,6
2019-06,제주,1218,2019,6
2019-06,충남,6038,2019,6
2019-06,충북,3095,2019,6
2019-07,강원,7474,2019,7
2019-07,경기,7821,2019,7
2019-07,경남,14250,2019,7
2019-07,경북,7517,2019,7
2019-07,광주,39,2019,7
2019-07,대구,1818,2019,7
2019-07,대전,1048,2019,7
2019-07,부산,4855,2019,7
2019-07,서울,190,2019,7
2019-07,세종,0,2019,7
2019-07,울산,1359,2019,7
2019-07,인천,2778,2019,7
2019-07,전남,1331,2019,7
2019-07,전북,1451,2019,7
2019-07,제주,1161,2019,7
2019-07,충남,6201,2019,7
2019-07,충북,3236,2019,7
2019-08,강원,8097,2019,8
2019-08,경기,8569,2019,8
2019-08,경남,14078,2019,8
2019-08,경북,7202,2019,8
2019-08,광주,181,2019,8
2019-08,대구,1736,2019,8
2019-08,대전,1018,2019,8
2019-08,부산,4644,2019,8
2019-08,서울,205,2019,8
2019-08,세종,0,2019,8
2019-08,울산,1339,2019,8
2019-08,인천,1557,2019,8
2019-08,전남,1476,2019,8
2019-08,전북,1318,2019,8
2019-08,제주,1223,2019,8
2019-08,충남,6847,2019,8
2019-08,충북,2895,2019,8
2019-09,강원,7797,2019,9
2019-09,경기,8413,2019,9
2019-09,경남,13903,2019,9
2019-09,경북,6919,2019,9
2019-09,광주,139,2019,9
2019-09,대구,1550,2019,9
2019-09,대전,964,2019,9
2019-09,부산,4562,2019,9
2019-09,서울,207,2019,9
2019-09,세종,0,2019,9
2019-09,울산,1345,2019,9
2019-09,인천,1046,2019,9
2019-09,전남,1875,2019,9
2019-09,전북,1198,2019,9
2019-09,제주,1161,2019,9
2019-09,충남,6429,2019,9
2019-09,충북,2554,2019,9
2019-10,강원,7382,2019,10
2019-10,경기,6976,2019,10
2019-10,경남,13489,2019,10
2019-10,경북,6684,2019,10
2019-10,광주,95,2019,10
2019-10,대구,1362,2019,10
2019-10,대전,935,2019,10
2019-10,부산,4380,2019,10
2019-10,서울,191,2019,10
2019-10,세종,0,2019,10
2019-10,울산,1012,2019,10
2019-10,인천,836,2019,10
2019-10,전남,2081,2019,10
2019-10,전북,1077,2019,10
2019-10,제주,1116,2019,10
2019-10,충남,5906,2019,10
2019-10,충북,2576,2019,10
2019-11,강원,7120,2019,11
2019-11,경기,7300,2019,11
2019-11,경남,13060,2019,11
2019-11,경북,6406,2019,11
2019-11,광주,180,2019,11
2019-11,대구,1236,2019,11
2019-11,대전,879,2019,11
2019-11,부산,2884,2019,11
2019-11,서울,176,2019,11
2019-11,세종,0,2019,11
2019-11,울산,1365,2019,11
2019-11,인천,839,2019,11
2019-11,전남,1930,2019,11
2019-11,전북,987,2019,11
2019-11,제주,1088,2019,11
2019-11,충남,5895,2019,11
2019-11,충북,2216,2019,11
2019-12,강원,5945,2019,12
2019-12,경기,5085,2019,12
2019-12,경남,12269,2019,12
2019-12,경북,6122,2019,12
2019-12,광주,148,2019,12
2019-12,대구,1790,2019,12
2019-12,대전,724,2019,12
2019-12,부산,2115,2019,12
2019-12,서울,151,2019,12
2019-12,세종,0,2019,12
2019-12,울산,1269,2019,12
2019-12,인천,966,2019,12
2019-12,전남,1857,2019,12
2019-12,전북,1043,2019,12
2019-12,제주,1072,2019,12
2019-12,충남,5569,2019,12
2019-12,충북,1672,2019,12
2020-01,강원,4964,2020,1
2020-01,경기,3735,2020,1
2020-01,경남,11586,2020,1
2020-01,경북,5639,2020,1
2020-01,광주,59,2020,1
2020-01,대구,1414,2020,1
2020-01,대전,941,2020,1
2020-01,부산,2266,2020,1
2020-01,서울,131,2020,1
2020-01,세종,0,2020,1
2020-01,울산,1142,2020,1
2020-01,인천,1035,2020,1
2020-01,전남,1654,2020,1
2020-01,전북,1009,2020,1
2020-01,제주,1057,2020,1
2020-01,충남,5470,2020,1
2020-01,충북,1166,2020,1
2020-02,강원,4168,2020,2
2020-02,경기,3634,2020,2
2020-02,경남,11099,2020,2
2020-02,경북,5436,2020,2
2020-02,광주,36,2020,2
2020-02,대구,1072,2020,2
2020-02,대전,1012,2020,2
2020-02,부산,2061,2020,2
2020-02,서울,112,2020,2
2020-02,세종,0,2020,2
2020-02,울산,659,2020,2
2020-02,인천,487,2020,2
2020-02,전남,1455,2020,2
2020-02,전북,924,2020,2
2020-02,제주,1014,2020,2
2020-02,충남,5085,2020,2
2020-02,충북,1202,2020,2
2020-03,강원,3902,2020,3
2020-03,경기,3662,2020,3
2020-03,경남,10827,2020,3
2020-03,경북,5296,2020,3
2020-03,광주,32,2020,3
2020-03,대구,1031,2020,3
2020-03,대전,968,2020,3
2020-03,부산,1979,2020,3
2020-03,서울,91,2020,3
2020-03,세종,0,2020,3
2020-03,울산,695,2020,3
2020-03,인천,449,2020,3
2020-03,전남,1387,2020,3
2020-03,전북,849,2020,3
2020-03,제주,1184,2020,3
2020-03,충남,4843,2020,3
2020-03,충북,1109,2020,3
2020-04,강원,3742,2020,4
2020-04,경기,3224,2020,4
2020-04,경남,10590,2020,4
2020-04,경북,5077,2020,4
2020-04,광주,31,2020,4
2020-04,대구,1068,2020,4
2020-04,대전,917,2020,4
2020-04,부산,1993,2020,4
2020-04,서울,78,2020,4
2020-04,세종,0,2020,4
2020-04,울산,699,2020,4
2020-04,인천,481,2020,4
2020-04,전남,1373,2020,4
2020-04,전북,822,2020,4
2020-04,제주,1281,2020,4
2020-04,충남,4334,2020,4
2020-04,충북,919,2020,4
2020-05,강원,3470,2020,5
2020-05,경기,2604,2020,5
2020-05,경남,9971,2020,5
2020-05,경북,4306,2020,5
2020-05,광주,31,2020,5
2020-05,대구,1159,2020,5
2020-05,대전,871,2020,5
2020-05,부산,2149,2020,5
2020-05,서울,70,2020,5
2020-05,세종,0,2020,5
2020-05,울산,614,2020,5
2020-05,인천,342,2020,5
2020-05,전남,1249,2020,5
2020-05,전북,661,2020,5
2020-05,제주,1337,2020,5
2020-05,충남,4695,2020,5
2020-05,충북,365,2020,5
2020-06,강원,3202,2020,6
2020-06,경기,2445,2020,6
2020-06,경남,8542,2020,6
2020-06,경북,3487,2020,6
2020-06,광주,31,2020,6
2020-06,대구,940,2020,6
2020-06,대전,875,2020,6
2020-06,부산,1666,2020,6
2020-06,서울,61,2020,6
2020-06,세종,0,2020,6
2020-06,울산,555,2020,6
2020-06,인천,266,2020,6
2020-06,전남,1244,2020,6
2020-06,전북,631,2020,6
2020-06,제주,1279,2020,6
2020-06,충남,3683,2020,6
2020-06,충북,355,2020,6
2020-07,강원,3015,2020,7
2020-07,경기,2793,2020,7
2020-07,경남,8840,2020,7
2020-07,경북,3276,2020,7
2020-07,광주,31,2020,7
2020-07,대구,957,2020,7
2020-07,대전,849,2020,7
2020-07,부산,1544,2020,7
2020-07,서울,58,2020,7
2020-07,세종,0,2020,7
2020-07,울산,548,2020,7
2020-07,인천,294,2020,7
2020-07,전남,1244,2020,7
2020-07,전북,534,2020,7
2020-07,제주,1282,2020,7
2020-07,충남,3266,2020,7
2020-07,충북,352,2020,7
2020-08,강원,2816,2020,8
2020-08,경기,2585,2020,8
2020-08,경남,8841,2020,8
2020-08,경북,3423,2020,8
2020-08,광주,31,2020,8
2020-08,대구,1624,2020,8
2020-08,대전,783,2020,8
2020-08,부산,1454,2020,8
2020-08,서울,56,2020,8
2020-08,세종,0,2020,8
2020-08,울산,502,2020,8
2020-08,인천,525,2020,8
2020-08,전남,860,2020,8
2020-08,전북,511,2020,8
2020-08,제주,1250,2020,8
2020-08,충남,3233,2020,8
2020-08,충북,337,2020,8
2020-09,강원,3060,2020,9
2020-09,경기,3338,2020,9
2020-09,경남,8163,2020,9
2020-09,경북,3325,2020,9
2020-09,광주,259,2020,9
2020-09,대구,1216,2020,9
2020-09,대전,773,2020,9
2020-09,부산,1397,2020,9
2020-09,서울,54,2020,9
2020-09,세종,0,2020,9
2020-09,울산,494,2020,9
2020-09,인천,414,2020,9
2020-09,전남,758,2020,9
2020-09,전북,488,2020,9
2020-09,제주,1221,2020,9
2020-09,충남,3030,2020,9
2020-09,충북,319,2020,9
2020-10,강원,2884,2020,10
2020-10,경기,2733,2020,10
2020-10,경남,7042,2020,10
2020-10,경북,2922,2020,10
2020-10,광주,245,2020,10
2020-10,대구,1143,2020,10
2020-10,대전,832,2020,10
2020-10,부산,1262,2020,10
2020-10,서울,52,2020,10
2020-10,세종,0,2020,10
2020-10,울산,474,2020,10
2020-10,인천,822,2020,10
2020-10,전남,1073,2020,10
2020-10,전북,444,2020,10
2020-10,제주,1233,2020,10
2020-10,충남,3235,2020,10
2020-10,충북,307,2020,10
2020-11,강원,2648,2020,11
2020-11,경기,2440,2020,11
2020-11,경남,5581,2020,11
2020-11,경북,2541,2020,11
2020-11,광주,88,2020,11
2020-11,대구,667,2020,11
2020-11,대전,831,2020,11
2020-11,부산,1084,2020,11
2020-11,서울,52,2020,11
2020-11,세종,0,2020,11
2020-11,울산,473,2020,11
2020-11,인천,691,2020,11
2020-11,전남,1059,2020,11
2020-11,전북,400,2020,11
2020-11,제주,1208,2020,11
2020-11,충남,3582,2020,11
2020-11,충북,275,2020,11
2020-12,강원,3115,2020,12
2020-12,경기,1616,2020,12
2020-12,경남,3617,2020,12
2020-12,경북,2154,2020,12
2020-12,광주,31,2020,12
2020-12,대구,280,2020,12
2020-12,대전,638,2020,12
2020-12,부산,973,2020,12
2020-12,서울,49,2020,12
2020-12,세종,0,2020,12
2020-12,울산,468,2020,12
2020-12,인천,466,2020,12
2020-12,전남,1059,2020,12
2020-12,전북,661,2020,12
2020-12,제주,1095,2020,12
2020-12,충남,2510,2020,12
2020-12,충북,273,2020,12
2021-01,강원,2671,2021,1
2021-01,경기,1567,2021,1
2021-01,경남,2964,2021,1
2021-01,경북,2049,2021,1
2021-01,광주,307,2021,1
2021-01,대구,419,2021,1
2021-01,대전,635,2021,1
2021-01,부산,944,2021,1
2021-01,서울,49,2021,1
2021-01,세종,0,2021,1
2021-01,울산,438,2021,1
2021-01,인천,245,2021,1
