연월,시도,기타대출_잔액,주담대_잔액,주담대_증감률,주담대_비중,연도,월
2008-04,부산,7501.2,14420.3,0.8962930829403248,65.78153867207992,2008,4
2008-04,서울,52847.3,97992.5,0.8459357521058308,64.96461809151167,2008,4
2008-04,울산,1711.0,3658.7,1.0746450080114878,68.1360224966013,2008,4
2008-04,인천,4316.8,15275.8,0.19480391706729883,77.96719169482355,2008,4
2008-04,전남,2573.1,1489.2,0.4790499966264239,36.65903552174876,2008,4
2008-04,전북,3085.9,2767.9,2.004790860512262,47.283815641122004,2008,4
2008-04,제주,1456.3,592.2,-1.1352253756260366,28.908957773980966,2008,4
2008-04,충남,3530.1,5272.7,1.3902776709483922,59.897987004135054,2008,4
2008-04,충북,2064.1,3164.5,0.2883944983203435,60.52289331752285,2008,4
2008-05,강원,2645.3,2611.3,-1.2778344864088242,49.67659703991173,2008,5
2008-05,경기,23838.4,70815.1,0.805704272367902,74.81508871832526,2008,5
2008-05,경남,4934.1,7736.9,0.05302089799295029,61.059900560334626,2008,5
2008-05,경북,3350.1,3507.0,1.6138846231854576,51.144069650435306,2008,5
2008-05,광주,2780.8,3924.6,0.5740351596535298,58.52894681898172,2008,5
2008-05,대구,4604.3,9136.2,-0.7042712748614233,66.49103016629671,2008,5
2008-05,대전,3545.8,4935.1,-0.49399145092345886,58.19075805633835,2008,5
2008-05,부산,7545.6,14353.9,-0.4604619876146798,65.54441882234754,2008,5
2008-05,서울,53598.3,98450.7,0.46758680511262973,64.74932423100448,2008,5
2008-05,울산,1736.8,3766.3,2.9409353048897247,68.4396067670949,2008,5
2008-05,인천,4380.0,15409.7,0.8765498369970981,77.8672743902131,2008,5
2008-05,전남,2586.5,1526.5,2.504700510341129,37.114028689521035,2008,5
2008-05,전북,3119.3,2796.0,1.015210087069618,47.26725609859179,2008,5
2008-05,제주,1465.9,584.7,-1.266464032421477,28.513605773919824,2008,5
2008-05,충남,3576.7,5311.7,0.7396589982362034,59.75991179514873,2008,5
2008-05,충북,2079.0,3202.0,1.1850213303839396,60.6324559742473,2008,5
2008-06,강원,2667.5,2571.5,-1.5241450618465935,49.08379461729338,2008,6
2008-06,경기,24314.1,70982.4,0.2362490485785962,74.48584155766476,2008,6
2008-06,경남,4968.6,7715.8,-0.27271904768059185,60.82904985651666,2008,6
2008-06,경북,3389.5,3574.1,1.913316224693462,51.32546384054224,2008,6
2008-06,광주,2808.5,3941.4,0.4280691025837058,58.39197617742485,2008,6
2008-06,대구,4676.3,9190.4,0.5932444561195904,66.27676375777942,2008,6
2008-06,대전,3608.4,4951.2,0.3262345241231035,57.84382447777933,2008,6
2008-06,부산,7643.7,14363.8,0.06897080236032416,65.26774963080769,2008,6
2008-06,서울,54859.3,98569.3,0.12046638571387991,64.24441075523077,2008,6
2008-06,울산,1781.9,3784.0,0.46995725247589437,67.98541116441187,2008,6
2008-06,인천,4493.2,15499.2,0.5808030007073528,77.52545967467638,2008,6
2008-06,전남,2623.9,1519.3,-0.47166721257779765,36.66972388491987,2008,6
2008-06,전북,3178.2,2848.9,1.891988555078683,47.268172089396224,2008,6
2008-06,제주,1473.5,576.3,-1.4366341713699438,28.114938042735872,2008,6
2008-06,충남,3634.1,5447.7,2.5603855639437567,59.98480477438394,2008,6
2008-06,충북,2101.0,3213.0,0.3435352904434641,60.46292811441475,2008,6
2008-07,강원,2659.5,2584.7,0.5133190744701421,49.286831165859425,2008,7
2008-07,경기,24456.7,71788.0,1.134929221891623,74.58904230570619,2008,7
2008-07,경남,4950.0,7706.1,-0.1257160631431553,60.88842534430038,2008,7
2008-07,경북,3404.3,3614.8,1.1387482163341955,51.499479990312146,2008,7
2008-07,광주,2818.7,4001.1,1.5146902115999339,58.66887592011496,2008,7
2008-07,대구,4700.3,9136.7,-0.5843053621169769,66.03093156030933,2008,7
2008-07,대전,3620.0,4932.2,-0.38374535466149107,57.67171020322256,2008,7
2008-07,부산,7639.1,14373.8,0.06961946003147812,65.29716666136673,2008,7
2008-07,서울,55273.8,99316.9,0.7584511607569455,64.24506778221458,2008,7
2008-07,울산,1796.5,3839.6,1.469344608879486,68.12512198151204,2008,7
2008-07,인천,4497.9,15563.7,0.4161505109941066,77.57955497069028,2008,7
2008-07,전남,2629.4,1511.1,-0.5397222405055024,36.49559231976814,2008,7
