시군구코드,시군구,시도코드,시도,연도,총인구,남자인구,여자인구,20대,남_20대,여_20대,30대,남_30대,여_30대,40대,남_40대,여_40대,50대이상,남_50대이상,여_50대이상
26290,남구,26,부산,2022,256333,125118,131215,33019,17453,15566,26606,13713,12893,38943,19451,19492,120357,55338,65019
26290,남구,26,부산,2023,254185,123851,130334,32220,16951,15269,26563,13708,12855,37745,18862,18883,121529,55744,65785
26290,남구,26,부산,2024,254498,123837,130661,31693,16592,15101,27163,14013,13150,36361,18146,18215,123824,56809,67015
26170,동구,26,부산,2011,100420,50064,50356,12476,6673,5803,14296,7851,6445,15229,8000,7229,42915,19367,23548
26170,동구,26,부산,2012,98529,49007,49522,11710,6240,5470,13856,7607,6249,14720,7793,6927,43560,19673,23887
26170,동구,26,부산,2013,96011,47756,48255,11107,5944,5163,12884,7112,5772,14403,7625,6778,43930,19912,24018
26170,동구,26,부산,2014,94565,46952,47613,10977,5867,5110,12241,6754,5487,14161,7478,6683,44409,20189,24220
26170,동구,26,부산,2015,92069,45699,46370,10827,5814,5013,11340,6222,5118,13696,7294,6402,44418,20227,24191
26170,동구,26,부산,2016,89826,44516,45310,10487,5561,4926,10730,5878,4852,13240,7103,6137,44432,20300,24132
26170,동구,26,부산,2017,88868,43927,44941,10412,5442,4970,10424,5699,4725,12873,6958,5915,44759,20445,24314
26170,동구,26,부산,2018,86912,42830,44082,10226,5242,4984,10065,5515,4550,12231,6567,5664,44725,20462,24263
26170,동구,26,부산,2019,88165,43327,44838,10391,5325,5066,10254,5527,4727,12092,6530,5562,45917,21010,24907
26170,동구,26,부산,2020,88901,43509,45392,10472,5303,5169,10395,5552,4843,11953,6410,5543,46851,21435,25416
26170,동구,26,부산,2021,87679,42877,44802,10278,5156,5122,10400,5476,4924,11575,6242,5333,46638,21403,25235
26170,동구,26,부산,2022,86462,42249,44213,9713,4794,4919,10395,5480,4915,11303,6086,5217,46585,21498,25087
26170,동구,26,부산,2023,87792,42736,45056,9323,4508,4815,10998,5778,5220,11404,6164,5240,47431,21864,25567
26170,동구,26,부산,2024,85911,41709,44202,8755,4198,4557,10860,5673,5187,10928,5889,5039,47180,21783,25397
26260,동래구,26,부산,2011,283742,140377,143365,38635,20180,18455,41897,20867,21030,47680,22883,24797,98415,46013,52402
26260,동래구,26,부산,2012,278767,137722,141045,37019,19502,17517,40254,20033,20221,46319,22329,23990,100750,46961,53789
26260,동래구,26,부산,2013,276689,136514,140175,36372,19312,17060,38892,19397,19495,46075,22179,23896,102940,47864,55076
26260,동래구,26,부산,2014,275971,135902,140069,35853,19135,16718,38094,18991,19103,45853,22133,23720,105177,48790,56387
26260,동래구,26,부산,2015,272837,134214,138623,35369,18807,16562,36433,18241,18192,45306,21996,23310,106371,49199,57172
26260,동래구,26,부산,2016,272745,133890,138855,35020,18635,16385,36056,18150,17906,44950,21741,23209,108353,50035,58318
26260,동래구,26,부산,2017,270727,132673,138054,34489,18386,16103,34718,17453,17265,44180,21448,22732,110297,50781,59516
26260,동래구,26,부산,2018,266515,130338,136177,33693,17872,15821,33689,16939,16750,42537,20637,21900,111417,51274,60143
26260,동래구,26,부산,2019,271247,132295,138952,33494,17627,15867,34081,17100,16981,43092,20957,22135,115104,52912,62192
26260,동래구,26,부산,2020,270745,131735,139010,32682,17101,15581,33078,16579,16499,43184,21064,22120,117196,53813,63383
26260,동래구,26,부산,2021,266866,129681,137185,31201,16241,14960,31643,15926,15717,42507,20819,21688,118267,54259,64008
26260,동래구,26,부산,2022,273226,132296,140930,30321,15569,14752,32343,16251,16092,43861,21451,22410,121839,55846,65993
26260,동래구,26,부산,2023,270815,130920,139895,28476,14593,13883,31431,15798,15633,43250,21155,22095,124021,56795,67226
26260,동래구,26,부산,2024,274370,132236,142134,27206,13857,13349,32590,16306,16284,43177,21050,22127,127225,58232,68993
26230,부산진구,26,부산,2011,395044,195246,199798,57072,28878,28194,63307,32524,30783,62774,31441,31333,140512,64769,75743
26230,부산진구,26,부산,2012,392731,193834,198897,54792,27835,26957,62659,32109,30550,61931,31155,30776,144216,66435,77781
26230,부산진구,26,부산,2013,389765,191789,197976,53787,27356,26431,61250,31339,29911,61551,30929,30622,147057,67649,79408
26230,부산진구,26,부산,2014,387378,190136,197242,54012,27253,26759,59231,30294,28937,61026,30799,30227,149823,68852,80971
26230,부산진구,26,부산,2015,381572,187028,194544,53518,27067,26451,56756,29118,27638,59398,29981,29417,151835,69731,82104
26230,부산진구,26,부산,2016,376526,184213,192313,53151,26845,26306,54712,28155,26557,58049,29155,28894,153508,70584,82924
26230,부산진구,26,부산,2017,371703,181502,190201,53005,26792,26213,53094,27253,25841,56266,28401,27865,155091,71191,83900
26230,부산진구,26,부산,2018,362357,176316,186041,51536,25846,25690,50392,25637,24755,53519,27146,26373,155850,71475,84375
26230,부산진구,26,부산,2019,357880,173446,184434,51209,25479,25730,48169,24519,23650,52195,26371,25824,157805,72297,85508
26230,부산진구,26,부산,2020,359886,173920,185966,52781,25915,26866,47994,24512,23482,51698,26091,25607,161090,73881,87209
26230,부산진구,26,부산,2021,353159,170181,182978,50989,24653,26336,47020,24003,23017,50121,25405,24716,160898,73754,87144
26230,부산진구,26,부산,2022,355917,171141,184776,50271,24013,26258,48489,24710,23779,49893,25349,24544,163550,74857,88693
26230,부산진구,26,부산,2023,359508,172607,186901,49500,23481,26019,50107,25537,24570,49677,25228,24449,166833,76358,90475
26230,부산진구,26,부산,2024,359281,172115,187166,48164,22762,25402,51260,26066,25194,48718,24730,23988,168849,77233,91616
26320,북구,26,부산,2011,307988,153873,154115,43453,22811,20642,43835,22041,21794,56450,27087,29363,96997,46217,50780
26320,북구,26,부산,2012,312937,156218,156719,43889,23084,20805,44593,22610,21983,55525,26516,29009,103079,49131,53948
26320,북구,26,부산,2013,309719,154473,155246,43316,22926,20390,42781,21831,20950,54249,25750,28499,106658,50912,55746
26320,북구,26,부산,2014,306974,152895,154079,43457,23072,20385,41017,20989,20028,52726,25056,27670,110300,52544,57756
26320,북구,26,부산,2015,310484,154500,155984,44302,23586,20716,41293,21228,20065,51493,24440,27053,115601,54959,60642
26320,북구,26,부산,2016,310202,154276,155926,44361,23647,20714,41170,21254,19916,49684,23709,25975,119440,56685,62755
26320,북구,26,부산,2017,302924,150355,152569,43026,22964,20062,39063,20117,18946,46978,22643,24335,122000,57633,64367
26320,북구,26,부산,2018,296952,147233,149719,41462,22261,19201,37519,19251,18268,44149,21525,22624,125130,58912,66218
26320,북구,26,부산,2019,291132,144229,146903,39564,21297,18267,35461,18261,17200,42406,20887,21519,127971,60098,67873
26320,북구,26,부산,2020,283952,140527,143425,37585,20266,17319,33517,17368,16149,40485,20069,20416,130070,60876,69194
26320,북구,26,부산,2021,283211,139795,143416,35666,19066,16600,33678,17618,16060,39791,19832,19959,133291,62172,71119
26320,북구,26,부산,2022,278857,137274,141583,32857,17475,15382,33353,17502,15851,38555,19318,19237,134962,62744,72218
26320,북구,26,부산,2023,273596,134559,139037,30177,16097,14080,32370,17033,15337,37049,18771,18278,136723,63417,73306
26320,북구,26,부산,2024,267692,131353,136339,27529,14612,12917,31908,16836,15072,35273,17983,17290,137762,63735,74027
26530,사상구,26,부산,2011,254413,129863,124550,37894,20145,17749,39051,20538,18513,45002,22704,22298,82533,39827,42706
26530,사상구,26,부산,2012,250424,127701,122723,36266,19363,16903,38489,20297,18192,42701,21550,21151,85655,41388,44267
26530,사상구,26,부산,2013,246797,125900,120897,35263,19084,16179,36913,19453,17460,41631,21026,20605,88311,42748,45563
26530,사상구,26,부산,2014,242953,123783,119170,34487,18640,15847,35469,18747,16722,40052,20322,19730,90771,43894,46877
26530,사상구,26,부산,2015,237711,120981,116730,33629,18239,15390,33867,17966,15901,38097,19395,18702,92694,44774,47920
26530,사상구,26,부산,2016,232800,118419,114381,32865,17809,15056,32381,17241,15140,36195,18473,17722,94443,45684,48759
26530,사상구,26,부산,2017,229219,116416,112803,32499,17561,14938,30848,16480,14368,34476,17706,16770,96849,46689,50160
26530,사상구,26,부산,2018,223361,113240,110121,31449,16890,14559,28926,15468,13458,32165,16721,15444,98716,47485,51231
26530,사상구,26,부산,2019,218094,110286,107808,29973,16068,13905,27071,14425,12646,30701,16026,14675,100389,48257,52132
26530,사상구,26,부산,2020,212586,107405,105181,28932,15519,13413,25224,13528,11696,29363,15422,13941,101624,48762,52862
26530,사상구,26,부산,2021,208298,105034,103264,27690,14717,12973,24248,13115,11133,28452,14973,13479,102231,48975,53256
26530,사상구,26,부산,2022,203789,102544,101245,26026,13836,12190,23511,12731,10780,27416,14436,12980,102554,49025,53529
26530,사상구,26,부산,2023,202932,101865,101067,24928,13071,11857,23988,13104,10884,26571,13999,12572,104199,49753,54446
26530,사상구,26,부산,2024,198635,99549,99086,23213,12109,11104,23549,12873,10676,25138,13284,11854,104940,50063,54877
26380,사하구,26,부산,2011,355443,178160,177283,49265,25829,23436,55167,28691,26476,60747,30062,30685,116158,54916,61242
26380,사하구,26,부산,2012,352726,176689,176037,47727,25134,22593,54390,28299,26091,58809,29110,29699,120509,56972,63537
26380,사하구,26,부산,2013,349110,174748,174362,46353,24534,21819,53003,27645,25358,57836,28709,29127,123774,58414,65360
26380,사하구,26,부산,2014,343371,171769,171602,45138,24005,21133,50715,26506,24209,56427,28047,28380,126493,59667,66826
26380,사하구,26,부산,2015,337781,168860,168921,44101,23610,20491,48270,25305,22965,54845,27394,27451,129235,60835,68400
26380,사하구,26,부산,2016,334603,167290,167313,43981,23637,20344,46514,24525,21989,53386,26662,26724,132424,62390,70034
26380,사하구,26,부산,2017,333301,166434,166867,43836,23370,20466,45200,23910,21290,52152,26234,25918,136362,64088,72274
26380,사하구,26,부산,2018,327791,163766,164025,43114,23189,19925,43241,22876,20365,49772,25181,24591,139173,65371,73802
26380,사하구,26,부산,2019,321004,160101,160903,41626,22399,19227,40360,21304,19056,47905,24381,23524,141938,66587,75351
26380,사하구,26,부산,2020,311757,155228,156529,39828,21345,18483,36977,19562,17415,46023,23557,22466,143575,67322,76253
26380,사하구,26,부산,2021,306003,152197,153806,38220,20497,17723,34919,18564,16355,44747,22955,21792,145277,68076,77201
26380,사하구,26,부산,2022,301987,150009,151978,35987,19375,16612,33969,18058,15911,43673,22435,21238,147372,69014,78358
26380,사하구,26,부산,2023,297831,147805,150026,33827,18255,15572,32709,17413,15296,42518,21937,20581,149531,70061,79470
26380,사하구,26,부산,2024,292491,145062,147429,31553,17022,14531,31679,16985,14694,40810,21130,19680,151262,70827,80435
26140,서구,26,부산,2011,123718,61285,62433,15831,8258,7573,16615,8883,7732,19251,10155,9096,51958,23480,28478
26140,서구,26,부산,2012,120828,59843,60985,14934,7769,7165,15931,8507,7424,18527,9801,8726,52535,23832,28703
26140,서구,26,부산,2013,118783,58741,60042,14546,7540,7006,15209,8100,7109,18183,9596,8587,53002,24184,28818
26140,서구,26,부산,2014,118115,58190,59925,14386,7446,6940,14739,7803,6936,17988,9463,8525,53810,24566,29244
26140,서구,26,부산,2015,115963,57007,58956,14270,7382,6888,14019,7375,6644,17355,9132,8223,54097,24725,29372
26140,서구,26,부산,2016,112973,55469,57504,14128,7246,6882,13242,6920,6322,16542,8750,7792,53908,24699,29209
26140,서구,26,부산,2017,110039,53873,56166,13920,7126,6794,12522,6551,5971,15668,8246,7422,53726,24625,29101
26140,서구,26,부산,2018,110534,53978,56556,13862,7021,6841,12547,6528,6019,15410,8054,7356,54657,25123,29534
26140,서구,26,부산,2019,108229,52627,55602,13599,6815,6784,11715,6065,5650,14808,7691,7117,54860,25249,29611
26140,서구,26,부산,2020,108135,52341,55794,13541,6676,6865,11206,5757,5449,14707,7616,7091,55772,25686,30086
26140,서구,26,부산,2021,105164,50853,54311,13028,6301,6727,10552,5424,5128,14164,7323,6841,55028,25409,29619
26140,서구,26,부산,2022,105192,50801,54391,12505,6083,6422,10525,5407,5118,14061,7233,6828,55767,25707,30060
26140,서구,26,부산,2023,104089,50028,54061,12227,5879,6348,10377,5301,5076,13487,6864,6623,56111,25856,30255
26140,서구,26,부산,2024,103188,49503,53685,11436,5475,5961,10259,5257,5002,13101,6683,6418,56919,26160,30759
26500,수영구,26,부산,2011,176691,85338,91353,24114,12158,11956,27305,13622,13683,27141,12853,14288,67373,30451,36922
26500,수영구,26,부산,2012,176666,85230,91436,23312,11808,11504,27330,13589,13741,26932,12862,14070,69346,31283,38063
26500,수영구,26,부산,2013,175098,84361,90737,22778,11632,11146,26636,13303,13333,26859,12860,13999,70394,31651,38743
26500,수영구,26,부산,2014,178480,85773,92707,23319,11880,11439,26723,13382,13341,27437,13232,14205,72946,32626,40320
26500,수영구,26,부산,2015,179795,86077,93718,23801,12051,11750,26861,13441,13420,27317,13172,14145,74594,33275,41319
26500,수영구,26,부산,2016,179324,85573,93751,24002,12089,11913,26402,13162,13240,27123,13109,14014,75569,33671,41898
26500,수영구,26,부산,2017,179996,85778,94218,24351,12228,12123,26087,13063,13024,26929,13040,13889,77191,34343,42848
26500,수영구,26,부산,2018,176246,83852,92394,24199,12057,12142,24905,12443,12462,25799,12615,13184,77574,34477,43097
26500,수영구,26,부산,2019,176148,83565,92583,24107,11953,12154,24205,12126,12079,25593,12555,13038,79294,35102,44192
26500,수영구,26,부산,2020,176894,83573,93321,24349,11839,12510,23877,11891,11986,25487,12534,12953,81001,35884,45117
26500,수영구,26,부산,2021,175095,82609,92486,23723,11423,12300,23505,11711,11794,24951,12308,12643,81614,36208,45406
26500,수영구,26,부산,2022,174806,82144,92662,23123,10938,12185,23661,11852,11809,24648,12104,12544,82490,36540,45950
26500,수영구,26,부산,2023,174518,81901,92617,22253,10538,11715,23503,11816,11687,24359,11979,12380,83959,37120,46839
26500,수영구,26,부산,2024,171918,80422,91496,21004,9859,11145,23210,11627,11583,23560,11601,11959,84564,37305,47259
26470,연제구,26,부산,2011,213326,105483,107843,28344,14671,13673,33086,16527,16559,35146,17125,18021,75436,35024,40412
26470,연제구,26,부산,2012,211536,104471,107065,27147,14131,13016,32403,16180,16223,34530,16898,17632,77565,36039,41526
26470,연제구,26,부산,2013,209290,103174,106116,26494,13902,12592,31100,15579,15521,34391,16887,17504,79219,36763,42456
26470,연제구,26,부산,2014,208012,102403,105609,26275,13886,12389,29783,14954,14829,34438,16921,17517,80755,37422,43333
26470,연제구,26,부산,2015,210718,103507,107211,26538,13975,12563,29830,14857,14973,34399,16947,17452,83190,38482,44708
26470,연제구,26,부산,2016,207268,101330,105938,26321,13775,12546,28864,14370,14494,33586,16489,17097,83399,38458,44941
26470,연제구,26,부산,2017,206742,100613,106129,26489,13725,12764,28637,14305,14332,32668,15993,16675,85055,39021,46034
26470,연제구,26,부산,2018,207840,100789,107051,26556,13680,12876,28588,14296,14292,31871,15623,16248,87794,40157,47637
26470,연제구,26,부산,2019,209395,101253,108142,26303,13465,12838,28233,14158,14075,32008,15707,16301,90404,41266,49138
26470,연제구,26,부산,2020,209157,100700,108457,26131,13226,12905,27194,13664,13530,31907,15584,16323,92711,42280,50431
26470,연제구,26,부산,2021,207144,99761,107383,24911,12631,12280,26303,13228,13075,31562,15562,16000,94162,42943,51219
26470,연제구,26,부산,2022,203536,97604,105932,23332,11737,11595,25329,12768,12561,30874,15166,15708,94998,43231,51767
26470,연제구,26,부산,2023,205766,98344,107422,23035,11418,11617,26074,13123,12951,30791,15174,15617,97106,44065,53041
26470,연제구,26,부산,2024,212589,101514,111075,22492,11130,11362,27905,13974,13931,31616,15597,16019,100570,45603,54967
26200,영도구,26,부산,2011,143205,71384,71821,18066,9713,8353,19849,10601,9248,22128,11501,10627,59430,27174,32256
26200,영도구,26,부산,2012,139765,69619,70146,17095,9272,7823,18855,10041,8814,21275,11171,10104,60328,27604,32724
26200,영도구,26,부산,2013,135816,67626,68190,16045,8791,7254,17519,9379,8140,20690,10814,9876,60731,27871,32860
26200,영도구,26,부산,2014,132102,65670,66432,15412,8481,6931,16218,8662,7556,20078,10562,9516,60996,27982,33014
26200,영도구,26,부산,2015,129385,64237,65148,14838,8156,6682,15325,8225,7100,19402,10236,9166,61553,28186,33367
26200,영도구,26,부산,2016,126362,62596,63766,14334,7827,6507,14466,7790,6676,18609,9770,8839,61805,28385,33420
26200,영도구,26,부산,2017,123521,61156,62365,13827,7507,6320,13619,7312,6307,17749,9337,8412,62311,28729,33582
26200,영도구,26,부산,2018,120109,59429,60680,13140,7130,6010,12728,6842,5886,16726,8823,7903,62621,28955,33666
26200,영도구,26,부산,2019,116711,57629,59082,12512,6830,5682,11616,6249,5367,15972,8429,7543,62862,29057,33805
26200,영도구,26,부산,2020,113342,55846,57496,11990,6573,5417,10610,5720,4890,15159,7953,7206,63041,29174,33867
26200,영도구,26,부산,2021,110638,54471,56167,11465,6285,5180,10253,5538,4715,14550,7616,6934,62454,28974,33480
26200,영도구,26,부산,2022,108156,53223,54933,10524,5780,4744,9956,5400,4556,14037,7335,6702,62245,28885,33360
26200,영도구,26,부산,2023,106548,52317,54231,9771,5356,4415,9664,5233,4431,13578,7104,6474,62510,29006,33504
26200,영도구,26,부산,2024,103737,50912,52825,9103,4999,4104,9112,4890,4222,12781,6726,6055,62353,28945,33408
26110,중구,26,부산,2011,48686,23983,24703,6010,3146,2864,7089,3807,3282,7703,3936,3767,20863,9435,11428
26110,중구,26,부산,2012,48148,23658,24490,5754,3017,2737,6935,3716,3219,7494,3870,3624,21369,9629,11740
26110,중구,26,부산,2013,47345,23304,24041,5609,2960,2649,6625,3542,3083,7425,3878,3547,21436,9679,11757
26110,중구,26,부산,2014,46737,23013,23724,5663,2971,2692,6294,3411,2883,7311,3823,3488,21591,9768,11823
26110,중구,26,부산,2015,45816,22502,23314,5636,2907,2729,5803,3133,2670,7072,3717,3355,21822,9928,11894
26110,중구,26,부산,2016,45208,22174,23034,5687,2952,2735,5547,2982,2565,6846,3585,3261,21990,10030,11960
26110,중구,26,부산,2017,44218,21662,22556,5648,2904,2744,5251,2839,2412,6587,3478,3109,22092,10085,12007
26110,중구,26,부산,2018,42795,20992,21803,5477,2802,2675,4895,2651,2244,6050,3273,2777,22214,10144,12070
26110,중구,26,부산,2019,41910,20557,21353,5468,2778,2690,4617,2503,2114,5664,3074,2590,22405,10282,12123
26110,중구,26,부산,2020,41523,20282,21241,5679,2806,2873,4471,2424,2047,5394,2939,2455,22632,10392,12240
26110,중구,26,부산,2021,40524,19755,20769,5839,2836,3003,4477,2411,2066,5118,2808,2310,22101,10173,11928
26110,중구,26,부산,2022,39689,19239,20450,5678,2675,3003,4422,2337,2085,4792,2612,2180,22002,10169,11833
26110,중구,26,부산,2023,38619,18703,19916,5395,2571,2824,4259,2278,1981,4408,2362,2046,22020,10199,11821
26110,중구,26,부산,2024,37537,18233,19304,5073,2368,2705,4176,2303,1873,4112,2222,1890,21890,10170,11720
26350,해운대구,26,부산,2011,425618,208071,217547,53178,27402,25776,64996,30966,34030,78323,37798,40525,133308,61605,71703
26350,해운대구,26,부산,2012,428188,208973,219215,52913,27406,25507,63625,30378,33247,78231,37523,40708,139706,64597,75109
26350,해운대구,26,부산,2013,425536,207384,218152,52348,27301,25047,61308,29285,32023,77668,37118,40550,144016,66562,77454
26350,해운대구,26,부산,2014,423531,206336,217195,52488,27431,25057,59234,28445,30789,76794,36653,40141,148265,68524,79741
26350,해운대구,26,부산,2015,422818,205811,217007,52907,27786,25121,57532,27803,29729,75495,35969,39526,153210,70626,82584
26350,해운대구,26,부산,2016,419853,203814,216039,52754,27762,24992,55466,26605,28861,74293,35284,39009,157095,72397,84698
26350,해운대구,26,부산,2017,412039,199630,212409,51852,27174,24678,51952,24880,27072,71904,34279,37625,160449,73757,86692
26350,해운대구,26,부산,2018,409347,197871,211476,51274,26830,24444,50781,24422,26359,69235,33000,36235,165366,75858,89508
26350,해운대구,26,부산,2019,406102,195960,210142,50212,26310,23902,48832,23755,25077,67467,32001,35466,169912,77762,92150
26350,해운대구,26,부산,2020,402169,193618,208551,49068,25733,23335,46789,22796,23993,65829,31223,34606,173822,79386,94436
26350,해운대구,26,부산,2021,396438,190624,205814,46850,24443,22407,45120,22146,22974,63976,30527,33449,176477,80514,95963
26350,해운대구,26,부산,2022,386785,185514,201271,43271,22591,20680,42891,20993,21898,61595,29400,32195,177840,81058,96782
26350,해운대구,26,부산,2023,380448,182289,198159,40453,21029,19424,41581,20621,20960,59413,28360,31053,180351,82099,98252
26350,해운대구,26,부산,2024,376404,180283,196121,37986,19747,18239,41258,20616,20642,57306,27513,29793,183072,83206,99866
11680,강남구,11,서울,2011,565710,271991,293719,88487,40978,47509,102125,47920,54205,100896,47784,53112,155013,72056,82957
11680,강남구,11,서울,2012,564197,270970,293227,85691,40008,45683,101782,47378,54404,101178,47734,53444,159352,74348,85004
11680,강남구,11,서울,2013,563599,270601,292998,83845,39791,44054,100617,46704,53913,101823,47770,54053,163761,76551,87210
11680,강남구,11,서울,2014,578114,277267,300847,85202,40706,44496,102316,47272,55044,104260,48950,55310,171609,80233,91376
11680,강남구,11,서울,2015,576495,276425,300070,83293,39950,43343,100853,46463,54390,104137,48872,55265,175297,82055,93242
11680,강남구,11,서울,2016,567115,271604,295511,81462,39189,42273,96435,44287,52148,103591,48370,55221,177057,83181,93876
11680,강남구,11,서울,2017,556164,266442,289722,79392,38247,41145,91645,41984,49661,102093,47774,54319,178664,83971,94693
11680,강남구,11,서울,2018,542364,259611,282753,76468,36781,39687,87691,39887,47804,99471,46641,52830,178527,84075,94452
11680,강남구,11,서울,2019,545169,260806,284363,75966,36457,39509,85623,39173,46450,100004,46561,53443,184421,87013,97408
11680,강남구,11,서울,2020,539231,257999,281232,73940,35369,38571,81838,37501,44337,99266,46145,53121,188287,89074,99213
11680,강남구,11,서울,2021,533042,255047,277995,70774,33686,37088,77662,35758,41904,97729,45110,52619,193010,91725,101285
11680,강남구,11,서울,2022,529102,253072,276030,67992,32291,35701,75652,35131,40521,96290,44093,52197,196753,93578,103175
11680,강남구,11,서울,2023,544873,260520,284353,67585,31857,35728,78771,36826,41945,98977,45417,53560,204727,97150,107577
11680,강남구,11,서울,2024,557345,266412,290933,66304,31182,35122,81291,38214,43077,100892,46139,54753,212171,100723,111448
11740,강동구,11,서울,2011,495138,247973,247165,74397,38293,36104,86266,43976,42290,84171,41591,42580,147421,69653,77768
11740,강동구,11,서울,2012,487905,244172,243733,71142,36759,34383,84337,42875,41462,82008,40636,41372,151985,71925,80060
11740,강동구,11,서울,2013,483379,241503,241876,68910,35595,33315,82741,42077,40664,81069,40146,40923,156134,73870,82264
11740,강동구,11,서울,2014,476597,237816,238781,67455,34863,32592,80050,40670,39380,79393,39538,39855,159493,75307,84186
11740,강동구,11,서울,2015,458658,228709,229949,64161,33213,30948,74979,37975,37004,75941,37906,38035,159699,75474,84225
11740,강동구,11,서울,2016,444168,221118,223050,61884,31972,29912,71347,36075,35272,73088,36462,36626,159682,75650,84032
11740,강동구,11,서울,2017,436223,216777,219446,59853,30797,29056,69687,35173,34514,71523,35765,35758,160027,75755,84272
11740,강동구,11,서울,2018,427573,211816,215757,58212,29547,28665,67233,33772,33461,68931,34528,34403,162178,76760,85418
11740,강동구,11,서울,2019,436067,215335,220732,59005,29668,29337,67743,34004,33739,69913,34923,34990,168783,79767,89016
11740,강동구,11,서울,2020,459970,226216,233754,61457,30322,31135,72086,35940,36146,74044,37147,36897,178672,84344,94328
11740,강동구,11,서울,2021,462664,227002,235662,60467,29554,30913,71097,35183,35914,74854,37397,37457,183075,86545,96530
11740,강동구,11,서울,2022,460067,225221,234846,57986,28160,29826,69346,34261,35085,74729,37277,37452,186382,88016,98366
11740,강동구,11,서울,2023,459167,224423,234744,56452,27220,29232,68615,33882,34733,74382,37084,37298,189965,89691,100274
11740,강동구,11,서울,2024,476942,232862,244080,56228,26783,29445,72917,36237,36680,76779,38182,38597,199115,93963,105152
11305,강북구,11,서울,2011,345054,170906,174148,47221,23928,23293,59140,30834,28306,57457,29161,28296,117390,53873,63517
11305,강북구,11,서울,2012,343157,169866,173291,45583,23092,22491,57660,29992,27668,57651,29322,28329,120630,55392,65238
11305,강북구,11,서울,2013,338707,167342,171365,43907,22222,21685,55117,28611,26506,57491,29195,28296,123226,56694,66532
11305,강북구,11,서울,2014,335025,165223,169802,43692,22189,21503,52086,27102,24984,57041,28917,28124,126278,58090,68188
11305,강북구,11,서울,2015,330873,162967,167906,43412,21969,21443,49586,25906,23680,55637,28204,27433,129296,59536,69760
11305,강북구,11,서울,2016,327195,160861,166334,43432,21943,21489,47400,24836,22564,54538,27661,26877,131843,60714,71129
11305,강북구,11,서울,2017,324479,158918,165561,44012,22014,21998,45371,23858,21513,53260,26939,26321,134569,61821,72748
11305,강북구,11,서울,2018,319164,156071,163093,43842,21770,22072,43446,22801,20645,50661,25747,24914,137033,63028,74005
11305,강북구,11,서울,2019,313954,153235,160719,43350,21376,21974,41035,21525,19510,48929,25002,23927,139560,64184,75376
11305,강북구,11,서울,2020,308055,150143,157912,42944,21044,21900,38757,20357,18400,46718,23936,22782,141895,65325,76570
11305,강북구,11,서울,2021,299182,145705,153477,41001,20085,20916,37120,19393,17727,43923,22624,21299,142194,65624,76570
11305,강북구,11,서울,2022,293660,142567,151093,39849,19359,20490,35921,18820,17101,42113,21686,20427,142961,65969,76992
11305,강북구,11,서울,2023,288113,139514,148599,38155,18226,19929,34997,18431,16566,39902,20593,19309,144343,66559,77784
11305,강북구,11,서울,2024,283597,136789,146808,36202,16983,19219,34602,18177,16425,37947,19666,18281,145887,67187,78700
11500,강서구,11,서울,2011,569072,280274,288798,84678,42134,42544,105635,53663,51972,93208,46150,47058,168975,78037,90938
11500,강서구,11,서울,2012,567431,278969,288462,82319,40868,41451,105152,53401,51751,92488,45781,46707,174984,80920,94064
11500,강서구,11,서울,2013,569070,279207,289863,81305,40273,41032,104990,53361,51629,92943,46031,46912,180847,83548,97299
11500,강서구,11,서울,2014,585160,286644,298516,83207,41059,42148,107111,54358,52753,95339,47411,47928,190126,87731,102395
11500,강서구,11,서울,2015,589074,287947,301127,83941,41152,42789,106920,54291,52629,95417,47634,47783,196415,90486,105929
11500,강서구,11,서울,2016,595485,290478,305007,85425,41496,43929,107459,54633,52826,96023,47877,48146,202317,93190,109127
11500,강서구,11,서울,2017,601691,292989,308702,87795,42216,45579,108193,55010,53183,96605,48443,48162,208148,95738,112410
11500,강서구,11,서울,2018,596949,290079,306870,87277,41644,45633,106818,54296,52522,94297,47332,46965,212396,97695,114701
11500,강서구,11,서울,2019,591796,286563,305233,87418,41222,46196,103078,52201,50877,93276,46838,46438,216614,99607,117007
11500,강서구,11,서울,2020,580185,280034,300151,86991,40310,46681,99062,50274,48788,90888,45542,45346,218990,100839,118151
11500,강서구,11,서울,2021,574315,276292,298023,85652,39227,46425,97831,49313,48518,89266,44826,44440,221403,102031,119372
11500,강서구,11,서울,2022,569166,273203,295963,82704,37642,45062,97617,49009,48608,88129,44197,43932,224050,103300,120750
11500,강서구,11,서울,2023,563058,269822,293236,79178,35814,43364,96654,48196,48458,86420,43392,43028,227800,105079,122721
11500,강서구,11,서울,2024,556171,266237,289934,75441,33911,41530,96299,47985,48314,83837,42105,41732,230975,106594,124381
11620,관악구,11,서울,2011,526397,267145,259252,98940,49999,48941,109527,60253,49274,78571,41294,37277,152933,70793,82140
11620,관악구,11,서울,2012,523029,265281,257748,95874,48556,47318,108434,59377,49057,78754,41619,37135,157092,72854,84238
11620,관악구,11,서울,2013,518028,262248,255780,93391,46975,46416,105745,57906,47839,79451,42068,37383,160351,74453,85898
11620,관악구,11,서울,2014,513186,259631,253555,93909,47418,46491,101385,55307,46078,79214,42068,37146,163350,76078,87272
11620,관악구,11,서울,2015,509663,257491,252172,94582,47710,46872,98352,53495,44857,78122,41501,36621,166767,77805,88962
