시군구코드,시군구,시도코드,시도,연도,총인구,남자인구,여자인구,20대,남_20대,여_20대,30대,남_30대,여_30대,40대,남_40대,여_40대,50대이상,남_50대이상,여_50대이상
41390,시흥시,41,경기,2012,399485,209254,190231,50844,27059,23785,71259,38453,32806,83872,44395,39477,90349,45873,44476
41390,시흥시,41,경기,2013,396765,208141,188624,51453,27688,23765,67319,36425,30894,83858,44129,39729,95459,48706,46753
41390,시흥시,41,경기,2014,394639,206925,187714,52639,28381,24258,63304,34144,29160,83118,43655,39463,101252,51875,49377
41390,시흥시,41,경기,2015,398256,208957,189299,54284,29485,24799,61631,33281,28350,82246,43271,38975,108416,55605,52811
41390,시흥시,41,경기,2016,402888,211392,191496,55996,30405,25591,60375,32464,27911,81529,42915,38614,115745,59538,56207
41390,시흥시,41,경기,2017,419664,219949,199715,59295,32231,27064,62661,33658,29003,82128,43360,38768,125680,64416,61264
41390,시흥시,41,경기,2018,448687,234840,213847,63173,34215,28958,69260,37116,32144,83885,44610,39275,138356,70481,67875
41390,시흥시,41,경기,2019,473682,247804,225878,66027,35793,30234,73824,39575,34249,86398,46190,40208,150675,76541,74134
41390,시흥시,41,경기,2020,500895,261730,239165,69580,37830,31750,77446,41440,36006,90660,48752,41908,164745,83350,81395
41390,시흥시,41,경기,2021,512030,267423,244607,68964,37460,31504,77837,41656,36181,92511,49973,42538,174925,88416,86509
41390,시흥시,41,경기,2022,512912,267861,245051,66399,36144,30255,75905,40786,35119,92791,50144,42647,181614,91752,89862
41390,시흥시,41,경기,2023,519715,271236,248479,64220,34949,29271,76407,41133,35274,93191,50303,42888,190471,96225,94246
41390,시흥시,41,경기,2024,518132,270037,248095,61011,33105,27906,75463,40585,34878,91237,49063,42174,197638,100070,97568
41273,안산단원구,41,경기,2011,334706,172652,162054,47539,24673,22866,58212,30590,27622,68392,35394,32998,74938,37363,37575
41273,안산단원구,41,경기,2012,333552,171986,161566,47632,24755,22877,56228,29763,26465,67246,34473,32773,80237,40229,40008
41273,안산단원구,41,경기,2013,331095,170688,160407,47663,24934,22729,53862,28612,25250,66859,34032,32827,84200,42351,41849
41273,안산단원구,41,경기,2014,326368,168407,157961,48069,25296,22773,50770,27069,23701,65317,33239,32078,88043,44362,43681
41273,안산단원구,41,경기,2015,318368,164274,154094,47869,25337,22532,47489,25257,22232,62616,31895,30721,91116,45993,45123
41273,안산단원구,41,경기,2016,314002,161915,152087,47923,25433,22490,45316,24187,21129,60425,30597,29828,94582,47822,46760
41273,안산단원구,41,경기,2017,306966,158483,148483,47622,25469,22153,42648,22866,19782,57750,29319,28431,97709,49309,48400
41273,안산단원구,41,경기,2018,304032,156959,147073,47724,25448,22276,41636,22595,19041,54411,27575,26836,102878,51787,51091
41273,안산단원구,41,경기,2019,306305,157977,148328,48423,25801,22622,42003,22915,19088,52585,26741,25844,108371,54269,54102
41273,안산단원구,41,경기,2020,303027,156352,146675,48336,25665,22671,41431,22709,18722,50280,25838,24442,112291,55997,56294
41273,안산단원구,41,경기,2021,302058,155703,146355,47535,25226,22309,41340,22666,18674,48402,25010,23392,116695,58043,58652
41273,안산단원구,41,경기,2022,296996,153129,143867,44851,23907,20944,40695,22313,18382,46543,24328,22215,119447,59179,60268
41273,안산단원구,41,경기,2023,294441,151605,142836,42847,22859,19988,40811,22353,18458,44446,23361,21085,123005,60754,62251
41273,안산단원구,41,경기,2024,293388,150849,142539,40588,21485,19103,42090,23161,18929,42513,22385,20128,126576,62445,64131
41271,안산상록구,41,경기,2011,380880,194112,186768,53306,27407,25899,65748,34130,31618,77744,39739,38005,85480,41809,43671
41271,안산상록구,41,경기,2012,381556,194368,187188,54183,27889,26294,63516,33160,30356,77632,39335,38297,91458,45022,46436
41271,안산상록구,41,경기,2013,382571,194887,187684,55329,28583,26746,61718,32399,29319,77690,39167,38523,96724,47721,49003
41271,안산상록구,41,경기,2014,381508,194419,187089,56978,29743,27235,58987,30997,27990,76542,38487,38055,102180,50463,51717
41271,안산상록구,41,경기,2015,379517,193360,186157,58503,30691,27812,56444,29872,26572,74149,37100,37049,108261,53466,54795
41271,안산상록구,41,경기,2016,375857,191479,184378,59776,31474,28302,54197,28828,25369,71293,35496,35797,113407,56010,57397
41271,안산상록구,41,경기,2017,370744,189102,181642,60388,32003,28385,51590,27518,24072,68310,34220,34090,118317,58235,60082
41271,안산상록구,41,경기,2018,356311,181742,174569,58473,31031,27442,47455,25415,22040,63067,31731,31336,121970,59908,62062
41271,안산상록구,41,경기,2019,344613,175789,168824,56696,30150,26546,43859,23635,20224,58702,29682,29020,125708,61656,64052
41271,안산상록구,41,경기,2020,351888,179452,172436,58151,31001,27150,44312,24037,20275,58079,29482,28597,133358,65364,67994
41271,안산상록구,41,경기,2021,350668,178943,171725,57795,30744,27051,43876,23853,20023,55489,28364,27125,138581,67880,70701
41271,안산상록구,41,경기,2022,344664,175811,168853,54875,29174,25701,43332,23597,19735,52792,27123,25669,141866,69401,72465
41271,안산상록구,41,경기,2023,334867,170723,164144,50843,27004,23839,41705,22863,18842,49602,25645,23957,144780,70700,74080
41271,안산상록구,41,경기,2024,327191,167021,160170,47595,25381,22214,40748,22538,18210,46637,24133,22504,147731,72227,75504
41550,안성시,41,경기,2011,180743,92204,88539,22260,11838,10422,31210,16542,14668,29814,15922,13892,55504,26070,29434
41550,안성시,41,경기,2012,181608,92627,88981,21457,11448,10009,30740,16230,14510,30116,16122,13994,57770,27295,30475
41550,안성시,41,경기,2013,182173,92935,89238,21076,11343,9733,29788,15731,14057,30821,16468,14353,59796,28313,31483
41550,안성시,41,경기,2014,181896,92757,89139,20705,11127,9578,28581,15084,13497,31029,16572,14457,61931,29468,32463
41550,안성시,41,경기,2015,180199,91896,88303,20519,10997,9522,26857,14224,12633,30664,16324,14340,64122,30651,33471
41550,안성시,41,경기,2016,182896,93389,89507,21025,11352,9673,26631,14098,12533,30862,16437,14425,66952,32151,34801
41550,안성시,41,경기,2017,182786,93574,89212,21183,11497,9686,25489,13559,11930,30679,16357,14322,69430,33491,35939
41550,안성시,41,경기,2018,183579,94095,89484,21554,11772,9782,24849,13328,11521,30269,16176,14093,72284,34930,37354
41550,안성시,41,경기,2019,183405,94227,89178,21456,11801,9655,23632,12777,10855,29912,15946,13966,75200,36569,38631
41550,안성시,41,경기,2020,187012,96355,90657,22544,12406,10138,23127,12660,10467,30171,16095,14076,79123,38635,40488
41550,안성시,41,경기,2021,189534,97895,91639,23111,12809,10302,22791,12521,10270,30184,16151,14033,82608,40446,42162
41550,안성시,41,경기,2022,188842,97581,91261,22585,12463,10122,21976,12163,9813,29805,15951,13854,84775,41633,43142
41550,안성시,41,경기,2023,189034,97738,91296,22134,12195,9939,21541,11962,9579,29265,15677,13588,87466,43067,44399
41550,안성시,41,경기,2024,193949,100245,93704,22162,12184,9978,22925,12764,10161,29219,15718,13501,91217,44872,46345
41173,안양동안구,41,경기,2011,352565,174738,177827,49236,25263,23973,57268,27713,29555,69505,33763,35742,87848,41729,46119
41173,안양동안구,41,경기,2012,357920,177192,180728,50316,25866,24450,57456,27964,29492,69121,33443,35678,94357,44719,49638
41173,안양동안구,41,경기,2013,357631,176869,180762,50284,25920,24364,56822,27866,28956,68645,33018,35627,98284,46546,51738
41173,안양동안구,41,경기,2014,353494,174714,178780,50341,26053,24288,54190,26727,27463,67181,32187,34994,102186,48489,53697
41173,안양동안구,41,경기,2015,350519,173028,177491,50338,26148,24190,52665,26044,26621,65547,31308,34239,105684,50077,55607
41173,안양동안구,41,경기,2016,345061,170166,174895,49837,25862,23975,51139,25384,25755,63561,30183,33378,107684,51118,56566
41173,안양동안구,41,경기,2017,332787,163752,169035,47937,24807,23130,48259,24029,24230,60627,28766,31861,107640,50935,56705
41173,안양동안구,41,경기,2018,325319,159757,165562,46486,24019,22467,46967,23370,23597,57320,27169,30151,110081,51973,58108
41173,안양동안구,41,경기,2019,322809,158326,164483,45794,23753,22041,46096,23084,23012,55506,26333,29173,113782,53486,60296
41173,안양동안구,41,경기,2020,310614,152072,158542,43252,22336,20916,43399,21812,21587,52622,24997,27625,114109,53514,60595
41173,안양동안구,41,경기,2021,308867,151257,157610,41336,21247,20089,44185,22312,21873,51456,24550,26906,116152,54475,61677
41173,안양동안구,41,경기,2022,313834,153786,160048,40110,20674,19436,45915,23200,22715,51249,24603,26646,121095,56764,64331
41173,안양동안구,41,경기,2023,313996,153789,160207,38808,20008,18800,45921,23286,22635,50525,24411,26114,124713,58321,66392
41173,안양동안구,41,경기,2024,326521,159780,166741,38720,19925,18795,49872,25340,24532,51659,25069,26590,130655,60972,69683
41171,안양만안구,41,경기,2011,263077,132575,130502,39375,20291,19084,43216,22614,20602,45953,23042,22911,79774,38018,41756
41171,안양만안구,41,경기,2012,253492,127874,125618,37595,19447,18148,40910,21404,19506,43564,21923,21641,80525,38484,42041
41171,안양만안구,41,경기,2013,250246,126114,124132,36870,19118,17752,39628,20666,18962,43022,21738,21284,82512,39453,43059
41171,안양만안구,41,경기,2014,247315,124536,122779,36726,19021,17705,38085,19961,18124,41808,21036,20772,85012,40725,44287
41171,안양만안구,41,경기,2015,247270,124394,122876,36726,19040,17686,37576,19770,17806,40749,20523,20226,88172,42198,45974
41171,안양만안구,41,경기,2016,252353,126793,125560,37509,19516,17993,38102,20002,18100,40774,20522,20252,92511,44310,48201
41171,안양만안구,41,경기,2017,254977,127999,126978,38069,19854,18215,37721,19903,17818,40358,20406,19952,96786,46153,50633
41171,안양만안구,41,경기,2018,251512,126059,125453,37130,19366,17764,36758,19327,17431,38486,19548,18938,99464,47444,52020
41171,안양만안구,41,경기,2019,244235,122326,121909,35566,18590,16976,34566,18150,16416,36457,18609,17848,100738,48019,52719
41171,안양만안구,41,경기,2020,239413,119864,119549,34502,18066,16436,32954,17396,15558,35184,17995,17189,102354,48689,53665
41171,안양만안구,41,경기,2021,238311,119239,119072,33537,17498,16039,33149,17519,15630,34205,17625,16580,104503,49657,54846
41171,안양만안구,41,경기,2022,234394,117092,117302,31373,16307,15066,33101,17469,15632,33278,17264,16014,105141,49848,55293
41171,안양만안구,41,경기,2023,230664,115122,115542,29339,15276,14063,32527,17209,15318,32303,16851,15452,106641,50513,56128
41171,안양만안구,41,경기,2024,229971,114673,115298,27927,14572,13355,33402,17637,15765,31237,16366,14871,108839,51481,57358
41630,양주시,41,경기,2011,200360,102266,98094,22797,12197,10600,34446,17507,16939,36110,19358,16752,57708,27975,29733
41630,양주시,41,경기,2012,200310,102085,98225,22216,11892,10324,33030,16606,16424,36508,19500,17008,60220,29282,30938
41630,양주시,41,경기,2013,199143,101287,97856,21874,11645,10229,30679,15423,15256,37146,19664,17482,62480,30497,31983
41630,양주시,41,경기,2014,202072,102688,99384,22515,11965,10550,29554,14901,14653,37832,19850,17982,65625,32171,33454
41630,양주시,41,경기,2015,205184,104133,101051,23060,12210,10850,28622,14413,14209,38090,19872,18218,69436,34100,35336
41630,양주시,41,경기,2016,205513,104235,101278,23290,12408,10882,27239,13729,13510,37977,19709,18268,72143,35463,36680
41630,양주시,41,경기,2017,212146,107650,104496,24412,13035,11377,27440,13960,13480,38519,19894,18625,77120,37876,39244
41630,양주시,41,경기,2018,216951,109978,106973,25228,13408,11820,27704,14153,13551,38295,19765,18530,81646,40096,41550
41630,양주시,41,경기,2019,222314,112775,109539,26280,14090,12190,27614,14223,13391,38583,19857,18726,86091,42238,43853
41630,양주시,41,경기,2020,230359,116916,113443,27449,14756,12693,28048,14464,13584,39444,20345,19099,91421,44949,46472
41630,양주시,41,경기,2021,236368,119835,116533,27716,14925,12791,28102,14517,13585,39910,20520,19390,96712,47516,49196
41630,양주시,41,경기,2022,243432,123173,120259,27708,14909,12799,28948,15084,13864,40406,20586,19820,102022,50180,51842
41630,양주시,41,경기,2023,268026,135376,132650,29681,15761,13920,34043,17589,16454,43977,22551,21426,111839,54814,57025
41630,양주시,41,경기,2024,289005,145474,143531,31251,16458,14793,39185,20194,18991,46423,23888,22535,120866,58981,61885
41830,양평군,41,경기,2011,99430,50157,49273,10380,5678,4702,12179,6354,5825,15539,8249,7290,43180,20314,22866
41830,양평군,41,경기,2012,102193,51497,50696,10284,5665,4619,12314,6383,5931,15799,8368,7431,45569,21533,24036
41830,양평군,41,경기,2013,103620,52240,51380,10182,5626,4556,12108,6251,5857,16027,8467,7560,47157,22398,24759
41830,양평군,41,경기,2014,105379,53245,52134,10405,5856,4549,11801,6061,5740,16078,8526,7552,48997,23330,25667
41830,양평군,41,경기,2015,108316,54727,53589,10634,5952,4682,11633,5900,5733,16284,8658,7626,51604,24691,26913
41830,양평군,41,경기,2016,111367,56285,55082,10777,5999,4778,11822,5989,5833,16492,8759,7733,54095,25986,28109
41830,양평군,41,경기,2017,115105,57981,57124,10936,5996,4940,11993,6087,5906,16723,8817,7906,57185,27532,29653
41830,양평군,41,경기,2018,116095,58396,57699,10729,5832,4897,11778,5949,5829,16438,8591,7847,59315,28689,30626
41830,양평군,41,경기,2019,116874,58654,58220,10456,5694,4762,11218,5651,5567,16328,8428,7900,61494,29785,31709
41830,양평군,41,경기,2020,118810,59563,59247,10597,5867,4730,10775,5431,5344,16312,8302,8010,64120,31128,32992
41830,양평군,41,경기,2021,121230,60846,60384,10589,5907,4682,10701,5431,5270,16311,8262,8049,66835,32528,34307
41830,양평군,41,경기,2022,122323,61495,60828,10125,5623,4502,10391,5397,4994,16149,8102,8047,69174,33791,35383
41830,양평군,41,경기,2023,125238,62801,62437,9822,5410,4412,10549,5474,5075,16122,8075,8047,72267,35282,36985
41830,양평군,41,경기,2024,126804,63574,63230,9432,5247,4185,10717,5598,5119,15795,7923,7872,74855,36557,38298
41670,여주시,41,경기,2013,109343,55211,54132,12094,6516,5578,14580,7426,7154,17822,9483,8339,42833,20451,22382
41670,여주시,41,경기,2014,110386,55745,54641,12188,6631,5557,14364,7302,7062,17742,9388,8354,44383,21244,23139
41670,여주시,41,경기,2015,111033,56180,54853,12303,6769,5534,13887,7078,6809,17590,9294,8296,46268,22285,23983
41670,여주시,41,경기,2016,111563,56445,55118,12321,6714,5607,13528,6915,6613,17329,9125,8204,47996,23195,24801
41670,여주시,41,경기,2017,111984,56629,55355,12333,6678,5655,13064,6728,6336,17291,9084,8207,49814,24110,25704
41670,여주시,41,경기,2018,111525,56479,55046,12281,6686,5595,12607,6511,6096,16634,8678,7956,51451,25028,26423
41670,여주시,41,경기,2019,111083,56427,54656,12067,6569,5498,12009,6298,5711,16168,8419,7749,53171,25992,27179
41670,여주시,41,경기,2020,111897,56838,55059,12177,6682,5495,11539,6086,5453,16033,8267,7766,55142,27058,28084
41670,여주시,41,경기,2021,112150,57022,55128,11956,6537,5419,11129,5877,5252,15713,8133,7580,57102,28098,29004
41670,여주시,41,경기,2022,113150,57567,55583,11510,6276,5234,11110,5931,5179,15757,8059,7698,58845,29051,29794
41670,여주시,41,경기,2023,114412,58177,56235,11209,6086,5123,11324,6069,5255,15462,7901,7561,60901,30069,30832
41670,여주시,41,경기,2024,114610,58355,56255,10704,5785,4919,11320,6098,5222,15156,7776,7380,62567,30964,31603
41800,연천군,41,경기,2011,44900,23135,21765,5114,2936,2178,5350,2963,2387,6832,3742,3090,19301,9080,10221
41800,연천군,41,경기,2012,45599,23631,21968,5365,3197,2168,5392,2959,2433,6746,3687,3059,19842,9395,10447
41800,연천군,41,경기,2013,45610,23708,21902,5462,3297,2165,5234,2825,2409,6646,3678,2968,20283,9650,10633
41800,연천군,41,경기,2014,45363,23475,21888,5427,3290,2137,4957,2648,2309,6395,3524,2871,20841,9929,10912
41800,연천군,41,경기,2015,45725,23917,21808,5889,3744,2145,4926,2654,2272,6079,3374,2705,21290,10179,11111
41800,연천군,41,경기,2016,45907,24090,21817,6001,3847,2154,4945,2688,2257,5837,3240,2597,21723,10457,11266
41800,연천군,41,경기,2017,45431,23790,21641,5839,3733,2106,4802,2600,2202,5625,3105,2520,22060,10627,11433
41800,연천군,41,경기,2018,44633,23364,21269,5527,3535,1992,4647,2545,2102,5345,2951,2394,22354,10772,11582
41800,연천군,41,경기,2019,43824,22962,20862,5468,3469,1999,4336,2412,1924,5081,2797,2284,22671,10993,11678
41800,연천군,41,경기,2020,43516,22799,20717,5364,3403,1961,4259,2428,1831,4978,2722,2256,22992,11160,11832
41800,연천군,41,경기,2021,42721,22399,20322,5114,3272,1842,4099,2340,1759,4727,2576,2151,23192,11304,11888
41800,연천군,41,경기,2022,42062,22113,19949,4807,3073,1734,3980,2327,1653,4553,2467,2086,23525,11548,11977
41800,연천군,41,경기,2023,41584,21776,19808,4498,2849,1649,3976,2345,1631,4342,2338,2004,23865,11716,12149
41800,연천군,41,경기,2024,40866,21400,19466,4184,2639,1545,3906,2315,1591,4073,2215,1858,24092,11842,12250
41370,오산시,41,경기,2011,193892,98983,94909,26710,13375,13335,43554,22987,20567,32661,17266,15395,38173,18145,20028
41370,오산시,41,경기,2012,200291,102396,97895,26538,13479,13059,44707,23515,21192,34218,18047,16171,41101,19602,21499
41370,오산시,41,경기,2013,205460,105145,100315,26062,13298,12764,44947,23623,21324,36329,19170,17159,43608,20925,22683
41370,오산시,41,경기,2014,208565,106843,101722,26114,13525,12589,44124,23119,21005,37836,19929,17907,46106,22251,23855
41370,오산시,41,경기,2015,206828,105966,100862,25969,13592,12377,42001,21954,20047,37945,19968,17977,48417,23430,24987
41370,오산시,41,경기,2016,208656,107056,101600,26496,14010,12486,40765,21364,19401,38859,20389,18470,51006,24785,26221
41370,오산시,41,경기,2017,213437,109620,103817,27494,14643,12851,40172,21075,19097,40001,21089,18912,54471,26479,27992
41370,오산시,41,경기,2018,220070,113237,106833,28893,15438,13455,40498,21275,19223,40721,21596,19125,58808,28609,30199
41370,오산시,41,경기,2019,226379,116904,109475,30421,16393,14028,40103,21433,18670,42013,22255,19758,63597,31050,32547
41370,오산시,41,경기,2020,229725,118785,110940,31321,16928,14393,38973,21067,17906,43237,22913,20324,67537,33090,34447
41370,오산시,41,경기,2021,229983,119409,110574,31150,16891,14259,37349,20355,16994,43914,23409,20505,70984,34920,36064
41370,오산시,41,경기,2022,229849,119646,110203,29902,16285,13617,35964,19855,16109,44585,23770,20815,74216,36573,37643
41370,오산시,41,경기,2023,229656,119722,109934,28851,15779,13072,34992,19395,15597,44413,23834,20579,77779,38384,39395
41370,오산시,41,경기,2024,242065,126193,115872,29046,15806,13240,38362,21327,17035,45910,24753,21157,83882,41358,42524
41463,용인기흥구,41,경기,2011,368722,182303,186419,39780,19819,19961,76185,36236,39949,68154,35529,32625,82406,38151,44255
41463,용인기흥구,41,경기,2012,375875,185968,189907,39528,19772,19756,74596,35515,39081,71612,37004,34608,87371,40778,46593
41463,용인기흥구,41,경기,2013,393172,194687,198485,41360,20872,20488,75165,35858,39307,76839,39290,37549,93970,44201,49769
41463,용인기흥구,41,경기,2014,402206,199066,203140,43458,22083,21375,72731,34617,38114,80261,40759,39502,99842,47198,52644
41463,용인기흥구,41,경기,2015,409162,202407,206755,45113,23015,22098,70040,33496,36544,82338,41468,40870,106602,50460,56142
41463,용인기흥구,41,경기,2016,417163,206316,210847,47437,24310,23127,68087,32556,35531,84071,42132,41939,112939,53556,59383
41463,용인기흥구,41,경기,2017,419429,207548,211881,48868,25279,23589,64135,30833,33302,84918,42281,42637,119577,56765,62812
41463,용인기흥구,41,경기,2018,427719,211619,216100,50993,26311,24682,63795,30893,32902,84535,41902,42633,128310,61048,67262
41463,용인기흥구,41,경기,2019,436679,215796,220883,53753,27749,26004,62536,30473,32063,84703,41662,43041,138047,65677,72370
41463,용인기흥구,41,경기,2020,440835,217663,223172,56781,29375,27406,59526,29164,30362,83883,41136,42747,147014,69915,77099
41463,용인기흥구,41,경기,2021,441742,217999,223743,57187,29880,27307,57095,28044,29051,82407,40204,42203,154847,73636,81211
41463,용인기흥구,41,경기,2022,438235,216180,222055,55846,29250,26596,54226,26907,27319,80486,39090,41396,161044,76618,84426
41463,용인기흥구,41,경기,2023,436656,215218,221438,55201,28793,26408,52410,26320,26090,77672,37734,39938,168707,80100,88607
41463,용인기흥구,41,경기,2024,436351,214987,221364,54715,28505,26210,52215,26558,25657,74172,35884,38288,176146,83492,92654
41465,용인수지구,41,경기,2011,318122,156114,162008,32146,15963,16183,59431,27432,31999,62459,31876,30583,75775,35555,40220
41465,용인수지구,41,경기,2012,329560,161630,167930,33768,16743,17025,59778,27582,32196,65482,33120,32362,80973,38139,42834
41465,용인수지구,41,경기,2013,335401,164234,171167,35070,17449,17621,58530,27112,31418,67697,33724,33973,85251,40337,44914
41465,용인수지구,41,경기,2014,340420,166781,173639,36772,18424,18348,56185,26026,30159,69543,34390,35153,89457,42598,46859
41465,용인수지구,41,경기,2015,345237,168987,176250,38425,19356,19069,54330,25107,29223,70582,34721,35861,94207,44908,49299
41465,용인수지구,41,경기,2016,347833,170217,177616,40523,20415,20108,52075,24186,27889,71454,34802,36652,98092,46880,51212
41465,용인수지구,41,경기,2017,353099,172633,180466,42198,21220,20978,50865,23760,27105,72106,34907,37199,103641,49588,54053
41465,용인수지구,41,경기,2018,358289,174892,183397,43346,21787,21559,51281,24053,27228,71258,34421,36837,109340,52328,57012
41465,용인수지구,41,경기,2019,369034,180116,188918,45272,22813,22459,52060,24756,27304,72284,34639,37645,116300,55631,60669
41465,용인수지구,41,경기,2020,375843,183210,192633,46477,23210,23267,51771,24564,27207,72604,34796,37808,122791,58801,63990
41465,용인수지구,41,경기,2021,375568,182957,192611,46014,23137,22877,50044,23828,26216,71464,34097,37367,127893,61214,66679
41465,용인수지구,41,경기,2022,377448,184030,193418,45377,22933,22444,49480,23626,25854,70821,33839,36982,132943,63539,69404
41465,용인수지구,41,경기,2023,377422,183880,193542,44623,22580,22043,48445,23209,25236,69777,33380,36397,137686,65632,72054
41465,용인수지구,41,경기,2024,375351,182639,192712,43603,21956,21647,48045,23139,24906,67553,32230,35323,141390,67328,74062
41461,용인처인구,41,경기,2011,209200,107250,101950,26195,13892,12303,35121,18422,16699,38102,20103,17999,59421,28502,30919
41461,용인처인구,41,경기,2012,210524,107853,102671,25962,13759,12203,34496,18084,16412,38305,20246,18059,62525,30116,32409
41461,용인처인구,41,경기,2013,212904,109024,103880,26307,13970,12337,33887,17683,16204,38995,20487,18508,65448,31688,33760
41461,용인처인구,41,경기,2014,218400,111912,106488,27219,14486,12733,33905,17766,16139,39804,20823,18981,69493,33818,35675
41461,용인처인구,41,경기,2015,221347,113333,108014,27772,14837,12935,33338,17395,15943,39837,20849,18988,73364,35742,37622
41461,용인처인구,41,경기,2016,226130,115841,110289,29415,15733,13682,32639,17078,15561,40179,20924,19255,77182,37785,39397
41461,용인처인구,41,경기,2017,231553,118742,112811,30419,16270,14149,32517,17101,15416,40892,21343,19549,81791,40062,41729
41461,용인처인구,41,경기,2018,249118,127616,121502,32413,17432,14981,35731,18728,17003,42716,22388,20328,89942,43936,46006
41461,용인처인구,41,경기,2019,253896,130034,123862,33228,17921,15307,34881,18299,16582,43237,22767,20470,94752,46254,48498
41461,용인처인구,41,경기,2020,257498,131974,125524,34504,18759,15745,34006,18018,15988,43528,22901,20627,99355,48507,50848
41461,용인처인구,41,경기,2021,260198,133503,126695,34685,18873,15812,33398,17852,15546,43521,22884,20637,103926,50849,53077
41461,용인처인구,41,경기,2022,259288,133113,126175,33479,18262,15217,32399,17429,14970,42955,22552,20403,107185,52538,54647
41461,용인처인구,41,경기,2023,261488,134289,127199,32807,17984,14823,32165,17462,14703,42678,22364,20314,111817,54812,57005
41461,용인처인구,41,경기,2024,274162,140423,133739,32780,17984,14796,35547,19196,16351,43764,22900,20864,118685,58135,60550
41430,의왕시,41,경기,2011,149607,75003,74604,21002,10934,10068,24743,12573,12170,27512,13628,13884,41254,19704,21550
41430,의왕시,41,경기,2012,154757,77506,77251,21429,11164,10265,25474,12981,12493,28011,13881,14130,44419,21211,23208
41430,의왕시,41,경기,2013,159772,79919,79853,22096,11508,10588,25724,13088,12636,28674,14234,14440,47727,22805,24922
41430,의왕시,41,경기,2014,158482,79245,79237,22030,11538,10492,24526,12561,11965,28109,13885,14224,49621,23704,25917
41430,의왕시,41,경기,2015,157740,78794,78946,21978,11504,10474,23637,12140,11497,27412,13512,13900,51920,24809,27111
41430,의왕시,41,경기,2016,156763,78304,78459,22261,11697,10564,22615,11628,10987,26964,13254,13710,53905,25783,28122
41430,의왕시,41,경기,2017,155767,77736,78031,22114,11670,10444,21521,11134,10387,26273,12890,13383,56364,26889,29475
41430,의왕시,41,경기,2018,153932,76834,77098,21878,11616,10262,20803,10709,10094,24760,12181,12579,58614,27966,30648
41430,의왕시,41,경기,2019,161153,80353,80800,22732,12062,10670,22132,11391,10741,24966,12297,12669,63060,30006,33054
41430,의왕시,41,경기,2020,163795,81470,82325,23532,12363,11169,22922,11785,11137,24616,12152,12464,64967,30829,34138
41430,의왕시,41,경기,2021,163356,81148,82208,22666,11895,10771,22916,11779,11137,24033,12005,12028,67040,31722,35318
41430,의왕시,41,경기,2022,160221,79417,80804,21076,11068,10008,22280,11392,10888,23486,11791,11695,67681,31947,35734
41430,의왕시,41,경기,2023,158870,78829,80041,19759,10373,9386,22979,11795,11184,22715,11482,11233,68395,32275,36120
41430,의왕시,41,경기,2024,154488,76489,77999,18223,9535,8688,22517,11567,10950,21620,10984,10636,68348,32138,36210
41150,의정부시,41,경기,2011,430400,213071,217329,54252,27498,26754,70272,34956,35316,81109,40773,40336,124315,57953,66362
41150,의정부시,41,경기,2012,429147,212373,216774,54077,27554,26523,67330,33511,33819,80450,40272,40178,130230,60897,69333
41150,의정부시,41,경기,2013,430976,213109,217867,54738,27906,26832,65297,32640,32657,80563,40058,40505,136095,63819,72276
41150,의정부시,41,경기,2014,431112,212947,218165,55932,28563,27369,62571,31443,31128,80161,39632,40529,141766,66572,75194
41150,의정부시,41,경기,2015,433937,214396,219541,57605,29434,28171,61116,30919,30197,79135,39022,40113,148287,69679,78608
41150,의정부시,41,경기,2016,438457,216400,222057,59071,30215,28856,60502,30661,29841,78242,38602,39640,154973,72870,82103
41150,의정부시,41,경기,2017,441584,217944,223640,60291,30894,29397,59830,30345,29485,77367,38293,39074,160777,75462,85315
41150,의정부시,41,경기,2018,447026,220360,226666,61542,31372,30170,60448,30752,29696,75561,37608,37953,168041,78670,89371
41150,의정부시,41,경기,2019,451868,222590,229278,62512,31936,30576,59773,30363,29410,74630,37236,37394,175825,82277,93548
41150,의정부시,41,경기,2020,461710,227342,234368,64571,32826,31745,60147,30694,29453,74794,37482,37312,185206,86596,98610
41150,의정부시,41,경기,2021,463661,228538,235123,64284,32580,31704,60071,30734,29337,73614,37060,36554,191080,89610,101470
41150,의정부시,41,경기,2022,463724,228107,235617,62143,31273,30870,60456,30995,29461,72239,36561,35678,196349,91923,104426
41150,의정부시,41,경기,2023,464213,228163,236050,59680,30004,29676,60343,30993,29350,71137,36201,34936,202414,94643,107771
41150,의정부시,41,경기,2024,461271,226449,234822,56279,28243,28036,60287,30970,29317,68885,35104,33781,207684,97034,110650
41500,이천시,41,경기,2011,204566,103617,100949,27179,13852,13327,34718,17539,17179,34869,18378,16491,56677,27198,29479
41500,이천시,41,경기,2012,204917,103896,101021,26370,13386,12984,34284,17412,16872,34779,18341,16438,59199,28566,30633
41500,이천시,41,경기,2013,205479,104253,101226,25908,13174,12734,33556,17105,16451,35346,18550,16796,61336,29733,31603
41500,이천시,41,경기,2014,205014,104008,101006,25775,13190,12585,32301,16481,15820,35233,18392,16841,63956,31063,32893
41500,이천시,41,경기,2015,204935,104066,100869,25640,13212,12428,31398,16117,15281,34840,18107,16733,66663,32452,34211
41500,이천시,41,경기,2016,210359,107044,103315,26759,14067,12692,31818,16484,15334,35350,18187,17163,69786,34113,35673
