연도,시도,시군구,지역코드,거래량,평균전용면적,매매가_만원,평균매매가_만원,중위매매가_만원,매매가_억원,면적범위,가격통계,매매가_전년대비증가율,소득분위,가구_소득평균,가구_순자산,가구_자산평균,가구_부채평균,DSR,소득분위_선택값,매매가_소득배율,매매가_순자산배율,순자산_매매가커버리지,NPS_가입자수,NPS_고지금액합계,NPS_1인당고지금액,NPS_가입자수_전년대비증가율,NPS_고지금액합계_전년대비증가율,NPS_1인당고지금액_전년대비증가율,GRDP,GRDP_전년대비증가율,GRDP_가격기준,전입,전출,순이동,전입_전년대비증가율,전출_전년대비증가율,순이동_전년대비증가율,미분양_호수,미분양_호수_전년대비증가율,주담대_잔액,주담대_증감률,주담대_비중,착공_호수,준공_호수,착공_아파트,준공_아파트,착공_호수_전년대비증가율,준공_호수_전년대비증가율,지가변동률,KB_매수우위지수,KB_매매거래지수,KB_전세수급지수,소비자심리지수,주택가격전망CSI,KB_선도50지수,순이동_NPS가입자대비,미분양_거래량배율,준공_거래량배율,corr_var__가구_소득평균,corr_var__가구_순자산,corr_var__NPS_가입자수,corr_var__NPS_가입자수_전년대비증가율,corr_var__NPS_1인당고지금액,corr_var__NPS_1인당고지금액_전년대비증가율,corr_var__GRDP,corr_var__GRDP_전년대비증가율,corr_var__전입,corr_var__전출,corr_var__순이동,corr_var__미분양_호수,corr_var__주담대_잔액,corr_var__주담대_증감률,corr_var__착공_호수,corr_var__준공_호수,corr_var__지가변동률,corr_var__소비자심리지수,corr_var__주택가격전망CSI,corr_var__KB_매수우위지수,corr_var__KB_매매거래지수,corr_var__KB_전세수급지수,상위10퍼센트_정확도
2021,서울,중랑구,11260,521,84.66361689059502,76900.0,78402.97504798464,76900.0,7.69,82~86㎡,median,27.107438016528928,소득5분위,14268.8269839115,90300.814516767,109951.7311755528,19650.9166587858,137.7192160290594,소득5분위,5.389370835227513,0.8515980770663065,1.1742628675782445,22900.0,6020008480.0,262882.46637554583,-1.3781223083548677,3.1890560268510004,4.6309991678375795,,,,1418187,1524430,-106243,-10.134799037086372,-7.215377938948631,63.82883577486507,63.583333333333336,-11.689814814814813,213003.1416666667,0.9319418928083504,63.436729680954954,61485.0,70243.0,34570.0,43729.0,-10.43830388486694,-13.1505087847278,0.43216666666666664,90.7119970475,10.125568283,159.464968216625,103.43333333333334,124.16666666666667,70.16310603416666,-4.63943231441048,0.12204094689699296,134.82341650671785,14268.8269839115,90300.814516767,22900.0,-1.3781223083548677,262882.46637554583,4.6309991678375795,,,1418187,1524430,-106243,63.583333333333336,213003.1416666667,0.9319418928083504,61485.0,70243.0,0.43216666666666664,103.43333333333334,124.16666666666667,90.7119970475,10.125568283,159.464968216625,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2022,서울,중랑구,11260,86,84.62407325581395,75500.0,79120.93023255814,75500.0,7.55,82~86㎡,median,-1.8205461638491571,소득5분위,15025.6975797391,100528.0244442397,121088.2011854,20560.1767411603,136.83342574979002,소득5분위,5.024725115045936,0.751034355020852,1.331497012506486,22311.0,5871947840.0,263186.2238357761,-2.5720524017467272,-2.4594756052569555,0.11554877144082099,,,,1201527,1236867,-35340,-15.2772518715797,-18.863640836246987,-66.73663206046515,553.8333333333334,771.0353866317168,227516.38333333333,0.17127108040228267,64.48496540835136,63867.0,54660.0,44894.0,31836.0,3.8741156379604735,-22.1844169525789,0.2519166666666667,40.23610326358334,1.8295229814166667,105.25811626666666,95.49166666666667,86.33333333333333,74.68328998583333,-1.5839720317332258,6.439922480620155,635.5813953488372,15025.6975797391,100528.0244442397,22311.0,-2.5720524017467272,263186.2238357761,0.11554877144082099,,,1201527,1236867,-35340,553.8333333333334,227516.38333333333,0.17127108040228267,63867.0,54660.0,0.2519166666666667,95.49166666666667,86.33333333333333,40.23610326358334,1.8295229814166667,105.25811626666666,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2023,서울,중랑구,11260,298,84.78208456375839,68000.0,72027.34899328859,68000.0,6.8,82~86㎡,median,-9.93377483443708,소득5분위,15598.0072555042,96824.6678861857,117458.2830186514,20633.6151324657,132.28366158878754,소득5분위,4.359531245634231,0.7023003691572877,1.4238921747968487,33185.0,9519250380.0,286854.01175229775,48.738290529335316,62.114014623127176,8.99279132911226,,,,1206963,1238213,-31250,0.45242429009086926,0.10882334155573048,-11.573288058856823,1106.3333333333333,99.75925368642791,229970.69166666665,0.32939259859179243,65.97604190461169,33730.0,53056.0,27426.0,38028.0,-47.18712324048413,-2.934504207830224,0.09166666666666667,31.353072227499997,8.5077256575,90.6199605275,97.19166666666666,93.33333333333333,68.61149256916667,-0.9416905228265783,3.712527964205816,178.04026845637583,15598.0072555042,96824.6678861857,33185.0,48.738290529335316,286854.01175229775,8.99279132911226,,,1206963,1238213,-31250,1106.3333333333333,229970.69166666665,0.32939259859179243,33730.0,53056.0,0.09166666666666667,97.19166666666666,93.33333333333333,31.353072227499997,8.5077256575,90.6199605275,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2024,서울,중랑구,11260,606,84.72053118811881,71000.0,76178.48184818482,71000.0,7.1,82~86㎡,median,4.4117647058823595,소득5분위,16601.7403727805,103251.534864841,123780.2346436831,20528.6997788421,123.65390204812547,소득5분위,4.276660061279392,0.6876411095771204,1.454246969927338,,,,,,,,,,1221380,1266072,-44692,1.194485663603606,2.249935996472341,43.01440000000001,960.4166666666666,-13.189213618559803,249981.58333333334,0.7486124213056833,68.17754361080347,26418.0,39555.0,21821.0,32988.0,-21.67803142603024,-25.446697828709286,0.2545,42.59107177916667,17.392026454166665,133.71870944,99.77499999999999,105.75,73.486134025,,1.5848459845984597,65.27227722772277,16601.7403727805,103251.534864841,,,,,,,1221380,1266072,-44692,960.4166666666666,249981.58333333334,0.7486124213056833,26418.0,39555.0,0.2545,99.77499999999999,105.75,42.59107177916667,17.392026454166665,133.71870944,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2017,서울,성북구,11290,1940,84.76797587628866,46700.0,47454.729896907214,46700.0,4.67,82~86㎡,median,,소득5분위,12955.9113611205,67547.4968553551,83022.796550379,15475.2996950239,119.44585960555314,소득5분위,3.6045322245830125,0.6913653676908631,1.4464132088941135,27224.0,5759232780.0,211549.83764325597,-7.221483829192654,2.02732447399927,9.968696078480788,5687338.0,1.115187836034237,2015년 기준년가격,1472937,1571423,-98486,-2.8150530284335895,-5.099226443797445,-29.781757773230566,104.66666666666667,-78.80526493418833,153237.45833333334,0.3850083708195118,67.33610151153572,95078.0,73883.0,55274.0,29201.0,-6.764336706676078,-20.394992026893078,0.35283333333333333,,,,106.325,104.16666666666667,38.50029009916667,-3.6176168086982075,0.053951890034364264,38.0840206185567,12955.9113611205,67547.4968553551,27224.0,-7.221483829192654,211549.83764325597,9.968696078480788,5687338.0,1.115187836034237,1472937,1571423,-98486,104.66666666666667,153237.45833333334,0.3850083708195118,95078.0,73883.0,0.35283333333333333,106.325,104.16666666666667,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2018,서울,성북구,11290,1987,84.77305968797181,50700.0,52330.59386009059,50700.0,5.07,82~86㎡,median,8.56531049250535,소득5분위,13546.653990428,74263.716571368,91414.0185944494,17150.3020230813,126.6017574169948,소득5분위,3.742621612379291,0.6827021638659427,1.464767585234083,31534.0,6655811740.0,211067.7915900298,15.83161915956508,15.56768052705797,-0.22786406200843157,5742234.0,0.96523188880282,2015년 기준년가격,1439707,1549937,-110230,-2.2560367483470123,-1.367295756775866,11.924537497715404,39.583333333333336,-62.181528662420384,161249.48333333334,0.4459881960217275,65.16508478483199,80273.0,76043.0,44744.0,38853.0,-15.571425566377084,2.9235412747181444,0.49574999999999997,,,,104.33333333333333,106.25,48.469404526666665,-3.4955920593644954,0.01992115416876363,38.27025666834424,13546.653990428,74263.716571368,31534.0,15.83161915956508,211067.7915900298,-0.22786406200843157,5742234.0,0.96523188880282,1439707,1549937,-110230,39.583333333333336,161249.48333333334,0.4459881960217275,80273.0,76043.0,0.49574999999999997,104.33333333333333,106.25,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2019,서울,성북구,11290,1431,84.78221733053809,62000.0,63609.66596785465,62000.0,6.2,82~86㎡,median,22.2879684418146,소득5분위,13785.8226582056,76921.0769571673,94608.1453937105,17687.0684365432,128.29896971012823,소득5분위,4.497373971592211,0.8060209561876526,1.2406625315672146,31608.0,7058337920.0,223308.59023032145,0.23466734318513538,6.047739865911539,5.799463076805056,5761704.0,0.33906664200726855,2015년 기준년가격,1426493,1476081,-49588,-0.9178256409116625,-4.765096903938682,-55.01406150775651,213.33333333333334,438.9473684210526,171462.98333333334,0.5841504939828667,64.46142954767093,78782.0,78592.0,51321.0,45860.0,-1.8574115829731008,3.3520508133556115,0.43016666666666664,,,,99.125,101.41666666666667,52.094689102500006,-1.5688433308023286,0.14907989750757047,54.92103424178896,13785.8226582056,76921.0769571673,31608.0,0.23466734318513538,223308.59023032145,5.799463076805056,5761704.0,0.33906664200726855,1426493,1476081,-49588,213.33333333333334,171462.98333333334,0.5841504939828667,78782.0,78592.0,0.43016666666666664,99.125,101.41666666666667,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2020,서울,성북구,11290,1550,84.77332122580646,74000.0,75182.74193548386,74000.0,7.4,82~86㎡,median,19.354838709677423,소득5분위,13946.7843124463,79518.8733094601,98130.0812940564,18611.2079845963,133.44443828522827,소득5분위,5.3058825849885265,0.9305966862988294,1.0745793690467582,32955.0,7397361640.0,224468.5674404491,4.261579347000755,4.803166465569286,0.5194503305632869,,,,1578127,1642977,-64850,10.62984536201721,11.306696583724074,30.77760748568201,72.0,-66.25000000000001,188852.1083333333,0.9608004148317176,64.02712117307318,68651.0,80879.0,40417.0,54355.0,-12.85953644233454,2.9099653908794876,0.3918333333333333,,,,87.39999999999999,116.25,60.04829466,-1.967834926414808,0.04645161290322581,52.18,13946.7843124463,79518.8733094601,32955.0,4.261579347000755,224468.5674404491,0.5194503305632869,,,1578127,1642977,-64850,72.0,188852.1083333333,0.9608004148317176,68651.0,80879.0,0.3918333333333333,87.39999999999999,116.25,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2021,서울,성북구,11290,837,84.80121230585425,90000.0,92510.93189964158,90000.0,9.0,82~86㎡,median,21.62162162162162,소득5분위,14268.8269839115,90300.814516767,109951.7311755528,19650.9166587858,137.7192160290594,소득5분위,6.307456114050406,0.9966687507928166,1.0033423835196333,32763.0,7663260280.0,233899.83456948388,-0.582612653618575,3.594506432701583,4.201598128672024,,,,1418187,1524430,-106243,-10.134799037086372,-7.215377938948631,63.82883577486507,63.583333333333336,-11.689814814814813,213003.1416666667,0.9319418928083504,63.436729680954954,61485.0,70243.0,34570.0,43729.0,-10.43830388486694,-13.1505087847278,0.43216666666666664,90.7119970475,10.125568283,159.464968216625,103.43333333333334,124.16666666666667,70.16310603416666,-3.242773860757562,0.0759657506969335,83.92234169653524,14268.8269839115,90300.814516767,32763.0,-0.582612653618575,233899.83456948388,4.201598128672024,,,1418187,1524430,-106243,63.583333333333336,213003.1416666667,0.9319418928083504,61485.0,70243.0,0.43216666666666664,103.43333333333334,124.16666666666667,90.7119970475,10.125568283,159.464968216625,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2022,서울,성북구,11290,184,84.79461902173912,89000.0,91019.29347826086,89000.0,8.9,82~86㎡,median,-1.1111111111111072,소득5분위,15025.6975797391,100528.0244442397,121088.2011854,20560.1767411603,136.83342574979002,소득5분위,5.923185897206468,0.8853252661835209,1.129528364542019,31954.0,7479653200.0,234075.6462414721,-2.46924884778561,-2.395939499525912,0.07516536824911935,,,,1201527,1236867,-35340,-15.2772518715797,-18.863640836246987,-66.73663206046515,553.8333333333334,771.0353866317168,227516.38333333333,0.17127108040228267,64.48496540835136,63867.0,54660.0,44894.0,31836.0,3.8741156379604735,-22.1844169525789,0.2519166666666667,40.23610326358334,1.8295229814166667,105.25811626666666,95.49166666666667,86.33333333333333,74.68328998583333,-1.1059648244351254,3.0099637681159424,297.0652173913044,15025.6975797391,100528.0244442397,31954.0,-2.46924884778561,234075.6462414721,0.07516536824911935,,,1201527,1236867,-35340,553.8333333333334,227516.38333333333,0.17127108040228267,63867.0,54660.0,0.2519166666666667,95.49166666666667,86.33333333333333,40.23610326358334,1.8295229814166667,105.25811626666666,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2023,서울,성북구,11290,659,84.81016130500758,80500.0,82803.30804248861,80500.0,8.05,82~86㎡,median,-9.55056179775281,소득5분위,15598.0072555042,96824.6678861857,117458.2830186514,20633.6151324657,132.28366158878754,소득5분위,5.1609156657875825,0.8313997017229656,1.202790905418456,48814.5,12335396280.0,252699.42906308576,52.76491206108782,64.91936123455564,7.956309475442569,,,,1206963,1238213,-31250,0.45242429009086926,0.10882334155573048,-11.573288058856823,1106.3333333333333,99.75925368642791,229970.69166666665,0.32939259859179243,65.97604190461169,33730.0,53056.0,27426.0,38028.0,-47.18712324048413,-2.934504207830224,0.09166666666666667,31.353072227499997,8.5077256575,90.6199605275,97.19166666666666,93.33333333333333,68.61149256916667,-0.6401786354464349,1.678806272129489,80.50986342943854,15598.0072555042,96824.6678861857,48814.5,52.76491206108782,252699.42906308576,7.956309475442569,,,1206963,1238213,-31250,1106.3333333333333,229970.69166666665,0.32939259859179243,33730.0,53056.0,0.09166666666666667,97.19166666666666,93.33333333333333,31.353072227499997,8.5077256575,90.6199605275,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2024,서울,성북구,11290,1134,84.80438606701941,83500.0,87268.55379188713,83500.0,8.35,82~86㎡,median,3.7267080745341685,소득5분위,16601.7403727805,103251.534864841,123780.2346436831,20528.6997788421,123.65390204812547,소득5분위,5.029593170659566,0.8087046852068952,1.2365453277226468,,,,,,,,,,1221380,1266072,-44692,1.194485663603606,2.249935996472341,43.01440000000001,960.4166666666666,-13.189213618559803,249981.58333333334,0.7486124213056833,68.17754361080347,26418.0,39555.0,21821.0,32988.0,-21.67803142603024,-25.446697828709286,0.2545,42.59107177916667,17.392026454166665,133.71870944,99.77499999999999,105.75,73.486134025,,0.846928277483833,34.88095238095238,16601.7403727805,103251.534864841,,,,,,,1221380,1266072,-44692,960.4166666666666,249981.58333333334,0.7486124213056833,26418.0,39555.0,0.2545,99.77499999999999,105.75,42.59107177916667,17.392026454166665,133.71870944,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2017,서울,강북구,11305,736,84.81306413043478,41000.0,41856.952445652176,41000.0,4.1,82~86㎡,median,,소득5분위,12955.9113611205,67547.4968553551,83022.796550379,15475.2996950239,119.44585960555314,소득5분위,3.1645786125889406,0.6069803013988306,1.6474999233013439,12002.0,2394568660.0,199514.1359773371,0.7555406312961699,4.491888690254053,3.708330118172487,2940688.0,2.035018275262157,2015년 기준년가격,1472937,1571423,-98486,-2.8150530284335895,-5.099226443797445,-29.781757773230566,104.66666666666667,-78.80526493418833,153237.45833333334,0.3850083708195118,67.33610151153572,95078.0,73883.0,55274.0,29201.0,-6.764336706676078,-20.394992026893078,0.35283333333333333,,,,106.325,104.16666666666667,38.50029009916667,-8.205799033494417,0.14221014492753623,100.38451086956522,12955.9113611205,67547.4968553551,12002.0,0.7555406312961699,199514.1359773371,3.708330118172487,2940688.0,2.035018275262157,1472937,1571423,-98486,104.66666666666667,153237.45833333334,0.3850083708195118,95078.0,73883.0,0.35283333333333333,106.325,104.16666666666667,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2018,서울,강북구,11305,839,84.80544803337307,44500.0,46051.50178784267,44500.0,4.45,82~86㎡,median,8.536585365853666,소득5분위,13546.653990428,74263.716571368,91414.0185944494,17150.3020230813,126.6017574169948,소득5분위,3.284944018754999,0.5992159031959458,1.668847563401528,12172.0,2541061800.0,208762.8820243181,1.4164305949008416,6.117725603240798,4.6356344635307245,3050845.0,3.7459601290582345,2015년 기준년가격,1439707,1549937,-110230,-2.2560367483470123,-1.367295756775866,11.924537497715404,39.583333333333336,-62.181528662420384,161249.48333333334,0.4459881960217275,65.16508478483199,80273.0,76043.0,44744.0,38853.0,-15.571425566377084,2.9235412747181444,0.49574999999999997,,,,104.33333333333333,106.25,48.469404526666665,-9.05603023332238,0.04717918156535558,90.6352800953516,13546.653990428,74263.716571368,12172.0,1.4164305949008416,208762.8820243181,4.6356344635307245,3050845.0,3.7459601290582345,1439707,1549937,-110230,39.583333333333336,161249.48333333334,0.4459881960217275,80273.0,76043.0,0.49574999999999997,104.33333333333333,106.25,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2019,서울,강북구,11305,508,84.80850551181103,51500.0,53622.59842519685,51500.0,5.15,82~86㎡,median,15.73033707865168,소득5분위,13785.8226582056,76921.0769571673,94608.1453937105,17687.0684365432,128.29896971012823,소득5분위,3.73572192801611,0.6695174071558727,1.493613144799365,12061.0,2635512600.0,218515.26407428904,-0.9119290174170236,3.7169816176843895,4.671511504058912,3088259.0,1.226348765669849,2015년 기준년가격,1426493,1476081,-49588,-0.9178256409116625,-4.765096903938682,-55.01406150775651,213.33333333333334,438.9473684210526,171462.98333333334,0.5841504939828667,64.46142954767093,78782.0,78592.0,51321.0,45860.0,-1.8574115829731008,3.3520508133556115,0.43016666666666664,,,,99.125,101.41666666666667,52.094689102500006,-4.111433546140453,0.4199475065616798,154.70866141732284,13785.8226582056,76921.0769571673,12061.0,-0.9119290174170236,218515.26407428904,4.671511504058912,3088259.0,1.226348765669849,1426493,1476081,-49588,213.33333333333334,171462.98333333334,0.5841504939828667,78782.0,78592.0,0.43016666666666664,99.125,101.41666666666667,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2020,서울,강북구,11305,865,84.80368046242775,61000.0,63385.51445086705,61000.0,6.1,82~86㎡,median,18.446601941747566,소득5분위,13946.7843124463,79518.8733094601,98130.0812940564,18611.2079845963,133.44443828522827,소득5분위,4.373768076814867,0.7671134846517377,1.3035880870403296,12537.0,2802272700.0,223520.1962191912,3.946604759141037,6.327425640082307,2.290426788309219,,,,1578127,1642977,-64850,10.62984536201721,11.306696583724074,30.77760748568201,72.0,-66.25000000000001,188852.1083333333,0.9608004148317176,64.02712117307318,68651.0,80879.0,40417.0,54355.0,-12.85953644233454,2.9099653908794876,0.3918333333333333,,,,87.39999999999999,116.25,60.04829466,-5.172688841030549,0.08323699421965318,93.50173410404625,13946.7843124463,79518.8733094601,12537.0,3.946604759141037,223520.1962191912,2.290426788309219,,,1578127,1642977,-64850,72.0,188852.1083333333,0.9608004148317176,68651.0,80879.0,0.3918333333333333,87.39999999999999,116.25,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2021,서울,강북구,11305,351,84.82003817663818,76700.0,77279.34472934472,76700.0,7.67,82~86㎡,median,25.737704918032776,소득5분위,14268.8269839115,90300.814516767,109951.7311755528,19650.9166587858,137.7192160290594,소득5분위,5.375354266085179,0.8493832576201004,1.1773248307270796,12429.0,2954872820.0,237740.18987850996,-0.8614501076812608,5.445584221692634,6.361838393061436,,,,1418187,1524430,-106243,-10.134799037086372,-7.215377938948631,63.82883577486507,63.583333333333336,-11.689814814814813,213003.1416666667,0.9319418928083504,63.436729680954954,61485.0,70243.0,34570.0,43729.0,-10.43830388486694,-13.1505087847278,0.43216666666666664,90.7119970475,10.125568283,159.464968216625,103.43333333333334,124.16666666666667,70.16310603416666,-8.547992597956393,0.1811490978157645,200.12250712250713,14268.8269839115,90300.814516767,12429.0,-0.8614501076812608,237740.18987850996,6.361838393061436,,,1418187,1524430,-106243,63.583333333333336,213003.1416666667,0.9319418928083504,61485.0,70243.0,0.43216666666666664,103.43333333333334,124.16666666666667,90.7119970475,10.125568283,159.464968216625,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2022,서울,강북구,11305,76,84.7976052631579,77500.0,76944.07894736843,77500.0,7.75,82~86㎡,median,1.04302477183833,소득5분위,15025.6975797391,100528.0244442397,121088.2011854,20560.1767411603,136.83342574979002,소득5분위,5.157830416106756,0.7709293048227288,1.2971357992805121,11864.0,2821140040.0,237789.95616992583,-4.545820259071531,-4.525838780431846,0.020933057823047108,,,,1201527,1236867,-35340,-15.2772518715797,-18.863640836246987,-66.73663206046515,553.8333333333334,771.0353866317168,227516.38333333333,0.17127108040228267,64.48496540835136,63867.0,54660.0,44894.0,31836.0,3.8741156379604735,-22.1844169525789,0.2519166666666667,40.23610326358334,1.8295229814166667,105.25811626666666,95.49166666666667,86.33333333333333,74.68328998583333,-2.9787592717464597,7.287280701754386,719.2105263157895,15025.6975797391,100528.0244442397,11864.0,-4.545820259071531,237789.95616992583,0.020933057823047108,,,1201527,1236867,-35340,553.8333333333334,227516.38333333333,0.17127108040228267,63867.0,54660.0,0.2519166666666667,95.49166666666667,86.33333333333333,40.23610326358334,1.8295229814166667,105.25811626666666,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2023,서울,강북구,11305,240,84.78030208333332,66750.0,68302.70833333333,66750.0,6.675,82~86㎡,median,-13.87096774193548,소득5분위,15598.0072555042,96824.6678861857,117458.2830186514,20633.6151324657,132.28366158878754,소득5분위,4.2793928036188955,0.6893904359007199,1.4505568222649543,17221.5,4428126260.0,257127.7914235113,45.15761968981793,56.96229883008572,8.13231793514717,,,,1206963,1238213,-31250,0.45242429009086926,0.10882334155573048,-11.573288058856823,1106.3333333333333,99.75925368642791,229970.69166666665,0.32939259859179243,65.97604190461169,33730.0,53056.0,27426.0,38028.0,-47.18712324048413,-2.934504207830224,0.09166666666666667,31.353072227499997,8.5077256575,90.6199605275,97.19166666666666,93.33333333333333,68.61149256916667,-1.814592224835235,4.609722222222222,221.06666666666666,15598.0072555042,96824.6678861857,17221.5,45.15761968981793,257127.7914235113,8.13231793514717,,,1206963,1238213,-31250,1106.3333333333333,229970.69166666665,0.32939259859179243,33730.0,53056.0,0.09166666666666667,97.19166666666666,93.33333333333333,31.353072227499997,8.5077256575,90.6199605275,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2024,서울,강북구,11305,362,84.80946906077348,68000.0,69974.30662983426,68000.0,6.8,82~86㎡,median,1.8726591760299671,소득5분위,16601.7403727805,103251.534864841,123780.2346436831,20528.6997788421,123.65390204812547,소득5분위,4.09595611502815,0.6585858514259745,1.5184049244829558,,,,,,,,,,1221380,1266072,-44692,1.194485663603606,2.249935996472341,43.01440000000001,960.4166666666666,-13.189213618559803,249981.58333333334,0.7486124213056833,68.17754361080347,26418.0,39555.0,21821.0,32988.0,-21.67803142603024,-25.446697828709286,0.2545,42.59107177916667,17.392026454166665,133.71870944,99.77499999999999,105.75,73.486134025,,2.653084714548803,109.26795580110497,16601.7403727805,103251.534864841,,,,,,,1221380,1266072,-44692,960.4166666666666,249981.58333333334,0.7486124213056833,26418.0,39555.0,0.2545,99.77499999999999,105.75,42.59107177916667,17.392026454166665,133.71870944,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2017,서울,도봉구,11320,1423,84.78332494729445,35000.0,37725.70625439213,35000.0,3.5,82~86㎡,median,,소득5분위,12955.9113611205,67547.4968553551,83022.796550379,15475.2996950239,119.44585960555314,소득5분위,2.7014695473320223,0.51815391582827,1.9299284815815743,14957.0,2892354800.0,193378.00361034967,-1.4170841022936975,3.8918359173281347,5.385233304653503,3201186.0,5.218722914162477,2015년 기준년가격,1472937,1571423,-98486,-2.8150530284335895,-5.099226443797445,-29.781757773230566,104.66666666666667,-78.80526493418833,153237.45833333334,0.3850083708195118,67.33610151153572,95078.0,73883.0,55274.0,29201.0,-6.764336706676078,-20.394992026893078,0.35283333333333333,,,,106.325,104.16666666666667,38.50029009916667,-6.5846092130774885,0.07355352541578825,51.920590302178496,12955.9113611205,67547.4968553551,14957.0,-1.4170841022936975,193378.00361034967,5.385233304653503,3201186.0,5.218722914162477,1472937,1571423,-98486,104.66666666666667,153237.45833333334,0.3850083708195118,95078.0,73883.0,0.35283333333333333,106.325,104.16666666666667,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2018,서울,도봉구,11320,1409,84.76280120652946,37000.0,40163.65862313698,37000.0,3.7,82~86㎡,median,5.714285714285716,소득5분위,13546.653990428,74263.716571368,91414.0185944494,17150.3020230813,126.6017574169948,소득5분위,2.731301768403033,0.4982244588370785,2.007127474901838,14488.0,2945822760.0,203328.4621755936,-3.1356555458982416,1.84859616807731,5.145600005931272,3196705.0,-0.1399793701459373,2015년 기준년가격,1439707,1549937,-110230,-2.2560367483470123,-1.367295756775866,11.924537497715404,39.583333333333336,-62.181528662420384,161249.48333333334,0.4459881960217275,65.16508478483199,80273.0,76043.0,44744.0,38853.0,-15.571425566377084,2.9235412747181444,0.49574999999999997,,,,104.33333333333333,106.25,48.469404526666665,-7.608365543898398,0.028093210314643957,53.9694819020582,13546.653990428,74263.716571368,14488.0,-3.1356555458982416,203328.4621755936,5.145600005931272,3196705.0,-0.1399793701459373,1439707,1549937,-110230,39.583333333333336,161249.48333333334,0.4459881960217275,80273.0,76043.0,0.49574999999999997,104.33333333333333,106.25,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
2019,서울,도봉구,11320,929,84.78543379978473,42000.0,46882.734122712594,42000.0,4.2,82~86㎡,median,13.513513513513509,소득5분위,13785.8226582056,76921.0769571673,94608.1453937105,17687.0684365432,128.29896971012823,소득5분위,3.0466081743044007,0.5460141961271195,1.8314542132658882,14362.0,3077562040.0,214285.06057652135,-0.8696852567642188,4.472070818001295,5.3886201093999775,3208282.0,0.3621541556070973,2015년 기준년가격,1426493,1476081,-49588,-0.9178256409116625,-4.765096903938682,-55.01406150775651,213.33333333333334,438.9473684210526,171462.98333333334,0.5841504939828667,64.46142954767093,78782.0,78592.0,51321.0,45860.0,-1.8574115829731008,3.3520508133556115,0.43016666666666664,,,,99.125,101.41666666666667,52.094689102500006,-3.452722462052639,0.22963760315751705,84.59849300322928,13785.8226582056,76921.0769571673,14362.0,-0.8696852567642188,214285.06057652135,5.3886201093999775,3208282.0,0.3621541556070973,1426493,1476081,-49588,213.33333333333334,171462.98333333334,0.5841504939828667,78782.0,78592.0,0.43016666666666664,99.125,101.41666666666667,,,,현재 KOSIS 확보분은 소득5분위(상위20%) proxy; 소득10분위/순자산10분위 추가 확보 필요
