"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~4세","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~4세","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~4세","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~4세","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~4세","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~4세","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~4세","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~4세","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~4세"
"서울특별시  (1100000000)","9,930,616","376,575","376,575","4,876,789","193,061","193,061","5,053,827","183,514","183,514","9,857,426","350,277","350,277","4,830,206","179,376","179,376","5,027,220","170,901","170,901","9,765,623","324,470","324,470","4,773,899","166,475","166,475","4,991,724","157,995","157,995"
"서울특별시 종로구 (1111000000)","152,737","4,256","4,256","75,201","2,194","2,194","77,536","2,062","2,062","154,770","4,111","4,111","75,967","2,086","2,086","78,803","2,025","2,025","153,065","3,873","3,873","74,825","1,966","1,966","78,240","1,907","1,907"
"서울특별시 종로구 청운효자동(1111051500)","13,769","491","491","6,503","261","261","7,266","230","230","13,272","455","455","6,254","241","241","7,018","214","214","13,045","425","425","6,122","220","220","6,923","205","205"
"서울특별시 종로구 사직동(1111053000)","9,695","365","365","4,429","192","192","5,266","173","173","9,441","325","325","4,318","175","175","5,123","150","150","9,546","293","293","4,295","143","143","5,251","150","150"
"서울특별시 종로구 삼청동(1111054000)","2,903","63","63","1,377","29","29","1,526","34","34","2,907","63","63","1,360","28","28","1,547","35","35","2,836","62","62","1,333","31","31","1,503","31","31"
"서울특별시 종로구 부암동(1111055000)","10,616","279","279","5,160","146","146","5,456","133","133","10,317","249","249","4,984","129","129","5,333","120","120","10,149","220","220","4,879","111","111","5,270","109","109"
"서울특별시 종로구 평창동(1111056000)","19,290","609","609","9,140","321","321","10,150","288","288","18,995","556","556","8,951","272","272","10,044","284","284","18,951","576","576","8,895","290","290","10,056","286","286"
"서울특별시 종로구 무악동(1111057000)","8,453","342","342","3,975","161","161","4,478","181","181","8,320","310","310","3,897","145","145","4,423","165","165","8,215","267","267","3,849","128","128","4,366","139","139"
"서울특별시 종로구 교남동(1111058000)","4,679","111","111","2,229","53","53","2,450","58","58","10,225","473","473","4,780","247","247","5,445","226","226","10,701","483","483","4,993","252","252","5,708","231","231"
"서울특별시 종로구 가회동(1111060000)","4,635","113","113","2,150","56","56","2,485","57","57","4,531","101","101","2,127","53","53","2,404","48","48","4,429","91","91","2,062","48","48","2,367","43","43"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","7,741","152","152","4,513","84","84","3,228","68","68","7,590","117","117","4,502","61","61","3,088","56","56","7,420","121","121","4,407","68","68","3,013","53","53"
"서울특별시 종로구 종로5.6가동(1111063000)","5,496","74","74","3,035","39","39","2,461","35","35","5,357","59","59","2,943","35","35","2,414","24","24","5,225","61","61","2,862","32","32","2,363","29","29"
"서울특별시 종로구 이화동(1111064000)","8,436","219","219","3,968","105","105","4,468","114","114","8,249","182","182","3,878","75","75","4,371","107","107","8,083","153","153","3,818","68","68","4,265","85","85"
"서울특별시 종로구 혜화동(1111065000)","17,735","413","413","8,665","203","203","9,070","210","210","17,306","357","357","8,444","179","179","8,862","178","178","17,083","310","310","8,291","157","157","8,792","153","153"
"서울특별시 종로구 창신제1동(1111067000)","5,744","118","118","3,112","55","55","2,632","63","63","5,520","96","96","2,989","42","42","2,531","54","54","5,364","90","90","2,913","37","37","2,451","53","53"
"서울특별시 종로구 창신제2동(1111068000)","9,545","178","178","4,870","95","95","4,675","83","83","9,181","152","152","4,671","80","80","4,510","72","72","8,780","146","146","4,485","78","78","4,295","68","68"
"서울특별시 종로구 창신제3동(1111069000)","7,560","271","271","3,778","156","156","3,782","115","115","7,350","229","229","3,633","128","128","3,717","101","101","7,254","237","237","3,571","132","132","3,683","105","105"
"서울특별시 종로구 숭인제1동(1111070000)","6,761","241","241","3,363","122","122","3,398","119","119","6,566","200","200","3,272","101","101","3,294","99","99","6,376","170","170","3,155","86","86","3,221","84","84"
"서울특별시 종로구 숭인제2동(1111071000)","9,679","217","217","4,934","116","116","4,745","101","101","9,643","187","187","4,964","95","95","4,679","92","92","9,608","168","168","4,895","85","85","4,713","83","83"
"서울특별시 중구 (1114000000)","125,249","4,242","4,242","62,204","2,160","2,160","63,045","2,082","2,082","125,709","4,139","4,139","62,253","2,094","2,094","63,456","2,045","2,045","125,725","3,893","3,893","61,947","1,925","1,925","63,778","1,968","1,968"
"서울특별시 중구 소공동(1114052000)","1,931","107","107","971","56","56","960","51","51","2,022","101","101","1,007","54","54","1,015","47","47","2,033","87","87","1,001","41","41","1,032","46","46"
"서울특별시 중구 회현동(1114054000)","5,481","129","129","3,037","64","64","2,444","65","65","5,331","135","135","2,930","69","69","2,401","66","66","5,337","104","104","2,908","61","61","2,429","43","43"
"서울특별시 중구 명동(1114055000)","3,007","71","71","1,303","40","40","1,704","31","31","2,942","64","64","1,244","34","34","1,698","30","30","2,839","47","47","1,202","27","27","1,637","20","20"
"서울특별시 중구 필동(1114057000)","4,210","139","139","2,159","72","72","2,051","67","67","4,078","135","135","2,113","74","74","1,965","61","61","4,003","114","114","2,105","65","65","1,898","49","49"
"서울특별시 중구 장충동(1114058000)","4,970","118","118","2,527","61","61","2,443","57","57","4,782","100","100","2,455","56","56","2,327","44","44","4,722","103","103","2,408","57","57","2,314","46","46"
"서울특별시 중구 광희동(1114059000)","5,105","119","119","2,683","57","57","2,422","62","62","5,001","87","87","2,657","51","51","2,344","36","36","4,929","68","68","2,610","32","32","2,319","36","36"
"서울특별시 중구 을지로동(1114060500)","1,694","24","24","1,067","12","12","627","12","12","1,623","20","20","1,030","12","12","593","8","8","1,716","21","21","1,051","12","12","665","9","9"
"서울특별시 중구 신당동(1114061500)","7,861","189","189","3,996","92","92","3,865","97","97","7,878","173","173","3,984","74","74","3,894","99","99","7,716","151","151","3,865","57","57","3,851","94","94"
"서울특별시 중구 다산동(1114062500)","15,342","429","429","7,487","219","219","7,855","210","210","14,923","390","390","7,242","191","191","7,681","199","199","14,600","312","312","7,097","154","154","7,503","158","158"
"서울특별시 중구 약수동(1114063500)","18,487","733","733","8,828","366","366","9,659","367","367","18,181","682","682","8,676","341","341","9,505","341","341","17,756","664","664","8,389","309","309","9,367","355","355"
"서울특별시 중구 청구동(1114064500)","15,011","522","522","7,212","275","275","7,799","247","247","14,807","456","456","7,087","249","249","7,720","207","207","14,652","434","434","6,949","210","210","7,703","224","224"
"서울특별시 중구 신당제5동(1114065000)","9,797","368","368","4,895","181","181","4,902","187","187","9,495","346","346","4,742","167","167","4,753","179","179","9,358","293","293","4,648","137","137","4,710","156","156"
"서울특별시 중구 동화동(1114066500)","11,477","442","442","5,588","232","232","5,889","210","210","11,197","421","421","5,409","218","218","5,788","203","203","11,043","392","392","5,317","214","214","5,726","178","178"
"서울특별시 중구 황학동(1114067000)","12,269","551","551","6,113","274","274","6,156","277","277","12,170","504","504","6,009","239","239","6,161","265","265","12,373","470","470","6,061","230","230","6,312","240","240"
"서울특별시 중구 중림동(1114068000)","8,607","301","301","4,338","159","159","4,269","142","142","11,279","525","525","5,668","265","265","5,611","260","260","12,648","633","633","6,336","319","319","6,312","314","314"
"서울특별시 용산구 (1117000000)","230,241","8,286","8,286","111,601","4,303","4,303","118,640","3,983","3,983","229,161","7,545","7,545","110,878","3,907","3,907","118,283","3,638","3,638","228,999","7,154","7,154","110,640","3,734","3,734","118,359","3,420","3,420"
"서울특별시 용산구 후암동(1117051000)","18,752","679","679","9,243","360","360","9,509","319","319","18,327","615","615","8,951","322","322","9,376","293","293","18,144","561","561","8,812","284","284","9,332","277","277"
"서울특별시 용산구 용산2가동(1117052000)","11,371","341","341","5,446","166","166","5,925","175","175","10,981","313","313","5,282","155","155","5,699","158","158","10,689","236","236","5,176","125","125","5,513","111","111"
"서울특별시 용산구 남영동(1117053000)","8,064","155","155","4,952","92","92","3,112","63","63","7,974","140","140","4,919","76","76","3,055","64","64","7,821","142","142","4,807","78","78","3,014","64","64"
"서울특별시 용산구 청파동(1117055500)","21,039","561","561","10,110","274","274","10,929","287","287","20,415","435","435","9,794","213","213","10,621","222","222","20,105","393","393","9,595","207","207","10,510","186","186"
"서울특별시 용산구 원효로제1동(1117056000)","14,129","759","759","6,906","374","374","7,223","385","385","14,630","727","727","7,110","370","370","7,520","357","357","15,421","738","738","7,459","373","373","7,962","365","365"
"서울특별시 용산구 원효로제2동(1117057000)","15,355","649","649","7,222","325","325","8,133","324","324","15,077","569","569","7,057","284","284","8,020","285","285","14,912","513","513","7,008","257","257","7,904","256","256"
"서울특별시 용산구 효창동(1117058000)","9,426","329","329","4,586","193","193","4,840","136","136","9,467","332","332","4,550","173","173","4,917","159","159","8,944","355","355","4,265","175","175","4,679","180","180"
"서울특별시 용산구 용문동(1117059000)","12,710","586","586","6,132","293","293","6,578","293","293","12,635","529","529","6,094","268","268","6,541","261","261","12,625","467","467","6,078","240","240","6,547","227","227"
"서울특별시 용산구 한강로동(1117062500)","14,899","511","511","7,380","272","272","7,519","239","239","16,533","496","496","8,097","269","269","8,436","227","227","17,667","494","494","8,576","263","263","9,091","231","231"
"서울특별시 용산구 이촌제1동(1117063000)","27,880","1,417","1,417","12,948","716","716","14,932","701","701","27,769","1,302","1,302","12,907","665","665","14,862","637","637","28,302","1,270","1,270","13,203","672","672","15,099","598","598"
"서울특별시 용산구 이촌제2동(1117064000)","9,290","382","382","4,403","213","213","4,887","169","169","9,136","348","348","4,314","201","201","4,822","147","147","8,990","368","368","4,242","207","207","4,748","161","161"
"서울특별시 용산구 이태원제1동(1117065000)","7,326","192","192","3,432","92","92","3,894","100","100","7,147","177","177","3,380","81","81","3,767","96","96","7,042","160","160","3,329","76","76","3,713","84","84"
"서울특별시 용산구 이태원제2동(1117066000)","9,596","274","274","4,459","138","138","5,137","136","136","9,468","242","242","4,394","125","125","5,074","117","117","9,463","242","242","4,388","128","128","5,075","114","114"
"서울특별시 용산구 한남동(1117068500)","20,771","675","675","9,964","367","367","10,807","308","308","20,642","614","614","9,948","326","326","10,694","288","288","20,514","581","581","9,928","309","309","10,586","272","272"
"서울특별시 용산구 서빙고동(1117069000)","13,827","438","438","6,681","232","232","7,146","206","206","13,595","397","397","6,553","214","214","7,042","183","183","13,502","365","365","6,504","190","190","6,998","175","175"
"서울특별시 용산구 보광동(1117070000)","15,806","338","338","7,737","196","196","8,069","142","142","15,365","309","309","7,528","165","165","7,837","144","144","14,858","269","269","7,270","150","150","7,588","119","119"
"서울특별시 성동구 (1120000000)","299,259","12,487","12,487","148,326","6,325","6,325","150,933","6,162","6,162","304,808","12,448","12,448","150,368","6,307","6,307","154,440","6,141","6,141","308,221","12,124","12,124","151,359","6,175","6,175","156,862","5,949","5,949"
"서울특별시 성동구 왕십리제2동(1120052000)","16,575","643","643","8,186","342","342","8,389","301","301","17,787","721","721","8,747","380","380","9,040","341","341","17,748","711","711","8,653","379","379","9,095","332","332"
"서울특별시 성동구 왕십리도선동(1120053500)","22,461","1,154","1,154","10,898","546","546","11,563","608","608","27,100","1,436","1,436","13,030","718","718","14,070","718","718","27,345","1,374","1,374","13,077","673","673","14,268","701","701"
"서울특별시 성동구 마장동(1120054000)","23,816","796","796","11,805","421","421","12,011","375","375","23,461","746","746","11,606","393","393","11,855","353","353","23,446","707","707","11,570","387","387","11,876","320","320"
"서울특별시 성동구 사근동(1120055000)","11,187","299","299","5,840","156","156","5,347","143","143","11,194","306","306","5,813","157","157","5,381","149","149","11,624","268","268","6,002","143","143","5,622","125","125"
"서울특별시 성동구 행당제1동(1120056000)","14,255","476","476","7,016","238","238","7,239","238","238","13,973","425","425","6,857","215","215","7,116","210","210","16,238","568","568","7,919","295","295","8,319","273","273"
"서울특별시 성동구 행당제2동(1120057000)","25,647","1,233","1,233","12,150","608","608","13,497","625","625","25,327","1,160","1,160","11,957","534","534","13,370","626","626","24,986","1,050","1,050","11,801","494","494","13,185","556","556"
"서울특별시 성동구 응봉동(1120058000)","16,854","725","725","8,066","366","366","8,788","359","359","16,636","658","658","7,914","328","328","8,722","330","330","16,340","580","580","7,734","281","281","8,606","299","299"
"서울특별시 성동구 금호1가동(1120059000)","13,340","535","535","6,464","263","263","6,876","272","272","13,108","490","490","6,350","241","241","6,758","249","249","16,087","741","741","7,725","381","381","8,362","360","360"
"서울특별시 성동구 금호2.3가동(1120061500)","24,836","1,290","1,290","11,989","675","675","12,847","615","615","24,522","1,259","1,259","11,793","666","666","12,729","593","593","24,271","1,193","1,193","11,602","609","609","12,669","584","584"
"서울특별시 성동구 금호4가동(1120062000)","14,414","791","791","6,970","411","411","7,444","380","380","14,311","790","790","6,901","408","408","7,410","382","382","15,345","825","825","7,361","443","443","7,984","382","382"
"서울특별시 성동구 옥수동(1120064500)","24,594","1,427","1,427","11,661","710","710","12,933","717","717","27,187","1,578","1,578","12,809","783","783","14,378","795","795","27,245","1,500","1,500","12,751","752","752","14,494","748","748"
"서울특별시 성동구 성수1가제1동(1120065000)","16,890","665","665","8,503","343","343","8,387","322","322","17,349","639","639","8,722","355","355","8,627","284","284","17,242","618","618","8,646","333","333","8,596","285","285"
"서울특별시 성동구 성수1가제2동(1120066000)","16,563","645","645","8,348","335","335","8,215","310","310","15,991","543","543","8,014","272","272","7,977","271","271","15,332","477","477","7,666","237","237","7,666","240","240"
"서울특별시 성동구 성수2가제1동(1120067000)","18,633","624","624","9,712","315","315","8,921","309","309","18,089","588","588","9,428","306","306","8,661","282","282","17,580","507","507","9,152","263","263","8,428","244","244"
"서울특별시 성동구 성수2가제3동(1120069000)","11,720","405","405","6,081","203","203","5,639","202","202","11,664","402","402","6,034","201","201","5,630","201","201","11,556","377","377","5,973","198","198","5,583","179","179"
"서울특별시 성동구 송정동(1120072000)","11,537","380","380","6,135","188","188","5,402","192","192","11,487","383","383","6,117","186","186","5,370","197","197","11,267","331","331","6,006","161","161","5,261","170","170"
"서울특별시 성동구 용답동(1120079000)","15,937","399","399","8,502","205","205","7,435","194","194","15,622","324","324","8,276","164","164","7,346","160","160","14,569","297","297","7,721","146","146","6,848","151","151"
"서울특별시 광진구 (1121500000)","357,215","12,690","12,690","174,797","6,559","6,559","182,418","6,131","6,131","357,703","11,888","11,888","174,414","6,111","6,111","183,289","5,777","5,777","355,559","11,122","11,122","172,794","5,702","5,702","182,765","5,420","5,420"
"서울특별시 광진구 화양동(1121571000)","21,442","382","382","10,345","199","199","11,097","183","183","21,591","330","330","10,337","164","164","11,254","166","166","21,441","272","272","10,268","139","139","11,173","133","133"
"서울특별시 광진구 군자동(1121573000)","20,384","695","695","10,171","386","386","10,213","309","309","20,193","606","606","10,010","318","318","10,183","288","288","19,935","572","572","9,824","293","293","10,111","279","279"
"서울특별시 광진구 중곡제1동(1121574000)","15,825","582","582","7,884","302","302","7,941","280","280","15,883","537","537","7,848","281","281","8,035","256","256","16,043","535","535","7,900","280","280","8,143","255","255"
"서울특별시 광진구 중곡제2동(1121575000)","22,558","796","796","11,002","426","426","11,556","370","370","22,464","726","726","10,941","393","393","11,523","333","333","22,327","696","696","10,785","379","379","11,542","317","317"
"서울특별시 광진구 중곡제3동(1121576000)","17,714","631","631","8,793","319","319","8,921","312","312","17,749","561","561","8,838","281","281","8,911","280","280","17,604","520","520","8,766","263","263","8,838","257","257"
"서울특별시 광진구 중곡제4동(1121577000)","31,513","1,168","1,168","15,561","613","613","15,952","555","555","31,301","1,083","1,083","15,455","573","573","15,846","510","510","30,782","996","996","15,185","525","525","15,597","471","471"
"서울특별시 광진구 능동(1121578000)","11,348","449","449","5,374","248","248","5,974","201","201","11,533","451","451","5,359","242","242","6,174","209","209","11,558","386","386","5,355","195","195","6,203","191","191"
"서울특별시 광진구 광장동(1121581000)","36,434","1,345","1,345","17,677","676","676","18,757","669","669","36,404","1,239","1,239","17,708","624","624","18,696","615","615","36,139","1,138","1,138","17,528","578","578","18,611","560","560"
"서울특별시 광진구 자양제1동(1121582000)","22,704","707","707","11,102","355","355","11,602","352","352","23,285","684","684","11,345","349","349","11,940","335","335","23,295","616","616","11,252","309","309","12,043","307","307"
"서울특별시 광진구 자양제2동(1121583000)","27,195","1,135","1,135","13,432","588","588","13,763","547","547","27,379","1,059","1,059","13,455","557","557","13,924","502","502","27,038","931","931","13,293","475","475","13,745","456","456"
"서울특별시 광진구 자양제3동(1121584000)","30,186","1,397","1,397","14,634","713","713","15,552","684","684","30,201","1,351","1,351","14,576","694","694","15,625","657","657","29,811","1,283","1,283","14,371","667","667","15,440","616","616"
"서울특별시 광진구 자양제4동(1121584700)","22,251","563","563","11,248","292","292","11,003","271","271","21,320","528","528","10,772","281","281","10,548","247","247","19,360","481","481","9,723","251","251","9,637","230","230"
"서울특별시 광진구 구의제1동(1121585000)","22,617","692","692","10,842","352","352","11,775","340","340","22,669","677","677","10,874","337","337","11,795","340","340","22,517","642","642","10,773","318","318","11,744","324","324"
"서울특별시 광진구 구의제2동(1121586000)","25,586","982","982","12,563","504","504","13,023","478","478","25,556","905","905","12,461","458","458","13,095","447","447","27,558","1,000","1,000","13,399","502","502","14,159","498","498"
"서울특별시 광진구 구의제3동(1121587000)","29,458","1,166","1,166","14,169","586","586","15,289","580","580","30,175","1,151","1,151","14,435","559","559","15,740","592","592","30,151","1,054","1,054","14,372","528","528","15,779","526","526"
"서울특별시 동대문구 (1123000000)","355,069","12,510","12,510","177,640","6,454","6,454","177,429","6,056","6,056","350,647","11,510","11,510","175,324","5,970","5,970","175,323","5,540","5,540","348,052","11,083","11,083","173,567","5,731","5,731","174,485","5,352","5,352"
"서울특별시 동대문구 용신동(1123053600)","31,834","1,006","1,006","16,426","509","509","15,408","497","497","31,391","919","919","16,243","479","479","15,148","440","440","30,452","789","789","15,670","408","408","14,782","381","381"
"서울특별시 동대문구 제기동(1123054500)","25,958","750","750","13,311","385","385","12,647","365","365","25,395","640","640","12,975","333","333","12,420","307","307","25,099","576","576","12,849","300","300","12,250","276","276"
"서울특별시 동대문구 전농제1동(1123056000)","30,120","1,077","1,077","15,293","570","570","14,827","507","507","29,381","998","998","14,873","513","513","14,508","485","485","30,459","1,095","1,095","15,366","562","562","15,093","533","533"
"서울특별시 동대문구 전농제2동(1123057000)","20,569","803","803","9,984","413","413","10,585","390","390","20,119","724","724","9,728","376","376","10,391","348","348","19,946","655","655","9,598","338","338","10,348","317","317"
"서울특별시 동대문구 답십리제1동(1123060000)","24,373","1,205","1,205","11,974","608","608","12,399","597","597","24,759","1,170","1,170","12,124","582","582","12,635","588","588","29,048","1,614","1,614","14,227","802","802","14,821","812","812"
"서울특별시 동대문구 답십리제2동(1123061000)","30,013","1,100","1,100","14,742","542","542","15,271","558","558","29,448","993","993","14,490","496","496","14,958","497","497","28,670","910","910","14,059","461","461","14,611","449","449"
"서울특별시 동대문구 장안제1동(1123065000)","38,154","1,606","1,606","19,150","844","844","19,004","762","762","38,960","1,544","1,544","19,504","814","814","19,456","730","730","38,588","1,435","1,435","19,357","776","776","19,231","659","659"
"서울특별시 동대문구 장안제2동(1123066000)","31,184","1,403","1,403","15,767","726","726","15,417","677","677","31,182","1,332","1,332","15,736","706","706","15,446","626","626","31,368","1,241","1,241","15,763","649","649","15,605","592","592"
"서울특별시 동대문구 청량리동(1123070500)","22,706","605","605","11,358","308","308","11,348","297","297","22,317","547","547","11,194","278","278","11,123","269","269","21,838","476","476","10,955","250","250","10,883","226","226"
"서울특별시 동대문구 회기동(1123071000)","10,580","319","319","5,119","162","162","5,461","157","157","10,271","282","282","4,985","143","143","5,286","139","139","10,356","241","241","4,952","119","119","5,404","122","122"
"서울특별시 동대문구 휘경제1동(1123072000)","13,647","348","348","6,851","184","184","6,796","164","164","13,106","307","307","6,599","170","170","6,507","137","137","12,932","296","296","6,468","158","158","6,464","138","138"
"서울특별시 동대문구 휘경제2동(1123073000)","25,030","827","827","12,335","435","435","12,695","392","392","24,751","760","760","12,202","397","397","12,549","363","363","24,561","676","676","12,110","361","361","12,451","315","315"
"서울특별시 동대문구 이문제1동(1123074000)","28,728","679","679","14,410","367","367","14,318","312","312","27,666","601","601","13,909","333","333","13,757","268","268","23,287","459","459","11,707","229","229","11,580","230","230"
"서울특별시 동대문구 이문제2동(1123075000)","22,173","782","782","10,920","401","401","11,253","381","381","21,901","693","693","10,762","350","350","11,139","343","343","21,448","620","620","10,486","318","318","10,962","302","302"
"서울특별시 중랑구 (1126000000)","411,005","15,059","15,059","204,900","7,694","7,694","206,105","7,365","7,365","408,226","14,058","14,058","203,325","7,207","7,207","204,901","6,851","6,851","403,209","12,808","12,808","200,419","6,570","6,570","202,790","6,238","6,238"
"서울특별시 중랑구 면목제2동(1126052000)","27,057","944","944","13,648","486","486","13,409","458","458","26,702","883","883","13,443","465","465","13,259","418","418","26,112","773","773","13,087","392","392","13,025","381","381"
"서울특별시 중랑구 면목제4동(1126054000)","21,670","765","765","10,793","399","399","10,877","366","366","20,823","676","676","10,358","362","362","10,465","314","314","20,422","629","629","10,151","333","333","10,271","296","296"
"서울특별시 중랑구 면목제5동(1126055000)","10,693","409","409","5,480","195","195","5,213","214","214","10,368","365","365","5,306","173","173","5,062","192","192","9,951","309","309","5,094","149","149","4,857","160","160"
"서울특별시 중랑구 면목본동(1126056500)","36,096","1,109","1,109","18,068","568","568","18,028","541","541","36,031","1,073","1,073","17,991","543","543","18,040","530","530","35,747","1,077","1,077","17,800","551","551","17,947","526","526"
"서울특별시 중랑구 면목제7동(1126057000)","23,088","771","771","11,509","394","394","11,579","377","377","22,439","691","691","11,185","368","368","11,254","323","323","21,960","609","609","10,930","310","310","11,030","299","299"
"서울특별시 중랑구 면목제3.8동(1126057500)","27,730","820","820","13,892","433","433","13,838","387","387","27,271","742","742","13,711","397","397","13,560","345","345","26,663","715","715","13,406","368","368","13,257","347","347"
"서울특별시 중랑구 상봉제1동(1126058000)","25,995","979","979","12,765","521","521","13,230","458","458","25,811","934","934","12,610","471","471","13,201","463","463","25,466","934","934","12,446","485","485","13,020","449","449"
"서울특별시 중랑구 상봉제2동(1126059000)","18,716","595","595","9,356","297","297","9,360","298","298","18,331","559","559","9,100","283","283","9,231","276","276","18,921","536","536","9,313","257","257","9,608","279","279"
"서울특별시 중랑구 중화제1동(1126060000)","21,127","916","916","10,474","469","469","10,653","447","447","21,028","896","896","10,398","454","454","10,630","442","442","20,848","790","790","10,295","403","403","10,553","387","387"
"서울특별시 중랑구 중화제2동(1126061000)","27,962","804","804","14,435","425","425","13,527","379","379","28,135","774","774","14,559","411","411","13,576","363","363","28,044","677","677","14,464","361","361","13,580","316","316"
"서울특별시 중랑구 묵제1동(1126062000)","34,371","1,384","1,384","16,884","696","696","17,487","688","688","36,120","1,444","1,444","17,701","717","717","18,419","727","727","36,069","1,283","1,283","17,648","656","656","18,421","627","627"
"서울특별시 중랑구 묵제2동(1126063000)","20,057","756","756","9,955","375","375","10,102","381","381","20,230","703","703","10,033","360","360","10,197","343","343","20,111","680","680","9,928","340","340","10,183","340","340"
"서울특별시 중랑구 망우본동(1126065500)","32,636","1,088","1,088","16,503","559","559","16,133","529","529","32,066","978","978","16,194","491","491","15,872","487","487","31,433","905","905","15,922","460","460","15,511","445","445"
"서울특별시 중랑구 망우제3동(1126066000)","18,483","587","587","9,254","307","307","9,229","280","280","18,499","540","540","9,291","290","290","9,208","250","250","18,031","472","472","9,057","259","259","8,974","213","213"
"서울특별시 중랑구 신내1동(1126068000)","41,884","2,197","2,197","20,508","1,097","1,097","21,376","1,100","1,100","41,422","1,933","1,933","20,331","975","975","21,091","958","958","41,126","1,619","1,619","20,161","821","821","20,965","798","798"
"서울특별시 중랑구 신내2동(1126069000)","23,440","935","935","11,376","473","473","12,064","462","462","22,950","867","867","11,114","447","447","11,836","420","420","22,305","800","800","10,717","425","425","11,588","375","375"
"서울특별시 성북구 (1129000000)","450,355","16,651","16,651","219,951","8,482","8,482","230,404","8,169","8,169","444,055","15,397","15,397","216,556","7,837","7,837","227,499","7,560","7,560","435,868","14,022","14,022","211,904","7,212","7,212","223,964","6,810","6,810"
"서울특별시 성북구 성북동(1129052500)","17,853","526","526","8,512","267","267","9,341","259","259","17,501","450","450","8,308","216","216","9,193","234","234","17,363","421","421","8,261","210","210","9,102","211","211"
"서울특별시 성북구 삼선동(1129055500)","27,007","806","806","13,084","429","429","13,923","377","377","26,548","724","724","12,895","389","389","13,653","335","335","26,409","654","654","12,722","359","359","13,687","295","295"
"서울특별시 성북구 동선동(1129057500)","16,086","410","410","7,028","202","202","9,058","208","208","15,819","377","377","6,883","183","183","8,936","194","194","15,539","318","318","6,679","151","151","8,860","167","167"
"서울특별시 성북구 돈암제1동(1129058000)","16,881","592","592","7,978","288","288","8,903","304","304","16,625","518","518","7,846","251","251","8,779","267","267","16,296","486","486","7,631","238","238","8,665","248","248"
"서울특별시 성북구 돈암제2동(1129059000)","23,608","1,009","1,009","11,318","532","532","12,290","477","477","25,177","1,038","1,038","12,059","535","535","13,118","503","503","25,172","948","948","12,011","489","489","13,161","459","459"
"서울특별시 성북구 안암동(1129060000)","15,847","333","333","8,037","172","172","7,810","161","161","15,286","301","301","7,765","153","153","7,521","148","148","15,179","268","268","7,745","141","141","7,434","127","127"
"서울특별시 성북구 보문동(1129061000)","14,713","465","465","7,159","232","232","7,554","233","233","16,927","629","629","8,234","331","331","8,693","298","298","16,725","609","609","8,114","323","323","8,611","286","286"
"서울특별시 성북구 정릉제1동(1129062000)","18,740","807","807","9,063","416","416","9,677","391","391","18,334","737","737","8,880","381","381","9,454","356","356","18,058","680","680","8,696","360","360","9,362","320","320"
"서울특별시 성북구 정릉제2동(1129063000)","24,438","974","974","12,046","503","503","12,392","471","471","24,279","887","887","11,933","457","457","12,346","430","430","24,026","868","868","11,763","428","428","12,263","440","440"
"서울특별시 성북구 정릉제3동(1129064000)","16,501","515","515","8,196","260","260","8,305","255","255","16,095","471","471","8,057","245","245","8,038","226","226","15,869","421","421","7,960","215","215","7,909","206","206"
"서울특별시 성북구 정릉제4동(1129065000)","27,567","1,199","1,199","13,418","619","619","14,149","580","580","27,161","1,068","1,068","13,227","544","544","13,934","524","524","26,817","949","949","13,049","510","510","13,768","439","439"
"서울특별시 성북구 길음제1동(1129066000)","37,716","2,143","2,143","18,138","1,090","1,090","19,578","1,053","1,053","37,600","1,967","1,967","17,987","1,023","1,023","19,613","944","944","37,637","1,798","1,798","17,994","944","944","19,643","854","854"
"서울특별시 성북구 길음제2동(1129068500)","12,998","445","445","6,361","242","242","6,637","203","203","12,205","416","416","5,953","229","229","6,252","187","187","11,643","377","377","5,669","208","208","5,974","169","169"
"서울특별시 성북구 종암동(1129070500)","41,797","1,721","1,721","20,739","856","856","21,058","865","865","41,148","1,578","1,578","20,458","795","795","20,690","783","783","40,931","1,464","1,464","20,316","744","744","20,615","720","720"
"서울특별시 성북구 월곡제1동(1129071500)","28,219","1,261","1,261","13,715","642","642","14,504","619","619","27,935","1,163","1,163","13,593","589","589","14,342","574","574","27,628","1,048","1,048","13,429","535","535","14,199","513","513"
"서울특별시 성북구 월곡제2동(1129072500)","20,601","795","795","10,156","429","429","10,445","366","366","20,249","715","715","9,891","370","370","10,358","345","345","20,118","645","645","9,836","325","325","10,282","320","320"
"서울특별시 성북구 장위제1동(1129076000)","22,333","591","591","11,159","279","279","11,174","312","312","21,121","534","534","10,494","261","261","10,627","273","273","21,020","495","495","10,383","235","235","10,637","260","260"
