"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~4세","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~4세","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~4세","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~4세","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~4세","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~4세","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~4세","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~4세","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~4세"
"인천광역시 부평구 부개2동(2823766000)","22,867","948","948","11,248","500","500","11,619","448","448","20,517","769","769","10,074","396","396","10,443","373","373","19,251","632","632","9,447","318","318","9,804","314","314"
"인천광역시 부평구 부개3동(2823766100)","35,704","1,474","1,474","17,338","749","749","18,366","725","725","34,848","1,281","1,281","16,896","645","645","17,952","636","636","33,798","1,123","1,123","16,340","564","564","17,458","559","559"
"인천광역시 부평구 일신동(2823767000)","14,046","769","769","7,205","392","392","6,841","377","377","13,858","680","680","7,093","348","348","6,765","332","332","13,509","598","598","6,924","310","310","6,585","288","288"
"인천광역시 부평구 십정1동(2823768000)","19,438","655","655","9,985","365","365","9,453","290","290","14,670","495","495","7,532","274","274","7,138","221","221","13,795","431","431","7,044","224","224","6,751","207","207"
"인천광역시 부평구 십정2동(2823769000)","26,154","834","834","13,407","425","425","12,747","409","409","26,214","772","772","13,465","396","396","12,749","376","376","25,309","671","671","13,031","332","332","12,278","339","339"
"인천광역시 계양구 (2824500000)","330,284","12,973","12,973","165,301","6,627","6,627","164,983","6,346","6,346","323,784","11,488","11,488","161,925","5,888","5,888","161,859","5,600","5,600","312,680","10,119","10,119","156,128","5,133","5,133","156,552","4,986","4,986"
"인천광역시 계양구 효성1동(2824560100)","30,790","904","904","15,574","466","466","15,216","438","438","29,752","799","799","15,043","414","414","14,709","385","385","27,033","697","697","13,662","346","346","13,371","351","351"
"인천광역시 계양구 효성2동(2824560200)","33,066","1,425","1,425","16,761","742","742","16,305","683","683","32,339","1,260","1,260","16,323","652","652","16,016","608","608","31,470","1,094","1,094","15,855","558","558","15,615","536","536"
"인천광역시 계양구 계산1동(2824561100)","22,376","632","632","11,484","315","315","10,892","317","317","21,731","537","537","11,168","271","271","10,563","266","266","21,124","460","460","10,922","250","250","10,202","210","210"
"인천광역시 계양구 계산2동(2824561200)","17,644","446","446","8,927","229","229","8,717","217","217","16,874","385","385","8,542","207","207","8,332","178","178","16,265","315","315","8,158","163","163","8,107","152","152"
"인천광역시 계양구 계산3동(2824561300)","22,325","740","740","10,844","386","386","11,481","354","354","21,759","650","650","10,553","338","338","11,206","312","312","21,032","545","545","10,168","268","268","10,864","277","277"
"인천광역시 계양구 계산4동(2824561400)","22,671","572","572","11,385","301","301","11,286","271","271","24,547","724","724","12,356","373","373","12,191","351","351","24,307","694","694","12,190","351","351","12,117","343","343"
"인천광역시 계양구 작전1동(2824562100)","31,710","1,286","1,286","15,729","668","668","15,981","618","618","30,875","1,138","1,138","15,280","583","583","15,595","555","555","30,097","1,011","1,011","14,823","499","499","15,274","512","512"
"인천광역시 계양구 작전2동(2824562200)","26,215","817","817","13,216","417","417","12,999","400","400","25,000","708","708","12,591","361","361","12,409","347","347","23,539","600","600","11,849","304","304","11,690","296","296"
"인천광역시 계양구 작전서운동(2824564000)","34,079","1,509","1,509","16,953","752","752","17,126","757","757","32,683","1,271","1,271","16,226","645","645","16,457","626","626","31,859","1,120","1,120","15,866","564","564","15,993","556","556"
"인천광역시 계양구 계양1동(2824571000)","22,939","1,088","1,088","11,432","548","548","11,507","540","540","22,690","993","993","11,303","508","508","11,387","485","485","22,285","916","916","11,071","475","475","11,214","441","441"
"인천광역시 계양구 계양2동(2824572000)","39,009","1,483","1,483","19,432","759","759","19,577","724","724","37,979","1,261","1,261","18,930","638","638","19,049","623","623","36,501","1,101","1,101","18,168","557","557","18,333","544","544"
"인천광역시 계양구 계양3동(2824573000)","27,460","2,071","2,071","13,564","1,044","1,044","13,896","1,027","1,027","27,555","1,762","1,762","13,610","898","898","13,945","864","864","27,168","1,566","1,566","13,396","798","798","13,772","768","768"
"인천광역시 서구 (2826000000)","510,733","26,793","26,793","258,117","13,865","13,865","252,616","12,928","12,928","516,017","24,786","24,786","260,649","12,782","12,782","255,368","12,004","12,004","538,596","25,083","25,083","272,153","12,973","12,973","266,443","12,110","12,110"
"인천광역시 서구 검암경서동(2826051500)","45,712","3,210","3,210","23,234","1,641","1,641","22,478","1,569","1,569","45,962","2,874","2,874","23,337","1,454","1,454","22,625","1,420","1,420","47,273","2,730","2,730","24,072","1,375","1,375","23,201","1,355","1,355"
"인천광역시 서구 연희동(2826053000)","45,496","1,758","1,758","23,354","885","885","22,142","873","873","45,179","1,638","1,638","23,185","840","840","21,994","798","798","43,726","1,407","1,407","22,309","695","695","21,417","712","712"
"인천광역시 서구 청라1동(2826053600)","31,026","2,465","2,465","15,495","1,301","1,301","15,531","1,164","1,164","31,777","2,342","2,342","15,761","1,190","1,190","16,016","1,152","1,152","31,197","2,147","2,147","15,472","1,102","1,102","15,725","1,045","1,045"
"인천광역시 서구 청라2동(2826053700)","35,899","2,612","2,612","17,764","1,387","1,387","18,135","1,225","1,225","37,790","2,505","2,505","18,737","1,342","1,342","19,053","1,163","1,163","45,264","3,110","3,110","22,512","1,672","1,672","22,752","1,438","1,438"
"인천광역시 서구 청라3동(2826053900)","18,322","1,470","1,470","9,004","783","783","9,318","687","687","18,890","1,333","1,333","9,274","699","699","9,616","634","634","20,398","1,403","1,403","10,016","743","743","10,382","660","660"
"인천광역시 서구 가정1동(2826054200)","16,439","819","819","8,318","444","444","8,121","375","375","16,634","789","789","8,397","436","436","8,237","353","353","26,773","1,666","1,666","13,486","869","869","13,287","797","797"
"인천광역시 서구 가정2동(2826054300)","7,555","273","273","3,943","137","137","3,612","136","136","7,405","269","269","3,861","136","136","3,544","133","133","6,945","215","215","3,626","112","112","3,319","103","103"
"인천광역시 서구 가정3동(2826054400)","11,091","322","322","5,577","165","165","5,514","157","157","10,752","295","295","5,390","152","152","5,362","143","143","10,381","263","263","5,246","134","134","5,135","129","129"
"인천광역시 서구 석남1동(2826055000)","23,385","780","780","12,019","412","412","11,366","368","368","23,706","741","741","12,176","381","381","11,530","360","360","23,143","670","670","11,964","335","335","11,179","335","335"
"인천광역시 서구 석남2동(2826056000)","15,164","561","561","7,937","289","289","7,227","272","272","14,666","468","468","7,686","244","244","6,980","224","224","14,101","395","395","7,362","208","208","6,739","187","187"
"인천광역시 서구 석남3동(2826056100)","17,077","455","455","8,648","241","241","8,429","214","214","16,554","405","405","8,358","207","207","8,196","198","198","15,753","319","319","7,993","183","183","7,760","136","136"
"인천광역시 서구 신현원창동(2826057500)","27,297","1,082","1,082","13,769","546","546","13,528","536","536","29,302","1,122","1,122","14,722","567","567","14,580","555","555","33,386","1,461","1,461","16,736","745","745","16,650","716","716"
"인천광역시 서구 가좌1동(2826058000)","12,575","341","341","6,711","179","179","5,864","162","162","12,319","310","310","6,573","161","161","5,746","149","149","11,916","275","275","6,378","147","147","5,538","128","128"
"인천광역시 서구 가좌2동(2826059000)","22,552","982","982","11,007","497","497","11,545","485","485","22,183","914","914","10,818","461","461","11,365","453","453","21,365","765","765","10,406","390","390","10,959","375","375"
"인천광역시 서구 가좌3동(2826060000)","18,524","512","512","9,365","246","246","9,159","266","266","17,821","439","439","8,999","222","222","8,822","217","217","17,074","367","367","8,668","175","175","8,406","192","192"
"인천광역시 서구 가좌4동(2826061000)","8,665","188","188","4,478","103","103","4,187","85","85","9,251","222","222","4,789","115","115","4,462","107","107","12,467","469","469","6,379","241","241","6,088","228","228"
"인천광역시 서구 검단1동(2826063000)","29,910","1,592","1,592","15,280","831","831","14,630","761","761","31,067","1,493","1,493","15,977","803","803","15,090","690","690","","","","","","","","",""
"인천광역시 서구 검단2동(2826064000)","23,863","1,233","1,233","12,050","623","623","11,813","610","610","23,575","999","999","11,931","506","506","11,644","493","493","","","","","","","","",""
"인천광역시 서구 검단3동(2826065000)","25,172","1,629","1,629","12,679","845","845","12,493","784","784","25,201","1,420","1,420","12,722","739","739","12,479","681","681","","","","","","","","",""
"인천광역시 서구 검단4동(2826066000)","50,336","3,130","3,130","24,867","1,594","1,594","25,469","1,536","1,536","51,386","2,972","2,972","25,365","1,507","1,507","26,021","1,465","1,465","","","","","","","","",""
"인천광역시 서구 검단5동(2826067000)","24,673","1,379","1,379","12,618","716","716","12,055","663","663","24,597","1,236","1,236","12,591","620","620","12,006","616","616","","","","","","","","",""
"인천광역시 서구 검단동(2826068000)","","","","","","","","","","","","","","","","","","","32,758","1,451","1,451","16,935","769","769","15,823","682","682"
"인천광역시 서구 불로대곡동(2826069000)","","","","","","","","","","","","","","","","","","","23,132","886","886","11,690","466","466","11,442","420","420"
"인천광역시 서구 원당동(2826070000)","","","","","","","","","","","","","","","","","","","24,899","1,255","1,255","12,588","650","650","12,311","605","605"
"인천광역시 서구 당하동(2826071000)","","","","","","","","","","","","","","","","","","","51,920","2,675","2,675","25,668","1,366","1,366","26,252","1,309","1,309"
"인천광역시 서구 오류왕길동(2826072000)","","","","","","","","","","","","","","","","","","","24,725","1,154","1,154","12,647","596","596","12,078","558","558"
"인천광역시 강화군 (2871000000)","68,010","1,573","1,573","34,170","785","785","33,840","788","788","68,754","1,479","1,479","34,509","746","746","34,245","733","733","68,896","1,406","1,406","34,546","721","721","34,350","685","685"
"인천광역시 강화군 강화읍(2871025000)","22,908","681","681","11,334","328","328","11,574","353","353","22,958","644","644","11,333","308","308","11,625","336","336","22,851","602","602","11,274","309","309","11,577","293","293"
"인천광역시 강화군 선원면(2871031000)","7,602","294","294","3,830","151","151","3,772","143","143","7,770","274","274","3,901","141","141","3,869","133","133","7,773","245","245","3,871","124","124","3,902","121","121"
"인천광역시 강화군 불은면(2871032000)","4,578","78","78","2,335","46","46","2,243","32","32","4,718","74","74","2,391","35","35","2,327","39","39","4,796","75","75","2,443","36","36","2,353","39","39"
"인천광역시 강화군 길상면(2871033000)","6,680","140","140","3,395","67","67","3,285","73","73","6,745","120","120","3,433","59","59","3,312","61","61","6,796","112","112","3,444","58","58","3,352","54","54"
"인천광역시 강화군 화도면(2871034000)","4,410","81","81","2,210","33","33","2,200","48","48","4,434","67","67","2,233","30","30","2,201","37","37","4,486","71","71","2,273","30","30","2,213","41","41"
"인천광역시 강화군 양도면(2871035000)","3,909","57","57","2,024","38","38","1,885","19","19","4,038","55","55","2,076","40","40","1,962","15","15","4,066","55","55","2,074","34","34","1,992","21","21"
"인천광역시 강화군 내가면(2871036000)","3,076","34","34","1,518","17","17","1,558","17","17","3,086","34","34","1,512","21","21","1,574","13","13","3,110","30","30","1,535","17","17","1,575","13","13"
"인천광역시 강화군 하점면(2871037000)","4,000","56","56","2,009","29","29","1,991","27","27","4,039","57","57","2,051","30","30","1,988","27","27","4,083","59","59","2,080","30","30","2,003","29","29"
"인천광역시 강화군 양사면(2871038000)","1,829","22","22","919","7","7","910","15","15","1,852","18","18","934","9","9","918","9","9","1,879","16","16","938","11","11","941","5","5"
"인천광역시 강화군 송해면(2871039000)","3,029","51","51","1,530","30","30","1,499","21","21","3,121","57","57","1,554","28","28","1,567","29","29","3,147","61","61","1,562","30","30","1,585","31","31"
"인천광역시 강화군 교동면(2871040000)","3,001","40","40","1,525","18","18","1,476","22","22","2,995","33","33","1,530","17","17","1,465","16","16","2,956","37","37","1,520","20","20","1,436","17","17"
"인천광역시 강화군 삼산면(2871041000)","2,319","30","30","1,194","16","16","1,125","14","14","2,317","38","38","1,205","22","22","1,112","16","16","2,276","36","36","1,181","19","19","1,095","17","17"
"인천광역시 강화군 서도면(2871042000)","402","4","4","202","2","2","200","2","2","412","4","4","209","4","4","203","0","0","397","3","3","202","1","1","195","2","2"
"인천광역시 강화군 서도면볼음출장소(2871042500)","267","5","5","145","3","3","122","2","2","269","4","4","147","2","2","122","2","2","280","4","4","149","2","2","131","2","2"
"인천광역시 옹진군 (2872000000)","21,351","610","610","12,155","305","305","9,196","305","305","21,573","624","624","12,225","307","307","9,348","317","317","21,036","548","548","11,928","270","270","9,108","278","278"
"인천광역시 옹진군 북도면(2872031000)","1,190","30","30","632","14","14","558","16","16","1,196","26","26","642","14","14","554","12","12","1,174","21","21","630","11","11","544","10","10"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","1,059","21","21","568","9","9","491","12","12","1,065","23","23","556","11","11","509","12","12","1,048","27","27","552","11","11","496","16","16"
"인천광역시 옹진군 백령면(2872033000)","5,732","210","210","3,420","106","106","2,312","104","104","5,721","218","218","3,381","106","106","2,340","112","112","5,496","208","208","3,241","99","99","2,255","109","109"
"인천광역시 옹진군 대청면(2872034000)","1,358","41","41","774","20","20","584","21","21","1,372","43","43","797","21","21","575","22","22","1,305","34","34","753","18","18","552","16","16"
"인천광역시 옹진군 대청면소청출장소(2872034500)","253","1","1","160","0","0","93","1","1","259","1","1","166","0","0","93","1","1","229","1","1","143","0","0","86","1","1"
"인천광역시 옹진군 덕적면(2872035000)","2,003","28","28","1,082","11","11","921","17","17","2,042","33","33","1,099","12","12","943","21","21","1,977","24","24","1,071","10","10","906","14","14"
"인천광역시 옹진군 영흥면(2872036000)","6,206","185","185","3,435","97","97","2,771","88","88","6,323","182","182","3,486","97","97","2,837","85","85","6,329","150","150","3,502","81","81","2,827","69","69"
"인천광역시 옹진군 자월면(2872037000)","1,341","26","26","687","15","15","654","11","11","1,363","21","21","690","13","13","673","8","8","1,302","14","14","665","7","7","637","7","7"
"인천광역시 옹진군 연평면(2872038000)","2,209","68","68","1,397","33","33","812","35","35","2,232","77","77","1,408","33","33","824","44","44","2,176","69","69","1,371","33","33","805","36","36"
"광주광역시  (2900000000)","1,469,214","65,365","65,365","728,137","33,565","33,565","741,077","31,800","31,800","1,463,770","61,273","61,273","725,295","31,457","31,457","738,475","29,816","29,816","1,459,336","57,971","57,971","722,581","29,822","29,822","736,755","28,149","28,149"
"광주광역시 동구 (2911000000)","95,791","3,256","3,256","47,823","1,680","1,680","47,968","1,576","1,576","95,448","3,063","3,063","47,579","1,593","1,593","47,869","1,470","1,470","94,475","3,013","3,013","46,902","1,585","1,585","47,573","1,428","1,428"
"광주광역시 동구 충장동(2911052500)","4,599","58","58","2,472","32","32","2,127","26","26","4,463","49","49","2,383","25","25","2,080","24","24","4,540","58","58","2,400","30","30","2,140","28","28"
"광주광역시 동구 동명동(2911054500)","4,561","87","87","2,295","49","49","2,266","38","38","4,248","72","72","2,136","34","34","2,112","38","38","4,044","60","60","2,020","26","26","2,024","34","34"
"광주광역시 동구 계림1동(2911056000)","6,930","164","164","3,650","74","74","3,280","90","90","6,421","129","129","3,389","61","61","3,032","68","68","6,229","102","102","3,321","51","51","2,908","51","51"
"광주광역시 동구 계림2동(2911057000)","9,589","292","292","4,831","161","161","4,758","131","131","9,119","254","254","4,616","140","140","4,503","114","114","8,778","360","360","4,355","191","191","4,423","169","169"
"광주광역시 동구 산수1동(2911059000)","6,851","168","168","3,464","88","88","3,387","80","80","6,645","132","132","3,349","68","68","3,296","64","64","6,745","120","120","3,399","59","59","3,346","61","61"
"광주광역시 동구 산수2동(2911060000)","10,836","335","335","5,249","159","159","5,587","176","176","10,598","301","301","5,128","146","146","5,470","155","155","10,858","282","282","5,307","156","156","5,551","126","126"
"광주광역시 동구 지산1동(2911062000)","4,876","182","182","2,439","100","100","2,437","82","82","4,724","147","147","2,376","81","81","2,348","66","66","4,649","119","119","2,313","59","59","2,336","60","60"
"광주광역시 동구 지산2동(2911063000)","5,664","174","174","2,854","91","91","2,810","83","83","5,397","133","133","2,741","77","77","2,656","56","56","5,040","96","96","2,573","58","58","2,467","38","38"
"광주광역시 동구 서남동(2911065500)","3,636","82","82","1,820","38","38","1,816","44","44","3,367","58","58","1,709","26","26","1,658","32","32","3,251","49","49","1,666","23","23","1,585","26","26"
"광주광역시 동구 학동(2911068500)","6,972","357","357","3,418","194","194","3,554","163","163","9,949","547","547","4,831","291","291","5,118","256","256","9,688","515","515","4,655","279","279","5,033","236","236"
"광주광역시 동구 학운동(2911071000)","13,225","461","461","6,330","229","229","6,895","232","232","12,894","386","386","6,164","203","203","6,730","183","183","12,696","351","351","6,057","183","183","6,639","168","168"
"광주광역시 동구 지원1동(2911073000)","7,795","249","249","3,861","121","121","3,934","128","128","7,445","201","201","3,663","95","95","3,782","106","106","8,024","254","254","3,921","131","131","4,103","123","123"
"광주광역시 동구 지원2동(2911074000)","10,257","647","647","5,140","344","344","5,117","303","303","10,178","654","654","5,094","346","346","5,084","308","308","9,933","647","647","4,915","339","339","5,018","308","308"
"광주광역시 서구 (2914000000)","309,579","12,403","12,403","152,246","6,339","6,339","157,333","6,064","6,064","306,957","11,616","11,616","150,977","5,982","5,982","155,980","5,634","5,634","304,172","10,681","10,681","149,540","5,553","5,553","154,632","5,128","5,128"
"광주광역시 서구 양동(2914057500)","4,671","73","73","2,314","36","36","2,357","37","37","4,473","68","68","2,211","38","38","2,262","30","30","4,294","52","52","2,137","32","32","2,157","20","20"
"광주광역시 서구 양3동(2914059000)","5,146","262","262","2,564","134","134","2,582","128","128","4,965","220","220","2,476","117","117","2,489","103","103","4,917","187","187","2,447","98","98","2,470","89","89"
"광주광역시 서구 농성1동(2914065000)","8,362","233","233","4,188","122","122","4,174","111","111","8,487","219","219","4,260","108","108","4,227","111","111","9,059","188","188","4,502","81","81","4,557","107","107"
"광주광역시 서구 농성2동(2914066000)","5,708","149","149","2,947","63","63","2,761","86","86","5,476","109","109","2,800","48","48","2,676","61","61","5,328","106","106","2,738","60","60","2,590","46","46"
"광주광역시 서구 광천동(2914073000)","9,838","356","356","4,964","177","177","4,874","179","179","9,470","336","336","4,806","170","170","4,664","166","166","8,998","303","303","4,589","153","153","4,409","150","150"
"광주광역시 서구 유덕동(2914074000)","11,486","583","583","5,843","311","311","5,643","272","272","11,405","531","531","5,807","277","277","5,598","254","254","11,223","489","489","5,731","272","272","5,492","217","217"
"광주광역시 서구 치평동(2914074500)","31,172","1,299","1,299","15,104","645","645","16,068","654","654","31,270","1,219","1,219","15,109","614","614","16,161","605","605","31,268","1,130","1,130","15,128","578","578","16,140","552","552"
"광주광역시 서구 상무1동(2914075100)","23,692","803","803","11,822","391","391","11,870","412","412","23,375","786","786","11,679","388","388","11,696","398","398","24,582","820","820","12,214","399","399","12,368","421","421"
"광주광역시 서구 상무2동(2914075200)","25,964","786","786","12,798","407","407","13,166","379","379","25,566","728","728","12,548","378","378","13,018","350","350","25,136","658","658","12,308","348","348","12,828","310","310"
"광주광역시 서구 화정1동(2914076000)","15,989","643","643","7,740","324","324","8,249","319","319","15,916","589","589","7,689","299","299","8,227","290","290","15,942","519","519","7,682","272","272","8,260","247","247"
"광주광역시 서구 화정2동(2914077000)","20,807","1,200","1,200","10,419","603","603","10,388","597","597","21,699","1,262","1,262","10,869","665","665","10,830","597","597","21,656","1,171","1,171","10,865","620","620","10,791","551","551"
"광주광역시 서구 화정3동(2914078000)","11,524","300","300","5,681","164","164","5,843","136","136","11,264","272","272","5,535","145","145","5,729","127","127","10,933","244","244","5,381","126","126","5,552","118","118"
"광주광역시 서구 화정4동(2914079000)","18,872","629","629","9,213","316","316","9,659","313","313","17,743","525","525","8,656","275","275","9,087","250","250","16,353","454","454","7,984","250","250","8,369","204","204"
"광주광역시 서구 서창동(2914080000)","5,668","177","177","2,964","89","89","2,704","88","88","5,507","156","156","2,882","73","73","2,625","83","83","5,395","149","149","2,820","71","71","2,575","78","78"
"광주광역시 서구 금호1동(2914082100)","23,014","798","798","11,066","427","427","11,948","371","371","22,504","739","739","10,784","399","399","11,720","340","340","21,944","657","657","10,532","352","352","11,412","305","305"
"광주광역시 서구 금호2동(2914082400)","29,173","1,284","1,284","14,239","687","687","14,934","597","597","30,538","1,334","1,334","15,002","709","709","15,536","625","625","30,308","1,272","1,272","14,834","686","686","15,474","586","586"
"광주광역시 서구 풍암동(2914083000)","40,543","1,900","1,900","19,801","989","989","20,742","911","911","39,827","1,734","1,734","19,546","897","897","20,281","837","837","39,473","1,573","1,573","19,367","799","799","20,106","774","774"
"광주광역시 서구 동천동(2914084000)","17,950","928","928","8,579","454","454","9,371","474","474","17,472","789","789","8,318","382","382","9,154","407","407","17,363","709","709","8,281","356","356","9,082","353","353"
"광주광역시 남구 (2915500000)","219,729","8,603","8,603","106,288","4,406","4,406","113,441","4,197","4,197","218,454","8,172","8,172","105,580","4,197","4,197","112,874","3,975","3,975","216,369","7,675","7,675","104,337","3,941","3,941","112,032","3,734","3,734"
"광주광역시 남구 양림동(2915551000)","8,459","336","336","4,006","176","176","4,453","160","160","8,027","291","291","3,750","161","161","4,277","130","130","7,811","260","260","3,632","140","140","4,179","120","120"
"광주광역시 남구 방림1동(2915552000)","7,930","328","328","3,825","169","169","4,105","159","159","7,572","287","287","3,644","150","150","3,928","137","137","7,474","263","263","3,568","133","133","3,906","130","130"
"광주광역시 남구 방림2동(2915553000)","10,557","375","375","5,062","197","197","5,495","178","178","10,310","349","349","4,904","186","186","5,406","163","163","9,783","284","284","4,658","156","156","5,125","128","128"
"광주광역시 남구 봉선1동(2915553700)","16,686","595","595","7,964","304","304","8,722","291","291","16,145","541","541","7,719","282","282","8,426","259","259","15,819","484","484","7,505","248","248","8,314","236","236"
"광주광역시 남구 봉선2동(2915553800)","29,534","1,064","1,064","13,860","537","537","15,674","527","527","30,277","1,101","1,101","14,226","551","551","16,051","550","550","30,111","1,058","1,058","14,197","546","546","15,914","512","512"
"광주광역시 남구 사직동(2915554500)","5,263","98","98","2,714","46","46","2,549","52","52","5,874","160","160","3,002","82","82","2,872","78","78","5,894","175","175","2,991","83","83","2,903","92","92"
"광주광역시 남구 월산동(2915560500)","9,874","245","245","5,058","133","133","4,816","112","112","9,666","230","230","4,966","120","120","4,700","110","110","8,793","202","202","4,486","105","105","4,307","97","97"
"광주광역시 남구 월산4동(2915563000)","9,957","245","245","5,086","125","125","4,871","120","120","9,673","209","209","4,968","112","112","4,705","97","97","9,399","204","204","4,800","106","106","4,599","98","98"
"광주광역시 남구 월산5동(2915564000)","7,404","172","172","3,704","88","88","3,700","84","84","7,183","139","139","3,619","76","76","3,564","63","63","7,018","135","135","3,523","74","74","3,495","61","61"
"광주광역시 남구 백운1동(2915567000)","13,780","728","728","6,538","363","363","7,242","365","365","13,502","637","637","6,409","313","313","7,093","324","324","13,396","543","543","6,340","270","270","7,056","273","273"
"광주광역시 남구 백운2동(2915568000)","6,393","233","233","3,233","115","115","3,160","118","118","6,434","250","250","3,213","122","122","3,221","128","128","6,386","236","236","3,189","118","118","3,197","118","118"
"광주광역시 남구 주월1동(2915569000)","20,337","804","804","9,930","402","402","10,407","402","402","19,572","734","734","9,536","355","355","10,036","379","379","20,110","744","744","9,789","360","360","10,321","384","384"
"광주광역시 남구 주월2동(2915570000)","9,643","337","337","4,821","171","171","4,822","166","166","9,275","301","301","4,592","153","153","4,683","148","148","8,978","272","272","4,467","130","130","4,511","142","142"
"광주광역시 남구 효덕동(2915571000)","48,200","2,255","2,255","22,805","1,176","1,176","25,395","1,079","1,079","48,223","2,085","2,085","22,883","1,092","1,092","25,340","993","993","48,508","1,960","1,960","22,966","1,026","1,026","25,542","934","934"
"광주광역시 남구 송암동(2915572000)","9,653","626","626","4,741","330","330","4,912","296","296","10,655","703","703","5,205","370","370","5,450","333","333","10,964","718","718","5,317","369","369","5,647","349","349"
"광주광역시 남구 대촌동(2915573000)","6,059","162","162","2,941","74","74","3,118","88","88","6,066","155","155","2,944","72","72","3,122","83","83","5,925","137","137","2,909","77","77","3,016","60","60"
"광주광역시 북구 (2917000000)","441,066","18,546","18,546","219,300","9,552","9,552","221,766","8,994","8,994","438,780","17,593","17,593","217,966","9,038","9,038","220,814","8,555","8,555","439,773","17,204","17,204","218,323","8,784","8,784","221,450","8,420","8,420"
"광주광역시 북구 중흥1동(2917051000)","3,960","122","122","2,135","65","65","1,825","57","57","3,849","109","109","2,077","57","57","1,772","52","52","4,221","122","122","2,261","56","56","1,960","66","66"
"광주광역시 북구 중흥2동(2917052000)","8,550","207","207","4,358","96","96","4,192","111","111","8,240","179","179","4,193","84","84","4,047","95","95","7,284","153","153","3,688","80","80","3,596","73","73"
"광주광역시 북구 중흥3동(2917053000)","5,999","160","160","3,106","92","92","2,893","68","68","5,770","167","167","2,997","95","95","2,773","72","72","4,956","137","137","2,637","68","68","2,319","69","69"
"광주광역시 북구 중앙동(2917055500)","3,800","51","51","2,021","29","29","1,779","22","22","3,768","55","55","1,999","31","31","1,769","24","24","3,605","55","55","1,930","31","31","1,675","24","24"
"광주광역시 북구 임동(2917057000)","9,620","462","462","4,786","234","234","4,834","228","228","9,245","428","428","4,594","220","220","4,651","208","208","8,938","431","431","4,431","221","221","4,507","210","210"
"광주광역시 북구 신안동(2917058000)","11,586","280","280","6,076","143","143","5,510","137","137","11,152","237","237","5,857","121","121","5,295","116","116","10,860","214","214","5,685","105","105","5,175","109","109"
"광주광역시 북구 용봉동(2917059000)","38,708","1,369","1,369","19,228","693","693","19,480","676","676","38,938","1,346","1,346","19,404","688","688","19,534","658","658","38,939","1,344","1,344","19,341","696","696","19,598","648","648"
"광주광역시 북구 운암1동(2917060100)","20,737","999","999","10,061","514","514","10,676","485","485","20,714","979","979","10,016","483","483","10,698","496","496","20,573","942","942","9,907","466","466","10,666","476","476"
"광주광역시 북구 운암2동(2917060200)","13,945","401","401","7,080","208","208","6,865","193","193","13,498","346","346","6,844","173","173","6,654","173","173","13,164","306","306","6,652","148","148","6,512","158","158"
"광주광역시 북구 운암3동(2917060300)","17,190","631","631","8,366","334","334","8,824","297","297","16,779","577","577","8,127","293","293","8,652","284","284","16,045","500","500","7,772","243","243","8,273","257","257"
"광주광역시 북구 동림동(2917061500)","21,361","1,127","1,127","10,592","589","589","10,769","538","538","21,171","1,095","1,095","10,482","558","558","10,689","537","537","23,070","1,163","1,163","11,397","595","595","11,673","568","568"
"광주광역시 북구 우산동(2917062000)","13,568","292","292","6,699","145","145","6,869","147","147","12,939","236","236","6,363","130","130","6,576","106","106","11,590","199","199","5,672","106","106","5,918","93","93"
"광주광역시 북구 풍향동(2917063500)","4,274","91","91","2,173","54","54","2,101","37","37","6,358","293","293","3,171","145","145","3,187","148","148","6,434","297","297","3,214","148","148","3,220","149","149"
"광주광역시 북구 문화동(2917065000)","14,138","439","439","6,936","216","216","7,202","223","223","15,524","539","539","7,684","291","291","7,840","248","248","19,280","803","803","9,516","412","412","9,764","391","391"
"광주광역시 북구 문흥1동(2917065600)","18,177","589","589","8,854","288","288","9,323","301","301","17,672","537","537","8,604","279","279","9,068","258","258","17,233","495","495","8,412","247","247","8,821","248","248"
"광주광역시 북구 문흥2동(2917065700)","17,925","782","782","8,618","391","391","9,307","391","391","17,478","693","693","8,343","341","341","9,135","352","352","16,997","653","653","8,079","319","319","8,918","334","334"
"광주광역시 북구 두암1동(2917066100)","8,786","195","195","4,359","100","100","4,427","95","95","8,494","190","190","4,207","104","104","4,287","86","86","8,418","184","184","4,190","97","97","4,228","87","87"
"광주광역시 북구 두암2동(2917066200)","18,569","676","676","9,228","357","357","9,341","319","319","17,850","528","528","8,827","267","267","9,023","261","261","17,481","461","461","8,659","229","229","8,822","232","232"
"광주광역시 북구 두암3동(2917066300)","15,869","351","351","7,570","202","202","8,299","149","149","15,261","317","317","7,326","169","169","7,935","148","148","14,880","271","271","7,128","127","127","7,752","144","144"
