"행정구역","2013년_계_총인구수","2013년_계_연령구간인구수","2013년_계_0~4세","2013년_남_총인구수","2013년_남_연령구간인구수","2013년_남_0~4세","2013년_여_총인구수","2013년_여_연령구간인구수","2013년_여_0~4세","2014년_계_총인구수","2014년_계_연령구간인구수","2014년_계_0~4세","2014년_남_총인구수","2014년_남_연령구간인구수","2014년_남_0~4세","2014년_여_총인구수","2014년_여_연령구간인구수","2014년_여_0~4세","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_0~4세","2015년_남_총인구수","2015년_남_연령구간인구수","2015년_남_0~4세","2015년_여_총인구수","2015년_여_연령구간인구수","2015년_여_0~4세"
"서울특별시 용산구 이촌제2동(1117064000)","9,986","466","466","4,775","235","235","5,211","231","231","9,706","432","432","4,647","234","234","5,059","198","198","9,570","429","429","4,561","229","229","5,009","200","200"
"서울특별시 용산구 이태원제1동(1117065000)","8,175","205","205","3,788","113","113","4,387","92","92","7,827","206","206","3,672","102","102","4,155","104","104","7,473","205","205","3,527","109","109","3,946","96","96"
"서울특별시 용산구 이태원제2동(1117066000)","10,891","375","375","5,085","181","181","5,806","194","194","10,392","355","355","4,783","162","162","5,609","193","193","9,876","314","314","4,568","150","150","5,308","164","164"
"서울특별시 용산구 한남동(1117068500)","22,739","844","844","10,886","429","429","11,853","415","415","22,036","777","777","10,540","387","387","11,496","390","390","21,621","740","740","10,357","380","380","11,264","360","360"
"서울특별시 용산구 서빙고동(1117069000)","13,834","547","547","6,692","268","268","7,142","279","279","13,699","493","493","6,602","245","245","7,097","248","248","13,668","474","474","6,632","247","247","7,036","227","227"
"서울특별시 용산구 보광동(1117070000)","17,097","468","468","8,287","241","241","8,810","227","227","16,691","407","407","8,146","218","218","8,545","189","189","16,193","374","374","7,892","209","209","8,301","165","165"
"서울특별시 성동구 (1120000000)","299,337","12,470","12,470","149,304","6,395","6,395","150,033","6,075","6,075","296,086","12,311","12,311","147,363","6,277","6,277","148,723","6,034","6,034","297,003","12,501","12,501","147,570","6,342","6,342","149,433","6,159","6,159"
"서울특별시 성동구 왕십리제2동(1120052000)","16,838","637","637","8,331","322","322","8,507","315","315","16,452","589","589","8,140","297","297","8,312","292","292","16,155","575","575","7,942","296","296","8,213","279","279"
"서울특별시 성동구 왕십리도선동(1120053500)","12,673","374","374","6,261","198","198","6,412","176","176","15,697","622","622","7,693","310","310","8,004","312","312","20,419","991","991","9,947","478","478","10,472","513","513"
"서울특별시 성동구 마장동(1120054000)","24,903","915","915","12,442","484","484","12,461","431","431","24,509","869","869","12,164","446","446","12,345","423","423","24,349","857","857","12,100","442","442","12,249","415","415"
"서울특별시 성동구 사근동(1120055000)","10,481","212","212","5,521","111","111","4,960","101","101","11,206","273","273","5,863","136","136","5,343","137","137","11,478","303","303","6,014","149","149","5,464","154","154"
"서울특별시 성동구 행당제1동(1120056000)","17,383","619","619","8,598","310","310","8,785","309","309","15,103","547","547","7,431","274","274","7,672","273","273","14,687","519","519","7,211","262","262","7,476","257","257"
"서울특별시 성동구 행당제2동(1120057000)","26,674","1,416","1,416","12,712","708","708","13,962","708","708","26,307","1,306","1,306","12,524","654","654","13,783","652","652","26,012","1,311","1,311","12,384","678","678","13,628","633","633"
"서울특별시 성동구 응봉동(1120058000)","17,306","767","767","8,306","378","378","9,000","389","389","17,103","747","747","8,169","383","383","8,934","364","364","16,956","756","756","8,095","384","384","8,861","372","372"
"서울특별시 성동구 금호1가동(1120059000)","14,717","630","630","7,145","335","335","7,572","295","295","14,014","601","601","6,815","316","316","7,199","285","285","13,699","575","575","6,660","304","304","7,039","271","271"
"서울특별시 성동구 금호2.3가동(1120061500)","23,303","1,093","1,093","11,286","580","580","12,017","513","513","22,847","1,064","1,064","11,070","537","537","11,777","527","527","22,770","1,101","1,101","11,042","555","555","11,728","546","546"
"서울특별시 성동구 금호4가동(1120062000)","15,058","900","900","7,350","436","436","7,708","464","464","14,825","849","849","7,185","427","427","7,640","422","422","14,597","820","820","7,075","412","412","7,522","408","408"
"서울특별시 성동구 옥수동(1120064500)","23,459","1,254","1,254","11,267","656","656","12,192","598","598","23,261","1,284","1,284","11,146","661","661","12,115","623","623","23,041","1,320","1,320","10,978","667","667","12,063","653","653"
"서울특별시 성동구 성수1가제1동(1120065000)","17,774","724","724","9,023","368","368","8,751","356","356","17,356","728","728","8,781","376","376","8,575","352","352","17,168","704","704","8,660","345","345","8,508","359","359"
"서울특별시 성동구 성수1가제2동(1120066000)","18,155","826","826","9,227","424","424","8,928","402","402","17,687","797","797","8,964","410","410","8,723","387","387","17,045","729","729","8,625","391","391","8,420","338","338"
"서울특별시 성동구 성수2가제1동(1120067000)","20,135","735","735","10,521","375","375","9,614","360","360","19,699","700","700","10,299","364","364","9,400","336","336","19,233","679","679","10,017","347","347","9,216","332","332"
"서울특별시 성동구 성수2가제3동(1120069000)","11,994","492","492","6,225","255","255","5,769","237","237","11,982","473","473","6,219","240","240","5,763","233","233","11,797","441","441","6,114","223","223","5,683","218","218"
"서울특별시 성동구 송정동(1120072000)","12,046","422","422","6,392","214","214","5,654","208","208","11,802","414","414","6,258","215","215","5,544","199","199","11,559","382","382","6,164","192","192","5,395","190","190"
"서울특별시 성동구 용답동(1120079000)","16,438","454","454","8,697","241","241","7,741","213","213","16,236","448","448","8,642","231","231","7,594","217","217","16,038","438","438","8,542","217","217","7,496","221","221"
"서울특별시 광진구 (1121500000)","368,927","13,805","13,805","181,864","7,079","7,079","187,063","6,726","6,726","363,354","13,475","13,475","178,738","6,935","6,935","184,616","6,540","6,540","360,369","13,118","13,118","176,884","6,728","6,728","183,485","6,390","6,390"
"서울특별시 광진구 화양동(1121571000)","21,559","451","451","10,580","228","228","10,979","223","223","21,423","428","428","10,449","210","210","10,974","218","218","21,441","407","407","10,398","200","200","11,043","207","207"
"서울특별시 광진구 군자동(1121573000)","21,229","718","718","10,656","383","383","10,573","335","335","21,048","703","703","10,534","382","382","10,514","321","321","20,670","678","678","10,309","374","374","10,361","304","304"
"서울특별시 광진구 중곡제1동(1121574000)","16,532","603","603","8,226","306","306","8,306","297","297","16,160","575","575","8,053","300","300","8,107","275","275","16,012","562","562","8,006","297","297","8,006","265","265"
"서울특별시 광진구 중곡제2동(1121575000)","22,920","838","838","11,191","423","423","11,729","415","415","22,350","812","812","10,918","424","424","11,432","388","388","22,301","828","828","10,913","442","442","11,388","386","386"
"서울특별시 광진구 중곡제3동(1121576000)","18,631","657","657","9,381","336","336","9,250","321","321","18,235","635","635","9,147","323","323","9,088","312","312","17,862","624","624","8,975","322","322","8,887","302","302"
"서울특별시 광진구 중곡제4동(1121577000)","31,764","1,213","1,213","15,764","654","654","16,000","559","559","31,607","1,233","1,233","15,640","651","651","15,967","582","582","31,787","1,238","1,238","15,721","661","661","16,066","577","577"
"서울특별시 광진구 능동(1121578000)","11,102","444","444","5,251","238","238","5,851","206","206","11,159","445","445","5,267","241","241","5,892","204","204","11,400","456","456","5,392","235","235","6,008","221","221"
"서울특별시 광진구 광장동(1121581000)","37,309","1,441","1,441","18,183","725","725","19,126","716","716","36,985","1,463","1,463","17,974","747","747","19,011","716","716","36,721","1,420","1,420","17,856","716","716","18,865","704","704"
"서울특별시 광진구 자양제1동(1121582000)","23,777","860","860","11,783","431","431","11,994","429","429","23,015","796","796","11,374","401","401","11,641","395","395","22,792","763","763","11,186","378","378","11,606","385","385"
"서울특별시 광진구 자양제2동(1121583000)","28,312","1,235","1,235","14,080","632","632","14,232","603","603","28,163","1,215","1,215","14,030","614","614","14,133","601","601","27,531","1,177","1,177","13,672","608","608","13,859","569","569"
"서울특별시 광진구 자양제3동(1121584000)","31,595","1,537","1,537","15,382","762","762","16,213","775","775","31,046","1,529","1,529","15,117","786","786","15,929","743","743","30,841","1,496","1,496","14,995","751","751","15,846","745","745"
"서울특별시 광진구 자양제4동(1121584700)","24,760","707","707","12,648","350","350","12,112","357","357","23,862","656","656","12,134","336","336","11,728","320","320","23,047","623","623","11,655","321","321","11,392","302","302"
"서울특별시 광진구 구의제1동(1121585000)","22,454","752","752","10,870","415","415","11,584","337","337","22,475","743","743","10,857","399","399","11,618","344","344","22,699","693","693","10,902","364","364","11,797","329","329"
"서울특별시 광진구 구의제2동(1121586000)","27,459","1,136","1,136","13,528","595","595","13,931","541","541","26,156","1,062","1,062","12,828","532","532","13,328","530","530","25,549","994","994","12,510","501","501","13,039","493","493"
"서울특별시 광진구 구의제3동(1121587000)","29,524","1,213","1,213","14,341","601","601","15,183","612","612","29,670","1,180","1,180","14,416","589","589","15,254","591","591","29,716","1,159","1,159","14,394","558","558","15,322","601","601"
"서울특별시 동대문구 (1123000000)","364,273","13,747","13,747","182,987","7,018","7,018","181,286","6,729","6,729","363,687","13,752","13,752","182,510","7,097","7,097","181,177","6,655","6,655","360,153","13,243","13,243","180,485","6,839","6,839","179,668","6,404","6,404"
"서울특별시 동대문구 용신동(1123053600)","31,482","1,117","1,117","16,352","600","600","15,130","517","517","31,197","1,074","1,074","16,094","567","567","15,103","507","507","31,675","1,072","1,072","16,357","564","564","15,318","508","508"
"서울특별시 동대문구 제기동(1123054500)","27,421","878","878","14,038","456","456","13,383","422","422","27,189","857","857","13,956","451","451","13,233","406","406","26,861","814","814","13,745","416","416","13,116","398","398"
"서울특별시 동대문구 전농제1동(1123056000)","32,514","1,175","1,175","16,556","612","612","15,958","563","563","31,510","1,182","1,182","16,045","629","629","15,465","553","553","30,709","1,093","1,093","15,637","560","560","15,072","533","533"
"서울특별시 동대문구 전농제2동(1123057000)","21,288","840","840","10,403","429","429","10,885","411","411","21,056","864","864","10,265","434","434","10,791","430","430","20,877","827","827","10,130","418","418","10,747","409","409"
"서울특별시 동대문구 답십리제1동(1123060000)","19,861","811","811","9,898","385","385","9,963","426","426","25,536","1,281","1,281","12,682","643","643","12,854","638","638","26,091","1,297","1,297","12,908","657","657","13,183","640","640"
"서울특별시 동대문구 답십리제2동(1123061000)","31,272","1,288","1,288","15,469","652","652","15,803","636","636","29,733","1,217","1,217","14,723","626","626","15,010","591","591","29,199","1,147","1,147","14,387","573","573","14,812","574","574"
"서울특별시 동대문구 장안제1동(1123065000)","37,284","1,633","1,633","18,802","833","833","18,482","800","800","36,880","1,671","1,671","18,632","836","836","18,248","835","835","37,342","1,624","1,624","18,836","821","821","18,506","803","803"
"서울특별시 동대문구 장안제2동(1123066000)","32,417","1,509","1,509","16,429","772","772","15,988","737","737","32,433","1,470","1,470","16,384","754","754","16,049","716","716","32,034","1,441","1,441","16,209","754","754","15,825","687","687"
"서울특별시 동대문구 청량리동(1123070500)","23,940","714","714","12,026","359","359","11,914","355","355","23,609","679","679","11,803","358","358","11,806","321","321","23,187","651","651","11,599","356","356","11,588","295","295"
"서울특별시 동대문구 회기동(1123071000)","11,249","390","390","5,452","187","187","5,797","203","203","11,064","367","367","5,360","181","181","5,704","186","186","10,792","361","361","5,229","178","178","5,563","183","183"
"서울특별시 동대문구 휘경제1동(1123072000)","16,324","481","481","8,151","240","240","8,173","241","241","16,041","419","419","8,026","215","215","8,015","204","204","14,363","346","346","7,227","185","185","7,136","161","161"
"서울특별시 동대문구 휘경제2동(1123073000)","25,741","1,032","1,032","12,743","540","540","12,998","492","492","25,341","963","963","12,528","521","521","12,813","442","442","25,127","937","937","12,386","501","501","12,741","436","436"
"서울특별시 동대문구 이문제1동(1123074000)","30,672","886","886","15,397","444","444","15,275","442","442","29,684","795","795","14,931","405","405","14,753","390","390","29,467","780","780","14,774","408","408","14,693","372","372"
"서울특별시 동대문구 이문제2동(1123075000)","22,808","993","993","11,271","509","509","11,537","484","484","22,414","913","913","11,081","477","477","11,333","436","436","22,429","853","853","11,061","448","448","11,368","405","405"
"서울특별시 중랑구 (1126000000)","416,798","15,738","15,738","208,641","8,112","8,112","208,157","7,626","7,626","418,836","16,148","16,148","209,323","8,268","8,268","209,513","7,880","7,880","413,909","15,749","15,749","206,505","8,046","8,046","207,404","7,703","7,703"
"서울특별시 중랑구 면목제2동(1126052000)","27,844","1,073","1,073","14,003","548","548","13,841","525","525","27,571","986","986","13,861","500","500","13,710","486","486","27,194","931","931","13,711","487","487","13,483","444","444"
"서울특별시 중랑구 면목제4동(1126054000)","22,009","827","827","10,903","440","440","11,106","387","387","21,461","757","757","10,614","394","394","10,847","363","363","22,086","813","813","10,922","433","433","11,164","380","380"
"서울특별시 중랑구 면목제5동(1126055000)","13,757","508","508","7,077","254","254","6,680","254","254","13,467","482","482","6,945","246","246","6,522","236","236","11,473","412","412","5,869","201","201","5,604","211","211"
"서울특별시 중랑구 면목본동(1126056500)","36,475","1,170","1,170","18,274","613","613","18,201","557","557","35,861","1,143","1,143","17,941","596","596","17,920","547","547","35,809","1,164","1,164","17,932","598","598","17,877","566","566"
"서울특별시 중랑구 면목제7동(1126057000)","25,137","941","941","12,623","490","490","12,514","451","451","24,585","877","877","12,328","460","460","12,257","417","417","23,702","863","863","11,798","431","431","11,904","432","432"
"서울특별시 중랑구 면목제3.8동(1126057500)","28,795","919","919","14,417","438","438","14,378","481","481","28,340","867","867","14,174","422","422","14,166","445","445","28,245","864","864","14,124","447","447","14,121","417","417"
"서울특별시 중랑구 상봉제1동(1126058000)","25,935","988","988","12,802","508","508","13,133","480","480","26,546","1,053","1,053","13,124","540","540","13,422","513","513","26,137","1,026","1,026","12,874","524","524","13,263","502","502"
"서울특별시 중랑구 상봉제2동(1126059000)","18,329","565","565","9,318","302","302","9,011","263","263","18,099","570","570","9,152","302","302","8,947","268","268","18,271","562","562","9,237","286","286","9,034","276","276"
"서울특별시 중랑구 중화제1동(1126060000)","21,329","908","908","10,596","474","474","10,733","434","434","21,099","880","880","10,483","447","447","10,616","433","433","21,118","895","895","10,483","458","458","10,635","437","437"
"서울특별시 중랑구 중화제2동(1126061000)","29,903","845","845","15,466","467","467","14,437","378","378","29,072","829","829","15,047","437","437","14,025","392","392","28,441","779","779","14,726","426","426","13,715","353","353"
"서울특별시 중랑구 묵제1동(1126062000)","36,159","1,641","1,641","17,790","850","850","18,369","791","791","35,041","1,560","1,560","17,209","812","812","17,832","748","748","34,711","1,480","1,480","16,981","742","742","17,730","738","738"
"서울특별시 중랑구 묵제2동(1126063000)","19,879","728","728","9,965","378","378","9,914","350","350","19,390","708","708","9,670","360","360","9,720","348","348","19,430","715","715","9,639","364","364","9,791","351","351"
"서울특별시 중랑구 망우본동(1126065500)","34,262","1,237","1,237","17,344","621","621","16,918","616","616","33,529","1,174","1,174","16,978","606","606","16,551","568","568","33,221","1,128","1,128","16,847","571","571","16,374","557","557"
"서울특별시 중랑구 망우제3동(1126066000)","19,048","618","618","9,614","306","306","9,434","312","312","18,639","596","596","9,396","305","305","9,243","291","291","18,227","592","592","9,139","296","296","9,088","296","296"
"서울특별시 중랑구 신내1동(1126068000)","33,152","1,718","1,718","16,341","884","884","16,811","834","834","42,028","2,697","2,697","20,637","1,364","1,364","21,391","1,333","1,333","42,006","2,539","2,539","20,655","1,290","1,290","21,351","1,249","1,249"
"서울특별시 중랑구 신내2동(1126069000)","24,785","1,052","1,052","12,108","539","539","12,677","513","513","24,108","969","969","11,764","477","477","12,344","492","492","23,838","986","986","11,568","492","492","12,270","494","494"
"서울특별시 성북구 (1129000000)","476,589","19,786","19,786","234,573","10,134","10,134","242,016","9,652","9,652","466,706","18,612","18,612","229,205","9,496","9,496","237,501","9,116","9,116","459,275","17,930","17,930","224,980","9,144","9,144","234,295","8,786","8,786"
"서울특별시 성북구 성북동(1129052500)","18,768","629","629","8,997","316","316","9,771","313","313","18,307","567","567","8,758","291","291","9,549","276","276","18,019","561","561","8,599","283","283","9,420","278","278"
"서울특별시 성북구 삼선동(1129055500)","28,038","933","933","13,681","480","480","14,357","453","453","27,846","911","911","13,507","457","457","14,339","454","454","27,437","870","870","13,288","456","456","14,149","414","414"
"서울특별시 성북구 동선동(1129057500)","16,435","448","448","7,282","228","228","9,153","220","220","16,183","428","428","7,137","218","218","9,046","210","210","16,304","408","408","7,183","210","210","9,121","198","198"
"서울특별시 성북구 돈암제1동(1129058000)","16,212","521","521","7,818","278","278","8,394","243","243","16,178","534","534","7,770","268","268","8,408","266","266","17,074","576","576","8,118","277","277","8,956","299","299"
"서울특별시 성북구 돈암제2동(1129059000)","23,722","1,115","1,115","11,419","554","554","12,303","561","561","23,553","1,063","1,063","11,284","549","549","12,269","514","514","23,663","1,036","1,036","11,337","551","551","12,326","485","485"
"서울특별시 성북구 안암동(1129060000)","16,547","372","372","8,408","194","194","8,139","178","178","16,296","380","380","8,280","202","202","8,016","178","178","15,999","342","342","8,150","177","177","7,849","165","165"
"서울특별시 성북구 보문동(1129061000)","13,961","407","407","6,884","193","193","7,077","214","214","14,769","488","488","7,243","228","228","7,526","260","260","14,646","471","471","7,176","223","223","7,470","248","248"
"서울특별시 성북구 정릉제1동(1129062000)","19,888","1,005","1,005","9,605","507","507","10,283","498","498","19,696","905","905","9,531","460","460","10,165","445","445","18,918","894","894","9,164","453","453","9,754","441","441"
"서울특별시 성북구 정릉제2동(1129063000)","24,054","1,099","1,099","11,916","582","582","12,138","517","517","23,808","1,016","1,016","11,764","529","529","12,044","487","487","24,496","1,046","1,046","12,084","542","542","12,412","504","504"
"서울특별시 성북구 정릉제3동(1129064000)","17,441","579","579","8,724","299","299","8,717","280","280","16,962","537","537","8,495","281","281","8,467","256","256","16,788","529","529","8,359","255","255","8,429","274","274"
"서울특별시 성북구 정릉제4동(1129065000)","27,845","1,436","1,436","13,649","729","729","14,196","707","707","27,633","1,384","1,384","13,532","710","710","14,101","674","674","27,689","1,319","1,319","13,514","686","686","14,175","633","633"
"서울특별시 성북구 길음제1동(1129066000)","37,729","2,606","2,606","18,309","1,347","1,347","19,420","1,259","1,259","37,764","2,436","2,436","18,225","1,246","1,246","19,539","1,190","1,190","37,832","2,324","2,324","18,234","1,184","1,184","19,598","1,140","1,140"
"서울특별시 성북구 길음제2동(1129068500)","20,555","737","737","10,144","395","395","10,411","342","342","17,198","653","653","8,500","355","355","8,698","298","298","16,105","568","568","7,936","315","315","8,169","253","253"
