"행정구역","2013년_계_총인구수","2013년_계_연령구간인구수","2013년_계_0~4세","2013년_남_총인구수","2013년_남_연령구간인구수","2013년_남_0~4세","2013년_여_총인구수","2013년_여_연령구간인구수","2013년_여_0~4세","2014년_계_총인구수","2014년_계_연령구간인구수","2014년_계_0~4세","2014년_남_총인구수","2014년_남_연령구간인구수","2014년_남_0~4세","2014년_여_총인구수","2014년_여_연령구간인구수","2014년_여_0~4세","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_0~4세","2015년_남_총인구수","2015년_남_연령구간인구수","2015년_남_0~4세","2015년_여_총인구수","2015년_여_연령구간인구수","2015년_여_0~4세"
"서울특별시 송파구 문정2동(1171064200)","18,015","504","504","8,726","254","254","9,289","250","250","18,064","558","558","8,726","282","282","9,338","276","276","18,738","583","583","9,012","286","286","9,726","297","297"
"서울특별시 송파구 장지동(1171064600)","40,372","2,552","2,552","19,832","1,320","1,320","20,540","1,232","1,232","45,985","2,986","2,986","22,644","1,524","1,524","23,341","1,462","1,462","35,738","1,866","1,866","17,471","971","971","18,267","895","895"
"서울특별시 송파구 위례동(1171064700)","","","","","","","","","","","","","","","","","","","12,030","868","868","6,010","429","429","6,020","439","439"
"서울특별시 송파구 잠실본동(1171065000)","30,432","1,111","1,111","14,523","570","570","15,909","541","541","30,194","1,086","1,086","14,392","560","560","15,802","526","526","30,105","1,015","1,015","14,358","506","506","15,747","509","509"
"서울특별시 송파구 잠실2동(1171067000)","37,104","1,997","1,997","17,696","1,014","1,014","19,408","983","983","36,679","1,996","1,996","17,525","1,033","1,033","19,154","963","963","36,924","1,961","1,961","17,586","995","995","19,338","966","966"
"서울특별시 송파구 잠실3동(1171068000)","37,140","1,877","1,877","17,849","982","982","19,291","895","895","36,999","1,885","1,885","17,756","1,003","1,003","19,243","882","882","36,891","1,859","1,859","17,711","980","980","19,180","879","879"
"서울특별시 송파구 잠실4동(1171069000)","31,179","2,232","2,232","15,127","1,139","1,139","16,052","1,093","1,093","30,741","2,145","2,145","14,919","1,084","1,084","15,822","1,061","1,061","30,803","2,114","2,114","14,944","1,074","1,074","15,859","1,040","1,040"
"서울특별시 송파구 잠실6동(1171071000)","17,942","692","692","8,598","359","359","9,344","333","333","17,774","685","685","8,479","332","332","9,295","353","353","17,705","693","693","8,429","341","341","9,276","352","352"
"서울특별시 송파구 잠실7동(1171072000)","10,628","309","309","4,969","168","168","5,659","141","141","10,453","319","319","4,902","168","168","5,551","151","151","10,422","341","341","4,871","192","192","5,551","149","149"
"서울특별시 강동구 (1174000000)","483,379","20,379","20,379","241,503","10,506","10,506","241,876","9,873","9,873","476,597","19,916","19,916","237,816","10,271","10,271","238,781","9,645","9,645","458,658","18,314","18,314","228,709","9,479","9,479","229,949","8,835","8,835"
"서울특별시 강동구 강일동(1174051500)","34,346","2,354","2,354","16,776","1,204","1,204","17,570","1,150","1,150","34,040","2,042","2,042","16,592","1,058","1,058","17,448","984","984","33,886","1,667","1,667","16,573","868","868","17,313","799","799"
"서울특별시 강동구 상일동(1174052000)","27,302","962","962","13,679","518","518","13,623","444","444","26,743","935","935","13,332","482","482","13,411","453","453","24,364","699","699","12,187","369","369","12,177","330","330"
"서울특별시 강동구 명일제1동(1174053000)","28,310","1,126","1,126","13,885","586","586","14,425","540","540","27,981","1,134","1,134","13,715","595","595","14,266","539","539","23,356","863","863","11,411","455","455","11,945","408","408"
"서울특별시 강동구 명일제2동(1174054000)","18,883","411","411","9,473","215","215","9,410","196","196","18,761","451","451","9,400","239","239","9,361","212","212","18,647","433","433","9,360","235","235","9,287","198","198"
"서울특별시 강동구 고덕제1동(1174055000)","17,061","883","883","8,649","434","434","8,412","449","449","16,726","840","840","8,479","409","409","8,247","431","431","16,446","797","797","8,354","399","399","8,092","398","398"
"서울특별시 강동구 고덕제2동(1174056000)","17,690","593","593","9,086","314","314","8,604","279","279","16,898","569","569","8,731","295","295","8,167","274","274","9,141","244","244","4,840","123","123","4,301","121","121"
"서울특별시 강동구 암사제1동(1174057000)","38,554","1,625","1,625","19,241","837","837","19,313","788","788","37,864","1,558","1,558","18,933","780","780","18,931","778","778","37,328","1,511","1,511","18,656","765","765","18,672","746","746"
"서울특별시 강동구 암사제2동(1174058000)","16,407","1,025","1,025","8,101","524","524","8,306","501","501","16,252","1,016","1,016","7,990","513","513","8,262","503","503","16,092","931","931","7,916","479","479","8,176","452","452"
"서울특별시 강동구 암사제3동(1174059000)","19,188","1,039","1,039","9,445","509","509","9,743","530","530","19,034","1,043","1,043","9,375","513","513","9,659","530","530","19,218","1,034","1,034","9,485","522","522","9,733","512","512"
"서울특별시 강동구 천호제1동(1174060000)","30,831","1,169","1,169","15,524","609","609","15,307","560","560","30,137","1,117","1,117","15,142","580","580","14,995","537","537","29,254","1,063","1,063","14,589","543","543","14,665","520","520"
"서울특별시 강동구 천호제2동(1174061000)","37,261","1,366","1,366","18,880","671","671","18,381","695","695","36,400","1,374","1,374","18,440","694","694","17,960","680","680","36,226","1,311","1,311","18,353","680","680","17,873","631","631"
"서울특별시 강동구 천호제3동(1174062000)","25,975","907","907","13,131","468","468","12,844","439","439","25,526","914","914","12,922","470","470","12,604","444","444","25,453","919","919","12,881","491","491","12,572","428","428"
"서울특별시 강동구 성내제1동(1174064000)","19,583","969","969","9,651","514","514","9,932","455","455","19,551","997","997","9,591","521","521","9,960","476","476","19,515","989","989","9,500","508","508","10,015","481","481"
"서울특별시 강동구 성내제2동(1174065000)","26,273","968","968","13,069","530","530","13,204","438","438","25,779","944","944","12,772","514","514","13,007","430","430","25,386","931","931","12,601","505","505","12,785","426","426"
"서울특별시 강동구 성내제3동(1174066000)","25,295","1,055","1,055","12,702","539","539","12,593","516","516","25,062","1,022","1,022","12,544","551","551","12,518","471","471","24,927","1,022","1,022","12,470","524","524","12,457","498","498"
"서울특별시 강동구 길동(1174068500)","51,109","2,199","2,199","25,365","1,140","1,140","25,744","1,059","1,059","51,143","2,245","2,245","25,271","1,175","1,175","25,872","1,070","1,070","51,354","2,170","2,170","25,347","1,127","1,127","26,007","1,043","1,043"
"서울특별시 강동구 둔촌제1동(1174069000)","19,843","481","481","10,184","239","239","9,659","242","242","19,475","463","463","10,054","243","243","9,421","220","220","19,210","496","496","9,880","253","253","9,330","243","243"
"서울특별시 강동구 둔촌제2동(1174070000)","29,468","1,247","1,247","14,662","655","655","14,806","592","592","29,225","1,252","1,252","14,533","639","639","14,692","613","613","28,855","1,234","1,234","14,306","633","633","14,549","601","601"
"부산광역시  (2600000000)","3,527,635","133,204","133,204","1,747,000","68,419","68,419","1,780,635","64,785","64,785","3,519,401","134,814","134,814","1,740,417","69,190","69,190","1,778,984","65,624","65,624","3,513,777","134,998","134,998","1,735,570","69,420","69,420","1,778,207","65,578","65,578"
"부산광역시 중구 (2611000000)","47,345","1,239","1,239","23,304","653","653","24,041","586","586","46,737","1,214","1,214","23,013","638","638","23,724","576","576","45,816","1,118","1,118","22,502","606","606","23,314","512","512"
"부산광역시 중구 중앙동(2611051000)","1,853","26","26","957","13","13","896","13","13","1,786","27","27","924","14","14","862","13","13","1,789","27","27","922","15","15","867","12","12"
"부산광역시 중구 동광동(2611052000)","3,674","74","74","1,824","40","40","1,850","34","34","3,585","72","72","1,796","39","39","1,789","33","33","3,444","66","66","1,719","40","40","1,725","26","26"
"부산광역시 중구 대청동(2611053000)","7,693","205","205","3,722","113","113","3,971","92","92","7,675","196","196","3,718","115","115","3,957","81","81","7,540","169","169","3,623","105","105","3,917","64","64"
"부산광역시 중구 보수동(2611054500)","11,720","310","310","5,741","170","170","5,979","140","140","11,710","317","317","5,732","167","167","5,978","150","150","11,476","308","308","5,635","171","171","5,841","137","137"
"부산광역시 중구 부평동(2611056000)","5,300","106","106","2,512","54","54","2,788","52","52","5,293","116","116","2,505","57","57","2,788","59","59","5,294","110","110","2,512","58","58","2,782","52","52"
"부산광역시 중구 광복동(2611057000)","1,432","25","25","739","17","17","693","8","8","1,401","23","23","725","16","16","676","7","7","1,319","16","16","683","9","9","636","7","7"
"부산광역시 중구 남포동(2611058000)","1,356","20","20","756","9","9","600","11","11","1,320","19","19","739","11","11","581","8","8","1,253","12","12","707","7","7","546","5","5"
"부산광역시 중구 영주제1동(2611059000)","5,161","171","171","2,557","85","85","2,604","86","86","5,150","169","169","2,557","78","78","2,593","91","91","5,149","149","149","2,542","71","71","2,607","78","78"
"부산광역시 중구 영주제2동(2611060000)","9,156","302","302","4,496","152","152","4,660","150","150","8,817","275","275","4,317","141","141","4,500","134","134","8,552","261","261","4,159","130","130","4,393","131","131"
"부산광역시 서구 (2614000000)","118,783","3,043","3,043","58,741","1,619","1,619","60,042","1,424","1,424","118,115","3,116","3,116","58,190","1,589","1,589","59,925","1,527","1,527","115,963","3,055","3,055","57,007","1,585","1,585","58,956","1,470","1,470"
"부산광역시 서구 동대신제1동(2614051000)","5,834","144","144","2,829","79","79","3,005","65","65","5,664","139","139","2,720","74","74","2,944","65","65","5,545","155","155","2,660","84","84","2,885","71","71"
"부산광역시 서구 동대신제2동(2614052000)","9,540","250","250","4,646","126","126","4,894","124","124","9,272","244","244","4,532","122","122","4,740","122","122","8,972","234","234","4,392","125","125","4,580","109","109"
"부산광역시 서구 동대신제3동(2614053000)","8,086","190","190","3,882","100","100","4,204","90","90","7,927","168","168","3,804","88","88","4,123","80","80","7,850","177","177","3,783","95","95","4,067","82","82"
"부산광역시 서구 서대신제1동(2614054000)","12,327","321","321","6,030","176","176","6,297","145","145","11,918","329","329","5,768","172","172","6,150","157","157","11,232","305","305","5,427","163","163","5,805","142","142"
"부산광역시 서구 서대신제3동(2614056000)","7,265","232","232","3,423","126","126","3,842","106","106","8,665","358","358","4,123","183","183","4,542","175","175","9,157","381","381","4,353","207","207","4,804","174","174"
"부산광역시 서구 서대신제4동(2614057000)","7,215","238","238","3,533","141","141","3,682","97","97","7,665","262","262","3,742","140","140","3,923","122","122","7,443","250","250","3,621","139","139","3,822","111","111"
"부산광역시 서구 부민동(2614059000)","7,728","241","241","3,793","126","126","3,935","115","115","7,751","245","245","3,790","126","126","3,961","119","119","7,962","246","246","3,909","122","122","4,053","124","124"
"부산광역시 서구 아미동(2614061500)","9,895","156","156","5,055","88","88","4,840","68","68","9,596","139","139","4,892","69","69","4,704","70","70","9,201","130","130","4,680","60","60","4,521","70","70"
"부산광역시 서구 초장동(2614063000)","6,112","112","112","3,049","54","54","3,063","58","58","5,895","100","100","2,929","49","49","2,966","51","51","5,665","86","86","2,806","35","35","2,859","51","51"
"부산광역시 서구 충무동(2614064000)","8,307","185","185","4,046","90","90","4,261","95","95","8,301","205","205","4,019","95","95","4,282","110","110","8,541","219","219","4,111","104","104","4,430","115","115"
"부산광역시 서구 남부민제1동(2614065000)","5,991","98","98","3,062","51","51","2,929","47","47","5,769","94","94","2,935","44","44","2,834","50","50","5,520","72","72","2,828","37","37","2,692","35","35"
"부산광역시 서구 남부민제2동(2614066000)","12,129","313","313","6,177","165","165","5,952","148","148","11,831","298","298","5,995","155","155","5,836","143","143","11,497","293","293","5,769","155","155","5,728","138","138"
"부산광역시 서구 암남동(2614068000)","18,354","563","563","9,216","297","297","9,138","266","266","17,861","535","535","8,941","272","272","8,920","263","263","17,378","507","507","8,668","259","259","8,710","248","248"
"부산광역시 동구 (2617000000)","96,011","2,689","2,689","47,756","1,374","1,374","48,255","1,315","1,315","94,565","2,532","2,532","46,952","1,285","1,285","47,613","1,247","1,247","92,069","2,385","2,385","45,699","1,248","1,248","46,370","1,137","1,137"
"부산광역시 동구 초량제1동(2617051000)","5,527","159","159","2,712","64","64","2,815","95","95","5,432","163","163","2,699","58","58","2,733","105","105","5,399","160","160","2,674","65","65","2,725","95","95"
"부산광역시 동구 초량제2동(2617052000)","6,884","154","154","3,426","80","80","3,458","74","74","6,767","131","131","3,359","68","68","3,408","63","63","6,671","136","136","3,315","77","77","3,356","59","59"
"부산광역시 동구 초량제3동(2617053000)","6,480","225","225","3,315","120","120","3,165","105","105","6,637","208","208","3,375","109","109","3,262","99","99","6,512","207","207","3,311","116","116","3,201","91","91"
"부산광역시 동구 초량제6동(2617055000)","8,072","204","204","3,991","103","103","4,081","101","101","7,908","183","183","3,917","100","100","3,991","83","83","7,640","147","147","3,767","79","79","3,873","68","68"
"부산광역시 동구 수정제1동(2617056000)","5,597","137","137","2,780","74","74","2,817","63","63","5,538","131","131","2,757","65","65","2,781","66","66","5,059","122","122","2,491","55","55","2,568","67","67"
"부산광역시 동구 수정제2동(2617057000)","10,065","244","244","4,938","123","123","5,127","121","121","9,755","236","236","4,762","121","121","4,993","115","115","9,350","209","209","4,569","106","106","4,781","103","103"
"부산광역시 동구 수정제4동(2617059000)","5,302","120","120","2,685","57","57","2,617","63","63","5,183","99","99","2,641","50","50","2,542","49","49","5,060","83","83","2,576","47","47","2,484","36","36"
"부산광역시 동구 수정제5동(2617060000)","6,974","159","159","3,430","92","92","3,544","67","67","6,756","144","144","3,294","75","75","3,462","69","69","6,608","140","140","3,229","74","74","3,379","66","66"
"부산광역시 동구 좌천제1동(2617061000)","8,200","202","202","4,025","104","104","4,175","98","98","8,147","202","202","3,973","111","111","4,174","91","91","","","","","","","","",""
"부산광역시 동구 좌천제4동(2617064000)","4,316","96","96","2,133","48","48","2,183","48","48","4,277","103","103","2,130","52","52","2,147","51","51","","","","","","","","",""
"부산광역시 동구 좌천동(2617064500)","","","","","","","","","","","","","","","","","","","12,019","291","291","5,897","161","161","6,122","130","130"
"부산광역시 동구 범일제1동(2617065000)","4,960","171","171","2,438","89","89","2,522","82","82","4,839","162","162","2,357","80","80","2,482","82","82","4,741","147","147","2,316","72","72","2,425","75","75"
"부산광역시 동구 범일제2동(2617066000)","8,912","413","413","4,487","209","209","4,425","204","204","9,153","404","404","4,588","204","204","4,565","200","200","9,335","415","415","4,723","225","225","4,612","190","190"
"부산광역시 동구 범일제4동(2617067000)","9,765","212","212","4,904","109","109","4,861","103","103","9,404","184","184","4,732","102","102","4,672","82","82","9,006","159","159","4,522","88","88","4,484","71","71"
"부산광역시 동구 범일제5동(2617068000)","4,957","193","193","2,492","102","102","2,465","91","91","4,769","182","182","2,368","90","90","2,401","92","92","4,669","169","169","2,309","83","83","2,360","86","86"
"부산광역시 영도구 (2620000000)","135,816","3,773","3,773","67,626","1,926","1,926","68,190","1,847","1,847","132,102","3,635","3,635","65,670","1,859","1,859","66,432","1,776","1,776","129,385","3,444","3,444","64,237","1,767","1,767","65,148","1,677","1,677"
"부산광역시 영도구 남항동(2620053000)","11,239","226","226","5,805","114","114","5,434","112","112","10,960","219","219","5,591","114","114","5,369","105","105","10,769","223","223","5,518","114","114","5,251","109","109"
"부산광역시 영도구 영선제1동(2620054000)","4,732","114","114","2,314","67","67","2,418","47","47","4,638","114","114","2,272","68","68","2,366","46","46","4,556","117","117","2,227","72","72","2,329","45","45"
"부산광역시 영도구 영선제2동(2620055000)","10,728","286","286","5,260","130","130","5,468","156","156","10,461","280","280","5,147","129","129","5,314","151","151","10,087","251","251","4,947","122","122","5,140","129","129"
"부산광역시 영도구 신선동(2620058500)","12,980","228","228","6,547","124","124","6,433","104","104","12,232","201","201","6,181","103","103","6,051","98","98","11,618","180","180","5,848","85","85","5,770","95","95"
"부산광역시 영도구 봉래제1동(2620059000)","7,539","163","163","3,720","85","85","3,819","78","78","7,412","184","184","3,655","92","92","3,757","92","92","7,602","172","172","3,764","84","84","3,838","88","88"
"부산광역시 영도구 봉래제2동(2620060500)","8,885","212","212","4,465","109","109","4,420","103","103","8,508","187","187","4,264","102","102","4,244","85","85","8,137","161","161","4,086","80","80","4,051","81","81"
"부산광역시 영도구 청학제1동(2620063000)","8,458","260","260","4,182","139","139","4,276","121","121","8,172","249","249","4,047","143","143","4,125","106","106","7,975","232","232","3,932","129","129","4,043","103","103"
"부산광역시 영도구 청학제2동(2620064000)","21,739","715","715","10,863","378","378","10,876","337","337","21,280","696","696","10,619","360","360","10,661","336","336","20,777","690","690","10,362","360","360","10,415","330","330"
"부산광역시 영도구 동삼제1동(2620065000)","32,287","993","993","15,877","491","491","16,410","502","502","31,551","922","922","15,501","461","461","16,050","461","461","31,475","913","913","15,430","471","471","16,045","442","442"
"부산광역시 영도구 동삼제2동(2620066000)","4,106","132","132","2,177","61","61","1,929","71","71","4,003","139","139","2,112","59","59","1,891","80","80","3,908","118","118","2,047","58","58","1,861","60","60"
"부산광역시 영도구 동삼제3동(2620067000)","13,123","444","444","6,416","228","228","6,707","216","216","12,885","444","444","6,281","228","228","6,604","216","216","12,481","387","387","6,076","192","192","6,405","195","195"
"부산광역시 부산진구 (2623000000)","389,765","14,741","14,741","191,789","7,477","7,477","197,976","7,264","7,264","387,378","14,554","14,554","190,136","7,392","7,392","197,242","7,162","7,162","381,572","13,873","13,873","187,028","7,012","7,012","194,544","6,861","6,861"
"부산광역시 부산진구 부전제1동(2623051000)","6,740","110","110","3,502","65","65","3,238","45","45","6,948","114","114","3,590","61","61","3,358","53","53","13,319","241","241","6,656","121","121","6,663","120","120"
"부산광역시 부산진구 부전제2동(2623052000)","9,865","450","450","4,858","231","231","5,007","219","219","10,818","529","529","5,273","269","269","5,545","260","260","10,930","507","507","5,369","265","265","5,561","242","242"
"부산광역시 부산진구 범전동(2623053000)","6,809","187","187","3,343","98","98","3,466","89","89","6,283","146","146","3,086","74","74","3,197","72","72","","","","","","","","",""
"부산광역시 부산진구 연지동(2623054000)","24,588","1,179","1,179","11,898","588","588","12,690","591","591","24,173","1,114","1,114","11,666","559","559","12,507","555","555","23,728","1,009","1,009","11,389","507","507","12,339","502","502"
"부산광역시 부산진구 초읍동(2623055000)","24,686","688","688","12,022","371","371","12,664","317","317","24,240","647","647","11,830","348","348","12,410","299","299","23,751","610","610","11,582","323","323","12,169","287","287"
"부산광역시 부산진구 양정제1동(2623056000)","23,439","1,001","1,001","11,348","537","537","12,091","464","464","23,116","965","965","11,167","508","508","11,949","457","457","21,826","854","854","10,530","426","426","11,296","428","428"
"부산광역시 부산진구 양정제2동(2623057000)","15,751","457","457","7,649","246","246","8,102","211","211","15,904","498","498","7,646","257","257","8,258","241","241","15,884","504","504","7,607","272","272","8,277","232","232"
"부산광역시 부산진구 전포제1동(2623060000)","9,114","192","192","4,486","94","94","4,628","98","98","9,466","204","204","4,627","105","105","4,839","99","99","19,067","543","543","9,318","270","270","9,749","273","273"
"부산광역시 부산진구 전포제2동(2623061000)","21,609","807","807","10,480","397","397","11,129","410","410","21,664","777","777","10,457","394","394","11,207","383","383","21,647","711","711","10,399","357","357","11,248","354","354"
"부산광역시 부산진구 전포3동(2623062000)","10,370","402","402","5,088","202","202","5,282","200","200","10,350","375","375","5,034","189","189","5,316","186","186","","","","","","","","",""
"부산광역시 부산진구 부암제1동(2623064000)","21,265","1,062","1,062","10,502","518","518","10,763","544","544","21,964","1,136","1,136","10,846","571","571","11,118","565","565","22,590","1,144","1,144","11,191","583","583","11,399","561","561"
"부산광역시 부산진구 부암제3동(2623066000)","24,746","1,010","1,010","12,435","488","488","12,311","522","522","24,153","922","922","12,132","432","432","12,021","490","490","23,498","862","862","11,761","414","414","11,737","448","448"
"부산광역시 부산진구 당감제1동(2623067000)","28,550","1,087","1,087","13,838","556","556","14,712","531","531","27,866","1,018","1,018","13,539","549","549","14,327","469","469","27,325","986","986","13,236","500","500","14,089","486","486"
"부산광역시 부산진구 당감제2동(2623068000)","10,602","471","471","5,245","246","246","5,357","225","225","10,392","455","455","5,127","241","241","5,265","214","214","10,020","441","441","4,943","221","221","5,077","220","220"
"부산광역시 부산진구 당감제4동(2623070000)","14,011","659","659","6,992","324","324","7,019","335","335","13,693","639","639","6,791","329","329","6,902","310","310","13,458","597","597","6,655","306","306","6,803","291","291"
"부산광역시 부산진구 가야제1동(2623071000)","24,574","844","844","12,257","449","449","12,317","395","395","24,098","795","795","11,992","412","412","12,106","383","383","22,494","729","729","11,254","374","374","11,240","355","355"
"부산광역시 부산진구 가야제2동(2623072000)","18,604","656","656","9,236","321","321","9,368","335","335","18,151","669","669","9,037","331","331","9,114","338","338","19,111","687","687","9,499","344","344","9,612","343","343"
"부산광역시 부산진구 개금제1동(2623074000)","14,575","521","521","7,057","278","278","7,518","243","243","14,637","519","519","7,062","258","258","7,575","261","261","14,689","532","532","7,124","263","263","7,565","269","269"
"부산광역시 부산진구 개금제2동(2623075000)","13,756","540","540","6,880","279","279","6,876","261","261","13,395","513","513","6,695","249","249","6,700","264","264","13,081","497","497","6,523","219","219","6,558","278","278"
"부산광역시 부산진구 개금제3동(2623076000)","34,386","1,395","1,395","16,955","696","696","17,431","699","699","33,701","1,407","1,407","16,546","710","710","17,155","697","697","32,791","1,310","1,310","16,022","675","675","16,769","635","635"
"부산광역시 부산진구 범천제1동(2623077000)","9,313","219","219","4,545","109","109","4,768","110","110","10,175","298","298","4,961","148","148","5,214","150","150","10,528","302","302","5,114","149","149","5,414","153","153"
"부산광역시 부산진구 범천제2동(2623078000)","12,829","474","474","6,411","230","230","6,418","244","244","12,823","493","493","6,385","240","240","6,438","253","253","12,542","482","482","6,253","252","252","6,289","230","230"
"부산광역시 부산진구 범천제4동(2623079000)","9,583","330","330","4,762","154","154","4,821","176","176","9,368","321","321","4,647","158","158","4,721","163","163","9,293","325","325","4,603","171","171","4,690","154","154"
"부산광역시 동래구 (2626000000)","276,689","9,387","9,387","136,514","4,817","4,817","140,175","4,570","4,570","275,971","9,564","9,564","135,902","4,954","4,954","140,069","4,610","4,610","272,837","9,375","9,375","134,214","4,901","4,901","138,623","4,474","4,474"
"부산광역시 동래구 수민동(2626051000)","33,896","1,548","1,548","16,773","798","798","17,123","750","750","33,656","1,571","1,571","16,600","801","801","17,056","770","770","32,778","1,483","1,483","16,183","765","765","16,595","718","718"
"부산광역시 동래구 복산동(2626052000)","12,865","281","281","6,360","136","136","6,505","145","145","12,908","295","295","6,369","151","151","6,539","144","144","12,506","277","277","6,180","144","144","6,326","133","133"
"부산광역시 동래구 명륜동(2626054500)","17,226","729","729","8,421","369","369","8,805","360","360","18,812","834","834","9,193","430","430","9,619","404","404","20,820","1,006","1,006","10,164","516","516","10,656","490","490"
"부산광역시 동래구 온천제1동(2626055000)","19,794","647","647","9,520","324","324","10,274","323","323","20,372","672","672","9,751","337","337","10,621","335","335","20,324","648","648","9,749","345","345","10,575","303","303"
"부산광역시 동래구 온천제2동(2626056000)","22,590","657","657","11,028","323","323","11,562","334","334","22,025","637","637","10,765","323","323","11,260","314","314","19,535","527","527","9,551","270","270","9,984","257","257"
"부산광역시 동래구 온천제3동(2626057000)","35,751","1,184","1,184","17,726","628","628","18,025","556","556","35,866","1,194","1,194","17,805","631","631","18,061","563","563","35,914","1,144","1,144","17,743","606","606","18,171","538","538"
"부산광역시 동래구 사직제1동(2626058000)","9,748","230","230","4,771","113","113","4,977","117","117","9,712","240","240","4,739","117","117","4,973","123","123","9,590","244","244","4,643","126","126","4,947","118","118"
"부산광역시 동래구 사직제2동(2626059000)","28,628","1,159","1,159","14,122","607","607","14,506","552","552","28,423","1,180","1,180","13,967","618","618","14,456","562","562","28,307","1,132","1,132","13,889","600","600","14,418","532","532"
"부산광역시 동래구 사직제3동(2626060000)","14,809","370","370","7,429","205","205","7,380","165","165","14,339","371","371","7,173","211","211","7,166","160","160","13,731","358","358","6,891","199","199","6,840","159","159"
"부산광역시 동래구 안락제1동(2626074000)","17,100","518","518","8,528","277","277","8,572","241","241","16,766","521","521","8,380","283","283","8,386","238","238","16,464","505","505","8,240","276","276","8,224","229","229"
"부산광역시 동래구 안락제2동(2626075000)","31,945","1,205","1,205","15,789","593","593","16,156","612","612","31,587","1,217","1,217","15,571","612","612","16,016","605","605","32,544","1,304","1,304","15,968","676","676","16,576","628","628"
"부산광역시 동래구 명장제1동(2626076100)","16,250","442","442","8,048","219","219","8,202","223","223","15,850","420","420","7,840","218","218","8,010","202","202","15,091","379","379","7,452","194","194","7,639","185","185"
"부산광역시 동래구 명장제2동(2626076200)","16,087","417","417","7,999","225","225","8,088","192","192","15,655","412","412","7,749","222","222","7,906","190","190","15,233","368","368","7,561","184","184","7,672","184","184"
"부산광역시 남구 (2629000000)","291,770","10,974","10,974","144,189","5,593","5,593","147,581","5,381","5,381","286,989","10,649","10,649","141,511","5,453","5,453","145,478","5,196","5,196","283,101","10,169","10,169","139,403","5,221","5,221","143,698","4,948","4,948"
"부산광역시 남구 대연제1동(2629051000)","21,457","567","567","10,647","298","298","10,810","269","269","21,614","519","519","10,724","265","265","10,890","254","254","21,462","491","491","10,610","248","248","10,852","243","243"
"부산광역시 남구 대연제3동(2629053000)","33,804","1,617","1,617","16,567","812","812","17,237","805","805","34,571","1,675","1,675","16,864","842","842","17,707","833","833","35,151","1,751","1,751","17,179","873","873","17,972","878","878"
"부산광역시 남구 대연제4동(2629054000)","13,216","323","323","6,508","175","175","6,708","148","148","11,830","273","273","5,838","147","147","5,992","126","126","11,176","246","246","5,507","125","125","5,669","121","121"
"부산광역시 남구 대연제5동(2629055000)","15,591","515","515","7,650","275","275","7,941","240","240","14,656","493","493","7,174","264","264","7,482","229","229","14,809","448","448","7,201","232","232","7,608","216","216"
"부산광역시 남구 대연제6동(2629056000)","9,514","318","318","4,667","160","160","4,847","158","158","8,708","308","308","4,273","148","148","4,435","160","160","8,319","293","293","4,079","153","153","4,240","140","140"
"부산광역시 남구 용호제1동(2629057000)","45,361","1,897","1,897","21,993","968","968","23,368","929","929","44,957","1,797","1,797","21,786","929","929","23,171","868","868","44,440","1,701","1,701","21,465","864","864","22,975","837","837"
"부산광역시 남구 용호제2동(2629058000)","20,763","963","963","10,220","482","482","10,543","481","481","20,624","932","932","10,119","475","475","10,505","457","457","20,569","921","921","10,130","475","475","10,439","446","446"
"부산광역시 남구 용호제3동(2629059000)","14,671","382","382","7,185","181","181","7,486","201","201","14,439","385","385","7,069","187","187","7,370","198","198","14,171","348","348","6,945","176","176","7,226","172","172"
"부산광역시 남구 용호제4동(2629060000)","9,969","587","587","4,960","301","301","5,009","286","286","10,043","607","607","4,967","311","311","5,076","296","296","9,822","534","534","4,793","292","292","5,029","242","242"
"부산광역시 남구 용당동(2629061000)","9,634","412","412","4,893","196","196","4,741","216","216","9,515","394","394","4,824","193","193","4,691","201","201","9,414","382","382","4,762","187","187","4,652","195","195"
"부산광역시 남구 감만제1동(2629062000)","17,326","711","711","8,796","370","370","8,530","341","341","16,860","656","656","8,515","342","342","8,345","314","314","16,461","615","615","8,330","314","314","8,131","301","301"
"부산광역시 남구 감만제2동(2629063000)","8,018","265","265","4,035","139","139","3,983","126","126","8,041","275","275","4,013","141","141","4,028","134","134","7,835","264","264","3,924","146","146","3,911","118","118"
"부산광역시 남구 우암동(2629064500)","19,612","619","619","9,859","333","333","9,753","286","286","19,209","599","599","9,675","338","338","9,534","261","261","18,751","579","579","9,414","339","339","9,337","240","240"
"부산광역시 남구 문현제1동(2629068000)","16,913","626","626","8,363","327","327","8,550","299","299","16,739","620","620","8,235","319","319","8,504","301","301","16,347","574","574","8,026","290","290","8,321","284","284"
"부산광역시 남구 문현제2동(2629069000)","8,928","250","250","4,504","123","123","4,424","127","127","8,565","208","208","4,312","105","105","4,253","103","103","8,589","169","169","4,314","84","84","4,275","85","85"
"부산광역시 남구 문현제3동(2629070000)","15,048","535","535","7,397","269","269","7,651","266","266","14,912","531","531","7,325","267","267","7,587","264","264","14,368","484","484","7,072","243","243","7,296","241","241"
"부산광역시 남구 문현제4동(2629071000)","11,945","387","387","5,945","184","184","6,000","203","203","11,706","377","377","5,798","180","180","5,908","197","197","11,417","369","369","5,652","180","180","5,765","189","189"
