"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~4세","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~4세","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~4세","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~4세","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~4세","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~4세","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~4세","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~4세","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~4세"
"충청남도 서산시 고북면(4421040000)","6,534","182","182","3,353","97","97","3,181","85","85","6,367","162","162","3,294","77","77","3,073","85","85","6,044","144","144","3,129","64","64","2,915","80","80"
"충청남도 서산시 부춘동(4421051000)","19,610","870","870","10,079","450","450","9,531","420","420","19,545","766","766","10,121","415","415","9,424","351","351","19,079","649","649","9,956","334","334","9,123","315","315"
"충청남도 서산시 동문1동(4421052500)","19,266","817","817","10,027","426","426","9,239","391","391","19,034","744","744","9,908","394","394","9,126","350","350","18,586","638","638","9,693","348","348","8,893","290","290"
"충청남도 서산시 동문2동(4421053500)","9,184","233","233","4,642","114","114","4,542","119","119","8,998","192","192","4,571","101","101","4,427","91","91","8,766","149","149","4,425","76","76","4,341","73","73"
"충청남도 서산시 수석동(4421054000)","16,163","607","607","8,138","301","301","8,025","306","306","16,337","561","561","8,239","282","282","8,098","279","279","15,852","445","445","8,075","217","217","7,777","228","228"
"충청남도 서산시 석남동(4421055000)","29,688","1,698","1,698","15,109","833","833","14,579","865","865","29,611","1,455","1,455","15,151","710","710","14,460","745","745","33,732","1,582","1,582","17,294","774","774","16,438","808","808"
"충청남도 논산시 (4423000000)","118,842","3,394","3,394","59,406","1,736","1,736","59,436","1,658","1,658","116,675","3,043","3,043","58,316","1,570","1,570","58,359","1,473","1,473","114,483","2,730","2,730","57,147","1,393","1,393","57,336","1,337","1,337"
"충청남도 논산시 강경읍(4423025000)","8,735","145","145","4,251","77","77","4,484","68","68","8,375","122","122","4,079","66","66","4,296","56","56","7,961","91","91","3,918","50","50","4,043","41","41"
"충청남도 논산시 연무읍(4423025300)","14,049","445","445","7,018","216","216","7,031","229","229","13,732","397","397","6,853","192","192","6,879","205","205","13,343","375","375","6,658","184","184","6,685","191","191"
"충청남도 논산시 성동면(4423031000)","4,273","41","41","2,155","22","22","2,118","19","19","4,173","45","45","2,102","21","21","2,071","24","24","4,024","38","38","2,026","16","16","1,998","22","22"
"충청남도 논산시 광석면(4423032000)","4,391","47","47","2,212","23","23","2,179","24","24","4,243","39","39","2,158","19","19","2,085","20","20","4,123","43","43","2,075","19","19","2,048","24","24"
"충청남도 논산시 노성면(4423033000)","3,117","59","59","1,574","26","26","1,543","33","33","3,020","48","48","1,523","18","18","1,497","30","30","2,940","44","44","1,488","17","17","1,452","27","27"
"충청남도 논산시 상월면(4423034000)","3,691","33","33","1,849","17","17","1,842","16","16","3,622","28","28","1,810","15","15","1,812","13","13","3,492","22","22","1,753","13","13","1,739","9","9"
"충청남도 논산시 부적면(4423035000)","3,648","31","31","1,868","17","17","1,780","14","14","3,576","32","32","1,824","17","17","1,752","15","15","3,514","23","23","1,786","12","12","1,728","11","11"
"충청남도 논산시 연산면(4423036000)","6,305","86","86","3,288","47","47","3,017","39","39","6,137","63","63","3,189","32","32","2,948","31","31","6,056","55","55","3,121","28","28","2,935","27","27"
"충청남도 논산시 벌곡면(4423038000)","2,512","28","28","1,279","11","11","1,233","17","17","2,477","26","26","1,249","8","8","1,228","18","18","2,424","25","25","1,230","11","11","1,194","14","14"
"충청남도 논산시 양촌면(4423039000)","6,486","215","215","3,275","117","117","3,211","98","98","6,217","175","175","3,169","91","91","3,048","84","84","6,132","176","176","3,112","88","88","3,020","88","88"
"충청남도 논산시 가야곡면(4423040000)","3,591","29","29","1,836","19","19","1,755","10","10","3,439","22","22","1,741","13","13","1,698","9","9","3,380","16","16","1,721","11","11","1,659","5","5"
"충청남도 논산시 은진면(4423041000)","4,025","46","46","2,123","27","27","1,902","19","19","3,978","45","45","2,089","23","23","1,889","22","22","3,981","55","55","2,115","31","31","1,866","24","24"
"충청남도 논산시 채운면(4423042000)","2,353","25","25","1,147","14","14","1,206","11","11","2,274","28","28","1,094","17","17","1,180","11","11","2,177","23","23","1,041","15","15","1,136","8","8"
"충청남도 논산시 취암동(4423051000)","34,766","1,546","1,546","17,291","792","792","17,475","754","754","35,004","1,450","1,450","17,466","762","762","17,538","688","688","34,943","1,287","1,287","17,384","650","650","17,559","637","637"
"충청남도 논산시 부창동(4423052000)","16,900","618","618","8,240","311","311","8,660","307","307","16,408","523","523","7,970","276","276","8,438","247","247","15,993","457","457","7,719","248","248","8,274","209","209"
"충청남도 계룡시 (4425000000)","42,971","1,637","1,637","21,338","835","835","21,633","802","802","42,822","1,459","1,459","21,343","746","746","21,479","713","713","43,331","1,359","1,359","21,563","692","692","21,768","667","667"
"충청남도 계룡시 두마면(4425031000)","6,889","246","246","3,355","125","125","3,534","121","121","7,076","235","235","3,466","125","125","3,610","110","110","7,879","235","235","3,873","119","119","4,006","116","116"
"충청남도 계룡시 엄사면(4425031500)","18,647","577","577","9,136","298","298","9,511","279","279","18,498","501","501","9,072","265","265","9,426","236","236","18,266","439","439","8,897","220","220","9,369","219","219"
"충청남도 계룡시 신도안면(4425033000)","8,774","525","525","4,501","266","266","4,273","259","259","8,630","472","472","4,497","224","224","4,133","248","248","8,613","445","445","4,494","221","221","4,119","224","224"
"충청남도 계룡시 금암동(4425051000)","8,661","289","289","4,346","146","146","4,315","143","143","8,618","251","251","4,308","132","132","4,310","119","119","8,573","240","240","4,299","132","132","4,274","108","108"
"충청남도 당진시 (4427000000)","167,042","7,534","7,534","88,299","3,840","3,840","78,743","3,694","3,694","166,249","6,621","6,621","88,206","3,416","3,416","78,043","3,205","3,205","167,092","6,014","6,014","88,952","3,094","3,094","78,140","2,920","2,920"
"충청남도 당진시 합덕읍(4427025000)","9,426","149","149","4,976","86","86","4,450","63","63","9,099","116","116","4,765","64","64","4,334","52","52","8,700","94","94","4,580","55","55","4,120","39","39"
"충청남도 당진시 송악읍(4427025300)","30,449","2,135","2,135","16,815","1,092","1,092","13,634","1,043","1,043","30,259","1,855","1,855","16,760","950","950","13,499","905","905","30,469","1,690","1,690","16,914","868","868","13,555","822","822"
"충청남도 당진시 고대면(4427031000)","5,583","87","87","2,841","49","49","2,742","38","38","5,498","69","69","2,805","37","37","2,693","32","32","5,295","45","45","2,716","26","26","2,579","19","19"
"충청남도 당진시 석문면(4427032000)","9,673","247","247","5,521","137","137","4,152","110","110","9,701","208","208","5,704","110","110","3,997","98","98","9,624","192","192","5,689","104","104","3,935","88","88"
"충청남도 당진시 대호지면(4427033000)","2,479","24","24","1,243","17","17","1,236","7","7","2,434","23","23","1,211","16","16","1,223","7","7","2,386","25","25","1,204","16","16","1,182","9","9"
"충청남도 당진시 정미면(4427034000)","3,729","41","41","1,886","19","19","1,843","22","22","3,679","40","40","1,878","18","18","1,801","22","22","3,593","38","38","1,842","14","14","1,751","24","24"
"충청남도 당진시 면천면(4427035000)","3,601","48","48","1,847","23","23","1,754","25","25","3,584","42","42","1,838","18","18","1,746","24","24","3,514","30","30","1,806","12","12","1,708","18","18"
"충청남도 당진시 순성면(4427036000)","5,192","80","80","2,642","41","41","2,550","39","39","5,122","72","72","2,590","32","32","2,532","40","40","5,040","65","65","2,540","28","28","2,500","37","37"
"충청남도 당진시 우강면(4427037000)","5,245","80","80","2,649","32","32","2,596","48","48","5,177","67","67","2,611","33","33","2,566","34","34","5,298","65","65","2,661","32","32","2,637","33","33"
"충청남도 당진시 신평면(4427038000)","16,183","663","663","8,259","329","329","7,924","334","334","15,814","533","533","8,041","266","266","7,773","267","267","15,391","417","417","7,852","219","219","7,539","198","198"
"충청남도 당진시 송산면(4427039000)","12,130","634","634","6,839","309","309","5,291","325","325","11,914","522","522","6,783","259","259","5,131","263","263","11,787","425","425","6,772","207","207","5,015","218","218"
"충청남도 당진시 당진1동(4427051000)","23,971","1,205","1,205","12,641","604","604","11,330","601","601","24,406","1,121","1,121","12,977","589","589","11,429","532","532","24,803","1,016","1,016","13,240","515","515","11,563","501","501"
"충청남도 당진시 당진2동(4427052000)","20,648","1,163","1,163","10,529","605","605","10,119","558","558","21,178","1,140","1,140","10,742","605","605","10,436","535","535","23,277","1,264","1,264","11,880","659","659","11,397","605","605"
"충청남도 당진시 당진3동(4427053000)","18,733","978","978","9,611","497","497","9,122","481","481","18,384","813","813","9,501","419","419","8,883","394","394","17,915","648","648","9,256","339","339","8,659","309","309"
"충청남도 금산군 (4471000000)","52,257","1,102","1,102","26,309","531","531","25,948","571","571","51,413","1,016","1,016","25,928","495","495","25,485","521","521","50,477","879","879","25,466","418","418","25,011","461","461"
"충청남도 금산군 금산읍(4471025000)","23,169","675","675","11,410","310","310","11,759","365","365","22,858","641","641","11,228","298","298","11,630","343","343","22,381","534","534","10,981","239","239","11,400","295","295"
"충청남도 금산군 금성면(4471031000)","3,387","45","45","1,737","27","27","1,650","18","18","3,320","37","37","1,714","25","25","1,606","12","12","3,252","38","38","1,687","21","21","1,565","17","17"
"충청남도 금산군 제원면(4471032000)","2,868","37","37","1,497","18","18","1,371","19","19","2,841","37","37","1,480","18","18","1,361","19","19","2,768","30","30","1,450","16","16","1,318","14","14"
"충청남도 금산군 부리면(4471033000)","2,570","31","31","1,278","18","18","1,292","13","13","2,462","21","21","1,237","13","13","1,225","8","8","2,468","25","25","1,244","13","13","1,224","12","12"
"충청남도 금산군 군북면(4471034000)","2,608","59","59","1,310","19","19","1,298","40","40","2,527","50","50","1,264","18","18","1,263","32","32","2,505","41","41","1,249","16","16","1,256","25","25"
"충청남도 금산군 남일면(4471035000)","2,889","45","45","1,437","24","24","1,452","21","21","2,871","41","41","1,451","22","22","1,420","19","19","2,766","34","34","1,397","18","18","1,369","16","16"
"충청남도 금산군 남이면(4471036000)","2,163","26","26","1,112","12","12","1,051","14","14","2,154","22","22","1,109","10","10","1,045","12","12","2,116","18","18","1,083","10","10","1,033","8","8"
"충청남도 금산군 진산면(4471037000)","3,271","26","26","1,638","18","18","1,633","8","8","3,213","30","30","1,619","19","19","1,594","11","11","3,244","34","34","1,618","22","22","1,626","12","12"
"충청남도 금산군 복수면(4471038000)","3,154","46","46","1,666","27","27","1,488","19","19","3,072","35","35","1,620","15","15","1,452","20","20","2,998","37","37","1,572","16","16","1,426","21","21"
"충청남도 금산군 추부면(4471039000)","6,178","112","112","3,224","58","58","2,954","54","54","6,095","102","102","3,206","57","57","2,889","45","45","5,979","88","88","3,185","47","47","2,794","41","41"
"충청남도 부여군 (4476000000)","66,740","1,276","1,276","33,049","656","656","33,691","620","620","65,354","1,082","1,082","32,374","560","560","32,980","522","522","63,774","941","941","31,634","508","508","32,140","433","433"
"충청남도 부여군 부여읍(4476025000)","20,975","417","417","10,411","205","205","10,564","212","212","20,330","358","358","10,095","182","182","10,235","176","176","19,575","296","296","9,730","156","156","9,845","140","140"
"충청남도 부여군 규암면(4476031000)","11,961","446","446","5,876","241","241","6,085","205","205","12,027","396","396","5,923","198","198","6,104","198","198","11,927","351","351","5,868","187","187","6,059","164","164"
"충청남도 부여군 은산면(4476032000)","3,852","45","45","1,918","25","25","1,934","20","20","3,780","36","36","1,899","25","25","1,881","11","11","3,676","31","31","1,850","22","22","1,826","9","9"
"충청남도 부여군 외산면(4476033000)","2,418","19","19","1,166","10","10","1,252","9","9","2,382","15","15","1,176","10","10","1,206","5","5","2,332","12","12","1,146","9","9","1,186","3","3"
"충청남도 부여군 내산면(4476034000)","1,574","23","23","789","9","9","785","14","14","1,555","18","18","775","5","5","780","13","13","1,543","15","15","761","5","5","782","10","10"
"충청남도 부여군 구룡면(4476035000)","2,462","34","34","1,200","20","20","1,262","14","14","2,378","23","23","1,161","13","13","1,217","10","10","2,347","23","23","1,150","12","12","1,197","11","11"
"충청남도 부여군 홍산면(4476036000)","2,930","40","40","1,418","25","25","1,512","15","15","2,901","40","40","1,403","23","23","1,498","17","17","2,809","32","32","1,354","19","19","1,455","13","13"
"충청남도 부여군 옥산면(4476037000)","1,446","10","10","690","5","5","756","5","5","1,427","4","4","672","3","3","755","1","1","1,415","3","3","685","3","3","730","0","0"
"충청남도 부여군 남면(4476038000)","1,913","26","26","932","17","17","981","9","9","1,853","20","20","897","11","11","956","9","9","1,807","11","11","876","7","7","931","4","4"
"충청남도 부여군 충화면(4476039000)","1,176","12","12","595","6","6","581","6","6","1,138","6","6","570","4","4","568","2","2","1,137","9","9","576","6","6","561","3","3"
"충청남도 부여군 양화면(4476040000)","1,773","17","17","852","9","9","921","8","8","1,688","15","15","798","8","8","890","7","7","1,654","13","13","779","6","6","875","7","7"
"충청남도 부여군 임천면(4476041000)","2,951","52","52","1,456","22","22","1,495","30","30","2,899","47","47","1,429","22","22","1,470","25","25","2,850","44","44","1,406","21","21","1,444","23","23"
"충청남도 부여군 장암면(4476042000)","2,823","30","30","1,403","14","14","1,420","16","16","2,763","24","24","1,369","14","14","1,394","10","10","2,701","21","21","1,363","13","13","1,338","8","8"
"충청남도 부여군 세도면(4476043000)","3,248","38","38","1,665","15","15","1,583","23","23","3,174","33","33","1,615","15","15","1,559","18","18","3,091","30","30","1,571","12","12","1,520","18","18"
"충청남도 부여군 석성면(4476044000)","3,057","42","42","1,584","20","20","1,473","22","22","2,923","28","28","1,511","15","15","1,412","13","13","2,820","28","28","1,466","16","16","1,354","12","12"
"충청남도 부여군 초촌면(4476045000)","2,181","25","25","1,094","13","13","1,087","12","12","2,136","19","19","1,081","12","12","1,055","7","7","2,090","22","22","1,053","14","14","1,037","8","8"
"충청남도 서천군 (4477000000)","52,805","999","999","26,110","506","506","26,695","493","493","51,866","913","913","25,614","455","455","26,252","458","458","50,745","841","841","25,081","436","436","25,664","405","405"
"충청남도 서천군 장항읍(4477025000)","11,311","236","236","5,660","118","118","5,651","118","118","11,126","225","225","5,553","119","119","5,573","106","106","11,064","203","203","5,542","107","107","5,522","96","96"
"충청남도 서천군 서천읍(4477025300)","13,797","394","394","6,752","201","201","7,045","193","193","13,744","364","364","6,709","175","175","7,035","189","189","13,356","339","339","6,534","168","168","6,822","171","171"
"충청남도 서천군 마서면(4477031000)","5,078","74","74","2,542","37","37","2,536","37","37","4,939","66","66","2,476","35","35","2,463","31","31","4,808","53","53","2,405","26","26","2,403","27","27"
"충청남도 서천군 화양면(4477032000)","2,323","29","29","1,115","16","16","1,208","13","13","2,264","27","27","1,092","14","14","1,172","13","13","2,246","30","30","1,092","17","17","1,154","13","13"
"충청남도 서천군 기산면(4477033000)","1,729","18","18","848","8","8","881","10","10","1,674","14","14","818","4","4","856","10","10","1,610","5","5","791","1","1","819","4","4"
"충청남도 서천군 한산면(4477034000)","2,600","17","17","1,225","8","8","1,375","9","9","2,540","22","22","1,185","9","9","1,355","13","13","2,458","25","25","1,154","13","13","1,304","12","12"
"충청남도 서천군 마산면(4477035000)","1,539","23","23","738","9","9","801","14","14","1,494","20","20","714","9","9","780","11","11","1,462","17","17","698","10","10","764","7","7"
"충청남도 서천군 시초면(4477036000)","1,309","17","17","640","6","6","669","11","11","1,286","18","18","630","7","7","656","11","11","1,243","22","22","597","10","10","646","12","12"
"충청남도 서천군 문산면(4477037000)","1,294","15","15","657","10","10","637","5","5","1,262","11","11","643","8","8","619","3","3","1,232","12","12","627","9","9","605","3","3"
"충청남도 서천군 판교면(4477038000)","2,176","21","21","1,059","9","9","1,117","12","12","2,135","15","15","1,041","5","5","1,094","10","10","2,080","16","16","1,009","6","6","1,071","10","10"
"충청남도 서천군 종천면(4477039000)","2,083","23","23","1,003","15","15","1,080","8","8","2,049","26","26","991","18","18","1,058","8","8","2,025","21","21","979","13","13","1,046","8","8"
"충청남도 서천군 비인면(4477040000)","3,077","26","26","1,530","18","18","1,547","8","8","2,950","21","21","1,451","12","12","1,499","9","9","2,865","18","18","1,421","13","13","1,444","5","5"
"충청남도 서천군 서면(4477041000)","4,489","106","106","2,341","51","51","2,148","55","55","4,403","84","84","2,311","40","40","2,092","44","44","4,296","80","80","2,232","43","43","2,064","37","37"
"충청남도 청양군 (4479000000)","31,717","562","562","15,997","290","290","15,720","272","272","30,948","508","508","15,691","257","257","15,257","251","251","30,440","468","468","15,472","247","247","14,968","221","221"
"충청남도 청양군 청양읍(4479025000)","10,273","285","285","5,151","155","155","5,122","130","130","10,023","256","256","5,035","131","131","4,988","125","125","9,914","245","245","5,010","137","137","4,904","108","108"
"충청남도 청양군 운곡면(4479031000)","2,218","19","19","1,096","11","11","1,122","8","8","2,162","18","18","1,080","11","11","1,082","7","7","2,104","18","18","1,058","9","9","1,046","9","9"
"충청남도 청양군 대치면(4479032000)","2,292","34","34","1,195","14","14","1,097","20","20","2,276","29","29","1,197","12","12","1,079","17","17","2,215","18","18","1,156","8","8","1,059","10","10"
"충청남도 청양군 정산면(4479033000)","3,614","63","63","1,865","33","33","1,749","30","30","3,598","53","53","1,868","27","27","1,730","26","26","3,560","50","50","1,862","22","22","1,698","28","28"
"충청남도 청양군 목면(4479034000)","1,594","11","11","819","7","7","775","4","4","1,532","13","13","800","9","9","732","4","4","1,504","12","12","789","8","8","715","4","4"
"충청남도 청양군 청남면(4479035000)","1,970","23","23","1,015","10","10","955","13","13","1,927","29","29","991","14","14","936","15","15","1,895","27","27","981","16","16","914","11","11"
"충청남도 청양군 장평면(4479036000)","2,423","33","33","1,211","14","14","1,212","19","19","2,335","27","27","1,181","12","12","1,154","15","15","2,277","28","28","1,159","15","15","1,118","13","13"
"충청남도 청양군 남양면(4479037000)","2,846","40","40","1,419","20","20","1,427","20","20","2,767","37","37","1,374","20","20","1,393","17","17","2,713","31","31","1,348","16","16","1,365","15","15"
"충청남도 청양군 화성면(4479038000)","2,256","26","26","1,138","14","14","1,118","12","12","2,200","18","18","1,114","10","10","1,086","8","8","2,178","16","16","1,092","8","8","1,086","8","8"
"충청남도 청양군 비봉면(4479039000)","2,231","28","28","1,088","12","12","1,143","16","16","2,128","28","28","1,051","11","11","1,077","17","17","2,080","23","23","1,017","8","8","1,063","15","15"
"충청남도 홍성군 (4480000000)","100,423","3,515","3,515","49,931","1,800","1,800","50,492","1,715","1,715","100,102","3,260","3,260","49,796","1,682","1,682","50,306","1,578","1,578","99,324","3,033","3,033","49,437","1,564","1,564","49,887","1,469","1,469"
"충청남도 홍성군 홍성읍(4480025000)","38,834","1,022","1,022","19,277","513","513","19,557","509","509","38,232","928","928","18,957","466","466","19,275","462","462","37,645","858","858","18,624","440","440","19,021","418","418"
"충청남도 홍성군 광천읍(4480025300)","8,758","116","116","4,301","64","64","4,457","52","52","8,520","102","102","4,173","53","53","4,347","49","49","8,292","87","87","4,104","48","48","4,188","39","39"
"충청남도 홍성군 홍북읍(4480025600)","27,912","2,129","2,129","13,942","1,093","1,093","13,970","1,036","1,036","28,834","2,036","2,036","14,445","1,053","1,053","14,389","983","983","29,123","1,909","1,909","14,603","980","980","14,520","929","929"
"충청남도 홍성군 금마면(4480032000)","3,506","40","40","1,761","23","23","1,745","17","17","3,500","39","39","1,778","28","28","1,722","11","11","3,502","36","36","1,791","21","21","1,711","15","15"
"충청남도 홍성군 홍동면(4480033000)","3,495","49","49","1,787","27","27","1,708","22","22","3,432","38","38","1,726","19","19","1,706","19","19","3,411","41","41","1,710","22","22","1,701","19","19"
"충청남도 홍성군 장곡면(4480034000)","3,003","27","27","1,447","15","15","1,556","12","12","2,919","25","25","1,400","14","14","1,519","11","11","2,837","23","23","1,356","14","14","1,481","9","9"
"충청남도 홍성군 은하면(4480035000)","2,388","20","20","1,200","10","10","1,188","10","10","2,311","12","12","1,169","7","7","1,142","5","5","2,237","9","9","1,129","5","5","1,108","4","4"
"충청남도 홍성군 결성면(4480036000)","2,157","10","10","1,054","4","4","1,103","6","6","2,103","7","7","1,033","4","4","1,070","3","3","2,056","8","8","1,007","5","5","1,049","3","3"
"충청남도 홍성군 서부면(4480037000)","3,303","33","33","1,610","14","14","1,693","19","19","3,252","21","21","1,597","5","5","1,655","16","16","3,205","16","16","1,570","2","2","1,635","14","14"
"충청남도 홍성군 갈산면(4480038000)","3,572","36","36","1,787","18","18","1,785","18","18","3,533","28","28","1,774","18","18","1,759","10","10","3,521","24","24","1,771","17","17","1,750","7","7"
"충청남도 홍성군 구항면(4480039000)","3,495","33","33","1,765","19","19","1,730","14","14","3,466","24","24","1,744","15","15","1,722","9","9","3,495","22","22","1,772","10","10","1,723","12","12"
"충청남도 예산군 (4481000000)","79,238","1,575","1,575","39,806","810","810","39,432","765","765","78,084","1,423","1,423","39,156","722","722","38,928","701","701","76,801","1,268","1,268","38,574","637","637","38,227","631","631"
"충청남도 예산군 예산읍(4481025000)","34,254","890","890","17,058","464","464","17,196","426","426","33,401","790","790","16,592","403","403","16,809","387","387","32,682","691","691","16,217","355","355","16,465","336","336"
"충청남도 예산군 삽교읍(4481025300)","9,422","257","257","4,732","135","135","4,690","122","122","9,955","279","279","5,005","143","143","4,950","136","136","10,155","289","289","5,096","138","138","5,059","151","151"
"충청남도 예산군 대술면(4481031000)","2,546","22","22","1,330","10","10","1,216","12","12","2,470","21","21","1,276","10","10","1,194","11","11","2,387","14","14","1,222","8","8","1,165","6","6"
"충청남도 예산군 신양면(4481032000)","3,155","28","28","1,601","14","14","1,554","14","14","3,057","20","20","1,547","11","11","1,510","9","9","2,998","21","21","1,516","11","11","1,482","10","10"
"충청남도 예산군 광시면(4481033000)","3,271","37","37","1,604","17","17","1,667","20","20","3,184","27","27","1,567","11","11","1,617","16","16","3,105","23","23","1,533","10","10","1,572","13","13"
"충청남도 예산군 대흥면(4481034000)","1,790","18","18","894","6","6","896","12","12","1,769","12","12","883","5","5","886","7","7","1,756","12","12","891","8","8","865","4","4"
"충청남도 예산군 응봉면(4481035000)","2,555","30","30","1,318","12","12","1,237","18","18","2,537","19","19","1,320","11","11","1,217","8","8","2,504","15","15","1,309","8","8","1,195","7","7"
"충청남도 예산군 덕산면(4481036000)","6,800","105","105","3,359","57","57","3,441","48","48","6,677","97","97","3,311","50","50","3,366","47","47","6,675","84","84","3,326","42","42","3,349","42","42"
"충청남도 예산군 봉산면(4481037000)","2,561","32","32","1,299","16","16","1,262","16","16","2,502","27","27","1,260","14","14","1,242","13","13","2,490","25","25","1,263","14","14","1,227","11","11"
"충청남도 예산군 고덕면(4481038000)","4,649","67","67","2,365","36","36","2,284","31","31","4,545","54","54","2,303","25","25","2,242","29","29","4,407","38","38","2,236","16","16","2,171","22","22"
"충청남도 예산군 신암면(4481039000)","3,657","43","43","1,855","20","20","1,802","23","23","3,533","38","38","1,781","18","18","1,752","20","20","3,404","25","25","1,743","11","11","1,661","14","14"
"충청남도 예산군 오가면(4481040000)","4,578","46","46","2,391","23","23","2,187","23","23","4,454","39","39","2,311","21","21","2,143","18","18","4,238","31","31","2,222","16","16","2,016","15","15"
"충청남도 태안군 (4482500000)","62,743","1,385","1,385","31,715","697","697","31,028","688","688","62,214","1,264","1,264","31,371","617","617","30,843","647","647","61,526","1,072","1,072","31,033","545","545","30,493","527","527"
"충청남도 태안군 태안읍(4482525000)","29,578","1,022","1,022","14,944","519","519","14,634","503","503","29,525","923","923","14,915","462","462","14,610","461","461","29,393","792","792","14,857","414","414","14,536","378","378"
"충청남도 태안군 안면읍(4482525300)","8,714","121","121","4,368","63","63","4,346","58","58","8,601","120","120","4,266","57","57","4,335","63","63","8,417","102","102","4,177","49","49","4,240","53","53"
"충청남도 태안군 고남면(4482531000)","2,421","29","29","1,162","13","13","1,259","16","16","2,386","28","28","1,144","12","12","1,242","16","16","2,330","27","27","1,118","9","9","1,212","18","18"
"충청남도 태안군 남면(4482532000)","4,501","49","49","2,341","21","21","2,160","28","28","4,312","40","40","2,230","13","13","2,082","27","27","4,197","33","33","2,161","16","16","2,036","17","17"
"충청남도 태안군 근흥면(4482533000)","5,385","48","48","2,781","24","24","2,604","24","24","5,358","45","45","2,759","17","17","2,599","28","28","5,347","44","44","2,742","19","19","2,605","25","25"
"충청남도 태안군 소원면(4482534000)","5,389","39","39","2,667","18","18","2,722","21","21","5,340","39","39","2,642","21","21","2,698","18","18","5,300","31","31","2,623","20","20","2,677","11","11"
"충청남도 태안군 원북면(4482535000)","4,448","57","57","2,280","27","27","2,168","30","30","4,411","57","57","2,259","27","27","2,152","30","30","4,348","35","35","2,228","13","13","2,120","22","22"
"충청남도 태안군 이원면(4482536000)","2,307","20","20","1,172","12","12","1,135","8","8","2,281","12","12","1,156","8","8","1,125","4","4","2,194","8","8","1,127","5","5","1,067","3","3"
"전라북도  (4500000000)","1,818,917","57,543","57,543","904,110","29,391","29,391","914,807","28,152","28,152","1,804,104","51,498","51,498","896,874","26,306","26,306","907,230","25,192","25,192","1,786,855","46,252","46,252","888,994","23,638","23,638","897,861","22,614","22,614"
"전라북도 전주시 (4511000000)","654,394","23,682","23,682","322,236","12,118","12,118","332,158","11,564","11,564","657,432","21,721","21,721","323,542","11,212","11,212","333,890","10,509","10,509","657,269","19,892","19,892","323,427","10,232","10,232","333,842","9,660","9,660"
"전라북도 전주시 완산구 (4511100000)","338,839","10,574","10,574","165,180","5,439","5,439","173,659","5,135","5,135","339,718","9,916","9,916","165,413","5,177","5,177","174,305","4,739","4,739","335,804","8,801","8,801","163,494","4,564","4,564","172,310","4,237","4,237"
"전라북도 전주시 완산구 중앙동(4511151000)","7,839","141","141","3,957","80","80","3,882","61","61","7,597","115","115","3,811","60","60","3,786","55","55","7,398","107","107","3,707","52","52","3,691","55","55"
"전라북도 전주시 완산구 풍남동(4511153000)","4,492","48","48","2,247","27","27","2,245","21","21","4,243","45","45","2,105","25","25","2,138","20","20","4,023","41","41","1,996","21","21","2,027","20","20"
"전라북도 전주시 완산구 노송동(4511160500)","13,105","296","296","6,362","154","154","6,743","142","142","12,535","275","275","6,112","147","147","6,423","128","128","11,917","246","246","5,825","132","132","6,092","114","114"
"전라북도 전주시 완산구 완산동(4511163500)","5,107","69","69","2,556","37","37","2,551","32","32","4,914","57","57","2,421","30","30","2,493","27","27","5,414","107","107","2,663","53","53","2,751","54","54"
"전라북도 전주시 완산구 동서학동(4511165000)","6,747","119","119","3,345","56","56","3,402","63","63","6,446","106","106","3,194","52","52","3,252","54","54","6,269","91","91","3,105","48","48","3,164","43","43"
"전라북도 전주시 완산구 서서학동(4511166000)","9,141","146","146","4,454","74","74","4,687","72","72","8,765","115","115","4,301","58","58","4,464","57","57","8,619","93","93","4,222","43","43","4,397","50","50"
"전라북도 전주시 완산구 중화산1동(4511167100)","15,136","460","460","7,321","242","242","7,815","218","218","14,675","399","399","7,064","210","210","7,611","189","189","14,335","320","320","6,896","164","164","7,439","156","156"
"전라북도 전주시 완산구 중화산2동(4511167200)","19,906","574","574","9,923","281","281","9,983","293","293","19,608","494","494","9,781","246","246","9,827","248","248","19,688","416","416","9,833","215","215","9,855","201","201"
"전라북도 전주시 완산구 서신동(4511168000)","40,261","1,352","1,352","19,692","687","687","20,569","665","665","41,431","1,393","1,393","20,080","725","725","21,351","668","668","40,880","1,271","1,271","19,831","659","659","21,049","612","612"
"전라북도 전주시 완산구 평화1동(4511169100)","12,976","336","336","6,247","190","190","6,729","146","146","12,903","269","269","6,214","153","153","6,689","116","116","12,874","239","239","6,199","130","130","6,675","109","109"
"전라북도 전주시 완산구 평화2동(4511169200)","46,205","1,745","1,745","22,334","901","901","23,871","844","844","46,396","1,575","1,575","22,411","822","822","23,985","753","753","45,827","1,350","1,350","22,089","679","679","23,738","671","671"
